year,stco_code,totalpopulation,Crude prevalence,Age-adjusted prevalence
2018,51003,108718,10.6,10.1
2018,51005,14910,16.9,14.7
2018,51007,13013,14.9,13.3
2018,51009,31666,15.2,13.6
2018,51011,15841,15,13.6
2018,51013,237521,7.6,8
2018,51015,75457,13.3,11.9
2018,51017,4292,17.7,15.2
2018,51019,78747,12.9,11.3
2018,51021,6293,13.3,11.8
2018,51023,33277,12.7,11.1
2018,51025,16384,16.8,15.5
2018,51027,21221,20.1,17.9
2018,51029,16999,16.4,15
2018,51031,54973,14.5,13.2
2018,51033,30772,13,12.1
2018,51035,29636,16.7,14.6
2018,51036,6941,16.7,14.4
2018,51037,11938,18,15.9
2018,51041,348556,10.9,10.3
2018,51043,14523,13.4,11.6
2018,51045,5064,13.5,11.7
2018,51047,51859,13,12
2018,51049,9809,16,14.3
2018,51051,14523,19.4,17.4
2018,51053,28529,14.7,13.5
2018,51057,10919,15.7,13.8
2018,51059,1150795,8.6,8.2
2018,51061,70675,11.3,10.3
2018,51063,15795,15.2,13.2
2018,51065,26783,11.6,10.4
2018,51067,56195,15.1,13.2
2018,51069,88355,12.2,11.2
2018,51071,16844,14.8,13.2
2018,51073,37349,13.1,11.7
2018,51075,23244,12,10.4
2018,51077,15631,17.3,15.1
2018,51079,19779,13.6,12.4
2018,51081,11627,17.1,16.4
2018,51083,34120,16,14.1
2018,51085,107239,10.8,9.7
2018,51087,329261,11.1,10.5
2018,51089,50953,18.4,16.1
2018,51091,2210,16.1,13
2018,51093,36953,13.4,11.9
2018,51095,76397,10.9,9.5
2018,51097,7042,15.8,13.9
2018,51099,26575,11.3,10.7
2018,51101,16939,12.9,11.9
2018,51103,10783,14.9,12.2
2018,51105,23541,18.4,16.5
2018,51107,406850,8.4,8.2
2018,51109,36778,14.8,13.2
2018,51111,12086,17.6,15.7
2018,51113,13295,15.2,13.3
2018,51115,8802,13.6,11.4
2018,51117,30650,17,14.8
2018,51119,10769,14.8,12.4
2018,51121,98985,10.5,11.9
2018,51125,14836,14.5,12.4
2018,51127,22391,11.9,10.8
2018,51131,11735,16.8,14.4
2018,51133,12147,15,12.3
2018,51135,15420,16.6,15.4
2018,51137,36644,13.5,12.1
2018,51139,23933,16.5,14.7
2018,51141,17673,17.5,15
2018,51143,60949,16.3,14.3
2018,51145,29189,12.1,10.8
2018,51147,22950,13.1,14
2018,51149,38082,11.8,11.5
2018,51153,468011,10.3,10.1
2018,51155,34066,14.7,13
2018,51157,7252,13,11.1
2018,51159,9038,16.1,14.7
2018,51161,94073,12.2,10.9
2018,51163,22752,15.5,13.5
2018,51165,81244,13.5,12.4
2018,51167,26748,17.6,15.6
2018,51169,21534,17.3,15.2
2018,51171,43497,14.5,13
2018,51173,30472,16.6,14.8
2018,51175,17586,15,13.2
2018,51177,134238,11.7,11
2018,51179,149960,9.9,9.8
2018,51181,6474,16,13.8
2018,51183,11237,16.1,15.5
2018,51185,40855,16.4,14.7
2018,51187,40003,13.2,12.2
2018,51191,54402,15.5,13.8
2018,51193,17830,14.8,12.8
2018,51195,38012,17.6,16.5
2018,51197,28754,15.5,13.8
2018,51199,67846,10,9.3
2018,51510,160530,9.1,9.2
2018,51520,16482,16.5,15
2018,51530,6237,16.7,16.3
2018,51540,48117,11,12.3
2018,51550,242634,11.4,10.9
2018,51570,17833,13.7,12.6
2018,51580,5460,15.5,14
2018,51590,40693,17.3,15.8
2018,51595,5121,20,18.4
2018,51600,24574,9.3,8.8
2018,51610,14772,7.5,7
2018,51620,8013,16.4,14.9
2018,51630,29144,10.6,11.6
2018,51640,6423,19.1,17.5
2018,51650,134313,12.9,12.7
2018,51660,54033,11.9,14.5
2018,51670,22596,16.2,15.5
2018,51678,7136,10.9,13.7
2018,51680,82126,12.1,13.5
2018,51683,41641,11.7,11.6
2018,51685,17307,11.5,11.9
2018,51690,12902,16.9,15.3
2018,51700,178626,12.5,12.7
2018,51710,244076,12.2,13.4
2018,51720,3968,16.7,15.8
2018,51730,31567,17.4,16.5
2018,51735,12190,10.7,9.6
2018,51740,94632,14.2,13.8
2018,51750,18339,11.8,14.8
2018,51760,228783,13.6,14.1
2018,51770,99920,15,14.2
2018,51775,25643,12.2,11.5
2018,51790,24922,13.2,12.1
2018,51800,91185,12.8,12.1
2018,51810,450189,10.9,10.6
2018,51820,22628,14.6,13.7
2018,51830,14896,10.2,11.9
2018,51840,28108,12.9,12.5
2018,53001,19759,17.6,17.6
2018,53003,22610,16,14.1
2018,53005,201877,13.3,12.8
2018,53007,77036,13.8,12.6
2018,53009,76737,15.5,13.4
2018,53011,481857,12.4,11.7
2018,53013,4059,15,12.9
2018,53015,108987,15.6,14.3
2018,53017,42907,14.8,13.8
2018,53019,7649,18.7,16.3
2018,53021,94347,13.9,14.4
2018,53023,2247,14.2,12.2
2018,53025,97331,15.4,15.1
2018,53027,73901,16.5,14.8
2018,53029,84460,12.2,11.1
2018,53031,31729,14.1,11.5
2018,53033,2233163,9.5,9.4
2018,53035,269805,12.7,12
2018,53037,47364,11.8,12.3
2018,53039,22107,15.6,13.6
2018,53041,79604,15.4,13.9
2018,53043,10740,14.8,12.7
2018,53045,65507,16.1,14.3
2018,53047,42132,17.7,15.9
2018,53049,22036,17.1,14.4
2018,53051,13602,16.6,14.2
2018,53053,891299,13,12.6
2018,53055,17128,12.6,10.3
2018,53057,128206,14.1,12.9
2018,53059,11924,14.8,12.9
2018,53061,814901,11.7,11.2
2018,53063,514631,13.1,12.6
2018,53065,45260,17,14.8
2018,53067,286419,12.2,11.5
2018,53069,4426,15,12.5
2018,53071,60922,13,12.6
2018,53073,225685,12.7,12.5
2018,53075,49791,10.8,13.4
2018,53077,251446,16.8,16.4
2018,54001,16535,18.8,17.6
2018,54003,117123,16.1,15.2
2018,54005,21951,21.1,19
2018,54007,14089,20.5,18.3
2018,54009,22203,16.9,15.1
2018,54011,93224,16.7,16.2
2018,54013,7254,21.2,18.4
2018,54015,8632,22.2,19.8
2018,54017,8406,17.3,15.8
2018,54019,43018,20,18
2018,54021,8026,17,17
2018,54023,11626,19.3,17.1
2018,54025,34786,18.8,16.7
2018,54027,23347,19.8,17.5
2018,54029,29094,17.9,15.8
2018,54031,13775,18.4,16.3
2018,54033,67554,16.8,15.3
2018,54035,28706,17.4,15.6
2018,54037,56811,14.3,13.2
2018,54039,180454,16.8,15.3
2018,54041,16024,19,17.1
2018,54043,20599,21.7,19.5
2018,54045,32607,21.5,19.5
2018,54047,18223,25.9,23
2018,54049,56097,17.3,16.3
2018,54051,30785,17.6,15.7
2018,54053,26718,19.4,17.4
2018,54055,59131,19.5,17.7
2018,54057,26940,17.1,15.5
2018,54059,23785,23.4,21.2
2018,54061,106420,12.8,14.1
2018,54063,13280,19.5,17
2018,54065,17787,17.1,15
2018,54067,24842,19.4,17.2
2018,54069,41755,15.1,13.8
2018,54071,6997,20,17.1
2018,54073,7507,17.7,16.3
2018,54075,8414,19.7,17.3
2018,54077,33839,17.7,16.2
2018,54079,56682,14.9,13.6
2018,54081,74254,17.9,16.4
2018,54083,28823,19.3,17.5
2018,54085,9721,19.4,17
2018,54087,13932,21.5,19.1
2018,54089,12760,21.3,18.7
2018,54091,16862,18,16.2
2018,54093,6955,17.9,15.6
2018,54095,8746,18.1,15.9
2018,54097,24415,18.8,17.5
2018,54099,39944,21,19
2018,54101,8285,22,19.4
2018,54103,15270,19.8,17.6
2018,54105,5830,21,18.6
2018,54107,84203,17.3,15.6
2018,54109,20786,20.6,18.4
2018,55001,20348,16.3,13.6
2018,55003,15600,15.1,13.8
2018,55005,45164,14.3,12.7
2018,55007,15042,14.2,12
2018,55009,263378,12.3,11.8
2018,55011,13125,13.6,12
2018,55013,15392,15.2,12.7
2018,55015,50159,11.4,10.5
2018,55017,64135,13.2,12
2018,55019,34709,15.5,14.1
2018,55021,57358,12.6,11.5
2018,55023,16291,14.4,12.6
2018,55025,542364,9.5,9.7
2018,55027,87847,13.4,12.2
2018,55029,27610,12.8,10.7
2018,55031,43208,13.4,12.3
2018,55033,45131,11.8,12
2018,55035,104534,11.3,11.5
2018,55037,4321,15.4,12.7
2018,55039,103066,12.3,11.3
2018,55041,8991,16.1,14.3
2018,55043,51554,12.9,12.8
2018,55045,36929,12.7,11.3
2018,55047,18918,14.4,12.6
2018,55049,23771,12.5,11.1
2018,55051,5676,15.6,12.8
2018,55053,20478,14.7,13.3
2018,55055,85129,12.2,11.3
2018,55057,26617,15.2,13.5
2018,55059,169290,12.8,12.2
2018,55061,20383,12.9,11.4
2018,55063,118230,11.1,11.1
2018,55065,16665,13.9,12.4
2018,55067,19268,15.1,13
2018,55069,27689,13.7,11.9
2018,55071,79074,13.5,11.9
2018,55073,135428,12.5,11.4
2018,55075,40434,15,13
2018,55077,15434,14.9,12.6
2018,55078,4658,21.4,20.5
2018,55079,948201,14.4,14.3
2018,55081,46051,13.5,12.3
2018,55083,37830,14.1,12.3
2018,55085,35470,12.9,10.9
2018,55087,187365,11.5,10.9
2018,55089,89147,10.1,9.1
2018,55091,7289,14.4,12.5
2018,55093,42555,11,10.9
2018,55095,43598,13.5,11.9
2018,55097,70942,11.8,11.6
2018,55099,13397,15.1,12.7
2018,55101,196584,13.1,12.1
2018,55103,17377,14.7,12.9
2018,55105,163129,13.4,12.4
2018,55107,14147,16.3,14
2018,55109,89694,10.5,9.7
2018,55111,64249,13,11.8
2018,55113,16489,16.6,14.3
2018,55115,40796,14.7,13
2018,55117,115456,12,10.9
2018,55119,20412,14.4,12.7
2018,55121,29442,13.3,12
2018,55123,30785,14.9,13.2
2018,55125,21938,15.5,12.8
2018,55127,103718,12.3,11.5
2018,55129,15878,14.9,12.6
2018,55131,135693,11.3,10.1
2018,55133,403072,10.1,9
2018,55135,51128,13.5,11.9
2018,55137,24263,15.3,13.1
2018,55139,171020,12.5,12.1
2018,55141,73055,13.4,11.9
2018,56001,38601,9.9,11.6
2018,56003,11881,13.6,12.2
2018,56005,46140,11.9,11.6
2018,56007,14971,13.1,12.2
2018,56009,13640,12.9,11.8
2018,56011,7450,12.4,10.8
2018,56013,39531,13.8,12.8
2018,56015,13376,12.9,11.7
2018,56017,4555,13.7,11.7
2018,56019,8460,13.1,11.4
2018,56021,98976,12,11.5
2018,56023,19434,12.5,11.2
2018,56025,79115,12.1,11.5
2018,56027,2388,15.4,14
2018,56029,29324,12.1,10.8
2018,56031,8566,13.4,11.5
2018,56033,30233,11.3,10.2
2018,56035,9813,11.6,10.4
2018,56037,43051,11.9,11.5
2018,56039,23081,9.3,8.9
2018,56041,20299,13.3,12.5
2018,56043,7885,13.3,11.7
2018,56045,6967,14,12.4
