cbsa_code,cbsa_name,pop_total,pop_white,pop_black,pop_latino,pop_asian,pct_white,pct_black,pct_latino,pct_asian,pct_edu_hsplus_white,pct_edu_hsplus_black,pct_edu_hsplus_asian,pct_edu_hsplus_latino,pct_edu_baplus_white,pct_edu_baplus_black,pct_edu_baplus_asian,pct_edu_baplus_latino,movein_edu_baplus,movein_total,pct_newcomer,newcomer_pct_edu_baplus,pct_nocar,med_hh_inc_total,med_hh_inc_white,med_hh_inc_black,med_hh_inc_asian,med_hh_inc_latino,pct_belowpoverty_total,pct_belowpoverty_white,pct_belowpoverty_black,pct_belowpoverty_asian,pct_belowpoverty_latino,pct_edu_hs,pct_edu_somecollege,pct_edu_associate,pct_edu_ba,pct_edu_grad,pct_edu_baplus,pct_edu_hsplus,lfp_total,lfp_white,lfp_black,lfp_asian,lfp_latino,epratio_total,epratio_white,epratio_black,epratio_asian,epratio_latino,unemp_total,unemp_white,unemp_black,unemp_asian,unemp_latino,med_earnings_total,med_earnings_hs,med_earnings_ba,med_earnings_grad,commuter_total,commuter_white,commuter_black,commuter_asian,commuter_latino,publictrans_total,publictrans_white,publictrans_black,publictrans_asian,publictrans_latino,pct_publictrans_total,pct_publictrans_white,pct_publictrans_black,pct_publictrans_asian,pct_publictrans_latino
10140,"Aberdeen, WA Micro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9337133160745752,NA,NA,0.7212106299212598,0.19990427915678638,NA,NA,0.04133858267716536,NA,NA,NA,NA,0.0651403743315508,61026,62449,126832,54366,51537,0.098,0.081,NA,NA,0.18,0.368,0.239,0.11900000000000001,0.115,0.079,0.194,0.9199999999999999,0.5379999999999999,0.532,NA,NA,NA,0.505,0.508,NA,NA,NA,0.057999999999999996,0.040999999999999995,NA,NA,NA,35738,31323,50578,71426,30854,25577.966,NA,NA,NA,594,415.2060000000001,NA,NA,NA,0.019251960847864135,0.016232956131070002,NA,NA,NA
10180,"Abilene, TX Metro Area",171795,107817,14448,43037,2993,0.6275910241858028,0.08410023574609272,0.2505136936464973,0.017421927297069182,0.9382817417959877,0.942199092016388,NA,0.7627292988170753,0.2834387059692914,0.15081386335953936,NA,0.12716440939482257,1553,9668,0.08851534461290558,0.1606330161357054,0.05645344129554656,54808,58046,51364,NA,47555,0.13699999999999998,0.105,0.225,NA,0.177,0.321,0.257,0.081,0.163,0.078,0.241,0.9,0.612,0.608,0.555,NA,0.652,0.561,0.563,0.474,NA,0.598,0.024,0.012,0.044000000000000004,NA,0.05,32944,26999,47331,58864,79943,52042.893,NA,NA,18866.548,138,4.002,NA,NA,133.998,0.0017262299388314175,7.68981078742106e-5,NA,NA,0.007102412163581806
10300,"Adrian, MI Micro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9161590827660336,NA,NA,0.6921501706484642,0.22074199537474348,NA,NA,0.170193401592719,441,3193,0.04621641963872163,0.13811462574381458,0.04823501909140497,53865,56305,NA,NA,27187,0.128,0.10099999999999999,NA,NA,0.377,0.354,0.23199999999999998,0.10400000000000001,0.13699999999999998,0.076,0.21299999999999997,0.9029999999999999,0.581,0.579,NA,NA,NA,0.5479999999999999,0.547,NA,NA,NA,0.055999999999999994,0.054000000000000006,NA,NA,NA,35302,30608,50102,61053,42885,37481.490000000005,NA,NA,NA,426,267.10200000000003,NA,NA,NA,0.009933543196922,0.0071262375108353485,NA,NA,NA
10380,"Aguadilla-Isabela, PR Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8618305084745763,0.7088777863182167,NA,0.7037840311596835,0.3414237288135593,0.14469638739431206,NA,0.2222962856105338,NA,NA,NA,NA,0.13233498739760555,16311,21228,17178,NA,16132,0.508,0.35700000000000004,0.397,NA,0.512,0.29,0.099,0.095,0.16899999999999998,0.055,0.22399999999999998,0.708,0.37200000000000005,NA,NA,NA,0.369,0.325,NA,NA,NA,0.322,0.121,NA,NA,NA,0.126,16416,13890,21602,29833,78762,3780.5759999999996,NA,NA,74430.09,772,0,NA,NA,772,0.009801681013686803,0,NA,NA,0.010372149220832596
10420,"Akron, OH Metro Area",703479,556281,86575,15607,21443,0.7907570801687044,0.12306692879247284,0.022185452586360076,0.030481364759999942,0.9390909653082679,0.9058566966678372,0.6263198757763975,0.835778175313059,0.3397736689134871,0.15180469053207415,0.3920807453416149,0.3199761478831246,8945,19770,0.04040953231638395,0.4524532119372787,0.07482312084495898,57158,62067,32798,59079,38588,0.139,0.10099999999999999,0.325,0.235,0.198,0.322,0.207,0.077,0.201,0.11699999999999999,0.318,0.9239999999999999,0.6459999999999999,0.645,0.6579999999999999,NA,NA,0.611,0.614,0.5870000000000001,NA,NA,0.052000000000000005,0.046,0.10800000000000001,NA,NA,39146,31142,52185,64122,345752,283170.88800000004,37686.968,NA,NA,3264,603.84,2333.76,NA,NA,0.009440292463962609,0.0021324225956447893,0.06192485423608501,NA,NA
10460,"Alamogordo, NM Micro Area",67490,32511,2310,26034,450,0.48171580974959255,0.03422729293228626,0.3857460364498444,0.006667654467328493,0.9268643232588699,NA,NA,0.7258539081489063,0.18885512483574243,NA,NA,0.07925035179736471,832,4303,0.09476095047237332,0.1933534743202417,0.07234906559482866,39371,43854,45501,41595,29966,0.237,0.204,NA,NA,0.26,0.32299999999999995,0.295,0.08900000000000001,0.086,0.057,0.143,0.8499999999999999,0.513,0.511,NA,NA,NA,0.391,0.36,NA,NA,NA,0.10300000000000001,0.087,NA,NA,NA,26096,18681,40356,77133,24978,NA,NA,NA,NA,255,NA,NA,NA,NA,0.010208983905837138,NA,NA,NA,NA
10500,"Albany, GA Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8844151903461476,0.7808476609356257,NA,NA,0.25819853885115424,0.1416033586565374,NA,NA,941,7473,0.07689379128681086,0.1259199785895892,0.11579958616612473,40625,56551,26598,42987,32327,0.226,0.10300000000000001,0.331,NA,NA,0.292,0.23800000000000002,0.10099999999999999,0.096,0.1,0.196,0.827,0.5660000000000001,0.5529999999999999,0.5770000000000001,NA,NA,0.504,0.524,0.48700000000000004,NA,NA,0.105,0.047,0.156,NA,NA,31880,26495,44883,51987,57569,25215.221999999998,29245.051999999996,NA,NA,1489,156.345,1332.655,NA,NA,0.025864614636349426,0.006200421316933082,0.04556856318805657,NA,NA
10540,"Albany-Lebanon, OR Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893567926160946,NA,NA,0.6677225213810579,0.18829711189977552,NA,NA,0.1195755464048147,2238,5352,0.058990807486277365,0.41816143497757846,0.039650251988584614,61488,62106,NA,NA,60648,0.133,0.124,NA,NA,0.185,0.267,0.326,0.095,0.122,0.066,0.188,0.8759999999999999,0.595,0.584,NA,NA,NA,0.5720000000000001,0.563,NA,NA,NA,0.035,0.031,NA,NA,NA,36617,31210,35547,53144,60088,50413.832,NA,NA,NA,134,10.988,NA,NA,NA,0.002230062574890161,2.179560561871194e-4,NA,NA,NA
10580,"Albany-Schenectady-Troy, NY Metro Area",880381,695503,63218,47737,39384,0.7900022831024295,0.07180754695978218,0.054223114765084665,0.04473517715625394,0.9424324027258738,0.8568292565253052,0.8874261668532603,0.8226404671717171,0.4047691015293785,0.2573213682636175,0.60162915492414,0.2836568813131313,14839,33333,0.054236069190730096,0.4451744517445174,0.09850980132523407,73398,79048,38140,91886,44107,0.102,0.071,0.23199999999999998,0.135,0.23399999999999999,0.253,0.155,0.122,0.21899999999999997,0.17600000000000002,0.395,0.925,0.65,0.648,0.672,0.648,0.67,0.622,0.625,0.619,0.628,0.623,0.038,0.03,0.076,0.028999999999999998,0.07,50013,34200,60854,75941,449378,365793.69200000004,32355.216,19772.632,21120.766,15167,6794.816,3928.2529999999997,1092.0240000000001,2805.895,0.03375109595930375,0.01857554175647184,0.12141019240916208,0.055229066115224316,0.13285005856321688
10700,"Albertville, AL Micro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8555583428899083,NA,NA,0.48257372654155495,0.2107941513761468,NA,NA,0.06255585344057193,849,2931,0.045262215084316514,0.2896622313203685,0.04746674214548542,49467,47289,60446,NA,55152,0.161,0.16699999999999998,NA,NA,0.161,0.32799999999999996,0.20199999999999999,0.09,0.15,0.051,0.20099999999999998,0.8209999999999998,0.5660000000000001,0.534,NA,NA,NA,0.5529999999999999,0.52,NA,NA,NA,0.022000000000000002,0.026000000000000002,NA,NA,NA,32180,30702,51977,52097,40989,NA,NA,NA,NA,7,NA,NA,NA,NA,1.707775256776208e-4,NA,NA,NA,NA
10740,"Albuquerque, NM Metro Area",914480,351450,21557,452830,20725,0.3843167701863354,0.023572959496107077,0.49517758726270666,0.02266315283002362,0.9596259351620947,0.8599820413049986,0.8562874251497006,0.8275271273557967,0.46261132882080513,0.35480395091290035,0.4477381869923519,0.20455391949941648,11009,24758,0.038952048609035214,0.44466435091687534,0.06329174650566234,58512,67105,50445,58012,51497,0.155,0.107,0.22899999999999998,0.086,0.19,0.251,0.21600000000000003,0.094,0.185,0.147,0.33199999999999996,0.893,0.623,0.5720000000000001,0.657,0.675,0.654,0.585,0.539,0.606,0.628,0.617,0.053,0.049,0.042,0.069,0.051,38773,30924,48043,64523,429919,165088.896,NA,11177.894000000002,210660.31,7150,3231.8,NA,92.95,2130.7,0.016631039800520563,0.01957611976519608,NA,0.00831551990026028,0.010114387470520668
10780,"Alexandria, LA Metro Area",152037,96188,43433,6086,1663,0.6326617862757092,0.285673882015562,0.04002972960529345,0.010938126903319587,0.903176374321208,0.7741970802919708,NA,NA,0.19412333556497804,0.1281021897810219,NA,NA,883,5916,0.058132222309566856,0.14925625422582825,0.09785756687233545,50553,56379,37568,91200,16518,0.17600000000000002,0.096,0.302,NA,NA,0.384,0.225,0.07,0.122,0.053,0.175,0.8540000000000001,0.563,0.579,0.5529999999999999,NA,NA,0.536,0.565,0.49,NA,NA,0.038,0.021,0.085,NA,NA,35560,33122,50899,66582,64234,43807.587999999996,16508.138,NA,NA,1654,0,1654,NA,NA,0.025749603013980136,0,0.1001930078364986,NA,NA
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",844052,601582,44238,154219,23656,0.7127309691819935,0.05241146280087009,0.1827126764701701,0.02802670925488003,0.9327659968393142,0.8643056108237167,0.8685129440096327,0.796624442962911,0.3235030273375079,0.18121154611405307,0.5018663455749548,0.1442038901949776,12075,30321,0.05119083997818721,0.3982388443652914,0.07608726004573364,70793,76320,46598,79478,48552,0.09300000000000001,0.057,0.24,0.083,0.20600000000000002,0.354,0.16899999999999998,0.08900000000000001,0.192,0.105,0.297,0.9089999999999998,0.639,0.618,0.6629999999999999,0.648,0.715,0.608,0.594,0.584,0.607,0.667,0.047,0.038,0.113,0.063,0.068,42038,35735,59713,78616,412777,300501.65599999996,23528.289,11970.533000000001,71823.198,6192,2000.0159999999998,922.6080000000001,334.36800000000005,3021.696,0.0150008358023824,0.006655590610122961,0.03921271113254347,0.027932590804436195,0.04207130960668167
11020,"Altoona, PA Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9175457684847912,NA,NA,NA,0.22750603150574766,NA,NA,NA,1060,3225,0.03664731082601334,0.32868217054263565,0.08099510448216088,51004,52075,28611,NA,45089,0.156,0.139,NA,NA,NA,0.441,0.15,0.09300000000000001,0.149,0.08199999999999999,0.23099999999999998,0.9149999999999999,0.608,0.611,NA,NA,NA,0.585,0.5870000000000001,NA,NA,NA,0.038,0.039,NA,NA,NA,36169,30868,46075,71344,57472,55115.64800000001,NA,NA,NA,398,318.002,NA,NA,NA,0.00692511135857461,0.005769722602190942,NA,NA,NA
11100,"Amarillo, TX Metro Area",269447,160113,15666,78564,9586,0.5942281784543899,0.058141304226805274,0.2915749665054723,0.035576569789234985,0.9381801506252535,0.8007588187038556,0.5415598681801538,0.7173501726503003,0.30599502619186203,0.09741591468416735,0.25393628707433175,0.1274064613783643,3918,14178,0.08192297691618756,0.27634363097757086,0.061304585927834006,53510,60508,32586,41541,47053,0.14400000000000002,0.109,0.305,0.254,0.168,0.28,0.243,0.08800000000000001,0.17,0.08199999999999999,0.252,0.863,0.632,0.621,NA,NA,0.684,0.61,0.602,NA,NA,0.6659999999999999,0.032,0.028999999999999998,NA,NA,0.023,37733,30924,52247,64442,126519,78315.261,NA,NA,36563.990999999995,106,106,NA,NA,0,8.378188256309329e-4,0.0013535037570774362,NA,NA,0
11180,"Ames, IA Metro Area",123351,105837,3107,4851,6559,0.8580149329960843,0.02518828384042286,0.039326799134178074,0.05317346434159431,0.9683701373630716,NA,NA,NA,0.4265368382782985,NA,NA,NA,2012,4534,0.061275238532854014,0.4437582708425232,0.054225618371042526,62181,66642,40176,17629,54892,0.156,0.14300000000000002,NA,NA,NA,0.20600000000000002,0.195,0.121,0.262,0.184,0.446,0.968,0.65,0.642,NA,NA,NA,0.622,0.612,NA,NA,NA,0.040999999999999995,0.042,NA,NA,NA,41425,29745,50743,56467,63503,53787.041000000005,NA,NA,NA,3721,1577.704,NA,NA,NA,0.0585956568980993,0.029332418565282292,NA,NA,NA
11260,"Anchorage, AK Metro Area",396317,249129,16300,32605,27476,0.6286104305391896,0.04112869243560079,0.08227000103452539,0.06932834069696733,0.9664818830051188,0.9158306410474409,0.9637345258221083,0.8866314506298253,0.38519569930929654,0.2417105934364904,0.2916507607569395,0.215243513089917,6144,14807,0.05675659100143358,0.4149388802593368,0.053083358707787784,80676,87064,68352,81649,71759,0.1,0.067,0.165,0.047,0.11800000000000001,0.27399999999999997,0.24600000000000002,0.09699999999999999,0.20800000000000002,0.12300000000000001,0.331,0.948,0.679,0.6659999999999999,0.755,0.73,NA,0.612,0.609,0.639,0.691,NA,0.057,0.042,0.035,0.043,NA,49999,36975,57016,74036,194245,128201.7,NA,15345.355,16510.825,1790,669.46,NA,300.72,139.62,0.009215166413549898,0.005221927634344942,NA,0.019596809588308648,0.008456270355963436
11460,"Ann Arbor, MI Metro Area",367601,256765,43825,18075,32922,0.6984883066150527,0.11921893574827054,0.04917016003764952,0.08955905995903167,0.9633632019813778,0.8924059983748246,0.9745393804413849,0.8950252498119695,0.5801546783181654,0.2826697200265938,0.8478943105891881,0.4441817986461803,10862,17753,0.07621766663088977,0.6118402523517152,0.06946640316205534,76576,84128,52446,74111,45911,0.134,0.10300000000000001,0.226,0.183,0.245,0.142,0.18,0.07200000000000001,0.258,0.3,0.558,0.952,0.65,0.65,0.6579999999999999,0.595,NA,0.63,0.636,0.6,0.5820000000000001,NA,0.03,0.021,0.08900000000000001,0.019,NA,50444,31396,56316,71793,189537,137224.788,20469.996,16868.793,8718.702,8496,4681.296,1401.84,1580.256,475.776,0.04482502097215847,0.03411406982825873,0.06848267092968655,0.09367925731260085,0.05456959074871467
11500,"Anniston-Oxford, AL Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866569362886528,0.8614537862972101,NA,NA,0.21385900003394318,0.15309672929714682,NA,NA,603,4318,0.05460017196904557,0.1396479851783233,0.05862980553813066,48156,55072,33935,NA,NA,0.17300000000000001,0.113,0.26899999999999996,NA,NA,0.345,0.218,0.09,0.115,0.078,0.193,0.8459999999999999,0.5529999999999999,0.557,0.5589999999999999,NA,NA,0.494,0.507,0.501,NA,NA,0.076,0.061,0.07,NA,NA,35441,30086,45331,57117,46169,NA,NA,NA,NA,581,NA,NA,NA,NA,0.012584201520500769,NA,NA,NA,NA
11540,"Appleton, WI Metro Area",237974,208921,3191,10849,7583,0.8779152344373755,0.013409027876994967,0.04558901392589106,0.03186482556917983,0.9597319512491396,NA,0.7832088707852455,0.7173458725182863,0.3109756920543656,NA,0.2817379497623897,0.22553117380703588,2235,6419,0.039252976536271855,0.34818507555694034,0.04137480645059355,68335,68935,NA,72131,56208,0.07200000000000001,0.051,NA,0.175,0.273,0.317,0.20199999999999999,0.124,0.213,0.08800000000000001,0.301,0.944,0.701,0.698,NA,NA,NA,0.6809999999999999,0.68,NA,NA,NA,0.027000000000000003,0.025,NA,NA,NA,43599,38112,51089,67791,127574,114306.30399999999,NA,NA,NA,810,265.67999999999995,NA,NA,NA,0.006349256118017778,0.0023242812574886507,NA,NA,NA
11640,"Arecibo, PR Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8946507825274469,NA,0.7878357438016529,NA,0.30787199252511094,NA,0.2437451575413223,NA,NA,NA,NA,0.11671880750828119,19163,NA,19991,NA,19203,0.45399999999999996,NA,0.34299999999999997,NA,0.45399999999999996,0.276,0.106,0.163,0.177,0.067,0.244,0.789,0.435,NA,NA,NA,0.436,0.377,NA,NA,NA,0.381,0.128,NA,NA,NA,0.125,16384,14578,20136,30288,54487,NA,NA,NA,NA,263,NA,NA,NA,NA,0.0048268394295887095,NA,NA,NA,NA
11700,"Asheville, NC Metro Area",462680,393036,21952,32825,5043,0.8494769603181465,0.04744531857871531,0.0709453618051353,0.010899541799948129,0.9245670061474132,0.9058609958506224,0.9143660531697342,0.7268673355629878,0.375110361328734,0.184323132780083,0.522239263803681,0.17040930084408346,9970,21891,0.06315507049445651,0.4554383079804486,0.05379656864012075,57428,60079,50892,50461,35869,0.11,0.086,0.204,NA,0.34700000000000003,0.247,0.203,0.107,0.22,0.136,0.356,0.913,0.5870000000000001,0.575,0.617,NA,NA,0.573,0.563,0.575,NA,NA,0.02,0.019,0.049,NA,NA,36433,29106,41463,53986,220490,188739.44,10142.539999999999,NA,15654.79,1145,548.455,596.545,NA,0,0.005192979273436437,0.0029058844298785673,0.05881613481435617,NA,0
11780,"Ashtabula, OH Micro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8756414560452737,NA,NA,NA,0.13685994276853228,NA,NA,NA,579,3556,0.05203699367829548,0.16282339707536558,0.08992149911369968,44580,48104,28473,NA,31586,0.21600000000000003,0.19699999999999998,NA,NA,NA,0.455,0.217,0.07200000000000001,0.1,0.037000000000000005,0.137,0.881,0.578,0.575,NA,NA,NA,0.5529999999999999,0.5529999999999999,NA,NA,NA,0.043,0.039,NA,NA,NA,31872,26511,48163,69847,41889,37867.656,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
11900,"Athens, OH Micro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9253308674796278,NA,NA,NA,0.3410391261630931,NA,NA,NA,NA,NA,NA,NA,0.06964120217132265,41851,42004,NA,NA,73750,0.27399999999999997,0.262,NA,NA,NA,0.31,0.16399999999999998,0.091,0.172,0.19,0.362,0.9269999999999999,0.555,0.5489999999999999,NA,NA,NA,0.511,0.511,NA,NA,NA,0.079,0.068,NA,NA,NA,37683,30985,35982,70868,28500,25764,NA,NA,NA,486,473.85,NA,NA,NA,0.017052631578947368,0.018391942244993013,NA,NA,NA
11980,"Athens, TX Micro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625523619924516,NA,NA,0.5986806917454092,0.17599850690556176,NA,NA,0.05223747548582635,620,3919,0.06606763545635388,0.1582036233733095,0.08168066128663377,51521,50890,NA,58932,56330,0.184,0.14800000000000002,NA,NA,0.39899999999999997,0.35,0.23199999999999998,0.077,0.10800000000000001,0.05,0.15800000000000003,0.817,0.539,0.521,NA,NA,NA,0.508,0.49200000000000005,NA,NA,NA,0.057,0.057,NA,NA,NA,31909,30465,38643,52329,34331,NA,NA,NA,NA,302,NA,NA,NA,NA,0.008796714339809502,NA,NA,NA,NA
12020,"Athens-Clarke County, GA Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9260416072955258,0.8090022056899323,NA,0.9081214109926169,0.49454545454545457,0.16553889865041685,NA,0.37079573420836753,6054,11077,0.08613195443411999,0.5465378712647829,0.06863468634686347,50962,62138,31639,81056,51182,0.20199999999999999,0.172,0.33,NA,0.162,0.223,0.165,0.085,0.214,0.21100000000000002,0.42500000000000004,0.8980000000000001,0.618,0.61,0.644,NA,NA,0.586,0.5870000000000001,0.574,NA,NA,0.05,0.036000000000000004,0.10800000000000001,NA,NA,35364,31463,40951,60390,98521,68669.137,17832.301,NA,7881.68,2643,779.685,866.904,NA,671.322,0.026826767897199583,0.011354227445730095,0.04861425342696941,NA,0.08517498807360867
12060,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",6018744,2762575,2057902,661048,364660,0.45899526545737784,0.34191552257414504,0.10983155289542137,0.06058739165513602,0.936478993506201,0.9110483409188848,0.8808657021544268,0.6572082626529674,0.4613655497305679,0.3133651808430883,0.6037938355087278,0.21809171522100498,130939,298419,0.07422058425589151,0.43877568117311566,0.059682710499366465,71742,87424,56245,86607,54390,0.105,0.063,0.14300000000000002,0.096,0.16899999999999998,0.23399999999999999,0.19,0.077,0.248,0.151,0.399,0.9,0.67,0.65,0.6829999999999999,0.675,0.726,0.6409999999999999,0.627,0.642,0.655,0.706,0.043,0.034,0.059000000000000004,0.028999999999999998,0.027000000000000003,44330,31848,58156,75042,2978627,1411869.1979999999,1021669.061,187653.501,309777.208,83142,17958.672000000002,49968.342000000004,6401.934,7482.78,0.027912860522650202,0.012719784541967183,0.048908539866217994,0.034115718416572474,0.02415536006767806
12100,"Atlantic City-Hammonton, NJ Metro Area",263670,147400,36245,51129,20484,0.5590321234876929,0.13746349603671257,0.1939128456024576,0.0776880191148026,0.9325477628060981,0.8486406117247238,0.8111470340174304,0.7053279675300107,0.3318076385077111,0.12434154630416312,0.36196232780432946,0.18955732122587968,1538,5347,0.029140234996621106,0.2876379278099869,0.12380485413091444,63389,77471,32179,60685,47350,0.111,0.051,0.20199999999999999,0.162,0.187,0.33799999999999997,0.192,0.064,0.191,0.091,0.28200000000000003,0.8760000000000001,0.6409999999999999,0.627,0.595,0.6729999999999999,0.7120000000000001,0.603,0.599,0.544,0.627,0.657,0.057999999999999996,0.044000000000000004,0.086,0.069,0.076,40128,32302,57090,77039,126439,74978.32699999999,15551.997000000001,10115.12,23391.215,4174,1081.0659999999998,1452.552,646.97,939.15,0.03301196624459225,0.014418379860622922,0.09339970937494392,0.06396068459889749,0.040149688675855444
12180,"Auburn, NY Micro Area",76576,68758,2556,2401,642,0.897905348934392,0.033378604262432096,0.03135447137484329,0.008383827831174258,0.8945413817495874,NA,NA,NA,0.2438497209777568,NA,NA,NA,579,3016,0.05379950053514092,0.1919761273209549,0.08974562545650862,58665,60480,41228,NA,43131,0.146,0.131,NA,NA,NA,0.33299999999999996,0.187,0.121,0.14800000000000002,0.084,0.23200000000000004,0.873,0.603,0.621,NA,NA,NA,0.584,0.605,NA,NA,NA,0.027999999999999997,0.023,NA,NA,NA,40814,30277,48360,71769,36333,34080.354,NA,NA,NA,312,312,NA,NA,NA,0.008587234745272893,0.00915483448323336,NA,NA,NA
12220,"Auburn-Opelika, AL Metro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9301439458086368,0.908970468823454,NA,NA,0.42901982539636196,0.29569639728193514,NA,NA,NA,NA,NA,NA,0.06524640019860974,53712,59336,40402,40175,42270,0.158,0.184,0.105,NA,NA,0.22,0.19,0.095,0.21,0.204,0.414,0.919,0.637,0.629,NA,NA,NA,0.613,0.605,NA,NA,NA,0.037000000000000005,0.036000000000000004,NA,NA,NA,40537,33650,42033,58852,80837,55696.69300000001,NA,NA,NA,411,290.988,NA,NA,NA,0.005084305454185583,0.005224511264968639,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC Metro Area",610648,327851,213254,34777,9443,0.5368903197914346,0.34922574052481953,0.056950976667409045,0.015463900643251104,0.9208229767297105,0.8588212852540553,0.8453114305270363,0.7815568599484338,0.32895937687943444,0.15816989769965523,0.5054072553045859,0.2577212134510944,7092,23501,0.05698013296415011,0.3017743925790392,0.06228740995145517,55143,67122,41324,60762,69334,0.133,0.08,0.213,NA,0.139,0.307,0.21600000000000003,0.096,0.177,0.09699999999999999,0.27399999999999997,0.893,0.601,0.58,0.618,NA,0.682,0.5479999999999999,0.54,0.561,NA,0.563,0.055,0.038,0.073,NA,0.081,36573,30203,49780,67586,273085,148558.24,96945.175,NA,15292.76,2051,1222.396,639.9119999999999,NA,164.08,0.007510482084332717,0.008228395812982169,0.00660076171918819,NA,0.010729260120475311
12300,"Augusta-Waterville, ME Micro Area",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933385000176137,NA,NA,NA,0.27357593264522495,NA,NA,NA,2100,4696,0.052448177269478195,0.44718909710391824,0.06360132158590308,55389,55071,195890,NA,NA,0.11800000000000001,0.11699999999999999,NA,NA,NA,0.32899999999999996,0.21899999999999997,0.09699999999999999,0.16699999999999998,0.121,0.288,0.9329999999999998,0.635,0.635,NA,NA,NA,0.614,0.614,NA,NA,NA,0.031,0.032,NA,NA,NA,39374,35198,46239,65043,60682,57647.9,NA,NA,NA,33,33,NA,NA,NA,5.43818595300089e-4,5.724406266316726e-4,NA,NA,NA
12420,"Austin-Round Rock-Georgetown, TX Metro Area",2227083,1148682,153023,726124,134525,0.5157787114355414,0.06871005705669703,0.3260426306518437,0.0604041250371001,0.9716398306575507,0.933023125959704,0.9136367894577968,0.7555482759514612,0.5596908679386896,0.2758550090735657,0.7458129924743159,0.24539676329948318,60691,120911,0.08019528993365421,0.5019477136075295,0.04765892011089326,80954,93435,55158,101319,61827,0.10099999999999999,0.062,0.16399999999999998,0.08900000000000001,0.157,0.192,0.185,0.064,0.29600000000000004,0.166,0.4620000000000001,0.903,0.715,0.6990000000000001,0.7290000000000001,0.715,0.7390000000000001,0.687,0.6729999999999999,0.6809999999999999,0.684,0.7140000000000001,0.038,0.037000000000000005,0.063,0.043,0.032,47319,31844,59540,75074,1204161,641817.813,86699.592,75862.143,375698.23199999996,23134,9022.26,3562.6360000000004,3169.3579999999997,5991.706,0.01921171670565647,0.01405735368706571,0.041091727398209675,0.0417778601376974,0.01594818790629816
12540,"Bakersfield, CA Metro Area",900202,295068,44566,491545,41093,0.3277797649860809,0.04950666628156791,0.5460385557908114,0.045648643304502766,0.9015173216777401,0.8889363824178955,0.8328119340073106,0.6236335836052854,0.23728711755084692,0.15640806440122534,0.43399084532551785,0.0856553854111991,5070,26957,0.04883903789432491,0.18807730830582037,0.06266673507079827,53067,66718,37139,74012,45024,0.191,0.12300000000000001,0.281,0.12300000000000001,0.233,0.281,0.22699999999999998,0.084,0.11699999999999999,0.053,0.16999999999999998,0.762,0.5820000000000001,0.555,0.517,0.613,0.611,0.531,0.515,0.444,0.568,0.5539999999999999,0.08,0.061,0.11,0.059000000000000004,0.08900000000000001,35265,27865,61372,90536,347891,122805.52299999999,NA,18090.332,184034.33899999998,3546,1269.4679999999998,NA,205.668,1592.154,0.01019284775978683,0.010337222373948116,NA,0.011368945578223773,0.008651396302730222
12580,"Baltimore-Columbia-Towson, MD Metro Area",2800053,1552705,819019,175277,158765,0.5545270035960034,0.2925012490834995,0.06259774368556595,0.056700712450800037,0.9422574621995848,0.882454954874003,0.8987661473562241,0.8009089079333468,0.47133276372413047,0.2782679955862426,0.6291200086903781,0.3366561086452187,53312,107978,0.05546349706959519,0.4937302043008761,0.10716708329374043,83160,97932,56305,102450,79469,0.094,0.055,0.16699999999999998,0.087,0.12,0.245,0.183,0.07,0.231,0.188,0.41900000000000004,0.917,0.6679999999999999,0.6659999999999999,0.648,0.68,0.758,0.629,0.634,0.597,0.657,0.6970000000000001,0.045,0.031,0.075,0.025,0.055,52468,37247,63782,85226,1412890,829366.43,384306.08,84773.4,81947.62,82685,18934.864999999998,54324.045,3638.140000000001,4051.5650000000005,0.05852189483965489,0.02283051774834918,0.14135619452078405,0.042916056215746935,0.04944091115763949
