stco_code,stco_name,S0802_C01_001E,S0802_C01_001M,S0802_C01_012E,S0802_C01_012M,S0802_C01_013E,S0802_C01_013M,S0802_C01_014E,S0802_C01_014M,S0802_C01_015E,S0802_C01_015M,S0802_C01_016E,S0802_C01_016M,S0802_C01_017E,S0802_C01_017M,S0802_C01_018E,S0802_C01_018M,S0802_C01_019E,S0802_C01_019M,S0802_C01_020E,S0802_C01_020M,S0802_C02_001E,S0802_C02_001M,S0802_C02_012E,S0802_C02_012M,S0802_C02_013E,S0802_C02_013M,S0802_C02_014E,S0802_C02_014M,S0802_C02_015E,S0802_C02_015M,S0802_C02_016E,S0802_C02_016M,S0802_C02_017E,S0802_C02_017M,S0802_C02_018E,S0802_C02_018M,S0802_C02_019E,S0802_C02_019M,S0802_C02_020E,S0802_C02_020M,S0802_C04_001E,S0802_C04_001M,S0802_C04_012E,S0802_C04_012M,S0802_C04_013E,S0802_C04_013M,S0802_C04_014E,S0802_C04_014M,S0802_C04_015E,S0802_C04_015M,S0802_C04_016E,S0802_C04_016M,S0802_C04_017E,S0802_C04_017M,S0802_C04_018E,S0802_C04_018M,S0802_C04_019E,S0802_C04_019M,S0802_C04_020E,S0802_C04_020M,S1501_C02_009E,S1501_C02_009M,S1501_C02_010E,S1501_C02_010M,S1501_C02_011E,S1501_C02_011M,S1501_C02_012E,S1501_C02_012M,S1501_C02_013E,S1501_C02_013M,S1501_C01_028E,S1501_C01_028M,S1501_C01_029E,S1501_C01_029M,S1501_C01_030E,S1501_C01_030M,S1501_C01_031E,S1501_C01_031M,S1501_C01_032E,S1501_C01_032M,S1501_C01_033E,S1501_C01_033M,S1501_C01_034E,S1501_C01_034M,S1501_C01_035E,S1501_C01_035M,S1501_C01_036E,S1501_C01_036M,S1501_C01_037E,S1501_C01_037M,S1501_C01_038E,S1501_C01_038M,S1501_C01_039E,S1501_C01_039M,S1501_C01_040E,S1501_C01_040M,S1501_C01_041E,S1501_C01_041M,S1501_C01_042E,S1501_C01_042M,S1501_C01_043E,S1501_C01_043M,S1501_C01_044E,S1501_C01_044M,S1501_C01_045E,S1501_C01_045M,S1501_C01_046E,S1501_C01_046M,S1501_C01_047E,S1501_C01_047M,S1501_C01_048E,S1501_C01_048M,S1501_C01_049E,S1501_C01_049M,S1501_C01_050E,S1501_C01_050M,S1501_C01_051E,S1501_C01_051M,S1501_C01_052E,S1501_C01_052M,S1501_C01_053E,S1501_C01_053M,S1501_C01_054E,S1501_C01_054M,S2301_C02_001E,S2301_C02_001M,S2301_C02_012E,S2301_C02_012M,S2301_C02_013E,S2301_C02_013M,S2301_C02_014E,S2301_C02_014M,S2301_C02_015E,S2301_C02_015M,S2301_C02_016E,S2301_C02_016M,S2301_C02_017E,S2301_C02_017M,S2301_C02_018E,S2301_C02_018M,S2301_C02_019E,S2301_C02_019M,S2301_C02_020E,S2301_C02_020M,S2301_C03_001E,S2301_C03_001M,S2301_C03_012E,S2301_C03_012M,S2301_C03_013E,S2301_C03_013M,S2301_C03_014E,S2301_C03_014M,S2301_C03_015E,S2301_C03_015M,S2301_C03_016E,S2301_C03_016M,S2301_C03_017E,S2301_C03_017M,S2301_C03_018E,S2301_C03_018M,S2301_C03_019E,S2301_C03_019M,S2301_C03_020E,S2301_C03_020M,S2301_C04_001E,S2301_C04_001M,S2301_C04_012E,S2301_C04_012M,S2301_C04_013E,S2301_C04_013M,S2301_C04_014E,S2301_C04_014M,S2301_C04_015E,S2301_C04_015M,S2301_C04_016E,S2301_C04_016M,S2301_C04_017E,S2301_C04_017M,S2301_C04_018E,S2301_C04_018M,S2301_C04_019E,S2301_C04_019M,S2301_C04_020E,S2301_C04_020M,S1701_C03_001E,S1701_C03_001M,S1701_C03_013E,S1701_C03_013M,S1701_C03_014E,S1701_C03_014M,S1701_C03_015E,S1701_C03_015M,S1701_C03_016E,S1701_C03_016M,S1701_C03_017E,S1701_C03_017M,S1701_C03_018E,S1701_C03_018M,S1701_C03_019E,S1701_C03_019M,S1701_C03_020E,S1701_C03_020M,S1701_C03_021E,S1701_C03_021M,C15010B_001E,C15010B_001M,C15010B_002E,C15010B_002M,C15010B_003E,C15010B_003M,C15010B_004E,C15010B_004M,C15010B_005E,C15010B_005M,C15010B_006E,C15010B_006M,B20004_001E,B20004_001M,B20004_002E,B20004_002M,B20004_003E,B20004_003M,B20004_004E,B20004_004M,B20004_005E,B20004_005M,B20004_006E,B20004_006M,B06009_001E,B06009_001M,B06009_002E,B06009_002M,B06009_003E,B06009_003M,B06009_004E,B06009_004M,B06009_005E,B06009_005M,B06009_006E,B06009_006M,B06009_007E,B06009_007M,B06009_008E,B06009_008M,B06009_009E,B06009_009M,B06009_010E,B06009_010M,B06009_011E,B06009_011M,B06009_012E,B06009_012M,B06009_013E,B06009_013M,B06009_014E,B06009_014M,B06009_015E,B06009_015M,B06009_016E,B06009_016M,B06009_017E,B06009_017M,B06009_018E,B06009_018M,B06009_019E,B06009_019M,B06009_020E,B06009_020M,B06009_021E,B06009_021M,B06009_022E,B06009_022M,B06009_023E,B06009_023M,B06009_024E,B06009_024M,B06009_025E,B06009_025M,B06009_026E,B06009_026M,B06009_027E,B06009_027M,B06009_028E,B06009_028M,B06009_029E,B06009_029M,B06009_030E,B06009_030M,B19013_001E,B19013_001M,B19013A_001E,B19013A_001M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B08201_001E,B08201_001M,B08201_002E,B08201_002M
01003,"Baldwin County, Alabama",94867,4720,86.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1,2.4,81236,4517,87.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7,2.6,0,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,2.5,21.9,1.9,10.1,1.7,20.5,2.1,11.7,2.1,138720,1059,127874,2538,45849,4053,136823,819,126161,2533,45236,3970,12416,1371,10308,1860,3904,2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5145,799,4219,1001,1261,690,55.2,2.6,54.9,2.6,63.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,2.6,52.2,2.6,52.6,2.7,54.3,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,2.7,5.5,1.9,4.2,1.6,14.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.6,10.1,2.2,9.4,2.4,20.9,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,2.4,3904,2525,250,241,1992,2439,226,255,415,343,1021,689,39627,3148,20711,3396,30500,3935,37139,5713,42839,5693,57366,3661,159717,1496,15158,2792,41884,4056,51204,3674,32781,3337,18690,3406,77040,4952,8708,2327,21925,2924,23405,2659,14375,2997,8627,2830,73370,5259,4920,1522,18503,3373,25476,3267,16055,2270,8416,1996,1357,754,196,304,38,66,534,496,283,242,306,259,7950,1976,1334,737,1418,839,1789,1066,2068,1005,1341,730,56439,6268,62000,6729,40790,10829,39100,4233,NA,NA,NA,NA,28100,12194,NA,NA,62329,7350,NA,NA,159717,1496,15158,2792,41884,4056,51204,3674,32781,3337,18690,3406,141461,3408,13745,2639,35914,3985,45875,3584,29093,2999,16834,3309,11407,2807,904,610,4139,1786,3029,1311,2291,1104,1044,615,2581,1208,241,285,705,659,316,306,771,476,548,704,4153,1289,211,215,1126,670,1984,842,626,402,206,223,115,137,57,93,0,206,0,206,0,206,58,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82325,3231,2248,1032
01015,"Calhoun County, Alabama",46169,2586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39054,2511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,3.6,21.8,2.8,9,2.2,11.5,2.3,7.8,1.3,59838,1069,51613,1952,12662,1819,58922,758,51060,1937,12601,1832,15807,926,13617,1178,2420,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,2.9,55.7,2.9,55.9,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.7,2.9,49.4,2.9,50.4,3,50.1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,3,7.6,2.4,6.6,2.6,7,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,2.5,17.3,3.4,12,2.8,26.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,2.8,2420,788,213,229,615,539,557,418,472,378,563,468,35441,2943,20589,12423,30086,6449,35269,8186,45331,11016,57117,8047,79084,750,12195,2201,27277,2843,24355,2515,9082,1785,6175,1064,53054,3076,8327,1965,20464,2511,15894,2119,4535,1227,3834,980,23567,3057,2893,1019,6348,1490,8013,1934,4486,1306,1827,604,810,321,45,76,322,222,279,212,0,206,164,161,1653,1057,930,961,143,233,169,223,61,96,350,328,48156,4922,55427,6542,33935,7298,NA,NA,NA,NA,NA,NA,NA,NA,14173,3440,55072,6339,NA,NA,79084,750,12195,2201,27277,2843,24355,2515,9082,1785,6175,1064,67677,2868,8398,1552,24324,2975,21303,2240,7733,1722,5919,1051,7089,2354,2677,1411,2086,870,1324,668,783,555,219,229,1713,847,845,719,425,325,417,373,26,51,0,206,2605,1606,275,298,442,424,1311,1144,540,625,37,65,0,206,0,206,0,206,0,206,0,206,0,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44636,2010,2617,1046
01043,"Cullman County, Alabama",35840,1743,96,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,1.7,29970,2113,95.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1,1.7,0,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,3.1,23.5,3.5,11.5,2.2,10.1,2.4,5.6,1.2,56181,553,45622,1723,8615,1395,54705,214,44578,1563,8173,1324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,2.6,57.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2,2.5,54.4,2.6,54.6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,2.5,4.7,1.9,4.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.6,10.6,3,10,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32905,3182,28829,18070,31475,1701,31382,2127,43046,7498,50848,15009,58795,397,11014,1695,17924,1796,20616,2168,5935,1429,3306,719,41310,1916,8455,1310,12992,1498,14469,1735,3332,978,2062,621,14668,1833,2110,830,4599,967,5235,1169,1480,677,1244,449,965,783,0,206,119,188,474,565,372,549,0,206,1852,819,449,390,214,267,438,376,751,552,0,206,50906,3480,51171,3695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51224,3380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32090,1233,579,284
01049,"DeKalb County, Alabama",32701,2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26251,2459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3.8,18.4,3.1,9.4,2.3,7.9,1.9,4.9,1.4,42647,623,35346,1390,5623,1094,41434,206,34574,1327,5558,1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4516,450,1509,669,65,110,61.1,3.4,59.6,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1,3.9,57.6,3.7,56.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1,4.2,4.7,2.5,4.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,3,19.6,4.8,12,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,24,12,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31528,3289,21683,6667,31694,3569,35365,7193,40858,10131,46667,10385,47007,633,10043,1675,17881,1784,13084,1682,3693,908,2306,650,28007,1708,4895,1199,10651,1754,8454,1323,2319,797,1688,588,14918,1647,2457,904,6568,1472,3986,1083,1289,570,618,338,91,125,0,206,23,40,0,206,68,120,0,206,3991,389,2691,708,639,484,644,585,17,29,0,206,44208,5702,47405,5217,NA,NA,NA,NA,NA,NA,NA,NA,22235,21853,NA,NA,47865,4966,26147,19511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24880,1347,1225,566
01051,"Elmore County, Alabama",36040,2524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31875,2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,4,20,2.9,10.1,2.7,16.4,2.6,8.5,2.1,44102,421,39935,1056,11552,1821,42835,206,39234,977,11466,1783,12100,713,10498,833,2000,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,3.9,58.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,4.2,53.8,4.1,55.2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,4.3,2.8,1.7,3.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,2.2,11.6,3.7,10.3,4.3,17.2,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37103,4822,30395,10338,30994,1202,39240,8313,44428,11124,68117,23266,57553,858,5940,1333,19992,2365,17311,1899,9418,1514,4892,1203,36994,2222,3744,1050,15206,2272,10145,1533,5404,1115,2495,844,18049,2189,1475,606,4427,1326,6579,1318,3475,938,2093,762,322,298,0,206,36,46,224,272,62,99,0,206,2188,1029,721,489,323,331,363,322,477,523,304,323,61854,5816,68829,6462,38482,16889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70250,6244,NA,NA,57553,858,5940,1333,19992,2365,17311,1899,9418,1514,4892,1203,49683,2004,4437,1101,17198,2229,15503,1841,8392,1563,4153,1034,3174,1245,669,549,1419,799,716,490,192,157,178,294,3557,1121,834,315,942,420,930,568,520,390,331,384,645,455,0,206,433,438,162,147,0,206,50,89,494,725,0,206,0,206,0,206,314,470,180,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30712,1330,1646,775
01055,"Etowah County, Alabama",41575,2254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38002,2492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,3.3,25.5,2.7,9.3,2,10.5,2.2,6.8,1.5,58563,651,50375,1789,10793,1971,57912,267,49724,1820,10577,1907,10262,782,8200,1010,955,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,2.7,55.1,2.7,57.9,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,2.7,52.6,2.7,52.2,3,50.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.1,2.9,6.3,1.8,5.1,2,13.3,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,2,19.7,3.4,16.5,3.7,21.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,19.1,16.6,3.7,955,417,269,221,212,253,87,82,347,280,40,53,30599,2607,21492,6667,26228,1801,31654,3419,38125,8273,78270,14204,71744,839,11380,1954,23037,2461,24958,2246,7524,1566,4845,1068,55126,2006,9652,1909,16551,2153,20168,2197,5022,1244,3733,898,13747,1973,1112,536,5417,1396,4165,1191,2222,796,831,498,712,521,102,162,321,305,257,243,32,52,0,206,2159,592,514,329,748,469,368,310,248,212,281,348,41447,4256,45306,5631,26974,4222,NA,NA,NA,NA,NA,NA,35853,23585,NA,NA,44789,5391,47426,44471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40053,1930,2276,731
01069,"Houston County, Alabama",43461,1556,71.2,2.1,24.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6,2.1,38000,1344,71.6,2.4,24.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,2.4,64,67,20.3,39.8,79.7,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,39.8,30.4,1.8,22.6,1.7,9.4,1.2,14.2,1.5,8.5,1.2,52019,1031,46300,1283,13853,1218,50363,1033,45471,1207,13616,1228,18892,199,14164,659,2179,582,NA,NA,NA,NA,NA,NA,662,121,472,121,241,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,196,541,159,170,81,1984,125,1069,299,277,190,55.3,1.8,55.8,1.9,54.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,1.9,51.5,1.9,52.9,2,47.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,2,6.2,1.2,4.4,1.4,11.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.5,20.5,2.6,14.8,3.1,34,4.7,NA,NA,11.6,9.6,NA,NA,NA,NA,40.2,18.2,35.1,12.7,14,3.2,2179,582,468,346,296,265,550,220,308,183,557,297,35563,3098,25898,4389,30033,2291,31862,2806,54427,3353,54674,10607,73454,156,11010,1195,22300,1292,23467,1353,10453,1120,6224,913,40362,1666,6161,817,12278,1027,12776,1263,6197,937,2950,634,29079,1615,3586,757,8592,1030,9989,1408,3875,537,3037,557,775,275,11,19,173,139,337,147,184,127,70,72,3238,1030,1252,560,1257,689,365,148,197,143,167,93,50103,2903,58094,3373,28995,2438,NA,NA,NA,NA,NA,NA,52061,2280,30893,13728,59011,3665,34017,6213,73454,156,11010,1195,22300,1292,23467,1353,10453,1120,6224,913,67556,1042,10200,1198,20965,1288,20973,1482,9654,1140,5764,901,3050,766,403,196,544,198,1483,630,381,150,239,128,962,338,116,91,245,139,462,254,83,59,56,49,1549,451,239,208,349,154,471,218,335,181,155,102,337,333,52,83,197,316,78,84,0,206,10,17,105882,NA,102250,NA,68466,1462,29624,418,93,66,946,193,31,40,1458,1461,1632,437,39,66,1593,448,3632,NA,39761,1040,2787,500
01073,"Jefferson County, Alabama",301108,6849,54.2,1.1,41.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7,1,252193,8107,55.7,1.6,40.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,1.6,2214,877,19.7,15.3,80.3,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,15.3,26.9,1.4,21,1.2,8.6,0.8,20.4,1.3,14.3,1.1,245394,1431,227881,2897,107545,5405,237302,397,222462,2292,106026,5293,187778,795,168599,2803,41401,3856,NA,NA,NA,NA,NA,NA,8220,504,7326,632,5056,730,NA,NA,NA,NA,NA,NA,4361,1529,2689,1111,737,477,4569,1057,4310,1026,1694,672,12770,NA,8530,1353,1870,797,61.3,1.3,60.6,1.5,62,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1.5,58.3,1.4,58.8,1.4,57.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,1.4,4.8,0.8,2.9,0.7,7.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.7,16.3,1.5,9.1,1.5,24.3,2.6,NA,NA,10,5.3,NA,NA,NA,NA,28.7,13.6,17.1,9.5,9.1,1.6,41401,3856,8683,1998,4510,1524,13609,2135,6453,1573,8146,1371,40400,1140,21568,1510,30479,2764,32427,2204,52963,4238,65627,4961,451818,364,39739,3954,121638,6146,134008,5533,92039,5934,64394,4822,321263,5138,26898,3005,96280,5782,100645,5036,59958,5060,37482,3591,106219,5261,7466,1915,18407,2384,30377,3166,27408,3096,22561,2833,2172,672,184,290,444,309,658,344,414,248,472,250,22164,2024,5191,1482,6507,1608,2328,665,4259,1510,3879,943,53944,2334,69553,4278,38791,3200,15511,6866,70570,16269,NA,NA,50607,27229,37231,13618,71236,4356,33613,12043,451818,364,39739,3954,121638,6146,134008,5533,92039,5934,64394,4822,387579,5425,33347,3543,105932,6225,113731,5097,78780,5313,55789,4805,45119,4525,4229,1185,12350,1944,14582,2723,8748,1978,5210,1516,10232,2763,1315,674,2053,1148,3109,1492,2366,1114,1389,714,7929,1985,848,583,1140,747,2331,1001,1721,760,1889,746,959,569,0,206,163,191,255,273,424,376,117,144,658573,NA,631700,NA,325182,688,284113,1398,1069,709,11464,819,0,206,1853,862,8019,1705,122,147,7897,1695,26873,NA,264753,3376,18859,2302
