cbsa_code,cbsa_name,naics2_code,naics2_name,year,cbsa_jobdensity
18140,"Columbus, OH",00,Total,2005,5611.0380859375
18140,"Columbus, OH",11,Agriculture,2005,980.121520996094
18140,"Columbus, OH",21,Mining,2005,669.9326171875
18140,"Columbus, OH",22,Utilities,2005,12006.1103515625
18140,"Columbus, OH",23,Construction,2005,2498.646484375
18140,"Columbus, OH",31,Manufacturing,2005,2485.34448242188
18140,"Columbus, OH",42,Wholesale,2005,3186.71923828125
18140,"Columbus, OH",44,Retail,2005,3074.52392578125
18140,"Columbus, OH",48,Logistics,2005,2149.65747070312
18140,"Columbus, OH",51,Information,2005,7978.587890625
18140,"Columbus, OH",52,Finance,2005,11416.2119140625
18140,"Columbus, OH",53,Real Estate,2005,6072.626953125
18140,"Columbus, OH",54,Professional,2005,8782.4951171875
18140,"Columbus, OH",55,Headquarters,2005,11846.7900390625
18140,"Columbus, OH",61,Education,2005,13872.087890625
18140,"Columbus, OH",62,Health Care,2005,7814.244140625
18140,"Columbus, OH",71,Arts/Entertainment,2005,4469.81787109375
18140,"Columbus, OH",72,Hospitality,2005,4683.61669921875
18140,"Columbus, OH",81,Local Services,2005,5578.2666015625
19100,"Dallas, TX",00,Total,2005,8609.2412109375
19100,"Dallas, TX",11,Agriculture,2005,2659.85791015625
19100,"Dallas, TX",21,Mining,2005,20842.44921875
19100,"Dallas, TX",22,Utilities,2005,38093.99609375
19100,"Dallas, TX",23,Construction,2005,4031.56713867188
19100,"Dallas, TX",31,Manufacturing,2005,8753.3310546875
19100,"Dallas, TX",42,Wholesale,2005,5300.412109375
19100,"Dallas, TX",44,Retail,2005,4910.72900390625
19100,"Dallas, TX",48,Logistics,2005,4116.6953125
19100,"Dallas, TX",51,Information,2005,12606.02734375
19100,"Dallas, TX",52,Finance,2005,15659.853515625
19100,"Dallas, TX",53,Real Estate,2005,9818.037109375
19100,"Dallas, TX",54,Professional,2005,16884.40625
19100,"Dallas, TX",55,Headquarters,2005,11384.779296875
19100,"Dallas, TX",61,Education,2005,5803.69677734375
19100,"Dallas, TX",62,Health Care,2005,9251.0947265625
19100,"Dallas, TX",71,Arts/Entertainment,2005,6338.46728515625
19100,"Dallas, TX",72,Hospitality,2005,6734.94677734375
19100,"Dallas, TX",81,Local Services,2005,6423.73095703125
19430,"Dayton, OH",00,Total,2005,3475.19165039062
19430,"Dayton, OH",11,Agriculture,2005,268.402923583984
19430,"Dayton, OH",21,Mining,2005,189.881286621094
19430,"Dayton, OH",22,Utilities,2005,4291.62890625
19430,"Dayton, OH",23,Construction,2005,1977.90747070312
19430,"Dayton, OH",31,Manufacturing,2005,2392.99389648438
19430,"Dayton, OH",42,Wholesale,2005,2660.42578125
19430,"Dayton, OH",44,Retail,2005,2075.44384765625
19430,"Dayton, OH",48,Logistics,2005,2040.99182128906
19430,"Dayton, OH",51,Information,2005,4560.439453125
19430,"Dayton, OH",52,Finance,2005,4869.28466796875
19430,"Dayton, OH",53,Real Estate,2005,2867.85620117188
19430,"Dayton, OH",54,Professional,2005,3864.0693359375
19430,"Dayton, OH",55,Headquarters,2005,7463.6005859375
19430,"Dayton, OH",61,Education,2005,4379.55126953125
19430,"Dayton, OH",62,Health Care,2005,5950.41455078125
19430,"Dayton, OH",71,Arts/Entertainment,2005,4291.87939453125
19430,"Dayton, OH",72,Hospitality,2005,2545.63403320312
19430,"Dayton, OH",81,Local Services,2005,3091.83666992188
19660,"Deltona, FL",00,Total,2005,1752.03796386719
19660,"Deltona, FL",11,Agriculture,2005,150.783264160156
19660,"Deltona, FL",21,Mining,2005,1151.12756347656
19660,"Deltona, FL",22,Utilities,2005,763.984375
19660,"Deltona, FL",23,Construction,2005,844.429382324219
19660,"Deltona, FL",31,Manufacturing,2005,849.802856445312
19660,"Deltona, FL",42,Wholesale,2005,911.340393066406
19660,"Deltona, FL",44,Retail,2005,1756.45239257812
19660,"Deltona, FL",48,Logistics,2005,1092.70471191406
19660,"Deltona, FL",51,Information,2005,1784.36584472656
19660,"Deltona, FL",52,Finance,2005,1729.15319824219
19660,"Deltona, FL",53,Real Estate,2005,1988.53454589844
19660,"Deltona, FL",54,Professional,2005,1845.51391601562
19660,"Deltona, FL",55,Headquarters,2005,2644.95971679688
19660,"Deltona, FL",61,Education,2005,2330.94995117188
19660,"Deltona, FL",62,Health Care,2005,2965.15283203125
19660,"Deltona, FL",71,Arts/Entertainment,2005,1377.14392089844
19660,"Deltona, FL",72,Hospitality,2005,1936.16040039062
19660,"Deltona, FL",81,Local Services,2005,1278.98034667969
19740,"Denver, CO",00,Total,2005,13653.4072265625
19740,"Denver, CO",11,Agriculture,2005,7146.47216796875
19740,"Denver, CO",21,Mining,2005,85064.3515625
19740,"Denver, CO",22,Utilities,2005,23194.662109375
19740,"Denver, CO",23,Construction,2005,5152.0107421875
19740,"Denver, CO",31,Manufacturing,2005,4171.2744140625
19740,"Denver, CO",42,Wholesale,2005,6123.78515625
19740,"Denver, CO",44,Retail,2005,5608.6259765625
19740,"Denver, CO",48,Logistics,2005,4538.95263671875
19740,"Denver, CO",51,Information,2005,24733.896484375
19740,"Denver, CO",52,Finance,2005,30142.9375
19740,"Denver, CO",53,Real Estate,2005,13139.357421875
19740,"Denver, CO",54,Professional,2005,28648.25390625
19740,"Denver, CO",55,Headquarters,2005,24448.392578125
19740,"Denver, CO",61,Education,2005,11664.1943359375
19740,"Denver, CO",62,Health Care,2005,11571.810546875
19740,"Denver, CO",71,Arts/Entertainment,2005,6356.6025390625
19740,"Denver, CO",72,Hospitality,2005,13839.443359375
19740,"Denver, CO",81,Local Services,2005,9897.6396484375
19780,"Des Moines, IA",00,Total,2005,7033.47802734375
19780,"Des Moines, IA",11,Agriculture,2005,324.886627197266
19780,"Des Moines, IA",21,Mining,2005,1328.02844238281
19780,"Des Moines, IA",22,Utilities,2005,12551.103515625
19780,"Des Moines, IA",23,Construction,2005,2772.6982421875
19780,"Des Moines, IA",31,Manufacturing,2005,2325.76782226562
19780,"Des Moines, IA",42,Wholesale,2005,3312.37329101562
19780,"Des Moines, IA",44,Retail,2005,2853.78295898438
19780,"Des Moines, IA",48,Logistics,2005,2282.34521484375
19780,"Des Moines, IA",51,Information,2005,11005.203125
19780,"Des Moines, IA",52,Finance,2005,18522.435546875
19780,"Des Moines, IA",53,Real Estate,2005,7803.76953125
19780,"Des Moines, IA",54,Professional,2005,11340.02734375
19780,"Des Moines, IA",55,Headquarters,2005,7311.88134765625
19780,"Des Moines, IA",61,Education,2005,2942.39868164062
19780,"Des Moines, IA",62,Health Care,2005,6704.08642578125
19780,"Des Moines, IA",71,Arts/Entertainment,2005,4213.49267578125
19780,"Des Moines, IA",72,Hospitality,2005,4831.64306640625
19780,"Des Moines, IA",81,Local Services,2005,4821.021484375
19820,"Detroit, MI",00,Total,2005,7718.09619140625
19820,"Detroit, MI",11,Agriculture,2005,1550.04565429688
19820,"Detroit, MI",21,Mining,2005,3788.80102539062
19820,"Detroit, MI",22,Utilities,2005,6549.73046875
19820,"Detroit, MI",23,Construction,2005,4211.08251953125
19820,"Detroit, MI",31,Manufacturing,2005,5053.4306640625
19820,"Detroit, MI",42,Wholesale,2005,4685.09033203125
19820,"Detroit, MI",44,Retail,2005,4155.0400390625
19820,"Detroit, MI",48,Logistics,2005,3296.99169921875
19820,"Detroit, MI",51,Information,2005,31173.05859375
19820,"Detroit, MI",52,Finance,2005,12332.158203125
19820,"Detroit, MI",53,Real Estate,2005,5483.13525390625
19820,"Detroit, MI",54,Professional,2005,8918.505859375
19820,"Detroit, MI",55,Headquarters,2005,10234.7900390625
19820,"Detroit, MI",61,Education,2005,9056.6298828125
19820,"Detroit, MI",62,Health Care,2005,11876.9013671875
19820,"Detroit, MI",71,Arts/Entertainment,2005,16605.849609375
19820,"Detroit, MI",72,Hospitality,2005,5774.947265625
19820,"Detroit, MI",81,Local Services,2005,7754.8017578125
21340,"El Paso, TX",00,Total,2005,4447.703125
21340,"El Paso, TX",11,Agriculture,2005,464.424743652344
21340,"El Paso, TX",21,Mining,2005,7026.44970703125
21340,"El Paso, TX",22,Utilities,2005,7850.4296875
21340,"El Paso, TX",23,Construction,2005,2430.40112304688
21340,"El Paso, TX",31,Manufacturing,2005,2461.42236328125
21340,"El Paso, TX",42,Wholesale,2005,3554.26049804688
21340,"El Paso, TX",44,Retail,2005,5750.11572265625
21340,"El Paso, TX",48,Logistics,2005,2380.54223632812
21340,"El Paso, TX",51,Information,2005,4803.77490234375
21340,"El Paso, TX",52,Finance,2005,6142.0546875
21340,"El Paso, TX",53,Real Estate,2005,3446.84130859375
21340,"El Paso, TX",54,Professional,2005,5757.50244140625
21340,"El Paso, TX",55,Headquarters,2005,4822.84375
21340,"El Paso, TX",61,Education,2005,2910.50146484375
21340,"El Paso, TX",62,Health Care,2005,5898.74755859375
21340,"El Paso, TX",71,Arts/Entertainment,2005,2558.05249023438
21340,"El Paso, TX",72,Hospitality,2005,4409.07666015625
21340,"El Paso, TX",81,Local Services,2005,3802.16259765625
23420,"Fresno, CA",00,Total,2005,3430.37841796875
23420,"Fresno, CA",11,Agriculture,2005,1908.17761230469
23420,"Fresno, CA",21,Mining,2005,536.361450195312
23420,"Fresno, CA",22,Utilities,2005,2532.92041015625
23420,"Fresno, CA",23,Construction,2005,1892.48547363281
23420,"Fresno, CA",31,Manufacturing,2005,1565.85107421875
23420,"Fresno, CA",42,Wholesale,2005,2123.94116210938
23420,"Fresno, CA",44,Retail,2005,3454.623046875
23420,"Fresno, CA",48,Logistics,2005,1728.38061523438
23420,"Fresno, CA",51,Information,2005,4443.7724609375
23420,"Fresno, CA",52,Finance,2005,4257.07861328125
23420,"Fresno, CA",53,Real Estate,2005,3059.51171875
23420,"Fresno, CA",54,Professional,2005,3874.185546875
23420,"Fresno, CA",55,Headquarters,2005,2746.78271484375
23420,"Fresno, CA",61,Education,2005,3485.19189453125
23420,"Fresno, CA",62,Health Care,2005,7291.0732421875
23420,"Fresno, CA",71,Arts/Entertainment,2005,3132.744140625
23420,"Fresno, CA",72,Hospitality,2005,3239.50341796875
23420,"Fresno, CA",81,Local Services,2005,4213.48779296875
24340,"Grand Rapids, MI",00,Total,2005,9138.3759765625
24340,"Grand Rapids, MI",11,Agriculture,2005,879.731506347656
24340,"Grand Rapids, MI",21,Mining,2005,3949.6396484375
24340,"Grand Rapids, MI",22,Utilities,2005,3881.50732421875
24340,"Grand Rapids, MI",23,Construction,2005,2484.37719726562
24340,"Grand Rapids, MI",31,Manufacturing,2005,7595.3984375
24340,"Grand Rapids, MI",42,Wholesale,2005,5645.3916015625
24340,"Grand Rapids, MI",44,Retail,2005,3389.4033203125
24340,"Grand Rapids, MI",48,Logistics,2005,3362.93481445312
24340,"Grand Rapids, MI",51,Information,2005,22340.146484375
24340,"Grand Rapids, MI",52,Finance,2005,12903.11328125
24340,"Grand Rapids, MI",53,Real Estate,2005,7583.5
24340,"Grand Rapids, MI",54,Professional,2005,15177.65625
24340,"Grand Rapids, MI",55,Headquarters,2005,7657.0166015625
24340,"Grand Rapids, MI",61,Education,2005,6489.63330078125
24340,"Grand Rapids, MI",62,Health Care,2005,22925
24340,"Grand Rapids, MI",71,Arts/Entertainment,2005,6920.0947265625
24340,"Grand Rapids, MI",72,Hospitality,2005,6872.93310546875
24340,"Grand Rapids, MI",81,Local Services,2005,10195.2109375
24660,"Greensboro, NC",00,Total,2005,2626.0361328125
24660,"Greensboro, NC",11,Agriculture,2005,339.674499511719
24660,"Greensboro, NC",21,Mining,2005,1139.73498535156
24660,"Greensboro, NC",22,Utilities,2005,1972.67126464844
24660,"Greensboro, NC",23,Construction,2005,1728.07385253906
24660,"Greensboro, NC",31,Manufacturing,2005,1590.03210449219
24660,"Greensboro, NC",42,Wholesale,2005,3476.98828125
24660,"Greensboro, NC",44,Retail,2005,2157.00732421875
24660,"Greensboro, NC",48,Logistics,2005,2151.17407226562
24660,"Greensboro, NC",51,Information,2005,3867.94262695312
24660,"Greensboro, NC",52,Finance,2005,3797.92163085938
24660,"Greensboro, NC",53,Real Estate,2005,2740.32006835938
24660,"Greensboro, NC",54,Professional,2005,3475.30834960938
24660,"Greensboro, NC",55,Headquarters,2005,4406.0576171875
24660,"Greensboro, NC",61,Education,2005,1370.673828125
24660,"Greensboro, NC",62,Health Care,2005,4259.35498046875
24660,"Greensboro, NC",71,Arts/Entertainment,2005,2511.57055664062
24660,"Greensboro, NC",72,Hospitality,2005,2418.3330078125
24660,"Greensboro, NC",81,Local Services,2005,2618.55590820312
24860,"Greenville, SC",00,Total,2005,2196.52099609375
24860,"Greenville, SC",11,Agriculture,2005,460.751770019531
24860,"Greenville, SC",21,Mining,2005,743.80224609375
24860,"Greenville, SC",22,Utilities,2005,3283.00317382812
24860,"Greenville, SC",23,Construction,2005,1770.78979492188
24860,"Greenville, SC",31,Manufacturing,2005,1065.14221191406
24860,"Greenville, SC",42,Wholesale,2005,1704.39001464844
24860,"Greenville, SC",44,Retail,2005,2373.31225585938
24860,"Greenville, SC",48,Logistics,2005,1228.07104492188
24860,"Greenville, SC",51,Information,2005,6066.05615234375
24860,"Greenville, SC",52,Finance,2005,5052.2119140625
24860,"Greenville, SC",53,Real Estate,2005,2702.44995117188
24860,"Greenville, SC",54,Professional,2005,4655.826171875
24860,"Greenville, SC",55,Headquarters,2005,2591.2939453125
24860,"Greenville, SC",61,Education,2005,1954.96459960938
24860,"Greenville, SC",62,Health Care,2005,1838.56237792969
24860,"Greenville, SC",71,Arts/Entertainment,2005,2550.26684570312
24860,"Greenville, SC",72,Hospitality,2005,2323.52221679688
24860,"Greenville, SC",81,Local Services,2005,1879.20239257812
25420,"Harrisburg, PA",00,Total,2005,4138.708984375
25420,"Harrisburg, PA",11,Agriculture,2005,772.561401367188
25420,"Harrisburg, PA",21,Mining,2005,418.108245849609
25420,"Harrisburg, PA",22,Utilities,2005,4466.07177734375
25420,"Harrisburg, PA",23,Construction,2005,1798.54516601562
25420,"Harrisburg, PA",31,Manufacturing,2005,2896.39086914062
25420,"Harrisburg, PA",42,Wholesale,2005,2367.98999023438
25420,"Harrisburg, PA",44,Retail,2005,2593.146484375
25420,"Harrisburg, PA",48,Logistics,2005,1531.28430175781
25420,"Harrisburg, PA",51,Information,2005,5002.5380859375
25420,"Harrisburg, PA",52,Finance,2005,6570.76611328125
25420,"Harrisburg, PA",53,Real Estate,2005,2970.94848632812
25420,"Harrisburg, PA",54,Professional,2005,5804.84130859375
25420,"Harrisburg, PA",55,Headquarters,2005,5402.595703125
25420,"Harrisburg, PA",61,Education,2005,4719.4169921875
25420,"Harrisburg, PA",62,Health Care,2005,6608.39697265625
25420,"Harrisburg, PA",71,Arts/Entertainment,2005,7089.42333984375
25420,"Harrisburg, PA",72,Hospitality,2005,3952.02563476562
25420,"Harrisburg, PA",81,Local Services,2005,3730.29516601562
25540,"Hartford, CT",00,Total,2005,10223.8759765625
25540,"Hartford, CT",11,Agriculture,2005,237.88591003418
25540,"Hartford, CT",21,Mining,2005,604.11962890625
25540,"Hartford, CT",22,Utilities,2005,2810.49340820312
25540,"Hartford, CT",23,Construction,2005,2812.46557617188
25540,"Hartford, CT",31,Manufacturing,2005,5603.97314453125
25540,"Hartford, CT",42,Wholesale,2005,2673.94946289062
25540,"Hartford, CT",44,Retail,2005,2538.57543945312
25540,"Hartford, CT",48,Logistics,2005,2311.98022460938
25540,"Hartford, CT",51,Information,2005,7543.28515625
25540,"Hartford, CT",52,Finance,2005,25363.833984375
25540,"Hartford, CT",53,Real Estate,2005,8298.0634765625
25540,"Hartford, CT",54,Professional,2005,17713.9375
25540,"Hartford, CT",55,Headquarters,2005,22844.427734375
25540,"Hartford, CT",61,Education,2005,3771.68041992188
25540,"Hartford, CT",62,Health Care,2005,15950.767578125
25540,"Hartford, CT",71,Arts/Entertainment,2005,7901.10400390625
25540,"Hartford, CT",72,Hospitality,2005,6386.16455078125
25540,"Hartford, CT",81,Local Services,2005,7068.45361328125
26420,"Houston, TX",00,Total,2005,10423.0947265625
26420,"Houston, TX",11,Agriculture,2005,3032.41674804688
26420,"Houston, TX",21,Mining,2005,22609.01953125
26420,"Houston, TX",22,Utilities,2005,35419.6953125
26420,"Houston, TX",23,Construction,2005,6100.2763671875
26420,"Houston, TX",31,Manufacturing,2005,5562.958984375
26420,"Houston, TX",42,Wholesale,2005,6373.63525390625
26420,"Houston, TX",44,Retail,2005,6529.5966796875
26420,"Houston, TX",48,Logistics,2005,7765.1220703125
26420,"Houston, TX",51,Information,2005,11910.21484375
26420,"Houston, TX",52,Finance,2005,18839.029296875
26420,"Houston, TX",53,Real Estate,2005,9492.5068359375
26420,"Houston, TX",54,Professional,2005,15444.6650390625
26420,"Houston, TX",55,Headquarters,2005,13074.4267578125
26420,"Houston, TX",61,Education,2005,25334.177734375
26420,"Houston, TX",62,Health Care,2005,14607.8876953125
26420,"Houston, TX",71,Arts/Entertainment,2005,11612.4755859375
26420,"Houston, TX",72,Hospitality,2005,8282.86328125
26420,"Houston, TX",81,Local Services,2005,6814.43505859375
26900,"Indianapolis, IN",00,Total,2005,5221.93896484375
26900,"Indianapolis, IN",11,Agriculture,2005,864.045227050781
26900,"Indianapolis, IN",21,Mining,2005,1333.22814941406
26900,"Indianapolis, IN",22,Utilities,2005,4024.72436523438
26900,"Indianapolis, IN",23,Construction,2005,2204.15234375
26900,"Indianapolis, IN",31,Manufacturing,2005,4417.61376953125
26900,"Indianapolis, IN",42,Wholesale,2005,3684.63452148438
26900,"Indianapolis, IN",44,Retail,2005,2855.84936523438
26900,"Indianapolis, IN",48,Logistics,2005,2973.75122070312
26900,"Indianapolis, IN",51,Information,2005,10213.42578125
26900,"Indianapolis, IN",52,Finance,2005,8388.6015625
26900,"Indianapolis, IN",53,Real Estate,2005,4664.27392578125
26900,"Indianapolis, IN",54,Professional,2005,7874.4228515625
26900,"Indianapolis, IN",55,Headquarters,2005,9931.0908203125
26900,"Indianapolis, IN",61,Education,2005,3778.931640625
26900,"Indianapolis, IN",62,Health Care,2005,8430.1240234375
26900,"Indianapolis, IN",71,Arts/Entertainment,2005,5943.49853515625
26900,"Indianapolis, IN",72,Hospitality,2005,4631.12939453125
26900,"Indianapolis, IN",81,Local Services,2005,5657.2314453125
27140,"Jackson, MS",00,Total,2005,1982.75451660156
27140,"Jackson, MS",11,Agriculture,2005,139.949798583984
27140,"Jackson, MS",21,Mining,2005,857.090515136719
27140,"Jackson, MS",22,Utilities,2005,2597.98608398438
27140,"Jackson, MS",23,Construction,2005,784.212158203125
27140,"Jackson, MS",31,Manufacturing,2005,561.471374511719
27140,"Jackson, MS",42,Wholesale,2005,1287.79797363281
27140,"Jackson, MS",44,Retail,2005,1967.24621582031
27140,"Jackson, MS",48,Logistics,2005,2064.04541015625
27140,"Jackson, MS",51,Information,2005,2248.16430664062
27140,"Jackson, MS",52,Finance,2005,1978.17907714844
27140,"Jackson, MS",53,Real Estate,2005,1781.29467773438
27140,"Jackson, MS",54,Professional,2005,2305.22216796875
27140,"Jackson, MS",55,Headquarters,2005,2311.2333984375
27140,"Jackson, MS",61,Education,2005,2341.49951171875
27140,"Jackson, MS",62,Health Care,2005,3895.26977539062
27140,"Jackson, MS",71,Arts/Entertainment,2005,1596.14916992188
27140,"Jackson, MS",72,Hospitality,2005,2059.37524414062
27140,"Jackson, MS",81,Local Services,2005,1741.38415527344
27260,"Jacksonville, FL",00,Total,2005,4597.9345703125
27260,"Jacksonville, FL",11,Agriculture,2005,429.163391113281
27260,"Jacksonville, FL",21,Mining,2005,822.138061523438
27260,"Jacksonville, FL",22,Utilities,2005,1332.44836425781
27260,"Jacksonville, FL",23,Construction,2005,2364.0859375
27260,"Jacksonville, FL",31,Manufacturing,2005,2842.24951171875
27260,"Jacksonville, FL",42,Wholesale,2005,2786.94384765625
27260,"Jacksonville, FL",44,Retail,2005,2601.5361328125
27260,"Jacksonville, FL",48,Logistics,2005,2241.04760742188
27260,"Jacksonville, FL",51,Information,2005,5756.78662109375
27260,"Jacksonville, FL",52,Finance,2005,8220.94921875
27260,"Jacksonville, FL",53,Real Estate,2005,2638.65258789062
27260,"Jacksonville, FL",54,Professional,2005,4657.7744140625
27260,"Jacksonville, FL",55,Headquarters,2005,7710.01904296875
27260,"Jacksonville, FL",61,Education,2005,3342.21240234375
27260,"Jacksonville, FL",62,Health Care,2005,10469.81640625
27260,"Jacksonville, FL",71,Arts/Entertainment,2005,2765.71142578125
27260,"Jacksonville, FL",72,Hospitality,2005,3400.11499023438
27260,"Jacksonville, FL",81,Local Services,2005,3350.26904296875
28140,"Kansas City, MO-KS",00,Total,2005,6427.10498046875
28140,"Kansas City, MO-KS",11,Agriculture,2005,1478.24536132812
28140,"Kansas City, MO-KS",21,Mining,2005,1307.3896484375
28140,"Kansas City, MO-KS",22,Utilities,2005,4170.64794921875
28140,"Kansas City, MO-KS",23,Construction,2005,2084.83276367188
28140,"Kansas City, MO-KS",31,Manufacturing,2005,3029.17016601562
28140,"Kansas City, MO-KS",42,Wholesale,2005,3281.21752929688
28140,"Kansas City, MO-KS",44,Retail,2005,3085.97021484375
28140,"Kansas City, MO-KS",48,Logistics,2005,2315.99658203125
28140,"Kansas City, MO-KS",51,Information,2005,14429.943359375
28140,"Kansas City, MO-KS",52,Finance,2005,14354.08203125
28140,"Kansas City, MO-KS",53,Real Estate,2005,5738.25830078125
28140,"Kansas City, MO-KS",54,Professional,2005,12348.7861328125
28140,"Kansas City, MO-KS",55,Headquarters,2005,20186.849609375
28140,"Kansas City, MO-KS",61,Education,2005,4259.0849609375
28140,"Kansas City, MO-KS",62,Health Care,2005,6760.8544921875
28140,"Kansas City, MO-KS",71,Arts/Entertainment,2005,3315.29272460938
28140,"Kansas City, MO-KS",72,Hospitality,2005,5492.19970703125
28140,"Kansas City, MO-KS",81,Local Services,2005,4817.7041015625
28940,"Knoxville, TN",00,Total,2005,2690.82421875
28940,"Knoxville, TN",11,Agriculture,2005,575.655151367188
28940,"Knoxville, TN",21,Mining,2005,3057.31005859375
28940,"Knoxville, TN",22,Utilities,2005,1096.7900390625
28940,"Knoxville, TN",23,Construction,2005,1323.16015625
28940,"Knoxville, TN",31,Manufacturing,2005,1390.34521484375
28940,"Knoxville, TN",42,Wholesale,2005,2241.70678710938
28940,"Knoxville, TN",44,Retail,2005,1806.00769042969
28940,"Knoxville, TN",48,Logistics,2005,1690.34265136719
28940,"Knoxville, TN",51,Information,2005,3627.88745117188
28940,"Knoxville, TN",52,Finance,2005,4596.771484375
28940,"Knoxville, TN",53,Real Estate,2005,3302.09692382812
28940,"Knoxville, TN",54,Professional,2005,3161.47827148438
28940,"Knoxville, TN",55,Headquarters,2005,2659.02465820312
28940,"Knoxville, TN",61,Education,2005,1627.1416015625
28940,"Knoxville, TN",62,Health Care,2005,4850.58349609375
28940,"Knoxville, TN",71,Arts/Entertainment,2005,2450.23364257812
28940,"Knoxville, TN",72,Hospitality,2005,2911.51098632812
28940,"Knoxville, TN",81,Local Services,2005,3754.14965820312
29460,"Lakeland, FL",00,Total,2005,2438.07739257812
29460,"Lakeland, FL",11,Agriculture,2005,492.764739990234
29460,"Lakeland, FL",21,Mining,2005,1747.34826660156
29460,"Lakeland, FL",22,Utilities,2005,1822.29748535156
29460,"Lakeland, FL",23,Construction,2005,820.853576660156
29460,"Lakeland, FL",31,Manufacturing,2005,1270.462890625
29460,"Lakeland, FL",42,Wholesale,2005,1113.28295898438
29460,"Lakeland, FL",44,Retail,2005,1699.35620117188
29460,"Lakeland, FL",48,Logistics,2005,2427.669921875
29460,"Lakeland, FL",51,Information,2005,2233.236328125
29460,"Lakeland, FL",52,Finance,2005,1425.55590820312
29460,"Lakeland, FL",53,Real Estate,2005,1474.86584472656
29460,"Lakeland, FL",54,Professional,2005,2251.31323242188
29460,"Lakeland, FL",55,Headquarters,2005,4655.96826171875
29460,"Lakeland, FL",61,Education,2005,1554.62060546875
29460,"Lakeland, FL",62,Health Care,2005,7138.11865234375
29460,"Lakeland, FL",71,Arts/Entertainment,2005,2145.08032226562
29460,"Lakeland, FL",72,Hospitality,2005,1837.77038574219
29460,"Lakeland, FL",81,Local Services,2005,1536.36096191406
29820,"Las Vegas, NV",00,Total,2005,12885.51953125
29820,"Las Vegas, NV",11,Agriculture,2005,1920.70129394531
29820,"Las Vegas, NV",21,Mining,2005,4466.60693359375
29820,"Las Vegas, NV",22,Utilities,2005,6250.09619140625
29820,"Las Vegas, NV",23,Construction,2005,6481.53955078125
29820,"Las Vegas, NV",31,Manufacturing,2005,5427.32861328125
29820,"Las Vegas, NV",42,Wholesale,2005,6751.798828125
29820,"Las Vegas, NV",44,Retail,2005,7806.603515625
29820,"Las Vegas, NV",48,Logistics,2005,9399.681640625
29820,"Las Vegas, NV",51,Information,2005,8452.466796875
29820,"Las Vegas, NV",52,Finance,2005,6603.88037109375
29820,"Las Vegas, NV",53,Real Estate,2005,6939.982421875
29820,"Las Vegas, NV",54,Professional,2005,7679.69287109375
29820,"Las Vegas, NV",55,Headquarters,2005,15824.986328125
29820,"Las Vegas, NV",61,Education,2005,3716.97045898438
29820,"Las Vegas, NV",62,Health Care,2005,6538.03369140625
29820,"Las Vegas, NV",71,Arts/Entertainment,2005,8523.271484375
29820,"Las Vegas, NV",72,Hospitality,2005,23937.73046875
29820,"Las Vegas, NV",81,Local Services,2005,7718.54052734375
30780,"Little Rock, AR",00,Total,2005,3834.255859375
30780,"Little Rock, AR",11,Agriculture,2005,568.94287109375
30780,"Little Rock, AR",21,Mining,2005,1501.50866699219
30780,"Little Rock, AR",22,Utilities,2005,9260.6494140625
30780,"Little Rock, AR",23,Construction,2005,1924.71887207031
30780,"Little Rock, AR",31,Manufacturing,2005,2517.96044921875
30780,"Little Rock, AR",42,Wholesale,2005,2046.41540527344
30780,"Little Rock, AR",44,Retail,2005,2433.19140625
30780,"Little Rock, AR",48,Logistics,2005,1545.36206054688
30780,"Little Rock, AR",51,Information,2005,8611.041015625
30780,"Little Rock, AR",52,Finance,2005,7333.11181640625
30780,"Little Rock, AR",53,Real Estate,2005,3511.90087890625
30780,"Little Rock, AR",54,Professional,2005,5995.10888671875
30780,"Little Rock, AR",55,Headquarters,2005,6595.2421875
30780,"Little Rock, AR",61,Education,2005,2955.62280273438
30780,"Little Rock, AR",62,Health Care,2005,4996.12841796875
30780,"Little Rock, AR",71,Arts/Entertainment,2005,2071.96069335938
30780,"Little Rock, AR",72,Hospitality,2005,3784.16748046875
30780,"Little Rock, AR",81,Local Services,2005,3508.81640625
31080,"Los Angeles, CA",00,Total,2005,15542.748046875
31080,"Los Angeles, CA",11,Agriculture,2005,9184.6845703125
31080,"Los Angeles, CA",21,Mining,2005,17527.83203125
31080,"Los Angeles, CA",22,Utilities,2005,21090.2109375
31080,"Los Angeles, CA",23,Construction,2005,7224.82421875
31080,"Los Angeles, CA",31,Manufacturing,2005,9279.9580078125
31080,"Los Angeles, CA",42,Wholesale,2005,9624.640625
31080,"Los Angeles, CA",44,Retail,2005,9848.6318359375
31080,"Los Angeles, CA",48,Logistics,2005,9415.8232421875
31080,"Los Angeles, CA",51,Information,2005,47184.62109375
31080,"Los Angeles, CA",52,Finance,2005,24393.703125
31080,"Los Angeles, CA",53,Real Estate,2005,13498.0947265625
31080,"Los Angeles, CA",54,Professional,2005,24841.927734375
31080,"Los Angeles, CA",55,Headquarters,2005,18000.677734375
31080,"Los Angeles, CA",61,Education,2005,14292.87109375
31080,"Los Angeles, CA",62,Health Care,2005,14977.591796875
31080,"Los Angeles, CA",71,Arts/Entertainment,2005,16022.6982421875
31080,"Los Angeles, CA",72,Hospitality,2005,12297.857421875
31080,"Los Angeles, CA",81,Local Services,2005,13863.765625
31140,"Louisville, KY-IN",00,Total,2005,7461.96923828125
