cbsa,cbsaname,naics,sector,measure,year2004,year2005,year2006,year2007,year2008,year2009,year2010,year2011,year2012,year2013,year2014,year2015,cbsa_code
10580,"Albany, NY",22,Utilities,actual job density,1848.95068359375,3703.169677734375,3738.8017578125,2099.203125,2065.48828125,1950.971435546875,1660.638427734375,1867.779296875,1457.428955078125,1258.2235107421875,1441.8778076171875,1314.8853759765625,10580
10580,"Albany, NY",23,Construction,actual job density,1897.8453369140625,2013.347412109375,2058.10400390625,1992.67138671875,1901.9415283203125,1908.6865234375,1495.1983642578125,1619.298583984375,1693.9466552734375,1717.9765625,1946.0557861328125,2223.23291015625,10580
10580,"Albany, NY",31,Manufacturing,actual job density,1892.10693359375,1915.55029296875,1857.32470703125,2098.68896484375,2148.93359375,1979.29345703125,1551.191650390625,2027.723388671875,5771.0791015625,5184.66015625,4943.76953125,5025.474609375,10580
10580,"Albany, NY",42,Wholesale,actual job density,2218.4287109375,2399.6650390625,2306.046630859375,2243.36669921875,2043.087646484375,2046.9700927734375,1858.8323974609375,1865.3897705078125,1941.7108154296875,1952.589599609375,2076.512939453125,2109.84375,10580
10580,"Albany, NY",44,Retail,actual job density,2457.35302734375,2551.1474609375,2557.965087890625,2560.0029296875,2613.873046875,2403.7216796875,2272.6826171875,2248.94580078125,2361.96484375,2294.30322265625,2284.8896484375,2250.26513671875,10580
10580,"Albany, NY",48,Logistics,actual job density,1770.8221435546875,1997.94482421875,2023.7301025390625,1732.0177001953125,2212.677734375,2197.44140625,2115.625,1730.9482421875,1584.6173095703125,1481.7381591796875,1529.150390625,1620.7265625,10580
10580,"Albany, NY",51,Information,actual job density,4649.3046875,4664.451171875,4253.61474609375,4297.92724609375,4386.17626953125,3383.3212890625,3858.687255859375,3806.41259765625,4173.0595703125,3431.028076171875,3494.653564453125,3293.817138671875,10580
10580,"Albany, NY",52,Finance,actual job density,4877.83837890625,5293.45654296875,5830.36572265625,5486.982421875,5267.85595703125,5097.431640625,5291.99609375,4744.82666015625,4880.31982421875,4641.19775390625,4939.02978515625,5010.80224609375,10580
10580,"Albany, NY",53,Real Estate,actual job density,3497.56884765625,3626.234130859375,3577.24267578125,3656.134765625,3659.55029296875,3496.72802734375,3314.064697265625,3234.8115234375,2940.56396484375,2652.42333984375,2765.935546875,2655.788818359375,10580
10580,"Albany, NY",54,Professional,actual job density,4639.45166015625,4518.12646484375,4524.3447265625,4725.26953125,4706.75,4592.087890625,4533.833984375,4349.77685546875,5455.28369140625,5012.97216796875,4908.61572265625,4995.89013671875,10580
10580,"Albany, NY",55,Headquarters,actual job density,4620.0615234375,4978.77490234375,5250.08154296875,7059.5166015625,7757.2724609375,8494.7470703125,8574.1015625,9233.0859375,13844.9033203125,12729.416015625,15217.9638671875,16298.4873046875,10580
10580,"Albany, NY",61,Education,actual job density,8709.0087890625,10798.6005859375,11089.45703125,10564.8349609375,11386.26953125,11760.5283203125,14460.5439453125,13943.5439453125,17863.28125,19479.400390625,19986.1015625,21476.54296875,10580
10580,"Albany, NY",62,Health Care,actual job density,12019.9404296875,12249.10546875,12362.3916015625,13369.0361328125,13801.7900390625,14144.09375,14805.013671875,15335.4365234375,13255.025390625,13728.162109375,15004.2568359375,15794.1044921875,10580
10580,"Albany, NY",71,Arts/Entertainment,actual job density,2846.7841796875,2899.419677734375,2711.8291015625,2742.449951171875,2750.491455078125,2449.676513671875,2610.1357421875,2503.895751953125,2957.0986328125,2692.248779296875,2943.0908203125,2951.623046875,10580
10580,"Albany, NY",72,Hospitality,actual job density,3444.00927734375,3601.3251953125,3547.147705078125,3349.2333984375,3306.6962890625,3114.398681640625,3351.025390625,3607.57421875,3807.012939453125,3828.1328125,3879.176513671875,3790.10400390625,10580
10580,"Albany, NY",81,Local Services,actual job density,3798.037353515625,3886.032958984375,3721.212158203125,3824.5087890625,3786.688232421875,3717.9697265625,3571.45458984375,3412.71044921875,3798.579345703125,3734.583740234375,3716.445556640625,3477.741943359375,10580
10740,"Albuquerque, NM",00,Total,actual job density,6762.72509765625,6443.953125,6380.8779296875,5708.27392578125,5196.2431640625,4968.44091796875,4764.58544921875,5122.107421875,5156.876953125,5142.56005859375,4952.02099609375,5325.80078125,10740
10740,"Albuquerque, NM",11,Agriculture,actual job density,2466.07666015625,2179.870361328125,1753.6435546875,2079.56689453125,1648.22509765625,1661.414794921875,1502.1322021484375,1250.6865234375,886.8216552734375,997.58551025390625,884.94024658203125,1048.9287109375,10740
10740,"Albuquerque, NM",21,Mining,actual job density,4308.8759765625,5683.1083984375,4337.10009765625,4464.77392578125,3806.218505859375,3503.044677734375,4030.303955078125,3024.9755859375,3293.299560546875,2002.541015625,1264.0037841796875,908.63311767578125,10740
10740,"Albuquerque, NM",22,Utilities,actual job density,3971.28466796875,4015.6904296875,4035.96142578125,4262.17431640625,3691.0546875,4005.848876953125,2518.231689453125,3226.765380859375,4012.4541015625,4543.74853515625,4200.6279296875,4272.29931640625,10740
10740,"Albuquerque, NM",23,Construction,actual job density,3023.03076171875,3401.1767578125,3422.9501953125,3279.706787109375,3154.09326171875,2875.923095703125,2765.002685546875,2939.76904296875,2958.097900390625,2925.462646484375,2814.4033203125,2775.0419921875,10740
10740,"Albuquerque, NM",31,Manufacturing,actual job density,13770.3544921875,12020.404296875,13842.966796875,11067.8828125,3800.025390625,3801.211669921875,3632.113525390625,3988.123046875,4009.348388671875,4034.988525390625,3634.58837890625,3706.822021484375,10740
10740,"Albuquerque, NM",42,Wholesale,actual job density,4251.14794921875,4332.423828125,4427.57861328125,4338.94384765625,4233.4130859375,4013.01513671875,3559.351806640625,3925.09716796875,3896.476806640625,3785.050048828125,3725.65869140625,3834.90673828125,10740
10740,"Albuquerque, NM",44,Retail,actual job density,4849.3974609375,4782.23193359375,4318.1865234375,4115.296875,3912.894775390625,3500.4619140625,3542.828369140625,3991.73193359375,3475.539794921875,3610.05224609375,3613.8037109375,3718.056884765625,10740
10740,"Albuquerque, NM",48,Logistics,actual job density,4287.4873046875,3489.342529296875,3446.47412109375,3318.730712890625,3393.157958984375,3176.939697265625,3044.41455078125,2764.353759765625,3143.928955078125,2777.790771484375,2871.873291015625,3124.65478515625,10740
10740,"Albuquerque, NM",51,Information,actual job density,10023.0224609375,9135.8974609375,8489.5751953125,7325.61865234375,7435.17041015625,6750.96142578125,6990.1220703125,6683.9482421875,5998.24951171875,6302.646484375,5834.1630859375,8476.3115234375,10740
10740,"Albuquerque, NM",52,Finance,actual job density,6794.388671875,6592.07275390625,5810.39794921875,5253.46240234375,5671.19287109375,5807.06982421875,5406.07177734375,5520.59375,5257.60986328125,5031.68603515625,4783.140625,5219.12744140625,10740
10740,"Albuquerque, NM",53,Real Estate,actual job density,3855.606201171875,3948.56201171875,4049.529541015625,3781.15966796875,3809.874755859375,3628.89208984375,3826.876220703125,4110.091796875,3530.3779296875,3386.65380859375,3151.402587890625,3362.574951171875,10740
10740,"Albuquerque, NM",54,Professional,actual job density,6808.0986328125,6051.09326171875,6064.51025390625,6171.5146484375,6371.404296875,5847.60595703125,5640.990234375,5595.3193359375,5862.99853515625,5997.04833984375,5923.94287109375,6544.50146484375,10740
