cbsa,cbsaname,stco_code,county,type,naics,sector,measure,year2004,year2005,year2006,year2007,year2008,year2009,year2010,year2011,year2012,year2013,year2014,year2015,cbsa_code
12060,"Atlanta, GA",13013,"Barrow County, Georgia",EX,00,Total,actual job density,655.89501953125,657.8590087890625,629.33612060546875,410.94647216796875,353.1620178222656,413.6507568359375,433.4828186035156,435.75909423828125,388.7257080078125,426.5182800292969,406.99212646484375,403.388671875,12060
12060,"Atlanta, GA",13015,"Bartow County, Georgia",EX,00,Total,actual job density,779.9154052734375,760.304443359375,698.75982666015625,745.43017578125,735.25994873046875,610.54193115234375,546.99591064453125,509.6987609863281,610.4603271484375,624.9493408203125,628.43304443359375,617.44244384765625,12060
12060,"Atlanta, GA",13035,"Butts County, Georgia",EX,00,Total,actual job density,415.7223815917969,448.47998046875,427.96002197265625,306.134033203125,279.46502685546875,329.4593200683594,313.7520446777344,267.5002746582031,235.6598358154297,244.80252075195312,223.77072143554687,282.8623352050781,12060
12060,"Atlanta, GA",13045,"Carroll County, Georgia",EX,00,Total,actual job density,963.3736572265625,923.0045166015625,975.24951171875,974.396728515625,1021.4876098632812,1034.6646728515625,1149.3297119140625,1505.646728515625,1607.44384765625,1727.858154296875,1246.4749755859375,1800.1199951171875,12060
12060,"Atlanta, GA",13057,"Cherokee County, Georgia",ES,00,Total,actual job density,495.4258117675781,498.62640380859375,535.91009521484375,580.88995361328125,590.2093505859375,454.479736328125,427.3294677734375,443.97369384765625,471.0368957519531,482.9488220214844,493.0757141113281,535.16583251953125,12060
12060,"Atlanta, GA",13063,"Clayton County, Georgia",UC,00,Total,actual job density,1821.9989013671875,3947.855224609375,3210.00341796875,2835.266845703125,4583.07421875,4693.587890625,4634.32080078125,4965.666015625,1703.480712890625,1722.647705078125,1801.6856689453125,1818.4698486328125,12060
12060,"Atlanta, GA",13067,"Cobb County, Georgia",UC,00,Total,actual job density,4571.1787109375,4719.60888671875,4678.00048828125,4879.75390625,4880.58544921875,5000.48779296875,4823.05712890625,4989.6484375,4670.5498046875,5063.12548828125,5236.0205078125,5402.72802734375,12060
12060,"Atlanta, GA",13077,"Coweta County, Georgia",ES,00,Total,actual job density,495.76373291015625,489.22357177734375,507.6290588378906,544.75653076171875,560.12823486328125,506.52398681640625,435.81884765625,451.29962158203125,538.96099853515625,585.96966552734375,627.4857177734375,674.32098388671875,12060
12060,"Atlanta, GA",13085,"Dawson County, Georgia",EX,00,Total,actual job density,316.361328125,439.3780212402344,533.6505126953125,467.9980163574219,485.25799560546875,507.4902038574219,407.57659912109375,407.019287109375,453.8464050292969,507.0516357421875,541.0054931640625,627.78314208984375,12060
12060,"Atlanta, GA",13089,"DeKalb County, Georgia",UC,00,Total,actual job density,6629.91796875,6414.79296875,6910.177734375,6696.05322265625,7035.6591796875,7043.14501953125,7168.1630859375,7117.95849609375,7532.9306640625,7791.6484375,7824.50439453125,8173.841796875,12060
12060,"Atlanta, GA",13097,"Douglas County, Georgia",MS,00,Total,actual job density,1196.4063720703125,1458.2286376953125,1561.9598388671875,1362.5390625,1336.759765625,1120.217529296875,1016.03662109375,1062.4366455078125,963.4989013671875,924.497802734375,959.23248291015625,1344.974853515625,12060
12060,"Atlanta, GA",13113,"Fayette County, Georgia",MS,00,Total,actual job density,678.99200439453125,673.65643310546875,711.90679931640625,760.7073974609375,712.45245361328125,690.2724609375,682.34716796875,746.01580810546875,667.9803466796875,675.4781494140625,721.01068115234375,803.53961181640625,12060
12060,"Atlanta, GA",13117,"Forsyth County, Georgia",ES,00,Total,actual job density,1062.4400634765625,1129.9473876953125,1136.6175537109375,1111.224365234375,1182.0347900390625,1105.6483154296875,1104.33544921875,1124.9444580078125,1415.51806640625,1537.317138671875,1587.6138916015625,1593.8756103515625,12060
12060,"Atlanta, GA",13121,"Fulton County, Georgia",UC,00,Total,actual job density,15827.5205078125,15838.9560546875,16283.267578125,15547.0830078125,16268.115234375,17168.025390625,16110.2666015625,16758.77734375,17491.71484375,17958.9140625,18183.62109375,18938.701171875,12060
