cbsa,cbsaname,stco_code,county,type,naics,sector,measure,year2004,year2005,year2006,year2007,year2008,year2009,year2010,year2011,year2012,year2013,year2014,year2015,cbsa_code
17140,"Cincinnati, OH-KY-IN",39015,"Brown County, Ohio",EX,00,Total,actual job density,221.6539306640625,199.60079956054687,180.1619110107422,158.66908264160156,154.05462646484375,146.71279907226562,104.40580749511719,107.87821197509766,118.41545867919922,122.68437957763672,129.9160614013672,130.83033752441406,17140
17140,"Cincinnati, OH-KY-IN",39017,"Butler County, Ohio",MS,00,Total,actual job density,2770.34619140625,2707.0556640625,2496.079833984375,2609.7177734375,2405.9873046875,2211.285400390625,2296.35498046875,2222.397705078125,2064.416748046875,2117.97998046875,2181.848876953125,2076.97607421875,17140
17140,"Cincinnati, OH-KY-IN",39025,"Clermont County, Ohio",ES,00,Total,actual job density,906.6549072265625,857.76751708984375,861.0821533203125,868.9853515625,883.7904052734375,905.2713623046875,908.48748779296875,898.18939208984375,879.75384521484375,938.0400390625,1013.610107421875,1009.0863037109375,17140
17140,"Cincinnati, OH-KY-IN",39061,"Hamilton County, Ohio",UC,00,Total,actual job density,11145.59765625,10989.224609375,11113.8271484375,11419.63671875,11958.73046875,11762.0283203125,12172.138671875,12256.640625,10953.7939453125,10582.421875,11442.529296875,12979.3408203125,17140
17140,"Cincinnati, OH-KY-IN",39165,"Warren County, Ohio",ES,00,Total,actual job density,1057.938232421875,1072.8709716796875,1045.1727294921875,1167.335205078125,1293.3717041015625,1239.03857421875,1068.7816162109375,1291.5238037109375,1300.194091796875,1355.83203125,1387.3497314453125,1524.8546142578125,17140
17460,"Cleveland, OH",00000,Metro Total,TOTAL,00,Total,actual job density,8923.66796875,8947.22265625,9125.626953125,9841.865234375,7997.3291015625,7886.51513671875,9767.7666015625,9695.966796875,10269.509765625,11151.775390625,11014.3935546875,11577.6318359375,17460
17460,"Cleveland, OH",39035,"Cuyahoga County, Ohio",UC,00,Total,actual job density,11657.3076171875,11706.380859375,11964.7333984375,12949.8828125,10466.203125,10406.6513671875,12887.93359375,12782.287109375,13616.5087890625,14820.640625,14688.9111328125,15505.9501953125,17460
17460,"Cleveland, OH",39055,"Geauga County, Ohio",EX,00,Total,actual job density,1000.3641357421875,1091.03125,1168.17919921875,1027.1407470703125,844.92352294921875,636.28326416015625,590.0050048828125,517.17333984375,529.653076171875,529.9656982421875,548.56121826171875,581.9573974609375,17460
17460,"Cleveland, OH",39085,"Lake County, Ohio",MS,00,Total,actual job density,2174.6552734375,2331.118896484375,2343.77978515625,2331.876220703125,2341.584716796875,2179.71728515625,1958.37255859375,2054.822021484375,2001.705322265625,2024.8553466796875,2075.4482421875,2120.413818359375,17460
17460,"Cleveland, OH",39093,"Lorain County, Ohio",MS,00,Total,actual job density,1845.1768798828125,1801.9974365234375,1774.3009033203125,1686.929931640625,1701.077880859375,1478.740966796875,1468.7626953125,1412.009765625,1357.5682373046875,1350.7337646484375,1317.8731689453125,1047.512939453125,17460
17460,"Cleveland, OH",39103,"Medina County, Ohio",ES,00,Total,actual job density,937.94268798828125,1043.296875,1049.222900390625,1011.8761596679687,1044.3743896484375,1027.3985595703125,906.83282470703125,956.87591552734375,811.1458740234375,797.2496337890625,775.730712890625,770.5311279296875,17460
17820,"Colorado Springs, CO",00000,Metro Total,TOTAL,00,Total,actual job density,3364.407958984375,3222.49365234375,3256.41455078125,3402.368408203125,3355.25146484375,3192.60009765625,2966.644287109375,2880.156494140625,2635.083984375,2948.841064453125,2997.720458984375,3180.253662109375,17820
17820,"Colorado Springs, CO",08041,"El Paso County, Colorado",ES,00,Total,actual job density,3449.410400390625,3305.105712890625,3343.517578125,3489.67333984375,3442.77587890625,3280.087158203125,3054.659423828125,2960.92919921875,2709.65087890625,3023.444091796875,3072.097412109375,3256.165283203125,17820
17820,"Colorado Springs, CO",08119,"Teller County, Colorado",EX,00,Total,actual job density,194.35076904296875,273.74664306640625,249.12852478027344,244.55764770507812,262.0950622558594,245.94036865234375,251.76319885253906,226.7948455810547,228.44786071777344,250.71636962890625,284.55694580078125,371.8362121582031,17820
17900,"Columbia, SC",00000,Metro Total,TOTAL,00,Total,actual job density,4668.6962890625,4848.36376953125,4764.89892578125,4918.01904296875,5103.6123046875,4915.36865234375,4629.0146484375,4925.5888671875,4121.00927734375,4225.27685546875,4147.04833984375,4052.1142578125,17900
17900,"Columbia, SC",45017,"Calhoun County, South Carolina",EX,00,Total,actual job density,14.636462211608887,13.530838012695313,13.893251419067383,14.712825775146484,13.869887351989746,16.33896827697754,17.942337036132812,19.57449722290039,19.724178314208984,20.380300521850586,13.542472839355469,25.20702362060547,17900
17900,"Columbia, SC",45039,"Fairfield County, South Carolina",EX,00,Total,actual job density,148.23794555664062,150.18283081054687,136.4678192138672,129.47012329101562,112.36811065673828,78.65882873535156,122.79386138916016,113.61214447021484,103.80882263183594,90.76739501953125,100.2109375,116.26849365234375,17900
17900,"Columbia, SC",45055,"Kershaw County, South Carolina",EX,00,Total,actual job density,580.1326904296875,557.49578857421875,611.34423828125,331.7310791015625,332.4115295410156,378.3512878417969,454.8497619628906,410.3299865722656,395.38555908203125,386.6478576660156,484.3497619628906,377.4784851074219,17900
17900,"Columbia, SC",45063,"Lexington County, South Carolina",ES,00,Total,actual job density,1196.5067138671875,1306.65771484375,1368.44970703125,1347.2593994140625,1568.3079833984375,1419.7991943359375,1322.662841796875,1224.304931640625,1207.4873046875,1197.1893310546875,1226.65576171875,1242.5421142578125,17900
17900,"Columbia, SC",45079,"Richland County, South Carolina",MS,00,Total,actual job density,7147.00439453125,7449.30859375,7305.37109375,7622.466796875,7818.49658203125,7496.9638671875,7121.99609375,7652.5126953125,6519.88134765625,6684.02294921875,6615.56640625,6482.125,17900
17900,"Columbia, SC",45081,"Saluda County, South Carolina",EX,00,Total,actual job density,36.58175277709961,41.78144454956055,49.694549560546875,46.53471755981445,45.35087203979492,46.4671745300293,51.0947380065918,34.50621795654297,34.08619689941406,27.233840942382812,28.874849319458008,30.018789291381836,17900
18140,"Columbus, OH",00000,Metro Total,TOTAL,00,Total,actual job density,5372.20703125,5611.0380859375,5854.9814453125,5694.2724609375,6191.1982421875,5689.11083984375,6344.30615234375,6397.51708984375,6396.9990234375,6635.3681640625,6705.49560546875,6999.3564453125,18140
18140,"Columbus, OH",39041,"Delaware County, Ohio",ES,00,Total,actual job density,2307.678466796875,1868.798583984375,2165.1044921875,2362.914306640625,2716.5927734375,2691.663818359375,2888.4296875,5249.0576171875,5214.03125,5121.1962890625,4930.31494140625,4808.2470703125,18140
18140,"Columbus, OH",39045,"Fairfield County, Ohio",EX,00,Total,actual job density,1842.508056640625,1871.201904296875,1824.1182861328125,1817.5335693359375,1641.839111328125,1685.0704345703125,1865.7135009765625,1806.8782958984375,1749.1619873046875,1750.9053955078125,1703.429443359375,1718.669189453125,18140
18140,"Columbus, OH",39049,"Franklin County, Ohio",MS,00,Total,actual job density,6687.53076171875,7040.01318359375,7345.86865234375,7130.46240234375,7725.515625,7107.7919921875,7956.19775390625,7775.77294921875,7814.69189453125,8153.9140625,8268.71484375,8658.015625,18140
18140,"Columbus, OH",39073,"Hocking County, Ohio",EX,00,Total,actual job density,442.29901123046875,515.90753173828125,453.9673156738281,498.444580078125,517.7283935546875,484.1808166503906,519.093994140625,522.24957275390625,606.95025634765625,615.20941162109375,691.48382568359375,639.57159423828125,18140
18140,"Columbus, OH",39089,"Licking County, Ohio",ES,00,Total,actual job density,1150.085205078125,1232.63818359375,1259.1915283203125,1188.7305908203125,1226.509765625,1231.748046875,1158.6241455078125,1192.228759765625,1170.036376953125,1158.4619140625,1098.594970703125,1009.962646484375,18140
18140,"Columbus, OH",39097,"Madison County, Ohio",EX,00,Total,actual job density,361.8730163574219,367.261474609375,367.5995178222656,367.1450500488281,337.6233825683594,355.8570861816406,323.64654541015625,324.4920959472656,313.2547912597656,335.2197570800781,368.34375,401.6852722167969,18140
18140,"Columbus, OH",39117,"Morrow County, Ohio",EX,00,Total,actual job density,181.14500427246094,169.9337615966797,144.5624237060547,141.16238403320312,113.51739501953125,132.0699462890625,104.92838287353516,109.22600555419922,128.41970825195312,119.70865631103516,128.1345977783203,135.9657745361328,18140
18140,"Columbus, OH",39127,"Perry County, Ohio",EX,00,Total,actual job density,150.83441162109375,164.57107543945312,239.7786407470703,262.8993225097656,207.0347442626953,238.64695739746094,181.86172485351562,187.24948120117187,314.5848083496094,319.2573547363281,359.2510986328125,357.9657897949219,18140
18140,"Columbus, OH",39129,"Pickaway County, Ohio",EX,00,Total,actual job density,2863.250732421875,2332.256103515625,1945.8616943359375,1796.2200927734375,2373.72314453125,1671.6239013671875,1676.0423583984375,2399.39208984375,460.3861389160156,516.16131591796875,553.41912841796875,439.0449523925781,18140
18140,"Columbus, OH",39159,"Union County, Ohio",EX,00,Total,actual job density,279.22540283203125,279.99908447265625,276.3138122558594,280.77020263671875,249.26571655273437,268.6493835449219,284.3616638183594,258.86163330078125,264.0622253417969,267.0660400390625,263.96435546875,272.14892578125,18140
19100,"Dallas, TX",00000,Metro Total,TOTAL,00,Total,actual job density,8807.841796875,8609.2412109375,8796.6796875,8955.4677734375,8773.9619140625,8169.3232421875,8498.0048828125,8342.162109375,8183.27978515625,8560.0546875,8534.953125,8896.41796875,19100
19100,"Dallas, TX",48085,"Collin County, Texas",MS,00,Total,actual job density,3730.756591796875,3870.11865234375,4166.443359375,4248.17236328125,4249.509765625,4207.19189453125,4099.65966796875,4547.390625,4791.6298828125,4780.6640625,4962.2734375,5277.60791015625,19100
19100,"Dallas, TX",48113,"Dallas County, Texas",UC,00,Total,actual job density,12926.0927734375,12734.212890625,13349,14177.8740234375,13980.2099609375,12988.51953125,13364.1083984375,13386.005859375,12511.583984375,13373.3369140625,13574.0166015625,14026.8115234375,19100
19100,"Dallas, TX",48121,"Denton County, Texas",MS,00,Total,actual job density,1581.837646484375,1620.84814453125,1647.843994140625,1635.69140625,1681.6392822265625,1761.3177490234375,1707.2899169921875,1845.4451904296875,1936.17236328125,1786.7802734375,1810.051513671875,1868.126953125,19100
19100,"Dallas, TX",48139,"Ellis County, Texas",EX,00,Total,actual job density,963.7939453125,920.13421630859375,808.661865234375,640.18939208984375,645.7423095703125,744.19189453125,583.16290283203125,609.12396240234375,493.90679931640625,505.1902770996094,555.61199951171875,539.71478271484375,19100
19100,"Dallas, TX",48231,"Hunt County, Texas",EX,00,Total,actual job density,530.0577392578125,483.7261657714844,526.38433837890625,569.80364990234375,565.12762451171875,470.95855712890625,490.90435791015625,475.3911437988281,284.4134521484375,317.44134521484375,302.4931640625,309.1017761230469,19100
19100,"Dallas, TX",48251,"Johnson County, Texas",EX,00,Total,actual job density,690.89373779296875,701.66552734375,664.53350830078125,599.56280517578125,573.53631591796875,644.19482421875,912.77752685546875,946.42694091796875,619.630126953125,600.1871337890625,633.364990234375,620.1298828125,19100
19100,"Dallas, TX",48257,"Kaufman County, Texas",EX,00,Total,actual job density,403.4925231933594,416.5595703125,438.00042724609375,376.49627685546875,467.903076171875,547.73907470703125,555.1680908203125,467.736572265625,451.76690673828125,445.2952575683594,460.3719177246094,490.23944091796875,19100
19100,"Dallas, TX",48367,"Parker County, Texas",EX,00,Total,actual job density,355.51617431640625,363.5061340332031,355.5661315917969,438.818359375,458.82733154296875,471.8053894042969,448.56976318359375,480.5484313964844,419.1923522949219,461.03399658203125,398.3013000488281,443.5060729980469,19100
