YEAR,X.ID.,MEDSCHL,Tot.Res.Exp,Fed.Res.Exp,Ind.Res.Exp,Leg.Fees,Reimb.Leg.Fee,Act.Lic,Excl.Lic.Opt.,Lic.w.Equ,Tot.Lic.Lg.Co,Tot.Lic.Sm.Co,Tot.Lic.St.Ups,Tot.Discl.Lic,Non.Excl.Lic.Opt,Lic.Iss,Opt.Iss,NEWCOMPSUPP,Lic.Inc.Equ,Lic..1mm.,Lic.Gen.Inc,Lic.Gen.Run.Roy,Lic.Inc.Other,Lic.Inc.Pd.Oth,Gross.Lic.Inc,Lic.Inc.Run.Roy,Inv.Dis.Rec,INVDISRES,New.Pat.App.Fld,For..Pat.App.Fld,Pro.Pat.App.Fld,Util.Pat.App.Fld,Tot.Pat.App.Fld,Iss.US.Pat,New.Prod,Cum.Op.St.Ups,St.Ups.Cld,St.Ups.in.Home.St,STRTSBIRSTTR,St.Ups.Formed,St.Ups.w.Equ,add,FIPS.x,FIPS.y,FIPS
2015,99020,no,30666117,11568423,17,12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,808,808,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"Univ. of West Florida,FL",120000000000000,120000000000000,12033
2006,99020,No,12588645,8826105,250000,5000,0,3,0,0,0,1,0,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,0,"Univ. of West Florida,FL",120000000000000,120000000000000,12033
2007,99020,No,17215987,14715106,464946,6504,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,"Univ. of West Florida,FL",120000000000000,120000000000000,12033
2006,99018,Yes,831895000,491810000,20310000,7388180,1228039,907,20,4,49,104,6,146,117,137,22,NA,0,5,412,163,5889363,170679,42363611,36474248,464,NA,203,0,139,64,338,69,18,41,1,3,NA,7,2,"University of Wisconsin at Madison,WI",550000000000000,550000000000000,55025
2009,99018,Yes,1130000000,584000000,47400000,10950000,1367000,528,4,1,21,28,8,129,36,40,17,NA,141000,6,268,190,3000000,155000,56714000,53573000,333,NA,129,0,74,55,330,119,43,47,6,1,NA,1,1,"University of Wisconsin at Madison,WI",550000000000000,550000000000000,55025
2012,95263,No,59203930,NA,NA,158385,50833,24,4,0,6,3,3,11,5,9,3,NA,0,0,9,9,0,0,54066,54066,46,NA,31,3,18,10,28,8,2,3,NA,1,NA,1,0,"Univ. of Wisconsin at Milwaukee,WI",551000000000000,551000000000000,55079
2013,95263,No,55154720,18561207,2687902,194504,100996,24,3,2,1,3,2,7,1,4,2,0,0,0,10,10,30000,0,111701,81701,36,NA,26,6,11,9,20,7,0,5,0,2,NA,2,2,"Univ. of Wisconsin at Milwaukee,WI",551000000000000,551000000000000,55079
2014,95263,no,59191822,18975560,947165,146334,95753,21,3,0,1,3,3,7,1,4,3,0,0,0,8,8,0,0,43754,43754,49,NA,22,2,8,12,22,5,0,8,0,2,0,2,2,"Univ. of Wisconsin at Milwaukee,WI",551000000000000,551000000000000,55079
2015,95263,no,62081835,25801674,1886554,110107,50691,14,3,3,NA,2,3,11,NA,10,4,0,0,4,10,4,25500,825,29579,4079,55,NA,19,5,9,4,15,1,NA,8,0,1,0,2,2,"Univ. of Wisconsin at Milwaukee,WI",551000000000000,551000000000000,55079
2009,20100271,Yes,817083316,564446067,114473625,2824497,965322,397,20,4,11,24,9,58,18,38,6,NA,0,1,136,69,1826633,22644,2392959,566326,254,NA,145,0,145,0,345,42,7,59,1,6,NA,7,2,"University System of Maryland,MD",240000000000000,240000000000000,24033
2010,20100271,Yes,887972244,632252557,142070044,1915303,939401,372,19,7,9,10,10,69,5,24,5,105,0,0,150,63,1708810,102423,2125077,416267,279,NA,149,0,149,0,316,40,3,47,1,7,NA,8,7,"University System of Maryland,MD",240000000000000,240000000000000,24033
2011,20100271,Yes,1065903428,712333611,111297341,2632490,758077,358,14,4,7,12,10,47,10,24,5,108,0,0,148,66,838372,39576,1299608,461236,224,NA,124,0,124,0,290,77,NA,54,1,5,NA,6,2,"University System of Maryland,MD",240000000000000,240000000000000,24033
2012,20100271,Yes,1030868684,666265101,121342467,2448971,881915,374,18,3,14,14,7,64,12,30,8,130,0,0,135,64,1447386,45177,1800477,353091,292,NA,172,1,171,0,300,67,NA,60,0,6,NA,7,2,"University System of Maryland,MD",240000000000000,240000000000000,24033
2013,20100271,Yes,1026953345,645643065,124447458,2095354,849615,372,12,4,10,17,13,68,14,26,16,53,7241,0,152,70,1198189,31686,1603022,397592,282,NA,227,0,225,2,359,68,3,70,0,13,NA,14,4,"University System of Maryland,MD",240000000000000,240000000000000,24033
2014,20100271,yes,977421461,645399917,101912218,2315423,859296,392,16,6,11,26,13,61,18,34,18,8,0,0,162,78,1430417,210479,2131678,701261,384,NA,230,0,227,2,364,70,2,78,2,6,0,8,8,"University System of Maryland,MD",240000000000000,240000000000000,24033
2015,20100271,yes,972710170,639505504,96261389,2621156,854192,413,17,7,18,25,15,74,21,38,20,10,0,0,195,80,1284283,189134,2243403,959120,330,NA,205,1,204,0,353,89,6,87,2,9,1,12,6,"University System of Maryland,MD",240000000000000,240000000000000,24033
2016,20100271,yes,1028806151,699087279,67314575,2784264,681499,430,28,15,9,30,22,82,16,44,17,58,0,0,186,88,1285111,229651,2236819,951708,366,NA,228,0,227,1,398,76,7,101,4,20,1,26,13,"University System of Maryland,MD",240000000000000,240000000000000,24033
2017,20100271,yes,1085080293,699420986,48739796,3077781,698408,431,38,14,13,34,23,106,23,52,18,52,492258,0,164,83,960203,179581,2425751,973290,331,NA,214,0,214,0,386,90,11,104,3,14,3,16,9,"University System of Maryland,MD",240000000000000,240000000000000,24033
2016,95266,no,180590000,125661000,5636000,140617,0,14,3,1,2,9,3,13,10,13,1,0,0,0,30,25,87228,0,1111640,1024412,59,NA,19,0,17,2,43,16,NA,3,0,2,0,3,1,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2006,95266,No,138670000,96242000,2596000,266501,80041,59,7,0,2,4,4,7,2,9,1,NA,0,0,5,11,71400,0,494523,423123,54,NA,13,3,8,2,27,8,1,21,0,4,NA,4,0,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2007,95266,No,138065000,89948000,3319000,260169,45615,61,3,1,5,0,3,8,5,8,0,NA,0,0,4,7,123500,3818,491078,367578,62,NA,11,1,6,4,29,NA,NA,24,0,3,NA,3,1,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2008,95266,No,148257000,89940000,4089000,160842,21551,70,1,0,1,10,0,7,10,10,1,NA,0,0,7,11,261500,11500,524316,262816,67,NA,20,0,16,4,26,6,3,24,0,0,NA,0,0,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2009,95266,No,147509000,86150000,3288000,202635,33897,72,5,0,2,4,5,6,6,11,0,NA,0,0,7,12,81500,7656,637753,556253,93,NA,27,1,22,4,46,11,5,27,2,5,NA,5,3,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2010,95266,No,149169000,90581000,4821000,98612,46322,NA,7,3,4,10,5,13,12,19,0,0,0,0,7,18,97350,6775,729757,632407,92,NA,29,0,27,2,50,16,4,31,1,5,NA,5,3,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2011,95266,No,174167000,113871000,4226000,129088,49568,NA,4,3,2,8,3,11,9,13,0,0,0,0,16,26,141863,7642,775112,633249,92,NA,29,0,28,1,67,9,2,34,0,3,NA,3,1,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2012,95266,No,157355000,108501000,3977000,179445,0,NA,5,5,2,7,5,10,9,14,0,NA,0,0,16,23,56700,NA,567239,510539,95,NA,32,0,32,0,60,7,1,38,NA,5,NA,5,1,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2013,95266,No,158352000,106985000,5685000,155286,150,13,4,0,2,13,NA,NA,11,15,0,0,0,0,NA,25,72200,26731,561872,489672,71,NA,18,0,18,0,72,18,NA,40,0,4,NA,4,4,"Utah State Univ.,UT",490000000000000,490000000000000,49005
2014,95266,no,164892000,114959000,4997000,183199,0,17,9,3,3,14,0,0,8,17,0,0,0,0,0,25,114804,0,1214564,1099760,68,NA,31,0,31,0,63,31,0,44,0,4,1,4,3,"Utah State Univ.,UT",490000000000000,490000000000000,49005
