year,cbsa_code,cbsa_2013_name,cbsa_exports_nominal,cbsa_exports_real,cbsa_pct_exports_gdp
2017,14720,"Breckenridge, CO",51.5119667053223,51.5119667053223,0.0184322837740183
2017,14740,"Bremerton-Silverdale, WA",399.200012207031,399.200012207031,0.0304227732121944
2017,14780,"Brenham, TX",324.08447265625,324.08447265625,0.150847122073174
2017,14820,"Brevard, NC",72.8423843383789,72.8423843383789,0.0636656209826469
2017,14860,"Bridgeport-Stamford-Norwalk, CT",8476.921875,8476.921875,0.114100247621536
2017,15020,"Brookhaven, MS",129.576629638672,129.576629638672,0.114660456776619
2017,15060,"Brookings, OR",41.4911422729492,41.4911422729492,0.0543469004333019
2017,15100,"Brookings, SD",379.400817871094,379.400817871094,0.18572224676609
2017,15180,"Brownsville-Harlingen, TX",968.509033203125,968.509033203125,0.0657611861824989
2017,15220,"Brownwood, TX",325.347808837891,325.347808837891,0.171208649873734
2017,15260,"Brunswick, GA",276.794250488281,276.794250488281,0.0587780885398388
2017,15340,"Bucyrus, OH",316.073974609375,316.073974609375,0.17660428583622
2017,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",7236.8671875,7236.8671875,0.0862370505928993
2017,15420,"Burley, ID",296.759490966797,296.759490966797,0.150494948029518
2017,15460,"Burlington, IA-IL",481.241790771484,481.241790771484,0.187861040234566
2017,15500,"Burlington, NC",890.744323730469,890.744323730469,0.151261523365974
2017,15540,"Burlington-South Burlington, VT",988.794921875,988.794921875,0.0754504576325417
2017,15580,"Butte-Silver Bow, MT",72.5995941162109,72.5995941162109,0.0462294109165668
2017,15620,"Cadillac, MI",344.537567138672,344.537567138672,0.17748050391674
2017,15660,"Calhoun, GA",579.821533203125,579.821533203125,0.236461088061333
2017,15680,"California-Lexington Park, MD",254.890853881836,254.890853881836,0.0338222421705723
2017,15700,"Cambridge, MD",198.562576293945,198.562576293945,0.150683045387268
2017,15740,"Cambridge, OH",345.897399902344,345.897399902344,0.168820202350616
2017,15780,"Camden, AR",248.012741088867,248.012741088867,0.212844461202621
2017,15820,"Campbellsville, KY",125.775405883789,125.775405883789,0.12640617787838
2017,15860,"Ca�on City, CO",71.4947204589844,71.4947204589844,0.0426531136035919
2017,15900,"Canton, IL",62.2405395507812,62.2405395507812,0.0606479234993458
2017,15940,"Canton-Massillon, OH",2448.26928710938,2448.26928710938,0.122443214058876
2017,15980,"Cape Coral-Fort Myers, FL",1563.953125,1563.953125,0.0538419149816036
2017,16020,"Cape Girardeau, MO-IL",373.996337890625,373.996337890625,0.0849557220935822
2017,16060,"Carbondale-Marion, IL",570.139831542969,570.139831542969,0.0799889788031578
2017,16100,"Carlsbad-Artesia, NM",777.040954589844,777.040954589844,0.158088088035583
2017,16180,"Carson City, NV",213.018203735352,213.018203735352,0.0695794597268105
2017,16220,"Casper, WY",351.690795898438,351.690795898438,0.0708648264408112
2017,16260,"Cedar City, UT",192.385070800781,192.385070800781,0.106836676597595
2017,16300,"Cedar Rapids, IA",2402.1005859375,2402.1005859375,0.132684081792831
2017,16340,"Cedartown, GA",270.7705078125,270.7705078125,0.190326929092407
2017,16380,"Celina, OH",605.556091308594,605.556091308594,0.210989266633987
2017,16460,"Centralia, IL",277.099029541016,277.099029541016,0.157228231430054
2017,16500,"Centralia, WA",348.378448486328,348.378448486328,0.0982197150588036
2017,16540,"Chambersburg-Waynesboro, PA",787.196105957031,787.196105957031,0.12133351713419
2017,16580,"Champaign-Urbana, IL",1362.73901367188,1362.73901367188,0.0969304218888283
2017,16620,"Charleston, WV",1434.9873046875,1434.9873046875,0.113931283354759
2017,16660,"Charleston-Mattoon, IL",337.628540039062,337.628540039062,0.0938654914498329
2017,16700,"Charleston-North Charleston, SC",4221.80126953125,4221.80126953125,0.112905338406563
2017,16740,"Charlotte-Concord-Gastonia, NC-SC",17119.6875,17119.6875,0.117156952619553
2017,16820,"Charlottesville, VA",731.659240722656,731.659240722656,0.0530558861792088
2017,16860,"Chattanooga, TN-GA",3503.99780273438,3503.99780273438,0.118823572993279
2017,16940,"Cheyenne, WY",322.557922363281,322.557922363281,0.0472858287394047
2017,16980,"Chicago-Naperville-Elgin, IL-IN-WI",61771.0625,61771.0625,0.097740925848484
2017,17020,"Chico, CA",674.847534179688,674.847534179688,0.0556468330323696
2017,17060,"Chillicothe, OH",575.349670410156,575.349670410156,0.182544633746147
2017,17140,"Cincinnati, OH-KY-IN",15249.5439453125,15249.5439453125,0.117196522653103
2017,17200,"Claremont-Lebanon, NH-VT",949.089172363281,949.089172363281,0.0864474400877953
2017,17220,"Clarksburg, WV",574.061279296875,574.061279296875,0.102905288338661
2017,17260,"Clarksdale, MS",79.8066482543945,79.8066482543945,0.0892941504716873
2017,17300,"Clarksville, TN-KY",1033.40625,1033.40625,0.104621820151806
2017,17340,"Clearlake, CA",121.372222900391,121.372222900391,0.0529949553310871
2017,17380,"Cleveland, MS",172.786636352539,172.786636352539,0.147727608680725
2017,17420,"Cleveland, TN",935.554260253906,935.554260253906,0.188230827450752
2017,17460,"Cleveland-Elyria, OH",13912.2724609375,13912.2724609375,0.109182469546795
2017,17500,"Clewiston, FL",159.195083618164,159.195083618164,0.100789554417133
2017,17540,"Clinton, IA",490.885437011719,490.885437011719,0.200091063976288
2017,17580,"Clovis, NM",239.814788818359,239.814788818359,0.0923775061964989
2017,17660,"Coeur d'Alene, ID",821.779113769531,821.779113769531,0.137290388345718
2017,17700,"Coffeyville, KS",296.912658691406,296.912658691406,0.173998430371284
2017,17740,"Coldwater, MI",277.773590087891,277.773590087891,0.187482178211212
2017,17780,"College Station-Bryan, TX",992.662536621094,992.662536621094,0.0773017406463623
2017,17820,"Colorado Springs, CO",1773.42846679688,1773.42846679688,0.0513811446726322
2017,17860,"Columbia, MO",639.246276855469,639.246276855469,0.0652172341942787
2017,17900,"Columbia, SC",3738.49194335938,3738.49194335938,0.0858810245990753
2017,17980,"Columbus, GA-AL",1450.30639648438,1450.30639648438,0.0938832387328148
2017,18020,"Columbus, IN",2832.2470703125,2832.2470703125,0.464237362146378
2017,18060,"Columbus, MS",469.161651611328,469.161651611328,0.18057319521904
2017,18100,"Columbus, NE",522.748840332031,522.748840332031,0.202012926340103
2017,18140,"Columbus, OH",10701.0400390625,10701.0400390625,0.081875242292881
2017,18180,"Concord, NH",633.781799316406,633.781799316406,0.0678652226924896
2017,18220,"Connersville, IN",132.168350219727,132.168350219727,0.201123550534248
2017,18260,"Cookeville, TN",603.64990234375,603.64990234375,0.138350591063499
2017,18300,"Coos Bay, OR",142.097747802734,142.097747802734,0.0611857362091541
2017,18380,"Cordele, GA",100.394989013672,100.394989013672,0.102890074253082
2017,18420,"Corinth, MS",240.994110107422,240.994110107422,0.169027343392372
2017,18460,"Cornelia, GA",336.098083496094,336.098083496094,0.171067535877228
2017,18500,"Corning, NY",557.124267578125,557.124267578125,0.112061813473701
2017,18580,"Corpus Christi, TX",5888.7001953125,5888.7001953125,0.218903556466103
2017,18620,"Corsicana, TX",460.415802001953,460.415802001953,0.179247751832008
2017,18660,"Cortland, NY",211.684951782227,211.684951782227,0.0965967252850533
2017,18700,"Corvallis, OR",905.643493652344,905.643493652344,0.156090527772903
2017,18740,"Coshocton, OH",310.107543945312,310.107543945312,0.201677590608597
2017,18780,"Craig, CO",65.2954025268555,65.2954025268555,0.0815316066145897
2017,18820,"Crawfordsville, IN",478.694427490234,478.694427490234,0.263836532831192
2017,18860,"Crescent City, CA",36.8383560180664,36.8383560180664,0.0293600577861071
2017,18880,"Crestview-Fort Walton Beach-Destin, FL",598.606811523438,598.606811523438,0.0457847565412521
2017,18900,"Crossville, TN",177.694274902344,177.694274902344,0.0809633359313011
2017,18980,"Cullman, AL",480.650909423828,480.650909423828,0.163312837481499
2017,19000,"Cullowhee, NC",64.7068252563477,64.7068252563477,0.041372649371624
2017,19060,"Cumberland, MD-WV",360.172943115234,360.172943115234,0.0878637805581093
2017,19100,"Dallas-Fort Worth-Arlington, TX",58387.63671875,58387.63671875,0.118938460946083
2017,19140,"Dalton, GA",1544.56982421875,1544.56982421875,0.2090123295784
2017,19180,"Danville, IL",612.619812011719,612.619812011719,0.165441021323204
2017,19220,"Danville, KY",256.244079589844,256.244079589844,0.143924206495285
2017,19260,"Danville, VA",471.05078125,471.05078125,0.0978770181536674
2017,19300,"Daphne-Fairhope-Foley, AL",436.126983642578,436.126983642578,0.0533435791730881
2017,19340,"Davenport-Moline-Rock Island, IA-IL",2617.6572265625,2617.6572265625,0.12152648717165
2017,19380,"Dayton, OH",4675.03271484375,4675.03271484375,0.107251837849617
2017,19420,"Dayton, TN",209.914688110352,209.914688110352,0.182054832577705
2017,19460,"Decatur, AL",1569.08923339844,1569.08923339844,0.278090924024582
2017,19500,"Decatur, IL",1325.72888183594,1325.72888183594,0.192657023668289
2017,19540,"Decatur, IN",552.031188964844,552.031188964844,0.312436282634735
2017,19580,"Defiance, OH",222.079696655273,222.079696655273,0.114838123321533
2017,19620,"Del Rio, TX",340.678802490234,340.678802490234,0.144770100712776
2017,19660,"Deltona-Daytona Beach-Ormond Beach, FL",1169.37622070312,1169.37622070312,0.0556862540543079
2017,19700,"Deming, NM",121.360954284668,121.360954284668,0.106963649392128
2017,19740,"Denver-Aurora-Lakewood, CO",13750.0576171875,13750.0576171875,0.0720071420073509
2017,19760,"DeRidder, LA",225.356216430664,225.356216430664,0.211209416389465
2017,19780,"Des Moines-West Des Moines, IA",3333.94775390625,3333.94775390625,0.0664907693862915
2017,19820,"Detroit-Warren-Dearborn, MI",38195.33984375,38195.33984375,0.155867233872414
2017,19860,"Dickinson, ND",324.200469970703,324.200469970703,0.10925405472517
2017,19940,"Dixon, IL",235.831970214844,235.831970214844,0.135960683226585
2017,19980,"Dodge City, KS",350.063873291016,350.063873291016,0.173210620880127
2017,20020,"Dothan, AL",408.541381835938,408.541381835938,0.0709310248494148
2017,20060,"Douglas, GA",312.647369384766,312.647369384766,0.169444635510445
2017,20100,"Dover, DE",521.542724609375,521.542724609375,0.0628736689686775
2017,20140,"Dublin, GA",194.000549316406,194.000549316406,0.085721842944622
2017,20180,"DuBois, PA",254.301254272461,254.301254272461,0.0822037011384964
2017,20220,"Dubuque, IA",950.002014160156,950.002014160156,0.139724060893059
2017,20260,"Duluth, MN-WI",1501.68969726562,1501.68969726562,0.0972078144550323
2017,20300,"Dumas, TX",989.716491699219,989.716491699219,0.380487501621246
2017,20340,"Duncan, OK",298.204528808594,298.204528808594,0.159705936908722
2017,20380,"Dunn, NC",247.570465087891,247.570465087891,0.0752400085330009
2017,20420,"Durango, CO",200.447143554688,200.447143554688,0.0539078414440155
2017,20460,"Durant, OK",92.1639862060547,92.1639862060547,0.0588628947734833
2017,20500,"Durham-Chapel Hill, NC",5481.40380859375,5481.40380859375,0.1369918435812
2017,20540,"Dyersburg, TN",435.766571044922,435.766571044922,0.23249563574791
2017,20580,"Eagle Pass, TX",121.872016906738,121.872016906738,0.0612696222960949
2017,20660,"Easton, MD",154.645156860352,154.645156860352,0.0691074356436729
2017,20700,"East Stroudsburg, PA",765.624633789062,765.624633789062,0.106276974081993
2017,20740,"Eau Claire, WI",770.756591796875,770.756591796875,0.0849833637475967
2017,20780,"Edwards, CO",128.212936401367,128.212936401367,0.0275725554674864
2017,20820,"Effingham, IL",231.770950317383,231.770950317383,0.0866676419973373
2017,20900,"El Campo, TX",381.206359863281,381.206359863281,0.156937688589096
2017,20940,"El Centro, CA",455.672180175781,455.672180175781,0.0599276907742023
2017,20980,"El Dorado, AR",639.492614746094,639.492614746094,0.272460728883743
2017,21020,"Elizabeth City, NC",127.051139831543,127.051139831543,0.0503577701747417
2017,21060,"Elizabethtown-Fort Knox, KY",858.25439453125,858.25439453125,0.134049043059349
2017,21120,"Elk City, OK",126.04182434082,126.04182434082,0.0846850425004959
2017,21140,"Elkhart-Goshen, IN",4845.14501953125,4845.14501953125,0.283008307218552
2017,21180,"Elkins, WV",117.104370117188,117.104370117188,0.10112552344799
2017,21220,"Elko, NV",662.256958007812,662.256958007812,0.15514762699604
2017,21260,"Ellensburg, WA",161.52033996582,161.52033996582,0.0791626647114754
2017,21300,"Elmira, NY",475.814575195312,475.814575195312,0.101245976984501
2017,21340,"El Paso, TX",3446.24829101562,3446.24829101562,0.0924002528190613
2017,21380,"Emporia, KS",227.231857299805,227.231857299805,0.130297988653183
2017,21420,"Enid, OK",363.81982421875,363.81982421875,0.108513206243515
2017,21460,"Enterprise, AL",307.591125488281,307.591125488281,0.183335497975349
2017,21500,"Erie, PA",1622.76379394531,1622.76379394531,0.112839639186859
2017,21540,"Escanaba, MI",131.886505126953,131.886505126953,0.090332604944706
