"","cbsa_code","cbsa_name","cbsa_type","cbsa_pop","cbsa_emp","cbsa_is.top100","cbsa_size","total","male","black","black_male","hispanic","asian","nonminority","male_nonminority"
"256","16740","Charlotte-Concord-Gastonia, NC-SC","metro",2498431,1058398,TRUE,"very large metros",42563,27615,1621,915,1690,2621,36073,23964
"257","16820","Charlottesville, VA","metro",213901,84420,FALSE,"small metros",4585,3053,44,32,0,229,4168,2825
"258","16860","Chattanooga, TN-GA","metro",552043,221608,TRUE,"large metros",7381,4977,143,0,143,518,6498,4407
"259","16940","Cheyenne, WY","metro",97692,32827,FALSE,"small metros",2558,1453,0,0,85,87,2311,1328
"260","16980","Chicago-Naperville-Elgin, IL-IN-WI","metro",9536428,4165528,TRUE,"very large metros",186037,124992,4106,2084,13195,19545,146971,101276
"261","15380","Buffalo-Cheektowaga, NY","metro",1131570,482984,TRUE,"very large metros",19278,13739,398,185,245,1043,17482,12651
"262","15500","Burlington, NC","metro",160576,59276,FALSE,"small metros",2053,1335,63,0,0,123,1778,1183
"263","15540","Burlington-South Burlington, VT","metro",218042,102620,FALSE,"small metros",5074,3191,0,0,0,128,4872,3068
"264","15680","California-Lexington Park, MD","metro",111531,32376,FALSE,"small metros",1316,821,0,0,22,80,1105,722
"265","15940","Canton-Massillon, OH","metro",401053,150465,FALSE,"midsized metros",5766,3771,43,0,0,167,5406,3574
"266","15980","Cape Coral-Fort Myers, FL","metro",718679,216916,TRUE,"large metros",14950,9290,319,177,1234,559,12586,7925
"267","15180","Brownsville-Harlingen, TX","metro",421750,107239,FALSE,"midsized metros",4218,2713,0,0,2159,243,1624,1145
"268","15260","Brunswick, GA","metro",116655,35077,FALSE,"small metros",2169,1408,59,21,24,84,1924,1275
"269","17020","Chico, CA","metro",227075,62600,FALSE,"small metros",3546,2096,0,0,179,267,2873,1796
"270","17140","Cincinnati, OH-KY-IN","metro",2191667,946308,TRUE,"very large metros",29803,20786,517,231,385,1455,27199,19388
"271","17300","Clarksville, TN-KY","metro",296295,73140,FALSE,"midsized metros",2938,1975,77,0,33,429,2382,1597
"272","17420","Cleveland, TN","metro",121339,40497,FALSE,"small metros",1413,921,NA,NA,0,120,1245,807
"273","17460","Cleveland-Elyria, OH","metro",2061766,918152,TRUE,"very large metros",34307,23519,752,453,345,1732,31159,21694
"274","17660","Coeur d'Alene, ID","metro",153605,52930,FALSE,"small metros",3818,2124,NA,NA,0,77,3510,2011
"275","17780","College Station-Bryan, TX","metro",253946,75731,FALSE,"midsized metros",3815,2405,0,0,307,371,3045,1937
"276","17820","Colorado Springs, CO","metro",712266,248023,TRUE,"large metros",13136,7773,0,66,489,662,11538,7002
"277","17860","Columbia, MO","metro",204250,85884,FALSE,"small metros",3247,2075,73,46,0,119,2948,1892
"278","17900","Columbia, SC","metro",816664,295371,TRUE,"large metros",11049,7421,601,347,0,725,9447,6421
"279","17980","Columbus, GA-AL","metro",320144,99653,FALSE,"midsized metros",3702,0,188,103,95,411,2941,0
"280","27060","Ithaca, NY","metro",102962,48258,FALSE,"small metros",1636,1022,0,0,0,0,1523,962
"281","27100","Jackson, MI","metro",158913,50191,FALSE,"small metros",2179,1471,26,0,0,0,2041,1407
"282","27140","Jackson, MS","metro",598355,224030,TRUE,"large metros",8633,5949,508,268,0,573,7426,5184
"283","27180","Jackson, TN","metro",178506,70348,FALSE,"small metros",1866,1308,35,0,0,127,1677,1202
"284","27260","Jacksonville, FL","metro",1475386,577874,TRUE,"very large metros",27521,17481,991,525,1180,1974,22838,14920
"285","27340","Jacksonville, NC","metro",193912,35541,FALSE,"small metros",1928,1168,0,0,63,91,1676,1030
"286","27500","Janesville-Beloit, WI","metro",161769,59475,FALSE,"small metros",2189,1302,0,0,28,0,2036,1230
"287","27620","Jefferson City, MO","metro",151157,53991,FALSE,"small metros",2361,1392,0,0,0,80,2193,1306
"288","27740","Johnson City, TN","metro",201226,65563,FALSE,"small metros",2455,1695,0,0,0,45,2361,1624
"289","27780","Johnstown, PA","metro",134550,46317,FALSE,"small metros",2185,1496,0,NA,0,0,2130,1467
"290","27860","Jonesboro, AR","metro",129755,46190,FALSE,"small metros",1845,1303,0,0,0,50,1754,1253
"291","27900","Joplin, MO","metro",177440,70980,FALSE,"small metros",2687,1420,0,0,51,74,2468,1321
"292","27980","Kahului-Wailuku-Lahaina, HI","metro",165281,64947,FALSE,"small metros",3127,1971,0,0,0,951,1852,1262
"293","28020","Kalamazoo-Portage, MI","metro",261573,109826,FALSE,"midsized metros",4797,3226,49,44,42,187,4455,3014
"294","28100","Kankakee, IL","metro",111061,36747,FALSE,"small metros",1578,952,0,0,0,0,1448,872
"295","28140","Kansas City, MO-KS","metro",2106632,954263,TRUE,"very large metros",36923,22690,1413,774,921,1661,32268,20087
"296","18020","Columbus, IN","metro",81893,48314,FALSE,"small metros",1169,797,0,0,0,77,1069,731
"297","18140","Columbus, OH","metro",2054062,874951,TRUE,"very large metros",27562,18872,871,541,0,1913,24236,16893
"298","18580","Corpus Christi, TX","metro",427532,155845,FALSE,"midsized metros",6613,4336,0,0,1360,477,4466,2951
"299","18700","Corvallis, OR","metro",89780,28322,FALSE,"small metros",1469,747,0,0,0,135,1271,661
"300","18880","Crestview-Fort Walton Beach-Destin, FL","metro",266595,82799,FALSE,"midsized metros",5528,3531,36,0,0,0,4861,3116
"301","19060","Cumberland, MD-WV","metro",99255,29972,FALSE,"small metros",1169,805,0,0,0,0,1092,734
"302","19100","Dallas-Fort Worth-Arlington, TX","metro",7189384,3127419,TRUE,"very large metros",112980,70546,3358,1912,7861,16502,82525,52929
"303","19140","Dalton, GA","metro",143406,55284,FALSE,"small metros",1730,1233,0,0,86,144,1477,1025
"304","19180","Danville, IL","metro",78407,24093,FALSE,"small metros",948,532,0,0,0,0,886,505
"305","19300","Daphne-Fairhope-Foley, AL","metro",208107,61792,FALSE,"small metros",3919,2399,30,0,0,152,3600,2231
"306","19340","Davenport-Moline-Rock Island, IA-IL","metro",382720,157879,FALSE,"midsized metros",5846,3917,48,38,150,239,5346,3577
"307","19460","Decatur, AL","metro",152293,46522,FALSE,"small metros",2279,1569,0,0,0,0,2066,1425
"308","19500","Decatur, IL","metro",106512,44389,FALSE,"small metros",1621,1065,0,0,0,0,1483,955
"309","19660","Deltona-Daytona Beach-Ormond Beach, FL","metro",634773,168368,TRUE,"large metros",11158,6918,0,0,590,654,9557,5964
"310","19740","Denver-Aurora-Lakewood, CO","metro",2850221,1280402,TRUE,"very large metros",63671,39725,846,579,3266,3773,54525,34711
"311","19780","Des Moines-West Des Moines, IA","metro",671092,329004,TRUE,"large metros",11147,7130,64,26,239,322,10415,6697
"312","19820","Detroit-Warren-Dearborn, MI","metro",4317179,1761974,TRUE,"very large metros",73420,51299,2005,981,1130,4726,64865,46689
"313","28420","Kennewick-Richland, WA","metro",284828,87957,FALSE,"midsized metros",4269,2390,21,0,486,241,3349,1930
"314","28660","Killeen-Temple, TX","metro",438265,106123,FALSE,"midsized metros",4260,2620,117,0,293,448,3243,2016
"315","28700","Kingsport-Bristol, TN-VA","metro",306394,104278,FALSE,"midsized metros",3760,2642,0,0,0,108,3548,2490
"316","28740","Kingston, NY","metro",179303,46244,FALSE,"small metros",3944,2566,0,0,100,238,3512,2323
"317","28940","Knoxville, TN","metro",845486,334884,TRUE,"large metros",11734,7720,135,66,163,701,10647,7068
"318","29020","Kokomo, IN","metro",82387,31996,FALSE,"small metros",1116,734,0,0,0,0,1042,688
"319","29100","La Crosse-Onalaska, WI-MN","metro",136513,68320,FALSE,"small metros",2443,1648,0,0,0,47,2367,1593
"320","29180","Lafayette, LA","metro",488969,180677,FALSE,"midsized metros",10148,6465,283,0,0,342,9213,6020
"321","29200","Lafayette-West Lafayette, IN","metro",226202,77501,FALSE,"small metros",2812,1946,0,0,0,200,2536,1758
"322","29340","Lake Charles, LA","metro",207050,79000,FALSE,"small metros",3608,2175,125,75,61,254,3114,1885
"323","29420","Lake Havasu City-Kingman, AZ","metro",206064,41986,FALSE,"small metros",2751,1589,0,0,138,81,2449,1477
"324","29460","Lakeland-Winter Haven, FL","metro",668671,182922,TRUE,"large metros",8222,5502,196,99,627,657,6638,4539
"325","29540","Lancaster, PA","metro",538347,235331,FALSE,"large metros",9117,6578,0,0,128,407,8457,6201
"326","29620","Lansing-East Lansing, MI","metro",545108,183895,FALSE,"large metros",6500,4544,136,0,164,246,5869,4225
"327","29700","Laredo, TX","metro",272053,78875,FALSE,"midsized metros",4289,2824,0,0,2905,183,1020,744
"328","29740","Las Cruces, NM","metro",215338,52980,FALSE,"small metros",2484,1505,30,23,701,84,1527,0
"329","29820","Las Vegas-Henderson-Paradise, NV","metro",2141574,857591,TRUE,"very large metros",32857,20145,697,444,2482,4385,24139,15460
"330","29940","Lawrence, KS","metro",119319,40467,FALSE,"small metros",1986,1185,0,0,0,107,1815,1092
"331","30020","Lawton, OK","metro",128490,32718,FALSE,"small metros",1379,809,44,29,0,0,1160,707
"332","30140","Lebanon, PA","metro",138674,46303,FALSE,"small metros",1887,1314,NA,NA,0,0,1785,1255
"333","30300","Lewiston, ID-WA","metro",62492,22882,FALSE,"small metros",1093,617,0,0,0,0,1036,579
"334","30340","Lewiston-Auburn, ME","metro",107444,45507,FALSE,"small metros",2030,1309,0,0,0,0,1955,1252
"335","20020","Dothan, AL","metro",147967,50838,FALSE,"small metros",2267,1555,44,0,0,63,2106,1474
"336","20100","Dover, DE","metro",174822,52481,FALSE,"small metros",2684,1805,89,43,46,313,2167,1485
"337","20220","Dubuque, IA","metro",96802,54767,FALSE,"small metros",2292,1540,0,0,0,58,2183,1459
"338","20260","Duluth, MN-WI","metro",289591,114815,FALSE,"midsized metros",4546,2908,0,0,0,100,4339,2819
"339","20500","Durham-Chapel Hill, NC","metro",617365,274514,TRUE,"large metros",9056,5721,488,216,419,713,7379,4830
"340","20700","East Stroudsburg, PA","metro",167586,49290,FALSE,"small metros",2597,1738,0,43,0,198,2261,1591
"341","20740","Eau Claire, WI","metro",166626,72741,FALSE,"small metros",2832,1797,0,0,0,0,2715,1726
"342","20940","El Centro, CA","metro",180216,32109,FALSE,"small metros",1850,1288,0,NA,0,171,0,0
"343","21060","Elizabethtown-Fort Knox, KY","metro",150577,42854,FALSE,"small metros",1903,1197,22,0,0,199,1636,1025
"344","21140","Elkhart-Goshen, IN","metro",203604,132095,FALSE,"small metros",3406,2412,33,28,30,129,3166,2264
"345","21300","Elmira, NY","metro",85740,30377,FALSE,"small metros",1229,845,NA,NA,0,67,1158,793
"346","21340","El Paso, TX","metro",841752,237730,TRUE,"large metros",10092,6604,204,137,5000,504,3948,2683
"347","21420","Enid, OK","metro",62190,21514,FALSE,"small metros",1147,736,NA,NA,0,0,1024,669
"348","21500","Erie, PA","metro",275972,115178,FALSE,"midsized metros",3842,2660,0,0,26,154,3595,2520
"349","21660","Eugene-Springfield, OR","metro",368882,125153,FALSE,"midsized metros",7523,4451,0,0,185,401,6678,4064
"350","21780","Evansville, IN-KY","metro",314967,144467,FALSE,"midsized metros",4748,2991,23,0,0,204,4381,2817
"351","21820","Fairbanks, AK","metro",99653,27095,FALSE,"small metros",1925,1142,0,0,59,82,1686,1050
"352","30460","Lexington-Fayette, KY","metro",506786,228183,FALSE,"large metros",8578,5523,160,109,176,339,7802,5015
"353","30620","Lima, OH","metro",103642,46478,FALSE,"small metros",1667,1236,33,0,0,0,1551,1163
"354","30700","Lincoln, NE","metro",327221,144760,FALSE,"midsized metros",6448,4053,22,0,92,219,6025,3807
"355","30780","Little Rock-North Little Rock-Conway, AR","metro",734502,283598,TRUE,"large metros",12516,7921,336,178,0,689,11192,7136
"356","30860","Logan, UT-ID","metro",135615,44906,FALSE,"small metros",3295,2040,0,0,49,0,3109,1960
"357","30980","Longview, TX","metro",284503,96956,FALSE,"midsized metros",3658,2386,0,0,94,163,3249,2139
"358","31020","Longview, WA","metro",105112,32299,FALSE,"small metros",1592,798,0,NA,0,98,1383,705
"359","31080","Los Angeles-Long Beach-Anaheim, CA","metro",13262234,5324257,TRUE,"very large metros",293516,182881,5096,3066,28202,73837,177925,116579
"360","31140","Louisville/Jefferson County, KY-IN","metro",1252890,577816,TRUE,"very large metros",19601,12693,434,201,304,940,17682,11597
"361","31180","Lubbock, TX","metro",313123,115372,FALSE,"midsized metros",5749,3534,0,0,354,293,4964,3108
"362","31340","Lynchburg, VA","metro",260668,99184,FALSE,"midsized metros",4307,2668,144,67,0,208,3844,2452
"363","31420","Macon-Bibb County, GA","metro",229676,84303,FALSE,"small metros",3216,2376,210,0,0,442,2495,1894
"364","31460","Madera, CA","metro",155013,26755,FALSE,"small metros",1566,902,0,0,276,307,888,532
"365","31540","Madison, WI","metro",647281,333811,TRUE,"large metros",12300,7867,51,23,168,443,11540,7533
"366","31700","Manchester-Nashua, NH","metro",411087,186614,FALSE,"midsized metros",7781,5435,21,0,90,374,7248,5082
"367","31740","Manhattan, KS","metro",133736,38483,FALSE,"small metros",1494,892,0,0,0,38,1412,844
"368","31860","Mankato, MN","metro",100105,50288,FALSE,"small metros",2075,1326,0,0,0,0,2028,1296
"369","31900","Mansfield, OH","metro",121324,41099,FALSE,"small metros",1664,1083,0,0,0,0,1503,973
"370","22020","Fargo, ND-MN","metro",237003,122574,FALSE,"small metros",5087,3471,39,0,0,108,4871,3347
"371","22140","Farmington, NM","metro",127455,34753,FALSE,"small metros",1741,987,0,NA,144,0,1381,846
"372","22180","Fayetteville, NC","metro",515706,120741,FALSE,"large metros",3763,2406,342,0,71,276,2962,1952
"373","22220","Fayetteville-Springdale-Rogers, AR","metro",503585,210590,FALSE,"large metros",7940,4772,41,0,185,264,7310,4449
"374","22380","Flagstaff, AZ","metro",140217,53114,FALSE,"small metros",2563,1452,0,0,159,175,2122,1194
"375","22420","Flint, MI","metro",409361,121169,FALSE,"midsized metros",5352,3738,129,89,77,269,4799,3438
"376","22500","Florence, SC","metro",205814,75608,FALSE,"small metros",2831,2044,120,75,35,224,2425,1752
"377","22520","Florence-Muscle Shoals, AL","metro",147080,49018,FALSE,"small metros",2070,1478,0,0,0,0,1928,1385
"378","22540","Fond du Lac, WI","metro",102315,43479,FALSE,"small metros",1500,856,NA,NA,0,0,1462,840
"379","22660","Fort Collins, CO","metro",338161,126470,FALSE,"midsized metros",8752,5230,28,0,249,283,7984,4862
"380","22900","Fort Smith, AR-OK","metro",249072,91556,FALSE,"small metros",3967,2490,28,0,0,187,3469,2166
"381","23060","Fort Wayne, IN","metro",403665,189684,FALSE,"midsized metros",7321,4976,65,0,95,349,6776,4685
