cbsa_code,age_017,age_1834,age_35plus,female,male,total,race
35300,28996,30114,53042,59164,52988,112152,black
35300,7051,10414,16582,18049,15998,34047,asian
35300,48681,43126,56639,75145,73301,148446,latino
35380,142030,162768,423963,369228,359533,728761,white non-hispanic
35380,115776,113313,212302,237446,203945,441391,black
35380,7911,10023,19042,18708,18268,36976,asian
35380,29991,31296,47938,51531,57694,109225,latino
35420,20174,17085,52327,45521,44065,89586,white non-hispanic
35420,275,117,482,340,534,874,black
35420,111,87,185,214,169,383,asian
35420,958,710,583,983,1268,2251,latino
35440,6295,6385,29017,21447,20250,41697,white non-hispanic
35440,17,116,80,109,104,213,black
35440,127,66,389,382,200,582,asian
35440,1655,1042,1491,1998,2190,4188,latino
35460,6712,5889,20861,17278,16184,33462,white non-hispanic
35460,150,146,440,281,455,736,black
35460,0,0,0,0,0,0,asian
35460,300,160,316,315,461,776,latino
35500,7774,6516,20881,17406,17765,35171,white non-hispanic
35500,40,339,211,149,441,590,black
35500,19,33,103,82,73,155,asian
35500,283,203,252,348,390,738,latino
35580,5134,4878,14221,12152,12081,24233,white non-hispanic
35580,21,14,36,24,47,71,black
35580,37,91,49,93,84,177,asian
35580,418,329,283,541,489,1030,latino
35620,2358541,2559297,6850431,6012884,5755385,11768269,white non-hispanic
35620,786212,875157,1794615,1872102,1583882,3455984,black
35620,433460,578562,1183304,1142054,1053272,2195326,asian
35620,1324034,1329988,2209580,2462483,2401119,4863602,latino
35660,23881,22138,75523,61780,59762,121542,white non-hispanic
35660,6563,5790,10476,12158,10671,22829,black
35660,554,1014,1482,1567,1483,3050,asian
35660,3092,2273,2715,3919,4161,8080,latino
35700,10974,7917,21064,20594,19361,39955,white non-hispanic
35700,13,103,120,92,144,236,black
35700,126,2,267,230,165,395,asian
35700,12054,8601,17998,20362,18291,38653,latino
35740,10656,9552,24768,22652,22324,44976,white non-hispanic
35740,254,110,257,273,348,621,black
35740,104,61,262,213,214,427,asian
35740,2268,1467,1795,2608,2922,5530,latino
35820,8455,6621,20191,17971,17296,35267,white non-hispanic
35820,101,221,94,166,250,416,black
35820,2,70,146,138,80,218,asian
35820,1124,804,1037,1477,1488,2965,latino
35840,103538,98900,477837,354068,326207,680275,white non-hispanic
35840,14329,12598,23565,26752,23740,50492,black
35840,2914,2690,8167,7401,6370,13771,asian
35840,31119,23442,38784,45931,47414,93345,latino
35860,6419,5382,15239,13445,13595,27040,white non-hispanic
35860,131,54,195,188,192,380,black
35860,34,37,52,63,60,123,asian
35860,281,119,245,262,383,645,latino
35900,12356,11035,39048,31729,30710,62439,white non-hispanic
35900,556,582,1755,1349,1544,2893,black
35900,38,185,131,229,125,354,asian
35900,1851,931,1413,1900,2295,4195,latino
35940,13206,10874,31132,28026,27186,55212,white non-hispanic
35940,369,169,393,349,582,931,black
35940,3,62,58,87,36,123,asian
35940,1467,1109,1063,1809,1830,3639,latino
35980,39531,47674,132552,110082,109675,219757,white non-hispanic
35980,3554,4641,7361,7552,8004,15556,black
35980,2192,2624,6394,5939,5271,11210,asian
35980,8853,8831,9502,13319,13867,27186,latino
36020,11601,13986,42568,34071,34084,68155,white non-hispanic
36020,780,1084,767,1052,1579,2631,black
36020,629,913,2092,2240,1394,3634,asian
36020,1829,2154,1750,2870,2863,5733,latino
36100,46809,45456,189498,146246,135517,281763,white non-hispanic
36100,11705,10994,21538,23531,20706,44237,black
36100,918,1040,3171,2647,2482,5129,asian
36100,12641,10251,19575,21117,21350,42467,latino
36140,14466,15322,56495,44445,41838,86283,white non-hispanic
36140,1046,951,2301,2091,2207,4298,black
36140,266,111,529,490,416,906,asian
36140,2566,2073,2315,3299,3655,6954,latino
36220,37338,34733,56100,63649,64522,128171,white non-hispanic
36220,1728,2003,3127,3215,3643,6858,black
36220,469,479,733,811,870,1681,asian
36220,32113,26956,32406,44812,46663,91475,latino
36260,179413,134967,264131,287752,290759,578511,white non-hispanic
36260,2105,2170,2985,2963,4297,7260,black
36260,1675,2856,4991,5369,4153,9522,asian
36260,30601,22310,26685,38780,40816,79596,latino
36300,21150,25590,56325,51430,51635,103065,white non-hispanic
36300,213,1656,768,718,1919,2637,black
36300,169,526,520,647,568,1215,asian
36300,532,1216,781,1027,1502,2529,latino
36340,10061,8899,32292,26037,25215,51252,white non-hispanic
36340,185,137,162,148,336,484,black
36340,22,67,107,135,61,196,asian
36340,226,171,177,233,341,574,latino
36380,7607,6908,20473,16611,18377,34988,white non-hispanic
36380,803,869,1720,980,2412,3392,black
36380,113,66,172,217,134,351,asian
36380,3421,2821,3810,4133,5919,10052,latino
36420,226184,241653,532953,506642,494148,1000790,white non-hispanic
36420,37160,39435,61767,71458,66904,138362,black
36420,8985,13041,20583,23084,19525,42609,asian
36420,69417,50768,52975,82952,90208,173160,latino
36460,15314,14148,42522,36322,35662,71984,white non-hispanic
36460,493,409,401,592,711,1303,black
36460,206,218,267,353,338,691,asian
36460,633,470,473,774,802,1576,latino
36500,44701,48355,128398,112673,108781,221454,white non-hispanic
36500,1720,2407,3911,3548,4490,8038,black
36500,3126,3714,8566,8689,6717,15406,asian
36500,8277,6975,7728,11221,11759,22980,latino
36540,187488,177479,409079,390484,383562,774046,white non-hispanic
36540,21222,18895,29653,35593,34177,69770,black
36540,6530,7809,9765,12578,11526,24104,asian
36540,37537,25508,28941,44267,47719,91986,latino
36580,9118,14654,33052,29349,27475,56824,white non-hispanic
36580,212,680,334,592,634,1226,black
36580,169,334,326,482,347,829,asian
36580,516,1048,582,1206,940,2146,latino
36620,12129,9711,25410,22787,24463,47250,white non-hispanic
36620,47,158,191,122,274,396,black
36620,110,126,418,383,271,654,asian
36620,5396,3992,4575,6497,7466,13963,latino
36660,11316,8983,26663,24211,22751,46962,white non-hispanic
36660,10360,8121,15801,18063,16219,34282,black
36660,164,31,63,205,53,258,asian
36660,679,262,742,935,748,1683,latino
36700,5682,4950,19738,15568,14802,30370,white non-hispanic
36700,12935,14525,27733,30001,25192,55193,black
36700,183,220,488,531,360,891,asian
36700,774,478,617,841,1028,1869,latino
36740,340095,400834,945587,857820,828696,1686516,white non-hispanic
36740,105835,107848,177788,204857,186614,391471,black
36740,19706,27222,53834,54320,46442,100762,asian
36740,189081,190404,314445,353389,340541,693930,latino
36780,31053,38437,87208,78559,78139,156698,white non-hispanic
36780,990,1361,1251,1237,2365,3602,black
36780,1127,1901,1402,2266,2164,4430,asian
36780,2729,1906,2019,3191,3463,6654,latino
36820,5012,4293,11951,10534,10722,21256,white non-hispanic
36820,56,205,82,130,213,343,black
36820,109,41,147,165,132,297,asian
36820,168,111,169,160,288,448,latino
36830,4296,2902,6298,6678,6818,13496,white non-hispanic
36830,40,17,56,63,50,113,black
36830,31,103,94,147,81,228,asian
36830,5200,3054,3738,5824,6168,11992,latino
36840,5691,4755,13323,12019,11750,23769,white non-hispanic
36840,126,92,170,226,162,388,black
36840,0,0,75,55,20,75,asian
36840,386,231,427,545,499,1044,latino
36860,29843,26915,84360,71034,70084,141118,white non-hispanic
36860,588,1364,1110,906,2156,3062,black
36860,287,340,521,816,332,1148,asian
36860,5056,3644,4873,6378,7195,13573,latino
36900,8968,7929,22892,20224,19565,39789,white non-hispanic
36900,258,431,383,412,660,1072,black
36900,105,80,175,191,169,360,asian
36900,1549,1073,1196,1836,1982,3818,latino
36940,7803,6310,19155,16813,16455,33268,white non-hispanic
36940,553,302,341,509,687,1196,black
36940,139,131,175,224,221,445,asian
36940,1198,807,728,1341,1392,2733,latino
36980,25191,21837,61123,55427,52724,108151,white non-hispanic
36980,1009,1345,2265,2157,2462,4619,black
36980,498,307,580,601,784,1385,asian
36980,1511,710,857,1367,1711,3078,latino
37020,14320,12931,39158,33602,32807,66409,white non-hispanic
37020,57,135,77,115,154,269,black
37020,101,66,142,230,79,309,asian
37020,658,512,786,973,983,1956,latino
37060,6085,15324,16405,19054,18760,37814,white non-hispanic
37060,2818,4525,5236,6763,5816,12579,black
37060,188,494,428,488,622,1110,asian
37060,335,634,345,662,652,1314,latino
37080,7066,6445,22221,17697,18035,35732,white non-hispanic
37080,3541,4107,10513,8891,9270,18161,black
37080,22,40,170,117,115,232,asian
37080,1714,1188,1549,2136,2315,4451,latino
37100,156605,151380,369025,341080,335930,677010,white non-hispanic
37100,2971,3967,7867,6570,8235,14805,black
37100,11237,12132,37617,33527,27459,60986,asian
37100,114232,99264,144748,177916,180328,358244,latino
37120,7590,8279,20333,17844,18358,36202,white non-hispanic
37120,2455,2407,4744,5239,4367,9606,black
37120,77,145,281,370,133,503,asian
37120,1025,1013,956,1259,1735,2994,latino
37140,17505,15763,52345,44210,41403,85613,white non-hispanic
37140,2339,1924,4208,4430,4041,8471,black
37140,146,166,251,455,108,563,asian
37140,805,497,884,990,1196,2186,latino
37220,5556,4780,25545,17667,18214,35881,white non-hispanic
37220,142,246,952,519,821,1340,black
37220,3,120,610,590,143,733,asian
37220,1981,1401,2757,3016,3123,6139,latino
37260,10976,9964,36680,28926,28694,57620,white non-hispanic
37260,3504,2820,5475,6291,5508,11799,black
37260,100,78,265,333,110,443,asian
37260,2734,1756,2589,3383,3696,7079,latino
37300,8147,9037,25132,17775,24541,42316,white non-hispanic
37300,1726,3344,7013,3133,8950,12083,black
37300,62,70,182,113,201,314,asian
37300,2715,3135,4131,3333,6648,9981,latino
37340,78304,81791,310699,239654,231140,470794,white non-hispanic
37340,14761,14040,28927,30524,27204,57728,black
37340,2790,2792,8261,7918,5925,13843,asian
37340,15525,13312,26205,28180,26862,55042,latino
37420,4861,4071,10588,9368,10152,19520,white non-hispanic
37420,73,333,633,257,782,1039,black
37420,81,41,40,118,44,162,asian
37420,2368,1712,2332,2860,3552,6412,latino
37460,31050,34477,94464,79432,80559,159991,white non-hispanic
37460,5507,6454,10584,10517,12028,22545,black
37460,1058,974,2255,2525,1762,4287,asian
37460,3649,3533,4400,5290,6292,11582,latino
37500,10205,9023,23051,21491,20788,42279,white non-hispanic
37500,95,209,157,199,262,461,black
37500,60,56,20,104,32,136,asian
37500,497,407,299,603,600,1203,latino
37540,5819,4965,18060,14908,13936,28844,white non-hispanic
37540,793,523,1573,1420,1469,2889,black
37540,0,1,32,21,12,33,asian
37540,291,174,289,392,362,754,latino
37580,8957,7966,23174,20640,19457,40097,white non-hispanic
37580,1623,1375,3141,3390,2749,6139,black
37580,76,134,227,208,229,437,asian
37580,1577,994,1118,1747,1942,3689,latino
37620,18282,16701,53480,45630,42833,88463,white non-hispanic
37620,338,182,528,569,479,1048,black
37620,137,72,261,280,190,470,asian
37620,339,306,320,594,371,965,latino
37660,4111,3540,10628,9288,8991,18279,white non-hispanic
37660,148,118,526,314,478,792,black
37660,0,46,11,11,46,57,asian
37660,323,264,315,478,424,902,latino
37740,6710,5877,28624,20657,20554,41211,white non-hispanic
37740,55,23,222,139,161,300,black
37740,109,62,296,306,161,467,asian
37740,2921,2143,4846,4906,5004,9910,latino
37780,2559,3112,5847,4532,6986,11518,white non-hispanic
37780,128,94,499,137,584,721,black
37780,39,8,121,82,86,168,asian
37780,2818,3098,5180,4681,6415,11096,latino
37800,7420,6671,17619,15972,15738,31710,white non-hispanic
37800,84,9,105,108,90,198,black
37800,61,129,188,205,173,378,asian
37800,240,216,158,444,170,614,latino
37860,68356,84379,202192,175368,179559,354927,white non-hispanic
37860,19404,21520,36225,38968,38181,77149,black
37860,2005,3152,7129,7091,5195,12286,asian
37860,7218,9127,9326,11662,14009,25671,latino
37900,68251,64969,186659,163468,156411,319879,white non-hispanic
37900,11310,9401,13944,17924,16731,34655,black
37900,2448,2479,3947,4373,4501,8874,asian
37900,4621,3610,4450,6065,6616,12681,latino
37940,7167,6558,19033,15723,17035,32758,white non-hispanic
37940,196,1033,604,633,1200,1833,black
37940,86,38,79,137,66,203,asian
37940,369,443,254,386,680,1066,latino
37980,802735,894365,2386183,2090437,1992846,4083283,white non-hispanic
37980,324272,325843,620711,680449,590377,1270826,black
37980,77330,98333,173363,181676,167350,349026,asian
37980,184964,160465,201251,269662,277018,546680,latino
38060,813440,791647,1962676,1796217,1771546,3567763,white non-hispanic
38060,67089,67407,106140,117596,123040,240636,black
38060,36512,45530,88959,90605,80396,171001,asian
38060,487839,395859,508123,688748,703073,1391821,latino
38100,10283,9050,26999,23378,22954,46332,white non-hispanic
38100,2000,1848,3246,3627,3467,7094,black
38100,0,8,180,180,8,188,asian
38100,502,357,776,763,872,1635,latino
38180,3978,3569,11147,9315,9379,18694,white non-hispanic
38180,14,36,36,5,81,86,black
38180,0,65,0,4,61,65,asian
38180,283,193,87,314,249,563,latino
38220,8292,8689,28424,21809,23596,45405,white non-hispanic
38220,11545,12284,21666,22504,22991,45495,black
38220,59,169,319,289,258,547,asian
38220,671,714,672,869,1188,2057,latino
38240,15572,13248,49084,40276,37628,77904,white non-hispanic
38240,2888,2422,6501,6487,5324,11811,black
38240,252,182,695,568,561,1129,asian
38240,2493,1553,1994,2925,3115,6040,latino
38260,7653,10506,17663,17955,17867,35822,white non-hispanic
38260,290,377,314,372,609,981,black
38260,72,520,103,375,320,695,asian
38260,786,755,524,1048,1017,2065,latino
38300,361964,423730,1255431,1048028,993097,2041125,white non-hispanic
38300,48071,50829,92288,101107,90081,191188,black
38300,11303,18472,22213,26536,25452,51988,asian
38300,11888,12400,13942,18606,19624,38230,latino
38340,18775,22010,75617,60514,55888,116402,white non-hispanic
38340,811,1265,1421,1634,1863,3497,black
38340,442,773,881,1198,898,2096,asian
38340,1804,1648,2009,2662,2799,5461,latino
38380,8346,7215,14022,14616,14967,29583,white non-hispanic
38380,324,616,755,502,1193,1695,black
38380,10,31,42,55,28,83,asian
38380,6986,5359,7946,9842,10449,20291,latino
38420,10189,14080,25640,24127,25782,49909,white non-hispanic
38420,128,338,212,144,534,678,black
38420,78,181,153,239,173,412,asian
38420,262,326,203,333,458,791,latino
38460,13818,18077,42052,37115,36832,73947,white non-hispanic
38460,301,1591,1556,761,2687,3448,black
38460,185,564,481,838,392,1230,asian
38460,424,1007,846,818,1459,2277,latino
38500,10384,8281,24526,21953,21238,43191,white non-hispanic
38500,149,91,91,114,217,331,black
38500,58,52,117,111,116,227,asian
38500,1805,1096,1616,2099,2418,4517,latino
38540,19733,19049,36824,37879,37727,75606,white non-hispanic
38540,129,256,148,339,194,533,black
38540,196,392,557,803,342,1145,asian
38540,2626,2137,2191,3419,3535,6954,latino
38580,11903,10548,32407,28268,26590,54858,white non-hispanic
38580,272,293,372,436,501,937,black
38580,96,55,85,153,83,236,asian
38580,98,270,204,324,248,572,latino
38620,7777,6967,20862,18046,17560,35606,white non-hispanic
38620,219,236,440,355,540,895,black
38620,57,33,156,215,31,246,asian
38620,1437,886,1107,1593,1837,3430,latino
38660,49743,51020,126837,120116,107484,227600,white non-hispanic
38660,2740,3445,9280,7664,7801,15465,black
38660,26,131,209,276,90,366,asian
38660,69720,71264,173980,163238,151726,314964,latino
38700,7467,6722,19981,17171,16999,34170,white non-hispanic
38700,109,600,790,292,1207,1499,black
38700,99,54,93,119,127,246,asian
38700,537,491,599,647,980,1627,latino
38740,8724,7777,22335,20039,18797,38836,white non-hispanic
38740,668,571,1066,1184,1121,2305,black
38740,44,80,169,182,111,293,asian
38740,371,277,212,406,454,860,latino
38780,3301,4268,6395,7057,6907,13964,white non-hispanic
38780,88,423,112,153,470,623,black
38780,0,66,28,63,31,94,asian
38780,2540,2474,2903,3910,4007,7917,latino
38820,10369,10323,43973,32748,31917,64665,white non-hispanic
38820,206,286,355,288,559,847,black
38820,158,310,634,683,419,1102,asian
38820,1657,1165,1597,2013,2406,4419,latino
38840,7214,6059,25655,19671,19257,38928,white non-hispanic
38840,119,49,277,216,229,445,black
38840,3,39,32,39,35,74,asian
38840,680,392,934,968,1038,2006,latino
38860,91095,99833,302262,253717,239473,493190,white non-hispanic
38860,3903,2938,3457,4600,5698,10298,black
38860,1976,2290,4511,4929,3848,8777,asian
38860,2935,3176,3388,4744,4755,9499,latino
38900,399744,437920,1107266,983091,961839,1944930,white non-hispanic
38900,17979,18529,31373,31990,35891,67881,black
38900,30133,38963,81915,81531,69480,151011,asian
38900,101903,79642,95372,133779,143138,276917,latino
38920,4704,3960,10223,9307,9580,18887,white non-hispanic
38920,119,90,371,374,206,580,black
38920,238,318,547,510,593,1103,asian
38920,3376,2711,4416,5156,5347,10503,latino
38940,59396,56654,240177,181394,174833,356227,white non-hispanic
38940,18442,15885,33203,34548,32982,67530,black
38940,1513,1501,4648,4470,3192,7662,asian
38940,23515,18307,32879,36128,38573,74701,latino
39020,15683,15378,41480,37256,35285,72541,white non-hispanic
39020,489,884,857,598,1632,2230,black
39020,72,66,170,156,152,308,asian
39020,423,317,239,450,529,979,latino
39060,26018,24613,84747,67774,67604,135378,white non-hispanic
39060,462,1506,2084,634,3418,4052,black
39060,191,105,421,400,317,717,asian
39060,2004,1719,1813,2204,3332,5536,latino
39140,32956,30869,139426,104188,99063,203251,white non-hispanic
39140,70,414,685,561,608,1169,black
39140,175,584,1363,1231,891,2122,asian
39140,10564,7956,12988,15410,16098,31508,latino
39220,4972,4074,9959,9648,9357,19005,white non-hispanic
39220,14,34,88,30,106,136,black
39220,0,55,27,60,22,82,asian
39220,959,718,1031,1362,1346,2708,latino
39260,3758,3183,13177,10173,9945,20118,white non-hispanic
39260,35,32,34,80,21,101,black
39260,0,1,71,54,18,72,asian
39260,592,483,566,771,870,1641,latino
39300,241538,292673,795912,687995,642128,1330123,white non-hispanic
39300,25099,26707,37865,44360,45311,89671,black
39300,10776,16927,20094,25566,22231,47797,asian
39300,65843,58667,70313,97282,97541,194823,latino
39340,184480,164747,191189,267761,272655,540416,white non-hispanic
39340,1400,1330,728,1595,1863,3458,black
39340,1787,3717,3124,4756,3872,8628,asian
39340,26201,19908,19917,32376,33650,66026,latino
39380,26719,25807,74445,65060,61911,126971,white non-hispanic
39380,884,1135,1601,1553,2067,3620,black
39380,305,443,695,754,689,1443,asian
39380,20777,17296,31736,35245,34564,69809,latino
39420,5839,18854,14898,19360,20231,39591,white non-hispanic
39420,187,531,261,519,460,979,black
39420,523,2256,1025,1945,1859,3804,asian
39420,614,1545,677,1271,1565,2836,latino
39460,18306,18315,119416,80355,75682,156037,white non-hispanic
39460,1714,2114,6012,4585,5255,9840,black
39460,189,333,1522,1339,705,2044,asian
39460,3084,2786,6003,5989,5884,11873,latino
39500,15558,14684,41492,36477,35257,71734,white non-hispanic
39500,871,876,1239,1392,1594,2986,black
39500,161,120,251,270,262,532,asian
39500,457,336,371,546,618,1164,latino
39540,32505,29739,94259,78950,77553,156503,white non-hispanic
39540,6229,5987,9234,10712,10738,21450,black
39540,447,519,1404,1409,961,2370,asian
39540,9587,6469,8707,12217,12546,24763,latino
39580,199523,190882,478204,440895,427714,868609,white non-hispanic
39580,64725,64753,124230,135506,118202,253708,black
39580,17018,16891,33812,34619,33102,67721,asian
39580,50758,35053,46719,64544,67986,132530,latino
39660,24985,26131,71148,60069,62195,122264,white non-hispanic
39660,427,766,627,638,1182,1820,black
39660,324,662,585,898,673,1571,asian
39660,2788,1746,2029,3154,3409,6563,latino
39700,5196,5774,9980,9716,11234,20950,white non-hispanic
39700,0,137,22,3,156,159,black
39700,0,0,22,0,22,22,asian
39700,4986,5622,8600,8792,10416,19208,latino
39740,69960,70430,203626,176443,167573,344016,white non-hispanic
39740,6174,5847,9068,10268,10821,21089,black
39740,1251,1630,2967,3167,2681,5848,asian
39740,30549,23066,27783,40575,40823,81398,latino
39780,12374,10276,31721,27384,26987,54371,white non-hispanic
39780,40,160,179,114,265,379,black
39780,254,110,543,473,434,907,asian
39780,5672,4102,5542,7408,7908,15316,latino
39820,31132,30697,93709,79329,76209,155538,white non-hispanic
39820,553,668,786,892,1115,2007,black
39820,1260,1794,2256,2849,2461,5310,asian
39820,5849,4799,6570,8586,8632,17218,latino
39860,9446,7848,26327,22037,21584,43621,white non-hispanic
39860,161,227,89,162,315,477,black
39860,56,46,150,147,105,252,asian
39860,618,371,490,723,756,1479,latino
39900,72720,82381,203253,177679,180675,358354,white non-hispanic
39900,2118,3197,4816,4404,5727,10131,black
39900,4233,5873,13873,13098,10881,23979,asian
39900,37197,30533,38984,52257,54457,106714,latino
39940,13072,18854,15982,23552,24356,47908,white non-hispanic
39940,22,231,24,157,120,277,black
39940,49,314,88,272,179,451,asian
39940,1595,1624,1108,2010,2317,4327,latino
39980,12695,11966,35644,31270,29035,60305,white non-hispanic
39980,886,812,1740,1567,1871,3438,black
39980,150,196,318,413,251,664,asian
39980,819,586,487,1017,875,1892,latino
40060,158717,169600,454250,398522,384045,782567,white non-hispanic
40060,87200,96596,194447,201052,177191,378243,black
40060,10158,13574,23320,24365,22687,47052,asian
40060,25250,22060,26759,34923,39146,74069,latino
40080,20435,26823,50262,50208,47312,97520,white non-hispanic
40080,684,1653,1540,1969,1908,3877,black
40080,182,305,305,464,328,792,asian
40080,822,599,760,946,1235,2181,latino
40100,20410,14820,25096,31222,29104,60326,white non-hispanic
40100,0,2,31,17,16,33,black
40100,17,5,46,44,24,68,asian
40100,20983,15463,26457,32364,30539,62903,latino
40140,676792,640654,1445727,1385206,1377967,2763173,white non-hispanic
40140,85070,86154,156410,166342,161292,327634,black
40140,60112,69175,165576,157069,137794,294863,asian
40140,737986,632606,868437,1116380,1122649,2239029,latino
40180,6149,5701,17714,14734,14830,29564,white non-hispanic
40180,11,73,134,54,164,218,black
40180,8,20,25,37,16,53,asian
40180,1134,672,930,1269,1467,2736,latino
40220,47673,49160,157594,131128,123299,254427,white non-hispanic
40220,10410,9546,21166,21604,19518,41122,black
40220,1674,1752,3215,3385,3256,6641,asian
40220,4219,3780,3520,5397,6122,11519,latino
40260,5082,4804,19265,14798,14353,29151,white non-hispanic
40260,8664,8173,22436,20723,18550,39273,black
40260,159,105,248,302,210,512,asian
40260,768,492,608,751,1117,1868,latino
40300,10838,9037,28848,24512,24211,48723,white non-hispanic
40300,184,91,290,200,365,565,black
40300,81,45,126,151,101,252,asian
40300,1925,1293,1861,2439,2640,5079,latino
40340,43476,38943,107062,96428,93053,189481,white non-hispanic
40340,3459,2463,2911,4504,4329,8833,black
40340,2356,2435,4358,4770,4379,9149,asian
40340,3612,2545,3001,4272,4886,9158,latino
40380,165292,194392,516574,448632,427626,876258,white non-hispanic
40380,36009,33744,54506,65569,58690,124259,black
40380,6970,11140,12892,16210,14792,31002,asian
40380,26432,22429,27065,38047,37879,75926,latino
40420,58980,53594,161314,140236,133652,273888,white non-hispanic
40420,12012,9820,15644,19261,18215,37476,black
40420,2015,1798,4130,4107,3836,7943,asian
40420,18094,12101,16123,22618,23700,46318,latino
40460,6082,5391,17051,14543,13981,28524,white non-hispanic
40460,3543,3456,7177,7285,6891,14176,black
40460,112,117,239,143,325,468,asian
40460,1128,808,902,1330,1508,2838,latino
40540,10946,10026,20377,20037,21312,41349,white non-hispanic
40540,73,172,117,188,174,362,black
40540,49,85,125,186,73,259,asian
40540,2587,1917,2623,3353,3774,7127,latino
40580,13559,12156,45081,36426,34370,70796,white non-hispanic
40580,16135,15408,36375,36893,31025,67918,black
40580,236,208,500,511,433,944,asian
40580,3649,2319,2681,4010,4639,8649,latino
40620,8559,11321,20943,19635,21188,40823,white non-hispanic
40620,300,609,314,568,655,1223,black
40620,323,824,495,644,998,1642,asian
40620,361,476,249,419,667,1086,latino
40660,16271,16691,42680,39165,36477,75642,white non-hispanic
40660,3805,3639,6533,7434,6543,13977,black
40660,361,354,769,752,732,1484,asian
40660,4017,3030,3177,4711,5513,10224,latino
40700,18806,17219,63533,50257,49301,99558,white non-hispanic
40700,148,150,152,225,225,450,black
40700,133,244,625,588,414,1002,asian
40700,2038,1535,2326,2988,2911,5899,latino
40740,14577,11713,27922,27869,26343,54212,white non-hispanic
40740,226,266,601,559,534,1093,black
40740,96,118,276,298,192,490,asian
40740,12209,9377,14779,18179,18186,36365,latino
40760,3151,2687,11958,9211,8585,17796,white non-hispanic
40760,0,96,25,58,63,121,black
40760,1,0,102,102,1,103,asian
40760,1803,1359,3062,3089,3135,6224,latino
40780,16484,18536,40204,38169,37055,75224,white non-hispanic
40780,486,1067,835,1293,1095,2388,black
40780,195,304,478,512,465,977,asian
40780,3705,2756,3196,4593,5064,9657,latino
40820,4812,8500,12276,12752,12836,25588,white non-hispanic
40820,4066,8613,6643,10540,8782,19322,black
40820,100,566,169,341,494,835,asian
40820,430,555,401,572,814,1386,latino
40860,10281,11413,35971,29240,28425,57665,white non-hispanic
40860,196,129,148,261,212,473,black
40860,155,169,308,378,254,632,asian
40860,251,310,256,370,447,817,latino
40900,311339,325570,855603,761215,731297,1492512,white non-hispanic
40900,39091,43480,77700,80904,79367,160271,black
40900,63565,80855,148022,153001,139441,292442,asian
40900,160208,136944,184701,240380,241473,481853,latino
40940,7936,7332,14514,13899,15883,29782,white non-hispanic
40940,30,261,459,145,605,750,black
40940,39,98,142,110,169,279,asian
40940,3671,3709,4884,5302,6962,12264,latino
40980,27901,30217,87359,74516,70961,145477,white non-hispanic
40980,9904,8993,17005,18894,17008,35902,black
40980,501,778,1078,1252,1105,2357,asian
40980,5693,3944,6415,8253,7799,16052,latino
41060,38298,45858,91549,87640,88065,175705,white non-hispanic
41060,3547,3338,2100,4044,4941,8985,black
41060,753,1723,1288,2053,1711,3764,asian
41060,2470,1820,1513,2767,3036,5803,latino
41100,37374,28430,75132,71348,69588,140936,white non-hispanic
41100,374,473,219,318,748,1066,black
41100,134,321,623,654,424,1078,asian
41100,6129,4153,5373,7565,8090,15655,latino
41140,24405,25229,63842,56325,57151,113476,white non-hispanic
41140,1221,2588,2986,2249,4546,6795,black
41140,173,291,509,457,516,973,asian
41140,2257,2042,2301,2976,3624,6600,latino
41180,442152,452510,1240589,1086753,1048498,2135251,white non-hispanic
41180,138363,130071,244969,279578,233825,513403,black
41180,14462,20177,33816,35924,32531,68455,asian
41180,28934,23233,29950,39506,42611,82117,latino
41220,8793,11074,18632,18304,20195,38499,white non-hispanic
41220,2657,2692,4342,5106,4585,9691,black
41220,148,262,322,439,293,732,asian
41220,1068,1189,1069,1448,1878,3326,latino
41260,5917,5004,19309,15028,15202,30230,white non-hispanic
41260,25,90,42,43,114,157,black
41260,49,49,39,90,47,137,asian
41260,117,43,73,51,182,233,latino
41400,20283,18004,61045,50117,49215,99332,white non-hispanic
41400,463,599,1287,645,1704,2349,black
41400,39,132,66,151,86,237,asian
41400,491,481,662,599,1035,1634,latino
41420,78758,76100,187776,174857,167777,342634,white non-hispanic
41420,1317,1294,2016,1810,2817,4627,black
41420,1662,2234,4243,4426,3713,8139,asian
41420,38233,27452,30959,46335,50309,96644,latino
41460,11936,11173,30851,27202,26758,53960,white non-hispanic
41460,304,560,893,745,1012,1757,black
41460,383,210,754,688,659,1347,asian
41460,2539,1689,1973,3034,3167,6201,latino
41500,69309,68254,143618,138079,143102,281181,white non-hispanic
41500,1755,2858,6665,3928,7350,11278,black
41500,3767,5532,15568,13258,11609,24867,asian
41500,86147,71032,93734,121220,129693,250913,latino
41540,51797,56157,193956,155537,146373,301910,white non-hispanic
41540,17101,19502,33629,35929,34303,70232,black
41540,1506,1687,3708,3611,3290,6901,asian
41540,10968,7475,9209,12990,14662,27652,latino
41620,250499,239459,454085,471885,472158,944043,white non-hispanic
41620,7094,5672,6653,8477,10942,19419,black
41620,9358,13947,20239,22476,21068,43544,asian
41620,77372,57853,70619,100483,105361,205844,latino
41660,22766,27196,50714,50727,49949,100676,white non-hispanic
41660,1194,2020,1888,2527,2575,5102,black
41660,283,561,577,852,569,1421,asian
41660,14158,13573,18040,23090,22681,45771,latino
41700,484985,467542,965229,972780,944976,1917756,white non-hispanic
41700,39812,44405,75450,78624,81043,159667,black
41700,11137,16523,28765,30789,25636,56425,asian
