year,stco_code,frominstate_edu_baplus,frominstate_total,fromdiffstate_edu_baplus,fromdiffstate_total,fromabroad_edu_baplus,fromabroad_total,movein_edu_baplus,movein_total,pct_newcomer,newcomer_pct_edu_baplus
2016,42129,1573,5155,801,1991,78,354,879,2345,0.00891462111909858,0.374840085287846
2016,42131,73,469,24,205,7,7,31,212,0.0107592367032075,0.14622641509434
2016,42133,1115,4852,1376,4865,297,1048,1673,5913,0.0194171250307856,0.28293590394047
2016,44001,518,911,403,754,39,71,442,825,0.024158833347975,0.535757575757576
2016,44003,1415,4433,1151,2184,177,300,1328,2484,0.0205990645835407,0.534621578099839
2016,44005,366,817,2511,3808,286,390,2797,4198,0.0706519909791646,0.666269652215341
2016,44007,1290,4063,4894,9929,1486,3317,6380,13246,0.0311432434021043,0.481654839196739
2016,44009,684,1463,1029,1884,108,184,1137,2068,0.0242643262777491,0.549806576402321
2016,45001,140,518,18,179,0,10,18,189,0.0110675177138842,0.0952380952380952
2016,45003,325,1517,786,3080,85,236,871,3316,0.0290085818512654,0.262665862484922
2016,45005,10,421,0,27,0,0,0,27,0.00407608695652174,0
2016,45007,671,2960,609,2097,267,438,876,2535,0.0192686282408921,0.345562130177515
2016,45009,27,157,42,104,0,23,42,127,0.012872491384553,0.330708661417323
2016,45011,44,287,40,150,9,44,49,194,0.0135201059307269,0.252577319587629
2016,45013,568,1725,4482,8901,363,786,4845,9687,0.0780825561618881,0.500154846701765
2016,45015,1462,5354,1453,4635,94,393,1547,5028,0.0385751440430249,0.307677008750994
2016,45017,24,326,9,136,0,0,9,136,0.0126924871675222,0.0661764705882353
2016,45019,1841,6051,6135,10110,633,997,6768,11107,0.0417526567651183,0.609345457819393
2016,45021,277,879,21,648,0,28,21,676,0.0181671593657619,0.0310650887573964
2016,45023,64,396,76,215,0,73,76,288,0.0129694677114293,0.263888888888889
2016,45025,246,781,115,381,0,74,115,455,0.014480761274307,0.252747252747253
2016,45027,117,800,30,373,4,50,34,423,0.0178941579593045,0.0803782505910166
2016,45029,246,732,84,317,0,39,84,356,0.0136597344793185,0.235955056179775
2016,45031,239,1253,138,491,0,23,138,514,0.0112021619736727,0.268482490272374
2016,45033,10,569,7,192,27,27,34,219,0.0107479387514723,0.155251141552511
2016,45035,1080,4739,1078,3290,190,342,1268,3632,0.0371115902193794,0.349118942731278
2016,45037,115,803,127,586,23,118,150,704,0.0371778622729193,0.213068181818182
2016,45039,0,217,31,132,23,60,54,192,0.0116618075801749,0.28125
2016,45041,384,1576,441,1429,10,84,451,1513,0.0163843888070692,0.298083278255122
2016,45043,334,1419,410,1230,0,61,410,1291,0.0290929577464789,0.317583268783888
2016,45045,2372,6215,4202,8980,1100,1984,5302,10964,0.0337888229384319,0.483582634075155
2016,45047,351,1423,323,984,29,49,352,1033,0.0221241781071299,0.340755082284608
2016,45049,79,309,16,299,0,28,16,327,0.023400601116359,0.0489296636085627
2016,45051,838,3308,2577,10663,242,986,2819,11649,0.0534976211032937,0.241995021031848
2016,45053,85,596,188,659,0,31,188,690,0.0364212193190816,0.272463768115942
2016,45055,210,758,226,683,0,70,226,753,0.0174228927092251,0.300132802124834
2016,45057,183,794,730,1821,14,195,744,2016,0.0343458779835426,0.369047619047619
2016,45059,203,2197,94,621,0,70,94,691,0.0153453253386631,0.136034732272069
2016,45061,28,512,10,105,0,11,10,116,0.00932176149148184,0.0862068965517241
2016,45063,1892,6324,1307,4061,277,688,1584,4749,0.0250984329994979,0.333543903979785
2016,45065,65,417,98,211,14,16,112,227,0.0284318637274549,0.493392070484582
2016,45067,17,270,10,392,99,194,109,586,0.0269847117332842,0.186006825938567
2016,45069,52,713,4,410,0,53,4,463,0.0235324015247776,0.00863930885529158
2016,45071,66,629,35,231,19,77,54,308,0.0120223271790468,0.175324675324675
2016,45073,365,1057,521,1306,38,167,559,1473,0.0272954692856481,0.379497623896809
2016,45075,282,987,124,453,2,64,126,517,0.00870912858177653,0.243713733075435
2016,45077,569,2308,628,1802,141,322,769,2124,0.0282804074295986,0.362052730696798
2016,45079,2693,9260,3788,9550,685,1369,4473,10919,0.0439196663086806,0.409652898617089
2016,45081,46,272,116,252,0,27,116,279,0.0200878392972856,0.415770609318996
2016,45083,1094,4697,1334,3986,212,589,1546,4575,0.0233212521600832,0.33792349726776
2016,45085,215,1254,533,1681,118,527,651,2208,0.0317844187251684,0.294836956521739
2016,45087,122,634,3,86,0,7,3,93,0.00472081218274112,0.032258064516129
2016,45089,49,525,19,159,98,173,117,332,0.0144978165938865,0.352409638554217
2016,45091,852,2536,3241,6873,158,332,3399,7205,0.0441767068273092,0.47175572519084
2016,46003,0,28,4,4,0,3,4,7,0.00383982446516731,0.571428571428571
2016,46005,36,153,33,207,42,89,75,296,0.024495200264813,0.253378378378378
2016,46007,2,60,17,28,0,0,17,28,0.0145681581685744,0.607142857142857
2016,46009,56,446,18,99,0,1,18,100,0.0194325689856199,0.18
2016,46011,167,518,246,446,37,81,283,527,0.0301590935103582,0.537001897533207
2016,46013,255,853,176,876,35,46,211,922,0.0361511919698871,0.22885032537961
2016,46015,43,108,6,23,0,0,6,23,0.00644980370162647,0.260869565217391
2016,46017,0,5,3,3,0,0,3,3,0.0029126213592233,1
2016,46019,173,391,0,132,17,21,17,153,0.0217576791808874,0.111111111111111
2016,46021,17,26,4,15,0,0,4,15,0.0138376383763838,0.266666666666667
2016,46023,39,114,23,124,0,0,23,124,0.0216178521617852,0.185483870967742
2016,46025,15,123,3,12,0,0,3,12,0.00488599348534202,0.25
2016,46027,26,125,141,193,37,47,178,240,0.0344184712462355,0.741666666666667
2016,46029,75,495,64,287,0,14,64,301,0.0162063210036074,0.212624584717608
2016,46031,8,19,8,26,13,13,21,39,0.0166952054794521,0.538461538461538
2016,46033,25,208,55,207,20,20,75,227,0.0341815991567535,0.330396475770925
2016,46035,114,618,128,305,0,13,128,318,0.0240854351283799,0.40251572327044
2016,46037,7,113,21,104,6,6,27,110,0.0271940667490729,0.245454545454545
2016,46039,8,61,28,80,0,0,28,80,0.0264637777042673,0.35
2016,46041,7,49,3,17,0,3,3,20,0.00650195058517555,0.15
2016,46043,4,80,11,23,0,2,11,25,0.0118539592223803,0.44
2016,46045,17,80,1,22,5,5,6,27,0.00991189427312775,0.222222222222222
2016,46047,17,61,54,330,0,0,54,330,0.0633275762809442,0.163636363636364
2016,46049,34,141,4,32,0,2,4,34,0.019941348973607,0.117647058823529
2016,46051,8,56,19,56,3,4,22,60,0.0117647058823529,0.366666666666667
2016,46053,5,76,10,72,0,8,10,80,0.0268817204301075,0.125
2016,46055,6,19,18,27,0,0,18,27,0.0184049079754601,0.666666666666667
2016,46057,51,194,3,74,0,1,3,75,0.0204248366013072,0.04
2016,46059,38,57,5,28,0,0,5,28,0.0117795540597392,0.178571428571429
2016,46061,20,75,0,46,0,0,0,46,0.022362664073894,0
2016,46063,2,17,13,21,0,0,13,21,0.0249406175771971,0.619047619047619
2016,46065,85,609,130,318,0,0,130,318,0.0262268041237113,0.408805031446541
2016,46067,27,184,11,55,0,0,11,55,0.0109649122807018,0.2
2016,46069,10,29,4,4,0,0,4,4,0.00378071833648393,1
2016,46071,0,58,16,63,0,0,16,63,0.0346153846153846,0.253968253968254
2016,46073,15,36,25,29,0,12,25,41,0.027891156462585,0.609756097560976
2016,46075,0,4,0,6,0,0,0,6,0.00980392156862745,0
2016,46077,51,170,9,67,0,8,9,75,0.0205817782656422,0.12
2016,46079,82,246,108,252,5,12,113,264,0.0319728715029672,0.428030303030303
2016,46081,227,684,218,623,41,100,259,723,0.0427330220462202,0.358229598893499
2016,46083,785,2180,314,907,0,22,314,929,0.028205361751222,0.33799784714747
2016,46085,17,61,20,57,0,0,20,57,0.023466447097571,0.350877192982456
2016,46087,27,147,2,137,0,4,2,141,0.0376200640341515,0.0141843971631206
2016,46089,5,114,0,101,0,3,0,104,0.0606767794632439,0
2016,46091,67,192,17,108,10,14,27,122,0.0369026013309135,0.221311475409836
2016,46093,184,892,104,670,21,133,125,803,0.0459803023362345,0.155666251556663
2016,46095,0,23,0,15,0,5,0,20,0.0159108989657916,0
2016,46097,14,45,12,44,0,0,12,44,0.0280612244897959,0.272727272727273
2016,46099,765,3040,1128,2873,61,506,1189,3379,0.0283878013946064,0.351879254217224
2016,46101,28,182,2,41,13,46,15,87,0.0203651685393258,0.172413793103448
2016,46102,10,95,17,84,0,0,17,84,0.0119538921303543,0.202380952380952
2016,46103,443,1948,838,2814,111,225,949,3039,0.0420320323089265,0.312273774267851
2016,46105,34,47,17,108,2,2,19,110,0.0503893724232707,0.172727272727273
2016,46107,1,29,3,13,0,0,3,13,0.00742009132420091,0.230769230769231
2016,46109,13,123,31,136,0,7,31,143,0.0220067713142505,0.216783216783217
2016,46111,0,44,6,40,0,0,6,40,0.0233644859813084,0.15
2016,46115,29,141,14,107,0,7,14,114,0.0253108348134991,0.12280701754386
2016,46117,7,42,0,8,0,0,0,8,0.00396235760277365,0
2016,46119,6,6,1,3,0,7,1,10,0.0102880658436214,0.1
2016,46121,0,83,23,78,0,11,23,89,0.0182190378710338,0.258426966292135
2016,46123,22,43,5,57,0,5,5,62,0.0159260210634472,0.0806451612903226
2016,46125,41,210,27,82,3,5,30,87,0.0149484536082474,0.344827586206897
2016,46127,130,276,258,624,0,33,258,657,0.0652173913043478,0.392694063926941
2016,46129,20,159,23,134,46,48,69,182,0.0458553791887125,0.379120879120879
2016,46135,70,422,144,509,0,22,144,531,0.0335100340780008,0.271186440677966
2016,46137,4,18,4,4,0,0,4,4,0.00263504611330698,1
2016,47001,299,2129,306,965,222,292,528,1257,0.0234453687469691,0.420047732696897
2016,47003,125,777,37,496,14,39,51,535,0.0175946328148124,0.0953271028037383
2016,47005,43,198,69,166,30,41,99,207,0.0173978819969743,0.478260869565217
2016,47007,77,691,0,143,0,0,0,143,0.0139880661254035,0
2016,47009,507,2024,523,1550,50,165,573,1715,0.0192023468290935,0.334110787172012
2016,47011,368,1379,383,1808,46,160,429,1968,0.0284290357529794,0.217987804878049
2016,47013,27,344,64,555,0,28,64,583,0.0203646779376834,0.109777015437393
2016,47015,101,779,37,171,0,11,37,182,0.0184341132381242,0.203296703296703
2016,47017,84,448,38,221,0,27,38,248,0.0126932132255093,0.153225806451613
2016,47019,298,1287,35,565,13,59,48,624,0.0151599815359199,0.0769230769230769
2016,47021,269,1446,209,477,0,9,209,486,0.0179084678310856,0.430041152263374
2016,47023,0,183,28,198,0,28,28,226,0.0206242014966235,0.123893805309735
2016,47025,217,501,214,842,4,38,218,880,0.0391250222301263,0.247727272727273
2016,47027,10,234,10,79,2,9,12,88,0.0155093408530137,0.136363636363636
2016,47029,51,355,89,638,0,0,89,638,0.0252743334785881,0.139498432601881
2016,47031,171,1286,256,957,36,59,292,1016,0.0278501137578465,0.28740157480315
2016,47033,72,365,0,70,0,0,0,70,0.00708215297450425,0
2016,47035,130,1119,367,1297,14,51,381,1348,0.0308848462631169,0.282640949554896
2016,47037,4722,11336,9220,16391,1572,3426,10792,19817,0.0436327687223263,0.544582933844679
2016,47039,13,258,19,93,0,0,19,93,0.0110819828408008,0.204301075268817
2016,47041,99,479,3,45,0,1,3,46,0.00345267582376342,0.0652173913043478
2016,47043,163,1101,189,538,0,0,189,538,0.0154579933340995,0.351301115241636
2016,47045,93,693,49,224,50,106,99,330,0.0129188850610711,0.3
2016,47047,267,814,93,367,27,80,120,447,0.0158882490936234,0.268456375838926
2016,47049,10,338,69,287,0,20,69,307,0.024264938349668,0.224755700325733
2016,47051,225,786,127,606,0,40,127,646,0.0229493054815446,0.196594427244582
2016,47053,126,955,89,289,0,28,89,317,0.0094322780290407,0.280757097791798
2016,47055,100,582,59,347,20,50,79,397,0.0195105170041282,0.198992443324937
2016,47057,34,582,53,359,18,58,71,417,0.0255561684133113,0.170263788968825
2016,47059,128,1019,160,803,14,96,174,899,0.0183424467477352,0.193548387096774
2016,47061,16,196,0,23,0,0,0,23,0.00243000528262018,0
2016,47063,165,1039,74,741,70,112,144,853,0.0196598137733936,0.168815943728019
2016,47065,1356,3318,2571,7503,315,649,2886,8152,0.0335019664733756,0.354023552502453
2016,47067,3,114,3,46,0,18,3,64,0.0134680134680135,0.046875
2016,47069,31,373,3,65,8,10,11,75,0.00410868850662868,0.146666666666667
2016,47071,27,335,76,362,0,8,76,370,0.0198625724715482,0.205405405405405
2016,47073,196,1364,151,623,0,12,151,635,0.0157115993665875,0.237795275590551
2016,47075,7,340,7,39,0,88,7,127,0.0101324397638423,0.0551181102362205
2016,47077,76,575,47,160,0,50,47,210,0.0109136264421578,0.223809523809524
2016,47079,6,365,38,488,2,2,40,490,0.0210970464135021,0.0816326530612245
2016,47081,39,918,42,148,0,8,42,156,0.00926971299542457,0.269230769230769
2016,47083,14,244,25,98,7,14,32,112,0.0195564868168325,0.285714285714286
2016,47085,34,293,24,168,0,101,24,269,0.0210782009089484,0.0892193308550186
2016,47087,30,331,3,52,10,10,13,62,0.00735555819195634,0.209677419354839
2016,47089,216,1622,135,920,18,62,153,982,0.0266146299157113,0.155804480651731
2016,47091,14,728,12,264,15,28,27,292,0.0217553270749516,0.0924657534246575
2016,47093,2110,7603,3561,7789,571,923,4132,8712,0.0292852148658097,0.474288337924702
2016,47095,65,767,1,47,0,14,1,61,0.0107299912049252,0.0163934426229508
2016,47097,25,1247,35,185,0,1,35,186,0.0101004615802335,0.188172043010753
2016,47099,103,454,33,348,9,29,42,377,0.0132201844513799,0.111405835543767
2016,47101,56,125,34,117,16,16,50,133,0.0158389901155174,0.37593984962406
2016,47103,68,449,49,675,8,41,57,716,0.0303995244767121,0.079608938547486
2016,47105,204,1229,334,923,0,79,334,1002,0.0269913530695256,0.333333333333333
2016,47107,50,833,102,673,8,87,110,760,0.0207366984993179,0.144736842105263
2016,47109,22,264,17,314,4,11,21,325,0.0178935197929857,0.0646153846153846
2016,47111,4,440,32,252,0,23,32,275,0.0178757150286011,0.116363636363636
2016,47113,440,1672,251,781,32,58,283,839,0.0130067436632819,0.3373063170441
2016,47115,62,362,87,213,0,0,87,213,0.0105445544554455,0.408450704225352
2016,47117,80,833,71,286,6,6,77,292,0.0136391237330095,0.263698630136986
2016,47119,470,2248,367,1502,34,228,401,1730,0.0294132648724008,0.231791907514451
2016,47121,10,220,0,98,0,0,0,98,0.0115294117647059,0
2016,47123,68,826,25,607,3,15,28,622,0.0194460076283374,0.045016077170418
2016,47125,356,1741,2430,7787,400,1202,2830,8989,0.0776694834707173,0.314829235732562
2016,47127,32,232,7,8,0,0,7,8,0.00172228202368138,0.875
2016,47129,57,1433,0,192,0,14,0,206,0.0132620871692526,0
2016,47131,75,661,75,436,0,0,75,436,0.0201992124160296,0.172018348623853
2016,47133,39,376,47,115,0,0,47,115,0.00747092834405249,0.408695652173913
2016,47135,8,136,3,9,3,8,6,17,0.00306582506762849,0.352941176470588
2016,47137,38,217,2,77,0,0,2,77,0.0199069286452947,0.025974025974026
2016,47139,14,397,19,334,12,13,31,347,0.0288829698684868,0.0893371757925072
2016,47141,249,1011,303,847,207,317,510,1164,0.0244686889071073,0.438144329896907
2016,47143,134,832,72,456,11,41,83,497,0.0225806451612903,0.167002012072435
2016,47145,191,834,99,610,65,165,164,775,0.0199932925728143,0.211612903225806
2016,47147,563,2137,111,683,8,31,119,714,0.0156373193166886,0.166666666666667
2016,47149,1418,5321,1714,5145,379,861,2093,6006,0.0334683733345221,0.348484848484849
2016,47151,25,272,19,154,0,16,19,170,0.0114833828694947,0.111764705882353
2016,47153,67,457,81,163,0,4,81,167,0.0161446249033256,0.48502994011976
2016,47155,262,2147,372,2195,33,184,405,2379,0.0356960657803919,0.170239596469105
2016,47157,1546,5525,5509,14761,985,2119,6494,16880,0.0279981024982667,0.384715639810427
2016,47159,44,500,0,54,0,0,0,54,0.00412056466997329,0
2016,47161,33,258,5,172,4,30,9,202,0.0215581643543223,0.0445544554455446
2016,47163,570,2600,530,3239,107,229,637,3468,0.0306587927437321,0.183679354094579
2016,47165,1227,4018,1226,3277,151,398,1377,3675,0.0314419671121302,0.37469387755102
2016,47167,171,1703,142,891,40,173,182,1064,0.0264137828310412,0.171052631578947
2016,47169,16,301,8,13,0,10,8,23,0.00430792283199101,0.347826086956522
2016,47171,37,409,28,191,0,33,28,224,0.0168878166465621,0.125
2016,47173,17,454,9,85,0,5,9,90,0.00675371454299865,0.1
2016,47175,15,162,38,86,0,3,38,89,0.0216492337630747,0.426966292134831
2016,47177,31,621,8,168,0,95,8,263,0.00961643935792899,0.0304182509505703
2016,47179,596,2238,568,1709,134,241,702,1950,0.0227508721167645,0.36
2016,47181,10,380,5,67,16,16,21,83,0.00670923935009296,0.253012048192771
2016,47183,82,412,45,335,7,25,52,360,0.0167558761926926,0.144444444444444
2016,47185,62,614,0,259,0,8,0,267,0.0143556105166944,0
2016,47187,3409,5752,3278,5076,580,796,3858,5872,0.0441357746309492,0.657016348773842
2016,47189,1029,3238,695,1957,105,345,800,2302,0.0269010084956704,0.347523892267593
2016,48001,123,4047,10,249,0,95,10,344,0.00822160082216008,0.0290697674418605
2016,48003,0,556,12,134,0,32,12,166,0.0162792978326959,0.072289156626506
2016,48005,519,2371,100,747,15,82,115,829,0.014608186928404,0.138721351025332
2016,48007,153,1601,83,215,12,14,95,229,0.0125122937383892,0.414847161572052
2016,48009,35,215,9,30,0,0,9,30,0.00492610837438424,0.3
2016,48011,16,87,0,8,0,0,0,8,0.00588668138337013,0
2016,48013,180,1308,161,560,50,72,211,632,0.0210246174318031,0.333860759493671
2016,48015,272,1051,64,118,1,52,65,170,0.00864480040681414,0.382352941176471
2016,48017,0,246,0,52,0,0,0,52,0.0120454018994672,0
2016,48019,188,1173,31,194,0,11,31,205,0.012813300831302,0.151219512195122
2016,48021,688,3758,120,580,138,333,258,913,0.017600678580379,0.282584884994524
2016,48023,75,157,9,17,0,0,9,17,0.00647619047619048,0.529411764705882
2016,48025,188,2886,41,261,18,61,59,322,0.0144973211471793,0.183229813664596
2016,48027,1836,7022,2730,8893,833,2600,3563,11493,0.0578383465268307,0.310014791612286
2016,48029,8669,27174,9274,22555,3833,8106,13107,30661,0.0261817256490568,0.42748116499788
2016,48031,44,299,14,114,0,40,14,154,0.0189585128647052,0.0909090909090909
2016,48033,19,65,3,3,0,5,3,8,0.0173913043478261,0.375
2016,48035,109,702,2,61,0,0,2,61,0.00477009696590554,0.0327868852459016
2016,48037,247,1607,419,1977,23,82,442,2059,0.03277096928219,0.214667314230209
2016,48039,2870,9676,1357,3222,432,753,1789,3975,0.0181609678539447,0.450062893081761
2016,48041,1880,6089,1553,2483,1183,1489,2736,3972,0.0370837184550318,0.688821752265861
2016,48043,188,575,39,212,0,18,39,230,0.0351628191408042,0.169565217391304
2016,48045,0,14,14,35,0,0,14,35,0.0304347826086957,0.4
2016,48047,8,219,7,60,0,116,7,176,0.0417259364627786,0.0397727272727273
2016,48049,222,1079,57,159,7,39,64,198,0.00772050222256882,0.323232323232323
2016,48051,141,720,6,75,0,0,6,75,0.00620706778118017,0.08
2016,48053,346,1988,29,316,0,72,29,388,0.0124895384021116,0.0747422680412371
2016,48055,163,2134,24,397,35,72,59,469,0.0184282907662083,0.125799573560768
2016,48057,138,464,27,122,52,83,79,205,0.0141711599612885,0.385365853658537
2016,48059,43,366,20,66,0,8,20,74,0.00778291964661338,0.27027027027027
2016,48061,847,3160,389,1598,309,1463,698,3061,0.0126669232329001,0.228030055537406
2016,48063,95,256,28,170,0,10,28,180,0.0220102714600147,0.155555555555556
2016,48065,125,245,0,78,0,0,0,78,0.0194659346144248,0
2016,48067,159,532,34,248,0,13,34,261,0.0122523706694207,0.130268199233716
2016,48069,4,190,0,65,0,23,0,88,0.0187154402381965,0
2016,48071,489,1404,23,361,0,0,23,361,0.0149136577708006,0.0637119113573407
2016,48073,146,1400,58,350,0,81,58,431,0.0129258637236084,0.134570765661253
2016,48075,57,311,28,80,0,0,28,80,0.0167679731712429,0.35
2016,48077,82,576,0,32,0,20,0,52,0.00702133405347016,0
2016,48079,11,42,0,13,0,0,0,13,0.00704607046070461,0
2016,48081,61,115,4,5,0,3,4,8,0.00335852225020991,0.5
2016,48083,37,154,0,55,0,7,0,62,0.0102192187242459,0
2016,48085,11009,23460,9187,14856,3295,5406,12482,20262,0.0352555514182608,0.616030006909486
2016,48087,13,104,0,45,0,0,0,45,0.0220804710500491,0
2016,48089,105,272,56,82,0,0,56,82,0.00573306299377753,0.682926829268293
2016,48091,2392,5645,394,1357,184,339,578,1696,0.0196872787212555,0.340801886792453
2016,48093,46,319,27,53,0,19,27,72,0.00770053475935829,0.375
2016,48095,0,265,0,176,0,116,0,292,0.0939813324750563,0
2016,48097,209,1147,136,403,7,29,143,432,0.0166300958540247,0.331018518518519
2016,48099,299,2963,377,2222,46,651,423,2873,0.0614584893148223,0.147232857640097
2016,48101,4,36,0,6,0,0,0,6,0.00551470588235294,0
2016,48103,22,140,14,57,0,0,14,57,0.0194141689373297,0.245614035087719
2016,48105,0,82,0,4,0,0,0,4,0.00159489633173844,0
2016,48107,5,229,2,8,0,0,2,8,0.00208604954367666,0.25
2016,48109,14,110,0,14,0,1,0,15,0.0099009900990099,0
2016,48111,15,222,29,99,5,13,34,112,0.0272771553823673,0.303571428571429
2016,48113,18418,45208,14316,28924,5845,13341,20161,42265,0.0265802898959051,0.477014077842186
2016,48115,99,524,10,102,0,59,10,161,0.0187187536332985,0.062111801242236
2016,48117,52,393,6,126,0,40,6,166,0.0149173256649892,0.036144578313253
2016,48119,51,206,0,29,0,0,0,29,0.00798678050123933,0
2016,48121,12917,28669,5825,13328,1854,3007,7679,16335,0.0337049440107955,0.470094888276706
2016,48123,30,1125,28,57,5,13,33,70,0.00481795030628398,0.471428571428571
2016,48125,2,97,0,5,0,30,0,35,0.0214855739717618,0
2016,48127,9,237,0,39,0,12,0,51,0.00777083650769465,0
2016,48129,11,80,19,41,0,0,19,41,0.0178260869565217,0.463414634146341
2016,48131,32,523,0,14,0,0,0,14,0.00186442935144493,0
2016,48133,126,570,41,112,4,35,45,147,0.0119250425894378,0.306122448979592
2016,48135,778,3900,323,1681,238,787,561,2468,0.0272568639144744,0.227309562398703
2016,48137,7,24,5,12,0,1,5,13,0.00895316804407714,0.384615384615385
2016,48139,1099,4013,261,742,64,318,325,1060,0.0104157454627637,0.306603773584906
2016,48141,922,3679,3755,11783,1880,6202,5635,17985,0.0360351515540097,0.313316652766194
2016,48143,383,1266,94,343,0,15,94,358,0.0155341490931181,0.262569832402235
2016,48145,86,1008,0,24,0,10,0,34,0.00286460527424383,0
2016,48147,309,2536,30,350,28,71,58,421,0.0177562210037959,0.137767220902613
2016,48149,128,469,3,22,0,18,3,40,0.00224681233499972,0.075
2016,48151,30,100,0,0,0,0,0,0,0,NA
2016,48153,3,86,0,12,9,9,9,21,0.00535304613815957,0.428571428571429
2016,48155,6,28,0,0,0,0,0,0,0,NA
2016,48157,7274,18616,4142,7493,3008,5887,7150,13380,0.0307985526061376,0.534379671150972
2016,48159,19,261,12,28,0,0,12,28,0.00385781206944062,0.428571428571429
2016,48161,90,903,44,147,0,21,44,168,0.0122869889563373,0.261904761904762
2016,48163,25,628,0,38,0,593,0,631,0.0568314869854994,0
2016,48165,156,565,12,313,0,181,12,494,0.0458638937888775,0.0242914979757085
2016,48167,3961,10621,1073,2950,359,696,1432,3646,0.0174394688758574,0.392759188151399
2016,48169,39,491,0,327,11,185,11,512,0.10706817231284,0.021484375
2016,48171,307,862,53,223,0,33,53,256,0.0135722616901707,0.20703125
2016,48173,19,26,0,7,0,0,0,7,0.00852618757612668,0
2016,48175,42,192,0,141,0,10,0,151,0.0288167938931298,0
2016,48177,21,539,12,106,0,23,12,129,0.00991087891825446,0.0930232558139535
2016,48179,176,1198,19,182,0,13,19,195,0.0126895295112904,0.0974358974358974
2016,48181,670,3444,282,1778,110,174,392,1952,0.0233962987822418,0.200819672131148
2016,48183,862,3635,265,1006,72,298,337,1304,0.0165213865801743,0.258435582822086
2016,48185,137,1472,0,79,22,47,22,126,0.00673508659397049,0.174603174603175
2016,48187,1293,4701,662,1927,175,345,837,2272,0.0238257532063046,0.368397887323944
2016,48189,193,1742,6,149,0,65,6,214,0.0101143775404102,0.0280373831775701
2016,48191,12,66,0,39,0,0,0,39,0.0188133140376266,0
2016,48193,51,200,0,9,0,0,0,9,0.00152232746955345,0
2016,48195,18,134,0,81,0,0,0,81,0.0234510712217719,0
2016,48197,1,84,0,9,0,0,0,9,0.0032258064516129,0
2016,48199,83,1331,94,150,9,52,103,202,0.00542107240620471,0.50990099009901
2016,48201,19518,52689,22998,51760,16354,33052,39352,84812,0.0303703730228927,0.46399094467764
2016,48203,163,1285,190,558,8,98,198,656,0.0151096370001843,0.301829268292683
2016,48205,44,486,27,72,2,6,29,78,0.0177071509648127,0.371794871794872
2016,48207,26,677,9,122,6,80,15,202,0.0467700856679787,0.0742574257425743
2016,48209,2868,8201,811,2229,182,630,993,2859,0.0262026743408089,0.347324239244491
2016,48211,28,113,6,105,0,0,6,105,0.0420168067226891,0.0571428571428571
2016,48213,446,2240,27,568,34,132,61,700,0.0126596014034072,0.0871428571428571
2016,48215,1094,6448,1075,4513,769,3386,1844,7899,0.0172738803358992,0.233447271806558
2016,48217,214,1244,60,246,2,59,62,305,0.0128372406246054,0.20327868852459
2016,48219,143,978,0,110,49,65,49,175,0.0122574770610072,0.28
2016,48221,591,1818,124,296,9,211,133,507,0.0130156855697892,0.26232741617357
2016,48223,158,1009,51,222,0,33,51,255,0.0106676706827309,0.2
2016,48225,28,686,21,139,0,21,21,160,0.00961943125112728,0.13125
2016,48227,127,1365,30,740,18,303,48,1043,0.0425714285714286,0.0460210930009588
2016,48229,0,111,0,35,0,213,0,248,0.108486439195101,0
2016,48231,421,3030,242,924,110,222,352,1146,0.0195010720484634,0.307155322862129
2016,48233,122,572,43,265,0,4,43,269,0.0189998587371098,0.159851301115242
2016,48235,6,70,0,37,0,0,0,37,0.0342910101946247,0
2016,48237,51,822,0,79,0,20,0,99,0.0162162162162162,0
2016,48239,38,391,83,213,0,19,83,232,0.0236807185873226,0.357758620689655
2016,48241,20,746,6,169,0,22,6,191,0.00793387056575559,0.031413612565445
2016,48243,26,45,30,30,0,15,30,45,0.025802752293578,0.666666666666667
2016,48245,1056,6825,643,2753,310,610,953,3363,0.0201223014695323,0.28337793636634
2016,48247,6,99,0,1,0,0,0,1,0.00030543677458766,0
2016,48249,67,736,12,164,36,175,48,339,0.0131624927198602,0.141592920353982
2016,48251,1148,4267,317,966,2,141,319,1107,0.0108227012758469,0.288166214995483
2016,48253,105,2695,2,107,0,0,2,107,0.00722046021998785,0.0186915887850467
2016,48255,46,725,0,44,4,161,4,205,0.0198816797594802,0.0195121951219512
2016,48257,878,4771,110,681,46,251,156,932,0.0129933499700261,0.167381974248927
2016,48259,596,2011,247,661,0,0,247,661,0.0246017567366384,0.373676248108926
2016,48261,0,1,1,1,0,0,1,1,0.00286532951289398,1
2016,48263,11,38,0,8,0,0,0,8,0.0160642570281124,0
2016,48265,568,2205,157,425,71,98,228,523,0.0143448805507556,0.435946462715105
2016,48267,48,155,0,50,0,9,0,59,0.0170668209430142,0
2016,48269,0,0,0,0,0,0,0,0,0,NA
2016,48271,9,174,0,37,0,175,0,212,0.0826510721247563,0
2016,48273,374,725,200,428,27,68,227,496,0.0280511254382988,0.457661290322581
2016,48275,22,208,3,39,6,18,9,57,0.0227635782747604,0.157894736842105
2016,48277,140,1030,100,503,27,47,127,550,0.0164061567832001,0.230909090909091
2016,48279,27,301,7,169,17,60,24,229,0.0267992978349912,0.104803493449782
2016,48281,137,574,48,230,0,65,48,295,0.0212123391098008,0.16271186440678
