year,stco_code,frominstate_edu_baplus,frominstate_total,fromdiffstate_edu_baplus,fromdiffstate_total,fromabroad_edu_baplus,fromabroad_total,movein_edu_baplus,movein_total,pct_newcomer,newcomer_pct_edu_baplus
2011,40135,82,620,22,697,0,32,22,729,0.0262305699481865,0.0301783264746228
2011,40137,116,1136,123,542,0,175,123,717,0.0235267095419346,0.171548117154812
2011,40139,8,191,64,707,77,185,141,892,0.0738655183835707,0.158071748878924
2011,40141,21,290,25,225,0,15,25,240,0.0448681996634885,0.104166666666667
2011,40143,2180,9649,2934,9917,407,1370,3341,11287,0.0292082436237165,0.296004252680074
2011,40145,519,2428,336,1311,6,127,342,1438,0.0304693293781121,0.237830319888734
2011,40147,197,913,460,1164,33,101,493,1265,0.0366008911521324,0.389723320158103
2011,40149,18,325,29,75,11,41,40,116,0.0150904123845453,0.344827586206897
2011,40151,37,285,46,147,0,0,46,147,0.0262406283470189,0.312925170068027
2011,40153,66,576,92,433,0,44,92,477,0.0357812617208011,0.192872117400419
2011,41001,107,344,18,319,0,14,18,333,0.0282442748091603,0.0540540540540541
2011,41003,473,1564,1080,1800,376,528,1456,2328,0.0469052224371373,0.625429553264605
2011,41005,2795,9046,2084,4881,305,803,2389,5684,0.0222445728955906,0.420302603800141
2011,41007,284,851,379,987,8,49,387,1036,0.0398216482164822,0.373552123552124
2011,41009,190,1231,96,852,4,52,100,904,0.0268161727625997,0.110619469026549
2011,41011,134,1004,383,1438,44,84,427,1522,0.032952995431615,0.280551905387648
2011,41013,172,763,10,273,0,0,10,273,0.017843137254902,0.0366300366300366
2011,41015,0,132,135,853,45,45,180,898,0.0516240298936476,0.200445434298441
2011,41017,694,2932,1123,3231,62,196,1185,3427,0.0314265277675886,0.345783484096878
2011,41019,378,1912,493,1867,48,171,541,2038,0.0264335464792021,0.265456329735034
2011,41021,0,66,12,31,0,0,12,31,0.0212912087912088,0.387096774193548
2011,41023,6,134,38,101,0,12,38,113,0.0205941315837434,0.336283185840708
2011,41025,10,182,10,156,0,1,10,157,0.0302330059695744,0.0636942675159236
2011,41027,107,357,151,360,0,77,151,437,0.029657278588395,0.345537757437071
2011,41029,380,2901,1437,4651,85,425,1522,5076,0.0361595121742723,0.299842395587076
2011,41031,205,1122,42,333,0,86,42,419,0.0292638636681101,0.100238663484487
2011,41033,139,824,203,1565,17,102,220,1667,0.0279773093447905,0.131973605278944
2011,41035,149,806,365,1612,53,181,418,1793,0.03954391072295,0.233128834355828
2011,41037,7,291,85,299,0,0,85,299,0.0509456466178225,0.284280936454849
2011,41039,940,4320,2286,6126,676,1358,2962,7484,0.0319335045783873,0.395777659005879
2011,41041,206,884,312,871,2,38,314,909,0.0260869565217391,0.345434543454345
2011,41043,484,2381,213,952,28,213,241,1165,0.0149537268794845,0.2068669527897
2011,41045,58,773,69,664,0,35,69,699,0.034542399683732,0.0987124463519313
2011,41047,1163,5396,934,3373,226,999,1160,4372,0.0219078686930944,0.265324794144556
2011,41049,48,388,1,231,2,10,3,241,0.0338959212376934,0.012448132780083
2011,41051,5150,13708,9590,17814,2000,3918,11590,21732,0.0429959461304242,0.533314927296153
2011,41053,504,2077,433,1164,4,46,437,1210,0.0254345952536102,0.361157024793388
2011,41055,12,42,10,42,0,0,10,42,0.0310880829015544,0.238095238095238
2011,41057,97,791,30,259,1,23,31,282,0.015127132281944,0.109929078014184
2011,41059,196,1393,241,1489,12,122,253,1611,0.0333257483295753,0.157045313469894
2011,41061,76,452,37,321,4,14,41,335,0.0197418822558784,0.122388059701493
2011,41063,37,104,31,82,0,13,31,95,0.0181090354555852,0.326315789473684
2011,41065,105,529,214,679,24,107,238,786,0.0457242582897033,0.302798982188295
2011,41067,3962,10585,6082,12544,1443,2508,7525,15052,0.0435017586247757,0.499933563646027
2011,41069,8,60,0,6,0,0,0,6,0.00606673407482305,0
2011,41071,493,2390,495,1682,10,112,505,1794,0.0283300434267667,0.28149386845039
2011,42001,164,1367,442,1396,1,60,443,1456,0.0212291317343442,0.304258241758242
2011,42003,3781,9232,7398,13524,2789,3857,10187,17381,0.0202521232628511,0.586099764110235
2011,42005,174,992,24,294,61,134,85,428,0.00857165745413763,0.198598130841121
2011,42007,634,2330,322,1429,26,191,348,1620,0.0132370244476402,0.214814814814815
2011,42009,143,379,120,447,0,25,120,472,0.0132841743829332,0.254237288135593
2011,42011,1143,4981,674,3104,247,1006,921,4110,0.0151695221785058,0.224087591240876
2011,42013,414,1663,203,1115,0,99,203,1214,0.0137244926798937,0.167215815485997
2011,42015,44,609,126,834,8,39,134,873,0.0200505282498852,0.153493699885452
2011,42017,2429,6766,3257,6581,195,629,3452,7210,0.0166814354826395,0.47877947295423
2011,42019,1370,3189,767,1855,224,342,991,2197,0.01754624157429,0.451069640418753
2011,42021,331,1810,459,1307,28,119,487,1426,0.0139373503396374,0.341514726507714
2011,42023,11,39,0,3,0,0,0,3,0.000789889415481833,0
2011,42025,186,1122,62,517,0,29,62,546,0.0116999164291684,0.113553113553114
2011,42027,822,2722,1488,2197,587,782,2075,2979,0.0357760484219628,0.696542463914065
2011,42029,3849,7258,3893,6578,867,1660,4760,8238,0.025111719412048,0.577810148094198
2011,42031,53,538,89,294,18,23,107,317,0.0122431639116329,0.337539432176656
2011,42033,192,2154,117,483,3,73,120,556,0.00952593074853941,0.215827338129496
2011,42035,231,880,30,142,14,52,44,194,0.00770728218982162,0.22680412371134
2011,42037,217,769,72,440,46,133,118,573,0.013140694874441,0.205933682373473
2011,42039,227,1269,322,905,24,100,346,1005,0.0166600358066441,0.344278606965174
2011,42041,1448,5995,1213,2606,603,861,1816,3467,0.0217098630531569,0.523795788866455
2011,42043,1411,5607,1269,2825,274,694,1543,3519,0.0193314472491554,0.438476840011367
2011,42045,2815,8548,2532,4964,596,1296,3128,6260,0.0169740616814625,0.499680511182109
2011,42047,11,173,65,161,1,4,66,165,0.00703504732668202,0.4
2011,42049,394,2038,1081,2631,110,433,1191,3064,0.0166961828733346,0.388707571801567
2011,42051,295,1948,132,789,20,202,152,991,0.0100013119783624,0.153380423814329
2011,42053,63,750,0,59,9,83,9,142,0.0251416430594901,0.0633802816901408
2011,42055,278,1636,496,1998,81,182,577,2180,0.0216079057181655,0.264678899082569
2011,42057,11,183,23,105,3,8,26,113,0.0109358366398916,0.230088495575221
2011,42059,121,1033,106,510,0,16,106,526,0.0192118046678111,0.201520912547529
2011,42061,99,1614,77,349,30,86,107,435,0.013550135501355,0.245977011494253
2011,42063,289,1149,323,704,80,101,403,805,0.0143981398676444,0.500621118012422
2011,42065,54,501,47,220,0,9,47,229,0.00721600756262801,0.205240174672489
2011,42067,25,288,0,98,0,44,0,142,0.00848774656306037,0
2011,42069,649,2578,584,1763,202,411,786,2174,0.0145898206807688,0.361545538178473
2011,42071,1329,4784,1676,3533,323,1216,1999,4749,0.014091862683715,0.420930722257317
2011,42073,237,785,71,396,14,69,85,465,0.00724028400597907,0.182795698924731
2011,42075,464,1991,227,788,61,274,288,1062,0.0116916573089372,0.271186440677966
2011,42077,1968,6399,1616,4678,416,1564,2032,6242,0.0266214020377613,0.325536686959308
2011,42079,725,3562,557,2649,101,466,658,3115,0.0137971661550863,0.21123595505618
2011,42081,333,1645,272,1062,55,145,327,1207,0.0152187618207036,0.270919635459818
2011,42083,60,466,104,747,6,53,110,800,0.0263478575898297,0.1375
2011,42085,200,1565,316,1365,14,92,330,1457,0.0181388110799875,0.226492793411119
2011,42087,26,408,43,206,0,107,43,313,0.00967961405244928,0.137380191693291
2011,42089,327,1913,881,2921,31,207,912,3128,0.028195675100731,0.29156010230179
2011,42091,6515,15383,4883,7769,1429,2421,6312,10190,0.0185129672525776,0.619430814524043
2011,42093,137,388,111,209,11,45,122,254,0.0196336090283682,0.480314960629921
2011,42095,1600,5045,1556,4334,348,585,1904,4919,0.0243560669828978,0.387070542793251
2011,42097,401,2350,58,292,9,108,67,400,0.00591654710311062,0.1675
2011,42099,179,873,14,227,11,44,25,271,0.00857079604035548,0.0922509225092251
2011,42101,4536,10433,9282,15670,2963,6610,12245,22280,0.0228925826182826,0.5495960502693
2011,42103,93,561,206,1264,10,24,216,1288,0.0324694968236362,0.167701863354037
2011,42105,50,174,28,267,0,2,28,269,0.0218894946700301,0.104089219330855
2011,42107,358,2740,193,1468,47,363,240,1831,0.017030023438372,0.131075914800655
2011,42109,177,671,41,309,3,11,44,320,0.012504884720594,0.1375
2011,42111,209,1424,77,375,4,41,81,416,0.00732059268644634,0.194711538461538
2011,42113,8,96,0,18,0,4,0,22,0.00454357703428335,0
2011,42115,55,435,70,481,22,31,92,512,0.0165926694105065,0.1796875
2011,42117,43,454,142,544,8,19,150,563,0.0197398408190456,0.266429840142096
2011,42119,165,906,315,1534,37,170,352,1704,0.0560563194947036,0.206572769953052
2011,42121,275,1032,109,428,0,16,109,444,0.0113779053378777,0.245495495495495
2011,42123,32,384,81,389,0,17,81,406,0.0134937516617921,0.199507389162562
2011,42125,759,2461,699,2069,59,179,758,2248,0.0153816678982949,0.337188612099644
2011,42127,146,1547,237,1074,24,46,261,1120,0.0290125375608745,0.233035714285714
2011,42129,1220,5046,707,1939,120,335,827,2274,0.00859767855117396,0.363676341248901
2011,42131,61,454,44,167,0,0,44,167,0.00852040816326531,0.263473053892216
2011,42133,1232,4667,1862,5974,279,861,2141,6835,0.0232088285229202,0.313240673006584
2011,44001,395,718,435,812,102,136,537,948,0.0280664357402967,0.566455696202532
2011,44003,763,3107,697,1509,78,309,775,1818,0.0152224334123203,0.426292629262926
2011,44005,263,641,2110,2939,389,586,2499,3525,0.0599408243776357,0.708936170212766
2011,44007,951,3147,3601,6693,862,2395,4463,9088,0.022031301514652,0.491087147887324
2011,44009,908,1579,584,1568,19,162,603,1730,0.0205783344633575,0.348554913294798
2011,45001,64,527,11,89,11,13,22,102,0.00595864002804066,0.215686274509804
2011,45003,198,1126,913,2994,86,293,999,3287,0.0305702035843494,0.303924551262549
2011,45005,49,339,0,110,0,0,0,110,0.0152587043972812,0
2011,45007,588,2405,778,2595,44,448,822,3043,0.0242613174301979,0.270128162997042
2011,45009,0,149,138,214,0,3,138,217,0.0209459459459459,0.63594470046083
2011,45011,3,182,0,222,0,6,0,228,0.0154022833209485,0
2011,45013,466,1153,2672,6367,130,922,2802,7289,0.0668427375351913,0.384414871724516
2011,45015,1106,4553,1145,3615,288,774,1433,4389,0.039257602862254,0.326498063340169
2011,45017,41,171,5,90,0,10,5,100,0.0094197437829691,0.05
2011,45019,1683,5809,4871,9095,383,949,5254,10044,0.0433328875217333,0.523098367184389
2011,45021,40,581,93,401,0,42,93,443,0.0121890821043363,0.209932279909707
2011,45023,12,383,68,325,2,10,70,335,0.015016361109866,0.208955223880597
2011,45025,44,341,29,670,23,76,52,746,0.024234155215541,0.0697050938337802
2011,45027,110,609,58,408,0,55,58,463,0.0198712446351931,0.125269978401728
2011,45029,128,698,61,207,0,0,61,207,0.00801021592755979,0.294685990338164
2011,45031,169,998,112,599,74,95,186,694,0.0151578027738342,0.268011527377522
2011,45033,0,282,16,274,0,18,16,292,0.0143566547027877,0.0547945205479452
2011,45035,714,3790,988,3266,39,192,1027,3458,0.040128112887878,0.296992481203008
2011,45037,195,814,55,506,74,214,129,720,0.0384081937479996,0.179166666666667
2011,45039,146,412,16,91,0,10,16,101,0.00614654333008763,0.158415841584158
2011,45041,353,2195,527,1825,23,68,550,1893,0.0212003449395796,0.2905441098785
2011,45043,211,1028,395,882,105,180,500,1062,0.0247823956315777,0.470809792843691
2011,45045,1861,6948,3709,9543,702,1505,4411,11048,0.0374034275190098,0.399257784214337
2011,45047,247,1236,191,692,0,168,191,860,0.0189615257413736,0.222093023255814
2011,45049,5,159,21,478,0,0,21,478,0.0339271772304635,0.0439330543933054
2011,45051,375,2048,1824,8132,162,665,1986,8797,0.0472586034617988,0.225758781402751
2011,45053,49,1073,21,366,0,173,21,539,0.0349977274202974,0.038961038961039
2011,45055,260,1070,124,560,53,133,177,693,0.0168527029984679,0.255411255411255
2011,45057,95,659,325,1383,55,82,380,1465,0.028678816827516,0.25938566552901
2011,45059,227,1276,197,707,0,55,197,762,0.017022227186418,0.258530183727034
2011,45061,21,361,0,58,0,12,0,70,0.00540498803181222,0
2011,45063,1768,5739,945,3389,196,421,1141,3810,0.0221424088151196,0.299475065616798
2011,45065,3,288,127,165,9,9,136,174,0.0218812877263581,0.781609195402299
2011,45067,43,552,63,311,0,40,63,351,0.0157236930520091,0.179487179487179
2011,45069,31,619,130,766,0,27,130,793,0.0394370399840859,0.163934426229508
2011,45071,184,965,91,364,13,79,104,443,0.0176164154769953,0.234762979683973
2011,45073,253,1223,571,1355,0,58,571,1413,0.0271830091764299,0.40410474168436
2011,45075,100,756,146,599,72,91,218,690,0.0116097117762859,0.315942028985507
2011,45077,525,1896,721,1538,205,300,926,1838,0.0254183377126262,0.503808487486398
2011,45079,2434,9650,3378,8838,741,1576,4119,10414,0.0443352689746777,0.395525254465143
2011,45081,59,312,66,269,0,47,66,316,0.0237023702370237,0.208860759493671
2011,45083,745,3632,1155,3600,189,569,1344,4169,0.0224666422366407,0.322379467498201
2011,45085,70,781,439,1370,85,204,524,1574,0.0231719345768251,0.332909783989835
2011,45087,45,365,78,412,0,14,78,426,0.0212288832411422,0.183098591549296
2011,45089,29,387,0,402,0,45,0,447,0.0190642726148335,0
2011,45091,258,1314,2207,6274,83,229,2290,6503,0.0449384627079173,0.352145163770567
2011,46003,19,99,2,10,0,5,2,15,0.00807319698600646,0.133333333333333
2011,46005,17,156,68,392,21,38,89,430,0.0369733447979364,0.206976744186047
2011,46007,1,35,0,33,0,0,0,33,0.0176093916755603,0
2011,46009,20,281,15,94,4,4,19,98,0.0191107644305772,0.193877551020408
2011,46011,287,593,131,459,22,29,153,488,0.0297361525805862,0.313524590163934
2011,46013,90,275,226,459,27,36,253,495,0.0206749644975357,0.511111111111111
2011,46015,14,38,6,40,0,14,6,54,0.0149584487534626,0.111111111111111
2011,46017,0,28,20,26,0,0,20,26,0.0267489711934156,0.769230769230769
2011,46019,34,228,20,151,0,0,20,151,0.0222320376914016,0.132450331125828
2011,46021,0,21,9,24,0,0,9,24,0.0223671947809879,0.375
2011,46023,52,236,41,114,3,10,44,124,0.0217467555243774,0.354838709677419
2011,46025,1,57,48,95,0,0,48,95,0.036384527001149,0.505263157894737
2011,46027,17,133,189,407,0,70,189,477,0.0690503763752171,0.39622641509434
2011,46029,48,460,130,278,0,13,130,291,0.0162624343355315,0.446735395189003
2011,46031,0,54,3,92,0,0,3,92,0.0405107881990313,0.0326086956521739
2011,46033,1,43,47,237,5,5,52,242,0.0391712528326319,0.214876033057851
2011,46035,134,643,60,166,0,51,60,217,0.0170262848175755,0.276497695852535
2011,46037,26,147,9,147,0,9,9,156,0.0378181818181818,0.0576923076923077
2011,46039,7,40,21,87,0,8,21,95,0.0310762185148839,0.221052631578947
2011,46041,13,84,4,8,0,0,4,8,0.00271831464492015,0.5
2011,46043,3,79,10,17,0,1,10,18,0.00840728631480617,0.555555555555556
2011,46045,20,87,8,38,0,2,8,40,0.0136612021857923,0.2
2011,46047,28,117,15,349,0,9,15,358,0.0690719660428323,0.0418994413407821
2011,46049,21,55,3,14,0,3,3,17,0.0101918465227818,0.176470588235294
2011,46051,0,98,4,49,0,0,4,49,0.00948509485094851,0.0816326530612245
2011,46053,22,63,41,88,0,0,41,88,0.0282958199356913,0.465909090909091
2011,46055,0,13,0,0,4,9,4,9,0.00668647845468053,0.444444444444444
2011,46057,19,85,3,79,9,27,12,106,0.0287574606619642,0.113207547169811
2011,46059,12,61,14,24,0,0,14,24,0.00952759031361651,0.583333333333333
2011,46061,4,50,0,29,0,0,0,29,0.0139423076923077,0
2011,46063,3,9,15,18,0,0,15,18,0.0200445434298441,0.833333333333333
2011,46065,179,532,77,194,65,82,142,276,0.0234096692111959,0.514492753623188
2011,46067,53,199,39,108,0,0,39,108,0.0205792682926829,0.361111111111111
2011,46069,0,11,7,15,0,0,7,15,0.014792899408284,0.466666666666667
2011,46071,32,71,4,5,0,0,4,5,0.00298507462686567,0.8
2011,46073,14,62,0,9,0,0,0,9,0.00599201065246338,0
2011,46075,0,11,0,9,0,0,0,9,0.0111940298507463,0
2011,46077,13,57,24,69,0,3,24,72,0.01899235030335,0.333333333333333
2011,46079,89,148,62,165,0,0,62,165,0.0226523887973641,0.375757575757576
2011,46081,90,302,315,497,0,17,315,514,0.0323494241299012,0.61284046692607
2011,46083,647,1858,273,597,17,42,290,639,0.0232481990831696,0.453834115805947
2011,46085,10,44,36,50,0,0,36,50,0.0216262975778547,0.72
2011,46087,7,170,9,59,0,23,9,82,0.0211995863495346,0.109756097560976
2011,46089,0,29,4,36,3,3,7,39,0.0221339387060159,0.179487179487179
2011,46091,19,68,0,51,0,11,0,62,0.0204148831083306,0
2011,46093,77,632,70,556,21,79,91,635,0.038849801162435,0.143307086614173
2011,46095,0,10,0,6,0,0,0,6,0.00508905852417303,0
2011,46097,11,76,2,4,0,3,2,7,0.00396600566572238,0.285714285714286
2011,46099,636,2486,743,2535,40,187,783,2722,0.0249059849392905,0.28765613519471
2011,46101,14,112,18,51,0,6,18,57,0.0130614115490376,0.315789473684211
2011,46103,377,1676,834,2352,152,477,986,2829,0.043292626939675,0.348533050547897
2011,46105,0,34,15,67,0,2,15,69,0.0318853974121996,0.217391304347826
2011,46107,6,9,6,20,0,4,6,24,0.0135135135135135,0.25
2011,46109,4,36,26,124,0,0,26,124,0.0190769230769231,0.209677419354839
2011,46111,18,50,8,46,0,0,8,46,0.0281001832620648,0.173913043478261
2011,46113,0,41,36,75,0,0,36,75,0.0119142176330421,0.48
2011,46115,22,119,17,50,13,17,30,67,0.0149687220732797,0.447761194029851
2011,46117,55,203,31,31,0,0,31,31,0.0150485436893204,1
2011,46119,16,36,10,21,0,0,10,21,0.0214067278287462,0.476190476190476
2011,46121,0,118,63,99,0,0,63,99,0.0219172016825327,0.636363636363636
2011,46123,9,66,79,83,0,0,79,83,0.0206930939915233,0.951807228915663
2011,46125,48,146,11,80,0,6,11,86,0.0147058823529412,0.127906976744186
2011,46127,21,139,150,430,0,0,150,430,0.0442023026315789,0.348837209302326
2011,46129,30,135,60,79,10,11,70,90,0.0230769230769231,0.777777777777778
2011,46135,114,476,46,703,0,2,46,705,0.0452764754993257,0.0652482269503546
2011,46137,14,74,0,41,0,0,0,41,0.0287719298245614,0
2011,47001,328,1895,251,846,87,179,338,1025,0.0195909785932722,0.329756097560976
2011,47003,120,762,45,332,11,33,56,365,0.0125927203726065,0.153424657534247
2011,47005,15,298,109,282,0,20,109,302,0.0251122567769832,0.360927152317881
2011,47007,5,394,0,96,0,0,0,96,0.0104689203925845,0
2011,47009,489,2251,561,2180,82,216,643,2396,0.0281190954007206,0.268363939899833
2011,47011,172,747,304,1507,46,102,350,1609,0.0245768925276471,0.217526413921691
2011,47013,26,312,48,490,0,25,48,515,0.0180240086795226,0.0932038834951456
2011,47015,6,301,25,86,10,10,35,96,0.0101095197978096,0.364583333333333
2011,47017,87,648,16,337,0,0,16,337,0.0172493217996622,0.0474777448071217
2011,47019,149,1153,84,595,29,39,113,634,0.0156829763023797,0.178233438485804
2011,47021,175,991,116,367,0,0,116,367,0.0139655238022756,0.316076294277929
2011,47023,106,552,8,181,2,44,10,225,0.020670647680294,0.0444444444444444
2011,47025,49,192,126,557,12,24,138,581,0.0260725183988512,0.237521514629948
2011,47027,10,120,0,64,0,0,0,64,0.0111634397348683,0
2011,47029,62,474,36,500,13,42,49,542,0.0214509043416314,0.0904059040590406
2011,47031,183,856,61,416,56,56,117,472,0.0132666254426893,0.247881355932203
2011,47033,68,348,50,84,0,16,50,100,0.0101708706265256,0.5
2011,47035,118,578,319,1230,0,37,319,1267,0.0305684230843467,0.251775848460931
2011,47037,3500,11294,6034,12474,1022,2468,7056,14942,0.0361858356501439,0.472225940302503
2011,47039,16,225,3,170,0,0,3,170,0.0204106135190299,0.0176470588235294
2011,47041,156,670,70,192,0,21,70,213,0.0165231556900163,0.328638497652582
2011,47043,174,1100,186,677,0,81,186,758,0.0231027125876257,0.245382585751979
2011,47045,133,623,62,460,0,1,62,461,0.018036699401385,0.134490238611714
2011,47047,158,766,68,295,19,63,87,358,0.0135647165807821,0.243016759776536
2011,47049,75,268,29,121,5,5,34,126,0.0101083032490975,0.26984126984127
2011,47051,163,685,185,427,28,119,213,546,0.0197454072038189,0.39010989010989
2011,47053,238,1244,74,504,8,44,82,548,0.0164391780410979,0.14963503649635
2011,47055,5,279,102,473,0,0,102,473,0.0233303738778731,0.215644820295983
2011,47057,28,592,42,241,0,0,42,241,0.0151820587123598,0.174273858921162
2011,47059,107,796,146,883,10,62,156,945,0.0194821259225663,0.165079365079365
2011,47061,10,146,24,51,0,1,24,52,0.00543364681295716,0.461538461538462
2011,47063,240,1307,95,796,0,128,95,924,0.0216657287563309,0.102813852813853
2011,47065,658,2783,2131,6287,346,673,2477,6960,0.0306319152869101,0.355890804597701
2011,47067,16,153,0,82,0,0,0,82,0.016935150764147,0
2011,47069,95,1146,42,220,0,20,42,240,0.0126103404791929,0.175
2011,47071,0,336,21,292,0,7,21,299,0.01632096069869,0.0702341137123746
2011,47073,212,1647,343,1142,17,48,360,1190,0.0297225066813198,0.302521008403361
2011,47075,63,312,0,107,0,10,0,117,0.00941953143869254,0
2011,47077,101,554,14,260,16,37,30,297,0.0157668418537984,0.101010101010101
2011,47079,27,298,97,438,61,64,158,502,0.022085349758029,0.314741035856574
2011,47081,90,1113,49,188,0,0,49,188,0.0110816386678456,0.26063829787234
2011,47083,23,122,6,68,0,0,6,68,0.0118964310706788,0.0882352941176471
2011,47085,78,386,14,212,0,23,14,235,0.0183293034864675,0.0595744680851064
2011,47087,0,210,15,153,0,5,15,158,0.0190798212776235,0.0949367088607595
2011,47089,166,1156,138,642,10,24,148,666,0.0192202245245447,0.222222222222222
2011,47091,73,379,52,329,0,0,52,329,0.0242732772613251,0.158054711246201
2011,47093,1563,5056,3012,6456,444,822,3456,7278,0.025645995059675,0.474855729596043
2011,47095,9,641,0,61,15,15,15,76,0.0131807145334721,0.197368421052632
2011,47097,79,989,52,322,44,87,96,409,0.022235511579863,0.234718826405868
2011,47099,47,318,57,445,0,37,57,482,0.0173975816639596,0.118257261410788
2011,47101,0,365,0,109,12,60,12,169,0.0205296404275996,0.0710059171597633
2011,47103,27,204,85,575,0,44,85,619,0.0272915656276178,0.137318255250404
2011,47105,210,1187,176,798,15,62,191,860,0.0246821456246592,0.222093023255814
2011,47107,226,1103,30,299,0,111,30,410,0.011337554959489,0.0731707317073171
2011,47109,6,101,68,418,0,58,68,476,0.0266427851785514,0.142857142857143
2011,47111,32,214,0,78,0,120,0,198,0.0136551724137931,0
2011,47113,394,1346,437,1102,90,197,527,1299,0.0205915921628305,0.405696689761355
2011,47115,97,462,160,488,0,13,160,501,0.0253709424216337,0.31936127744511
2011,47117,83,625,69,369,0,22,69,391,0.0191057903738089,0.176470588235294
2011,47119,557,1960,171,1206,0,81,171,1287,0.0238117263964181,0.132867132867133
2011,47121,0,334,48,318,0,0,48,318,0.0381432169845268,0.150943396226415
2011,47123,89,1006,177,880,4,31,181,911,0.0297449962451432,0.198682766190999
2011,47125,444,1637,2000,7784,795,2057,2795,9841,0.097875599228214,0.284015852047556
2011,47127,15,167,0,110,0,0,0,110,0.0249772933696639,0
2011,47129,62,1074,0,123,0,2,0,125,0.0081147753830174,0
2011,47131,58,520,18,425,0,30,18,455,0.0204853450992751,0.0395604395604396
2011,47133,0,319,9,51,0,47,9,98,0.00644058885383807,0.0918367346938776
2011,47135,11,115,0,168,2,2,2,170,0.0308922405960385,0.0117647058823529
2011,47137,0,108,12,18,0,29,12,47,0.0127267803953425,0.25531914893617
2011,47139,17,408,87,270,0,25,87,295,0.0248525695029486,0.294915254237288
2011,47141,113,832,214,824,109,156,323,980,0.0217410595438814,0.329591836734694
2011,47143,36,520,50,632,12,55,62,687,0.0325176314668434,0.0902474526928675
2011,47145,205,1103,84,698,37,56,121,754,0.0193120405706529,0.160477453580902
2011,47147,164,1402,118,762,19,87,137,849,0.0195947193500739,0.161366313309776
2011,47149,1084,5706,1075,4556,239,398,1314,4954,0.0311823354650285,0.265240209931369
2011,47151,23,108,25,141,0,0,25,141,0.00956970272838333,0.177304964539007
2011,47153,1,236,106,186,0,20,106,206,0.0214829492126395,0.514563106796116
2011,47155,237,1535,497,2146,84,142,581,2288,0.0370490316730358,0.253933566433566
2011,47157,1310,3952,5202,14887,989,2101,6191,16988,0.0290115940494468,0.364433717918531
2011,47159,73,332,20,46,0,11,20,57,0.00438057177989548,0.350877192982456
2011,47161,2,156,67,239,0,15,67,254,0.0277960166338367,0.263779527559055
2011,47163,419,2110,473,2806,0,81,473,2887,0.0256985428294211,0.16383789400762
2011,47165,836,4138,881,3116,69,310,950,3426,0.0323012520742193,0.277291301809691
2011,47167,138,1456,87,908,10,10,97,918,0.0237448591603942,0.105664488017429
2011,47169,1,385,7,60,0,18,7,78,0.0147811256395679,0.0897435897435897
2011,47171,39,260,68,320,0,11,68,331,0.0249096929560506,0.205438066465257
2011,47173,59,466,12,126,0,0,12,126,0.00967221923696937,0.0952380952380952
2011,47175,0,63,0,84,0,0,0,84,0.0216160576428204,0
2011,47177,120,421,64,249,0,61,64,310,0.0115211654959676,0.206451612903226
2011,47179,386,2460,780,1890,174,466,954,2356,0.0283749442979128,0.404923599320883
2011,47181,31,687,4,195,0,1,4,196,0.0161796268779924,0.0204081632653061
2011,47183,116,775,87,481,0,4,87,485,0.0221967963386728,0.179381443298969
2011,47185,19,566,44,218,0,0,44,218,0.0122361921867984,0.201834862385321
2011,47187,2174,4110,2226,3879,133,334,2359,4213,0.0361699205000086,0.559933539045811
2011,47189,712,2830,401,1525,57,177,458,1702,0.0224707233671758,0.26909518213866
2011,48001,250,3563,198,610,8,160,206,770,0.0188508335985507,0.267532467532468
2011,48003,11,345,26,181,9,29,35,210,0.0239098257998406,0.166666666666667
2011,48005,261,2228,107,834,45,190,152,1024,0.0186354619738303,0.1484375
2011,48007,210,886,15,241,1,13,16,254,0.0150233631040397,0.062992125984252
2011,48009,15,113,0,53,0,10,0,63,0.0103244837758112,0
2011,48011,40,83,8,20,0,0,8,20,0.0149365197908887,0.4
2011,48013,159,922,14,236,0,23,14,259,0.00930316091954023,0.0540540540540541
2011,48015,118,782,35,205,11,12,46,217,0.0116478797638218,0.211981566820276
2011,48017,85,199,45,58,7,7,52,65,0.0164348925410872,0.8
2011,48019,125,310,79,145,0,37,79,182,0.0119965724078835,0.434065934065934
2011,48021,281,1739,132,905,16,68,148,973,0.0200230481129358,0.152106885919836
2011,48023,18,47,0,67,0,0,0,67,0.023716814159292,0
2011,48025,248,3473,11,203,32,140,43,343,0.0161594271176859,0.12536443148688
2011,48027,1581,5895,2335,9085,1094,4936,3429,14021,0.0787948949944645,0.244561728835318
2011,48029,6958,21969,9205,23403,3081,7245,12286,30648,0.0294416009590999,0.400874445314539
2011,48031,97,234,2,52,0,0,2,52,0.00705563093622795,0.0384615384615385
2011,48033,0,12,0,0,0,4,0,4,0.0097799511002445,0
2011,48035,43,727,38,211,0,35,38,246,0.0191454587905674,0.154471544715447
2011,48037,236,1439,512,2634,35,208,547,2842,0.0462813685736154,0.19247009148487
2011,48039,2520,10124,933,2994,429,929,1362,3923,0.0199340443803068,0.347183278103492
2011,48041,1211,5556,1318,2378,1048,1587,2366,3965,0.0437203660822582,0.59672131147541
2011,48043,159,339,95,189,0,0,95,189,0.0306072874493927,0.502645502645503
2011,48045,0,17,0,10,0,0,0,10,0.00843881856540084,0
2011,48047,7,145,34,94,0,0,34,94,0.0207459721915692,0.361702127659574
2011,48049,140,1141,8,102,0,23,8,125,0.00497631275130379,0.064
