cbsa_code,cbsa_name,unweighted_total,total,pemployed,med_hrly_earnings_adj,med_annual_earnings_adj,med_fam_income_adj,pmale,pa1824,pa2534,pa4554,pa5564,pa2550,pa5164,pwhiteNH,pblackNH,platino,pasianNH,plths,phs,psc,paa,pbaplus,pinsch,plep,pfb,plivewparent1824,pmar_1,pchildren,ppoor,p_below2xfpl,psafetynet,psoc_minor_412,psector_72,psector_3133,psector_4445
25620,"Hattiesburg, MS",60,1173,1,10,16927,44233,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",401,10296,1,8,11083,46719,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",168,4111,1,8,8343,66290,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",69,1681,1,9,15209,58682,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",814,22774,1,10,19424,33054,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",414,10754,1,10,19424,35064,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",338,7942,1,11,20278,46853,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",434,8642,1,10,20152,38017,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",169,2992,1,11,21802,49074,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25860,"Hickory-Lenoir-Morganton, NC",180,3510,1,11,20363,53402,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",177,5713,1,8,12458,30228,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",52,1826,1,10,10076,39974,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",32,921,1,9,13181,25134,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",321,11230,1,10,19009,30159,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",163,5371,1,10,19771,29648,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",165,4505,1,11,22167,41916,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",123,3539,1,10,20140,37111,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",66,1845,1,11,20278,40657,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25940,"Hilton Head Island-Bluffton-Beaufort, SC",81,1732,1,11,15840,49379,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25980,"Hinesville, GA",171,3943,1,7,10560,36750,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25980,"Hinesville, GA",43,717,1,8,9201,66443,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25980,"Hinesville, GA",11,198,1,9,15335,49832,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25980,"Hinesville, GA",251,5221,1,10,18137,33635,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
25980,"Hinesville, GA",187,3412,1,10,19424,42319,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25980,"Hinesville, GA",108,2286,1,11,23514,48794,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
25980,"Hinesville, GA",112,1635,1,10,17129,31726,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25980,"Hinesville, GA",43,467,1,9,15365,35266,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25980,"Hinesville, GA",33,522,1,10,19959,72495,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26140,"Homosassa Springs, FL",93,2373,1,8,10139,35298,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26140,"Homosassa Springs, FL",23,578,1,8,7300,44315,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
26140,"Homosassa Springs, FL",16,396,1,9,15840,48263,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26140,"Homosassa Springs, FL",179,5103,1,9,19144,40552,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26140,"Homosassa Springs, FL",98,2327,1,10,18640,40696,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26140,"Homosassa Springs, FL",50,1268,1,10,20152,58398,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26140,"Homosassa Springs, FL",138,2983,1,10,18250,38288,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26140,"Homosassa Springs, FL",57,1240,1,10,16474,37893,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26140,"Homosassa Springs, FL",38,769,1,11,15840,32209,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26300,"Hot Springs, AR",166,4492,1,8,10223,30417,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26300,"Hot Springs, AR",56,1316,1,7,8179,59448,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26300,"Hot Springs, AR",31,830,1,8,14600,41916,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26300,"Hot Springs, AR",289,7743,1,9,15676,33124,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26300,"Hot Springs, AR",186,4833,1,10,16460,30522,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26300,"Hot Springs, AR",116,2616,1,10,18402,33763,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
26300,"Hot Springs, AR",151,2748,1,10,20152,40894,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26300,"Hot Springs, AR",78,1756,1,10,16611,34743,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26300,"Hot Springs, AR",50,887,1,10,20278,33226,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26380,"Houma-Thibodaux, LA",190,5242,1,9,14106,54386,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26380,"Houma-Thibodaux, LA",101,2420,1,7,8213,39157,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26380,"Houma-Thibodaux, LA",28,640,1,9,20278,53504,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26380,"Houma-Thibodaux, LA",454,14146,1,9,16223,35366,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26380,"Houma-Thibodaux, LA",174,4639,1,10,17649,48255,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26380,"Houma-Thibodaux, LA",118,3155,1,10,20278,60835,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26380,"Houma-Thibodaux, LA",239,5940,1,10,18137,32547,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26380,"Houma-Thibodaux, LA",58,1068,1,11,21121,47147,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26380,"Houma-Thibodaux, LA",36,529,1,11,20152,59821,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",5016,160977,1,8,14195,50379,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",2361,73227,1,8,10076,70746,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",1020,28375,1,10,15335,66452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",13003,405202,1,10,19264,35266,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",5662,170051,1,11,21159,45341,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",4761,131362,1,12,21159,54069,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",4735,115807,1,10,20152,42078,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",1837,41514,1,12,21802,47357,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26420,"Houston-The Woodlands-Sugar Land, TX",1725,37715,1,11,20152,57099,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",311,8813,1,8,10560,34657,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",159,3889,1,8,8061,44062,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",57,1411,1,9,15209,53435,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",644,15267,1,9,15840,33328,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",405,10405,1,10,17741,40489,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",295,6407,1,11,20278,42875,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",361,7352,1,10,18375,39073,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",110,2142,1,9,17129,39053,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26580,"Huntington-Ashland, WV-KY-OH",114,1992,1,11,20763,68497,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26620,"Huntsville, AL",272,8038,1,8,11246,36805,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26620,"Huntsville, AL",181,5914,1,8,9201,47654,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26620,"Huntsville, AL",89,2297,1,9,11083,56536,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26620,"Huntsville, AL",562,17320,1,9,16766,31872,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26620,"Huntsville, AL",348,10169,1,10,20152,36961,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26620,"Huntsville, AL",374,10417,1,10,20278,54808,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26620,"Huntsville, AL",213,4798,1,10,17953,38334,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26620,"Huntsville, AL",123,3058,1,11,20152,50379,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26620,"Huntsville, AL",118,2679,1,11,18352,56536,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26820,"Idaho Falls, ID",139,3259,1,8,12167,54386,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26820,"Idaho Falls, ID",42,967,1,7,9068,78693,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26820,"Idaho Falls, ID",14,290,1,6,9201,34473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26820,"Idaho Falls, ID",197,4464,1,9,15573,37374,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
26820,"Idaho Falls, ID",134,2831,1,10,16121,35064,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26820,"Idaho Falls, ID",102,2075,1,10,19163,49022,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
26820,"Idaho Falls, ID",83,1338,1,10,18402,44983,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26820,"Idaho Falls, ID",49,889,1,10,15215,48525,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26820,"Idaho Falls, ID",51,910,1,10,22492,51745,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",1598,46074,1,8,12672,37929,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",756,22064,1,8,7668,54609,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",426,10948,1,10,15209,40894,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",3031,86830,1,10,18250,31227,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",1728,48671,1,11,20152,34258,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",1944,48649,1,11,20447,48050,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",1500,31546,1,11,19936,39450,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",597,13030,1,11,19144,41396,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26900,"Indianapolis-Carmel-Anderson, IN",634,14193,1,11,19144,52319,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26980,"Iowa City, IA",51,1993,1,9,15209,22306,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26980,"Iowa City, IA",146,5655,1,8,6336,6748,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
26980,"Iowa City, IA",64,2696,1,10,10076,19424,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26980,"Iowa City, IA",77,2900,1,11,19725,30670,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26980,"Iowa City, IA",68,1986,1,10,22306,29069,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26980,"Iowa City, IA",136,4317,1,12,22268,45626,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26980,"Iowa City, IA",32,753,1,12,21292,51745,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26980,"Iowa City, IA",26,573,1,13,25954,39462,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26980,"Iowa City, IA",37,1009,1,11,10139,55104,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27060,"Ithaca, NY",54,1939,1,10,14950,47237,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27060,"Ithaca, NY",51,1406,1,7,4464,8997,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
27060,"Ithaca, NY",44,1622,1,8,7392,11153,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
27060,"Ithaca, NY",110,2971,1,11,21121,38288,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27060,"Ithaca, NY",51,1281,1,12,23412,30625,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27060,"Ithaca, NY",163,3377,1,13,24334,36600,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27060,"Ithaca, NY",45,1065,1,11,21292,47444,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27060,"Ithaca, NY",16,305,1,14,24988,46095,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27060,"Ithaca, NY",53,910,1,13,21121,44564,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27100,"Jackson, MI",137,3771,1,8,11628,36336,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27100,"Jackson, MI",64,1570,1,7,7300,65474,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27100,"Jackson, MI",22,527,1,7,10877,102857,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27100,"Jackson, MI",231,5719,1,10,17237,31235,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27100,"Jackson, MI",150,3547,1,10,16474,31235,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27100,"Jackson, MI",120,2811,1,11,17633,60318,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27100,"Jackson, MI",121,2482,1,10,17237,43603,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27100,"Jackson, MI",70,1427,1,10,16927,40252,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27100,"Jackson, MI",41,884,1,11,15573,56626,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27140,"Jackson, MS",452,12735,1,8,12091,37374,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27140,"Jackson, MS",230,6039,1,7,9201,44983,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
27140,"Jackson, MS",122,3423,1,8,15209,58553,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
27140,"Jackson, MS",1007,25732,1,9,16625,29422,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27140,"Jackson, MS",719,19856,1,10,20065,37364,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27140,"Jackson, MS",640,16157,1,10,20242,47654,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27140,"Jackson, MS",459,8667,1,10,18453,32737,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27140,"Jackson, MS",268,5096,1,11,20152,36336,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27140,"Jackson, MS",266,4473,1,11,20958,56229,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27180,"Jackson, TN",113,3012,1,7,11939,39296,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27180,"Jackson, TN",57,1134,1,8,7786,16092,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
27180,"Jackson, TN",24,464,1,11,16357,30670,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27180,"Jackson, TN",199,4814,1,9,16121,29069,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27180,"Jackson, TN",122,2902,1,9,17380,33459,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27180,"Jackson, TN",86,2129,1,10,16223,41571,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27180,"Jackson, TN",130,2416,1,9,16223,33014,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27180,"Jackson, TN",40,562,1,10,20278,65430,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27180,"Jackson, TN",31,573,1,10,21121,65292,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
27260,"Jacksonville, FL",1166,33802,1,9,13181,44953,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27260,"Jacksonville, FL",483,13349,1,8,10076,58082,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27260,"Jacksonville, FL",368,8414,1,9,12268,44334,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27260,"Jacksonville, FL",2243,61468,1,10,19144,35905,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27260,"Jacksonville, FL",1405,39024,1,11,20763,37374,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27260,"Jacksonville, FL",1444,37505,1,12,22282,49573,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27260,"Jacksonville, FL",1133,23464,1,11,20152,36750,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27260,"Jacksonville, FL",531,10679,1,11,20763,43603,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
