cbsa_code,cbsa_name,year,patents_issued
29180,"Lafayette, LA",2008,39
29020,"Kokomo, IN",2008,62
17780,"College Station-Bryan, TX",2008,29
30780,"Little Rock-North Little Rock-Conway, AR",2008,30
45220,"Tallahassee, FL",2008,25
46700,"Vallejo-Fairfield, CA",2008,45
15980,"Cape Coral-Fort Myers, FL",2008,39
22020,"Fargo, ND-MN",2008,43
40980,"Saginaw-Saginaw Township North, MI",2008,27
48900,"Wilmington, NC",2008,32
23420,"Fresno, CA",2008,25
12260,"Augusta-Richmond County, GA-SC",2008,41
16860,"Chattanooga, TN-GA",2008,37
26820,"Idaho Falls, ID",2008,32
21140,"Elkhart-Goshen, IN",2008,27
13460,"Bend, OR",2008,37
22220,"Fayetteville-Springdale-Rogers, AR-MO",2008,26
12700,"Barnstable Town, MA",2008,39
43100,"Sheboygan, WI",2008,27
33780,"Monroe, MI",2008,35
13380,"Bellingham, WA",2008,32
12020,"Athens-Clarke County, GA",2008,40
41420,"Salem, OR",2008,23
42140,"Santa Fe, NM",2008,30
37860,"Pensacola-Ferry Pass-Brent, FL",2008,31
24580,"Green Bay, WI",2008,28
33700,"Modesto, CA",2008,23
22380,"Flagstaff, AZ",2008,19
21340,"El Paso, TX",2008,25
36500,"Olympia, WA",2008,34
20740,"Eau Claire, WI",2008,24
47940,"Waterloo-Cedar Falls, IA",2008,21
29460,"Lakeland-Winter Haven, FL",2008,26
31340,"Lynchburg, VA",2008,26
17860,"Columbia, MO",2008,12
16620,"Charleston, WV",2008,12
43580,"Sioux City, IA-NE-SD",2008,24
22500,"Florence, SC",2008,20
44180,"Springfield, MO",2008,30
34900,"Napa, CA",2008,15
27500,"Janesville, WI",2008,19
14060,"Bloomington-Normal, IL",2008,27
11340,"Anderson, SC",2008,20
29940,"Lawrence, KS",2008,14
27140,"Jackson, MS",2008,13
20220,"Dubuque, IA",2008,15
27100,"Jackson, MI",2008,22
11260,"Anchorage, AK",2008,12
43620,"Sioux Falls, SD",2008,14
27740,"Johnson City, TN",2008,20
22540,"Fond du Lac, WI",2008,26
36100,"Ocala, FL",2008,11
31180,"Lubbock, TX",2008,20
38340,"Pittsfield, MA",2008,6
11300,"Anderson, IN",2008,7
44100,"Springfield, IL",2008,14
46540,"Utica-Rome, NY",2008,17
27900,"Joplin, MO",2008,16
12220,"Auburn-Opelika, AL",2008,20
31860,"Mankato-North Mankato, MN",2008,9
18580,"Corpus Christi, TX",2008,14
37460,"Panama City-Lynn Haven-Panama City Beach, FL",2008,15
23580,"Gainesville, GA",2008,13
13140,"Beaumont-Port Arthur, TX",2008,12
27180,"Jackson, TN",2008,23
43340,"Shreveport-Bossier City, LA",2008,13
12980,"Battle Creek, MI",2008,12
39140,"Prescott, AZ",2008,22
13020,"Bay City, MI",2008,18
32780,"Medford, OR",2008,13
37620,"Parkersburg-Marietta-Vienna, WV-OH",2008,19
33660,"Mobile, AL",2008,10
42340,"Savannah, GA",2008,14
26380,"Houma-Bayou Cane-Thibodaux, LA",2008,10
20260,"Duluth, MN-WI",2008,10
29100,"La Crosse, WI-MN",2008,16
34060,"Morgantown, WV",2008,12
31740,"Manhattan, KS",2008,12
30980,"Longview, TX",2008,19
24020,"Glens Falls, NY",2008,11
34740,"Muskegon-Norton Shores, MI",2008,10
24780,"Greenville, NC",2008,13
46340,"Tyler, TX",2008,18
33260,"Midland, TX",2008,15
48700,"Williamsport, PA",2008,18
19500,"Decatur, IL",2008,11
42680,"Sebastian-Vero Beach, FL",2008,10
43300,"Sherman-Denison, TX",2008,10
17660,"Coeur d'Alene, ID",2008,6
41980,"San Juan-Caguas-Guaynabo, PR",2008,10
15500,"Burlington, NC",2008,13
39460,"Punta Gorda, FL",2008,10
25180,"Hagerstown-Martinsburg, MD-WV",2008,10
41060,"St. Cloud, MN",2008,15
25060,"Gulfport-Biloxi, MS",2008,14
31420,"Macon, GA",2008,12
12100,"Atlantic City-Hammonton, NJ",2008,21
18880,"Crestview-Fort Walton Beach-Destin, FL",2008,10
33860,"Montgomery, AL",2008,13
28660,"Killeen-Temple-Fort Hood, TX",2008,8
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",2008,12
41100,"St. George, UT",2008,10
11100,"Amarillo, TX",2008,7
48140,"Wausau, WI",2008,7
24300,"Grand Junction, CO",2008,10
44220,"Springfield, OH",2008,10
30140,"Lebanon, PA",2008,15
17020,"Chico, CA",2008,7
39820,"Redding, CA",2008,12
49020,"Winchester, VA-WV",2008,10
47380,"Waco, TX",2008,10
29740,"Las Cruces, NM",2008,5
34100,"Morristown, TN",2008,9
24220,"Grand Forks, ND-MN",2008,5
28100,"Kankakee-Bradley, IL",2008,10
33540,"Missoula, MT",2008,7
26580,"Huntington-Ashland, WV-KY-OH",2008,17
12620,"Bangor, ME",2008,9
47300,"Visalia-Porterville, CA",2008,6
34580,"Mount Vernon-Anacortes, WA",2008,7
36220,"Odessa, TX",2008,6
19460,"Decatur, AL",2008,11
46220,"Tuscaloosa, AL",2008,8
14540,"Bowling Green, KY",2008,7
49420,"Yakima, WA",2008,8
22180,"Fayetteville, NC",2008,8
29340,"Lake Charles, LA",2008,11
33140,"Michigan City-La Porte, IN",2008,5
22900,"Fort Smith, AR-OK",2008,5
17980,"Columbus, GA-AL",2008,9
45820,"Topeka, KS",2008,3
39380,"Pueblo, CO",2008,7
41140,"St. Joseph, MO-KS",2008,4
19140,"Dalton, GA",2008,10
45460,"Terre Haute, IN",2008,9
20100,"Dover, DE",2008,8
13740,"Billings, MT",2008,10
31020,"Longview, WA",2008,12
17300,"Clarksville, TN-KY",2008,6
31900,"Mansfield, OH",2008,5
33740,"Monroe, LA",2008,6
27780,"Johnstown, PA",2008,9
39660,"Rapid City, SD",2008,6
41780,"Sandusky, OH",2008,4
17420,"Cleveland, TN",2008,4
48660,"Wichita Falls, TX",2008,8
13900,"Bismarck, ND",2008,7
48540,"Wheeling, WV-OH",2008,7
29420,"Lake Havasu City-Kingman, AZ",2008,6
37380,"Palm Coast, FL",2008,7
31460,"Madera-Chowchilla, CA",2008,9
21060,"Elizabethtown, KY",2008,1
36980,"Owensboro, KY",2008,6
32580,"McAllen-Edinburg-Mission, TX",2008,4
41540,"Salisbury, MD",2008,9
16180,"Carson City, NV",2008,4
27860,"Jonesboro, AR",2008,10
22520,"Florence-Muscle Shoals, AL",2008,5
25620,"Hattiesburg, MS",2008,4
34620,"Muncie, IN",2008,4
11020,"Altoona, PA",2008,3
49700,"Yuba City, CA",2008,10
10500,"Albany, GA",2008,4
22140,"Farmington, NM",2008,8
25500,"Harrisonburg, VA",2008,6
32900,"Merced, CA",2008,2
40580,"Rocky Mount, NC",2008,10
16940,"Cheyenne, WY",2008,6
15180,"Brownsville-Harlingen, TX",2008,7
38540,"Pocatello, ID",2008,5
47220,"Vineland-Millville-Bridgeton, NJ",2008,5
37700,"Pascagoula, MS",2008,7
10780,"Alexandria, LA",2008,5
40660,"Rome, GA",2008,4
26300,"Hot Springs, AR",2008,2
16020,"Cape Girardeau-Jackson, MO-IL",2008,3
48300,"Wenatchee-East Wenatchee, WA",2008,5
44600,"Steubenville-Weirton, OH-WV",2008,6
11500,"Anniston-Oxford, AL",2008,2
30340,"Lewiston-Auburn, ME",2008,2
15260,"Brunswick, GA",2008,1
27620,"Jefferson City, MO",2008,1
49740,"Yuma, AZ",2008,3
45500,"Texarkana, TX-Texarkana, AR",2008,5
10180,"Abilene, TX",2008,4
36140,"Ocean City, NJ",2008,1
20020,"Dothan, AL",2008,2
47580,"Warner Robins, GA",2008,2
19180,"Danville, IL",2008,2
30620,"Lima, OH",2008,2
44940,"Sumter, SC",2008,5
47020,"Victoria, TX",2008,2
23460,"Gadsden, AL",2008,2
46660,"Valdosta, GA",2008,5
27340,"Jacksonville, NC",2008,4
19060,"Cumberland, MD-WV",2008,2
21820,"Fairbanks, AK",2008,2
10380,"Aguadilla-Isabela-San Sebasti?n, PR",2008,2
19260,"Danville, VA",2008,3
24500,"Great Falls, MT",2008,0
16220,"Casper, WY",2008,1
32420,"Mayag?ez, PR",2008,1
25260,"Hanford-Corcoran, CA",2008,1
41660,"San Angelo, TX",2008,1
20940,"El Centro, CA",2008,1
24140,"Goldsboro, NC",2008,0
30020,"Lawton, OK",2008,0
30300,"Lewiston, ID-WA",2008,1
29700,"Laredo, TX",2008,4
38220,"Pine Bluff, AR",2008,2
25980,"Hinesville-Fort Stewart, GA",2008,0
38660,"Ponce, PR",2008,0
41900,"San Germ?n-Cabo Rojo, PR",2008,0
25020,"Guayama, PR",2008,0
49500,"Yauco, PR",2008,0
21940,"Fajardo, PR",2008,1
18500,"Corning, NY",2008,59
33220,"Midland, MI",2008,43
45860,"Torrington, CT",2008,71
20340,"Duncan, OK",2008,100
47700,"Warsaw, IN",2008,31
30100,"Lebanon, NH-VT",2008,50
18180,"Concord, NH",2008,44
12780,"Bartlesville, OK",2008,34
31060,"Los Alamos, NM",2008,30
46020,"Truckee-Grass Valley, CA",2008,36
14580,"Bozeman, MT",2008,24
10540,"Albany-Lebanon, OR",2008,30
23820,"Gardnerville Ranchos, NV",2008,25
49300,"Wooster, OH",2008,25
28060,"Kalispell, MT",2008,26
24820,"Greenville, OH",2008,24
10300,"Adrian, MI",2008,18
39420,"Pullman, WA",2008,37
36860,"Ottawa-Streator, IL",2008,14
39860,"Red Wing, MN",2008,20
10880,"Allegan, MI",2008,22
44380,"Statesville-Mooresville, NC",2008,15
36940,"Owatonna, MN",2008,23
13180,"Beaver Dam, WI",2008,16
48580,"Whitewater, WI",2008,25
48740,"Willimantic, CT",2008,10
44660,"Stillwater, OK",2008,20
45900,"Traverse City, MI",2008,12
18260,"Cookeville, TN",2008,8
32260,"Marshalltown, IA",2008,11
22060,"Faribault-Northfield, MN",2008,15
28300,"Keene, NH",2008,22
27220,"Jackson, WY-ID",2008,8
31820,"Manitowoc, WI",2008,7
25940,"Hilton Head Island-Beaufort, SC",2008,12
20700,"East Stroudsburg, PA",2008,11
20820,"Effingham, IL",2008,8
28580,"Key West, FL",2008,10
48020,"Watertown-Fort Atkinson, WI",2008,7
12180,"Auburn, NY",2008,8
37800,"Pella, IA",2008,10
48820,"Willmar, MN",2008,19
29660,"Laramie, WY",2008,3
40620,"Rolla, MO",2008,12
38620,"Ponca City, OK",2008,13
27980,"Kahului-Wailuku, HI",2008,9
26340,"Houghton, MI",2008,21
11900,"Athens, OH",2008,10
17200,"Claremont, NH",2008,8
23300,"Freeport, IL",2008,15
35420,"New Philadelphia-Dover, OH",2008,12
14660,"Brainerd, MN",2008,5
22300,"Findlay, OH",2008,8
43380,"Sidney, OH",2008,9
42860,"Seneca, SC",2008,10
44260,"Starkville, MS",2008,10
12660,"Baraboo, WI",2008,9
25900,"Hilo, HI",2008,9
48060,"Watertown-Fort Drum, NY",2008,9
29060,"Laconia, NH",2008,9
12740,"Barre, VT",2008,8
36020,"Oak Harbor, WA",2008,6
36820,"Oskaloosa, IA",2008,5
34140,"Moscow, ID",2008,16
47540,"Wapakoneta, OH",2008,3
16540,"Chambersburg, PA",2008,9
14940,"Brigham City, UT",2008,6
26460,"Hudson, NY",2008,7
42380,"Sayre, PA",2008,12
26780,"Hutchinson, MN",2008,11
46180,"Tupelo, MS",2008,4
42580,"Seaford, DE",2008,10
43860,"Southern Pines-Pinehurst, NC",2008,11
44420,"Staunton-Waynesboro, VA",2008,6
40300,"Rochelle, IL",2008,10
12860,"Batavia, NY",2008,1
46380,"Ukiah, CA",2008,12
40860,"Rutland, VT",2008,12
27460,"Jamestown-Dunkirk-Fredonia, NY",2008,5
29300,"LaGrange, GA",2008,11
19300,"Daphne-Fairhope-Foley, AL",2008,7
32100,"Marquette, MI",2008,3
20620,"East Liverpool-Salem, OH",2008,7
45640,"Thomasville-Lexington, NC",2008,13
39060,"Pottsville, PA",2008,8
28340,"Kendallville, IN",2008,9
12140,"Auburn, IN",2008,4
15100,"Brookings, SD",2008,2
35100,"New Bern, NC",2008,2
35340,"New Iberia, LA",2008,11
40080,"Richmond-Berea, KY",2008,10
13540,"Bennington, VT",2008,3
26860,"Indiana, PA",2008,6
24180,"Granbury, TX",2008,6
30740,"Lincolnton, NC",2008,7
47460,"Walla Walla, WA",2008,4
21700,"Eureka-Arcata-Fortuna, CA",2008,9
23900,"Gettysburg, PA",2008,6
45380,"Taylorville, IL",2008,10
41820,"Sanford, NC",2008,4
35500,"Newton, IA",2008,7
38020,"Phoenix Lake-Cedar Ridge, CA",2008,6
27540,"Jasper, IN",2008,3
35260,"New Castle, PA",2008,4
13940,"Blackfoot, ID",2008,4
34700,"Muscatine, IA",2008,1
49100,"Winona, MN",2008,5
29580,"Lancaster, SC",2008,6
10820,"Alexandria, MN",2008,8
32060,"Marion-Herrin, IL",2008,10
36300,"Ogdensburg-Massena, NY",2008,5
24740,"Greenville, MS",2008,6
37020,"Owosso, MI",2008,5
18660,"Cortland, NY",2008,6
20780,"Edwards, CO",2008,4
23660,"Galesburg, IL",2008,7
24420,"Grants Pass, OR",2008,7
30500,"Lexington Park, MD",2008,4
39980,"Richmond, IN",2008,7
11980,"Athens, TX",2008,4
13340,"Bellefontaine, OH",2008,10
32740,"Meadville, PA",2008,2
37820,"Pendleton-Hermiston, OR",2008,4
48940,"Wilmington, OH",2008,11
10700,"Albertville, AL",2008,4
11420,"Angola, IN",2008,2
36900,"Ottumwa, IA",2008,2
11220,"Amsterdam, NY",2008,5
43420,"Sierra Vista-Douglas, AZ",2008,2
16380,"Celina, OH",2008,6
36460,"Olean, NY",2008,4
38820,"Port Angeles, WA",2008,8
26140,"Homosassa Springs, FL",2008,8
38500,"Plymouth, IN",2008,7
27420,"Jamestown, ND",2008,4
28260,"Kearney, NE",2008,4
32270,"Marshfield-Wisconsin Rapids, WI",2008,4
44580,"Sterling, IL",2008,5
11660,"Arkadelphia, AR",2008,3
11780,"Ashtabula, OH",2008,6
13260,"Bedford, IN",2008,2
46300,"Twin Falls, ID",2008,3
20420,"Durango, CO",2008,3
35940,"Norwalk, OH",2008,4
18820,"Crawfordsville, IN",2008,1
43140,"Shelby, NC",2008,3
46100,"Tullahoma, TN",2008,4
19220,"Danville, KY",2008,10
11740,"Ashland, OH",2008,5
22260,"Fergus Falls, MN",2008,2
26480,"Humboldt, TN",2008,12
32700,"McPherson, KS",2008,7
39500,"Quincy, IL-MO",2008,2
43740,"Somerset, PA",2008,5
18100,"Columbus, NE",2008,2
40820,"Ruston, LA",2008,6
24620,"Greeneville, TN",2008,5
12380,"Austin, MN",2008,3
24940,"Greenwood, SC",2008,9
37060,"Oxford, MS",2008,11
36340,"Oil City, PA",2008,2
40500,"Rockland, ME",2008,6
25720,"Heber, UT",2008,4
43540,"Silverthorne, CO",2008,1
14100,"Bloomsburg-Berwick, PA",2008,5
14340,"Boone, IA",2008,4
16060,"Carbondale, IL",2008,2
41580,"Salisbury, NC",2008,4
12300,"Augusta-Waterville, ME",2008,2
31940,"Marinette, WI-MI",2008,6
34340,"Mount Airy, NC",2008,5
18980,"Cullman, AL",2008,9
26220,"Hood River, OR",2008,5
34020,"Morgan City, LA",2008,3
42980,"Seymour, IN",2008,4
25340,"Harriman, TN",2008,1
34380,"Mount Pleasant, MI",2008,6
34540,"Mount Vernon, OH",2008,3
38460,"Plattsburgh, NY",2008,3
11620,"Ardmore, OK",2008,7
15460,"Burlington, IA-IL",2008,5
28820,"Kinston, NC",2008,4
33820,"Monroe, WI",2008,5
18220,"Connersville, IN",2008,3
23620,"Gainesville, TX",2008,3
20380,"Dunn, NC",2008,6
44620,"Stevens Point, WI",2008,3
20660,"Easton, MD",2008,1
30660,"Lincoln, IL",2008,9
37140,"Paducah, KY-IL",2008,4
26540,"Huntington, IN",2008,3
40700,"Roseburg, OR",2008,5
35740,"Norfolk, NE",2008,3
38100,"Picayune, MS",2008,5
26740,"Hutchinson, KS",2008,4
32860,"Menomonie, WI",2008,1
14380,"Boone, NC",2008,3
16660,"Charleston-Mattoon, IL",2008,2
38420,"Platteville, WI",2008,5
47420,"Wahpeton, ND-MN",2008,2
15620,"Cadillac, MI",2008,3
24700,"Greensburg, IN",2008,8
31920,"Marble Falls, TX",2008,3
42700,"Sebring, FL",2008,5
10140,"Aberdeen, WA",2008,2
24100,"Gloversville, NY",2008,3
36580,"Oneonta, NY",2008,4
41460,"Salina, KS",2008,5
42940,"Sevierville, TN",2008,1
10220,"Ada, OK",2008,3
40180,"Riverton, WY",2008,2
44780,"Sturgis, MI",2008,6
24260,"Grand Island, NE",2008,7
25220,"Hammond, LA",2008,3
33420,"Mineral Wells, TX",2008,5
43220,"Shelton, WA",2008,3
19940,"Dixon, IL",2008,1
31980,"Marion, IN",2008,1
46500,"Urbana, OH",2008,1
14700,"Branson, MO",2008,4
22100,"Farmington, MO",2008,3
32940,"Meridian, MS",2008,4
11820,"Astoria, OR",2008,2
19580,"Defiance, OH",2008,2
23140,"Frankfort, IN",2008,6
31380,"Macomb, IL",2008,4
38700,"Pontiac, IL",2008,4
17340,"Clearlake, CA",2008,6
32020,"Marion, OH",2008,4
34180,"Moses Lake, WA",2008,2
34860,"Nacogdoches, TX",2008,4
46980,"Vicksburg, MS",2008,0
47340,"Wabash, IN",2008,2
48980,"Wilson, NC",2008,2
26660,"Huntsville, TX",2008,3
28500,"Kerrville, TX",2008,1
31500,"Madison, IN",2008,2
47980,"Watertown, SD",2008,3
15580,"Butte-Silver Bow, MT",2008,4
17740,"Coldwater, MI",2008,0
33980,"Morehead City, NC",2008,2
40540,"Rock Springs, WY",2008,1
47620,"Warren, PA",2008,1
15860,"Ca?on City, CO",2008,0
34780,"Muskogee, OK",2008,1
37260,"Palatka, FL",2008,2
22800,"Fort Madison-Keokuk, IA-MO",2008,2
38260,"Pittsburg, KS",2008,0
23240,"Fredericksburg, TX",2008,1
28180,"Kapaa, HI",2008,3
29900,"Laurinburg, NC",2008,1
19540,"Decatur, IN",2008,0
21460,"Enterprise-Ozark, AL",2008,6
23340,"Fremont, NE",2008,4
23380,"Fremont, OH",2008,5
28900,"Klamath Falls, OR",2008,6
32180,"Marshall, MO",2008,1
36180,"Ocean Pines, MD",2008,0
44020,"Spirit Lake, IA",2008,1
45660,"Tiffin, OH",2008,5
45700,"Tifton, GA",2008,3
23180,"Frankfort, KY",2008,3
37740,"Payson, AZ",2008,0
13100,"Beatrice, NE",2008,2
21540,"Escanaba, MI",2008,7
41260,"St. Marys, PA",2008,3
49460,"Yankton, SD",2008,2
13220,"Beckley, WV",2008,0
13420,"Bemidji, MN",2008,3
29380,"Lake City, FL",2008,2
36660,"Opelousas-Eunice, LA",2008,3
36700,"Orangeburg, SC",2008,1
10940,"Alma, MI",2008,1
14140,"Bluefield, WV-VA",2008,2
16500,"Centralia, WA",2008,1
17060,"Chillicothe, OH",2008,1
15700,"Cambridge, MD",2008,3
17540,"Clinton, IA",2008,2
32300,"Martinsville, VA",2008,1
16260,"Cedar City, UT",2008,5
20180,"DuBois, PA",2008,1
22580,"Forest City, NC",2008,0
36620,"Ontario, OR-ID",2008,3
18060,"Columbus, MS",2008,1
23860,"Georgetown, SC",2008,0
32980,"Merrill, WI",2008,2
17220,"Clarksburg, WV",2008,7
18460,"Cornelia, GA",2008,2
25740,"Helena, MT",2008,5
30380,"Lewistown, PA",2008,2
32380,"Mason City, IA",2008,0
17940,"Columbia, TN",2008,2
19860,"Dickinson, ND",2008,1
21380,"Emporia, KS",2008,3
38380,"Plainview, TX",2008,1
46460,"Union City, TN-KY",2008,1
14820,"Brevard, NC",2008,1
23940,"Gillette, WY",2008,3
33940,"Montrose, CO",2008,2
23780,"Garden City, KS",2008,1
42900,"Seneca Falls, NY",2008,1
43320,"Show Low, AZ",2008,0
45620,"Thomasville, GA",2008,1
30260,"Lewisburg, PA",2008,2
32220,"Marshall, TX",2008,3
40740,"Roswell, NM",2008,1
45340,"Taos, NM",2008,3
47820,"Washington, NC",2008,1
49060,"Winfield, KS",2008,2
33620,"Moberly, MO",2008,0
44980,"Sunbury, PA",2008,4
15340,"Bucyrus, OH",2008,3
18300,"Coos Bay, OR",2008,2
32140,"Marshall, MN",2008,2
39940,"Rexburg, ID",2008,1
46820,"Vermillion, SD",2008,2
11940,"Athens, TN",2008,0
21580,"Espanola, NM",2008,4
33060,"Miami, OK",2008,1
14620,"Bradford, PA",2008,2
18940,"Crowley, LA",2008,3
22280,"Fernley, NV",2008,4
40780,"Russellville, AR",2008,1
40940,"Safford, AZ",2008,8
22700,"Fort Dodge, IA",2008,6
29860,"Laurel, MS",2008,2
30900,"Logansport, IN",2008,1
10620,"Albemarle, NC",2008,1
17700,"Coffeyville, KS",2008,2
18740,"Coshocton, OH",2008,5
31580,"Madisonville, KY",2008,4
42500,"Scottsburg, IN",2008,0
10020,"Abbeville, LA",2008,0
15420,"Burley, ID",2008,3
22840,"Fort Payne, AL",2008,0
35900,"North Wilkesboro, NC",2008,3
43060,"Shawnee, OK",2008,2
43260,"Sheridan, WY",2008,2
15220,"Brownwood, TX",2008,1
15740,"Cambridge, OH",2008,6
20540,"Dyersburg, TN",2008,1
34500,"Mount Vernon, IL",2008,1
49780,"Zanesville, OH",2008,3
14300,"Bonham, TX",2008,1
19020,"Culpeper, VA",2008,3
20900,"El Campo, TX",2008,0
21740,"Evanston, WY",2008,4
31260,"Lufkin, TX",2008,3
35220,"New Castle, IN",2008,2
39220,"Price, UT",2008,0
46860,"Vernal, UT",2008,1
45540,"The Villages, FL",2008,1
15660,"Calhoun, GA",2008,1
21260,"Ellensburg, WA",2008,2
25300,"Hannibal, MO",2008,0
25580,"Hastings, NE",2008,3
27020,"Iron Mountain, MI-WI",2008,3
32660,"McMinnville, TN",2008,2
35700,"Nogales, AZ",2008,4
37220,"Pahrump, NV",2008,2
42420,"Scottsbluff, NE",2008,0
45740,"Toccoa, GA",2008,4
48180,"Waycross, GA",2008,2
10460,"Alamogordo, NM",2008,2
17380,"Cleveland, MS",2008,2
33500,"Minot, ND",2008,2
13060,"Bay City, TX",2008,0
14780,"Brenham, TX",2008,1
20140,"Dublin, GA",2008,0
25700,"Hays, KS",2008,1
44500,"Stephenville, TX",2008,3
10100,"Aberdeen, SD",2008,2
33580,"Mitchell, SD",2008,0
43940,"Spearfish, SD",2008,2
48780,"Williston, ND",2008,3
14220,"Bogalusa, LA",2008,0
19980,"Dodge City, KS",2008,2
21020,"Elizabeth City, NC",2008,0
33300,"Milledgeville, GA",2008,0
33380,"Minden, LA",2008,2
39780,"Red Bluff, CA",2008,3
43180,"Shelbyville, TN",2008,1
20460,"Durant, OK",2008,0
21220,"Elko, NV",2008,1
21420,"Enid, OK",2008,3
21900,"Fairmont, WV",2008,0
29780,"Las Vegas, NM",2008,4
35580,"New Ulm, MN",2008,1
37540,"Paris, TN",2008,3
11860,"Atchison, KS",2008,0
14180,"Blytheville, AR",2008,1
18900,"Crossville, TN",2008,2
27700,"Jesup, GA",2008,2
13660,"Big Rapids, MI",2008,1
16100,"Carlsbad-Artesia, NM",2008,2
27380,"Jacksonville, TX",2008,2
28620,"Kill Devil Hills, NC",2008,1
11580,"Arcadia, FL",2008,0
16460,"Centralia, IL",2008,1
24460,"Great Bend, KS",2008,0
30060,"Lebanon, MO",2008,1
37500,"Paragould, AR",2008,2
42460,"Scottsboro, AL",2008,1
46780,"Van Wert, OH",2008,1
48220,"Weatherford, OK",2008,0
10760,"Alexander City, AL",2008,3
20980,"El Dorado, AR",2008,3
26260,"Hope, AR",2008,0
31660,"Malone, NY",2008,0
40260,"Roanoke Rapids, NC",2008,0
44860,"Sulphur Springs, TX",2008,1
45180,"Talladega-Sylacauga, AL",2008,0
47780,"Washington, IN",2008,1
45980,"Troy, AL",2008,0
10660,"Albert Lea, MN",2008,1
15900,"Canton, IL",2008,0
25460,"Harrison, AR",2008,1
25780,"Henderson, NC",2008,4
26500,"Huntingdon, PA",2008,0
31620,"Magnolia, AR",2008,1
37940,"Peru, IN",2008,1
42620,"Searcy, AR",2008,1
47660,"Warrensburg, MO",2008,1
25380,"Harrisburg, IL",2008,1
30420,"Lexington, NE",2008,0
38740,"Poplar Bluff, MO",2008,1
41220,"St. Marys, GA",2008,0
43460,"Sikeston, MO",2008,1
10980,"Alpena, MI",2008,1
34300,"Mountain Home, ID",2008,0
37580,"Paris, TX",2008,3
42780,"Selinsgrove, PA",2008,0
43500,"Silver City, NM",2008,1
44340,"Statesboro, GA",2008,1
47080,"Vidalia, GA",2008,4
47920,"Washington Court House, OH",2008,3
48460,"West Plains, MO",2008,1
49380,"Worthington, MN",2008,0
12900,"Batesville, AR",2008,0
16900,"Chester, SC",2008,1
26020,"Hobbs, NM",2008,1
31300,"Lumberton, NC",2008,1
32460,"Mayfield, KY",2008,0
35020,"Natchez, MS-LA",2008,1
42740,"Sedalia, MO",2008,0
45520,"The Dalles, OR",2008,0
47180,"Vincennes, IN",2008,0
24900,"Greenwood, MS",2008,1
26700,"Huron, SD",2008,0
34460,"Mount Sterling, KY",2008,1
37300,"Palestine, TX",2008,1
40760,"Ruidoso, NM",2008,0
43660,"Snyder, TX",2008,2
45140,"Tahlequah, OK",2008,2
47500,"Walterboro, SC",2008,1
15060,"Brookings, OR",2008,0
21640,"Eufaula, AL-GA",2008,0
23500,"Gaffney, SC",2008,0
27940,"Juneau, AK",2008,1
30820,"Lock Haven, PA",2008,0
32500,"Maysville, KY",2008,1
34260,"Mountain Home, AR",2008,2
35860,"North Vernon, IN",2008,0
39260,"Prineville, OR",2008,0
44540,"Sterling, CO",2008,1
45000,"Susanville, CA",2008,0
14420,"Borger, TX",2008,2
23980,"Glasgow, KY",2008,0
29220,"La Follette, TN",2008,0
36060,"Oak Hill, WV",2008,1
43980,"Spencer, IA",2008,0
44740,"Storm Lake, IA",2008,1
44900,"Summerville, GA",2008,1
18340,"Corbin, KY",2008,0
13620,"Berlin, NH-VT",2008,1
18380,"Cordele, GA",2008,1
18420,"Corinth, MS",2008,0
18620,"Corsicana, TX",2008,0
27300,"Jacksonville, IL",2008,0
29980,"Lawrenceburg, TN",2008,1
30220,"Levelland, TX",2008,0
32280,"Martin, TN",2008,1
35140,"Newberry, SC",2008,0
39020,"Portsmouth, OH",2008,1
21120,"Elk City, OK",2008,1
30280,"Lewisburg, TN",2008,3
32540,"McAlester, OK",2008,1
34660,"Murray, KY",2008,0
36380,"Okeechobee, FL",2008,1
42820,"Selma, AL",2008,1
45260,"Tallulah, LA",2008,1
10860,"Alice, TX",2008,2
22980,"Fort Valley, GA",2008,1
35460,"Newport, TN",2008,1
42300,"Sault Ste. Marie, MI",2008,0
30940,"London, KY",2008,1
13700,"Big Spring, TX",2008,0
15780,"Camden, AR",2008,2
19620,"Del Rio, TX",2008,1
21860,"Fairmont, MN",2008,0
21980,"Fallon, NV",2008,0
22620,"Forrest City, AR",2008,0
28380,"Kennett, MO",2008,1
29260,"La Grande, OR",2008,1
32340,"Maryville, MO",2008,1
34220,"Moultrie, GA",2008,1
35820,"North Platte, NE",2008,0
37420,"Pampa, TX",2008,0
38580,"Point Pleasant, WV-OH",2008,1
46260,"Tuskegee, AL",2008,0
13300,"Beeville, TX",2008,2
18860,"Crescent City, CA",2008,0
19760,"DeRidder, LA",2008,0
20060,"Douglas, GA",2008,0
49260,"Woodward, OK",2008,0
16340,"Cedartown, GA",2008,0
22780,"Fort Leonard Wood, MO",2008,1
22820,"Fort Morgan, CO",2008,0
34420,"Mount Pleasant, TX",2008,0
17500,"Clewiston, FL",2008,0
17580,"Clovis, NM",2008,0
24980,"Grenada, MS",2008,0
32620,"McComb, MS",2008,0
33020,"Mexico, MO",2008,2
37660,"Parsons, KS",2008,0
11060,"Altus, OK",2008,0
13500,"Bennettsville, SC",2008,2
15020,"Brookhaven, MS",2008,0
16420,"Central City, KY",2008,0
25100,"Guymon, OK",2008,0
