"","Year","Academic.Institution..Campus.Level..survey.specific.","RDINST","fice","CITY","state","Zip","Total.R.D.Expenditures.in.All.Fields.Sum.","Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum.","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Business.Financed.R.D.Expenditures.Sum.","Business.Financed.R.D.Expenditures.Sum..Flag","Deflated.Business.Financed.R.D.Expenditures.Sum.","Deflated.Business.Financed.R.D.Expenditures.Sum..Flag","county","fips","cbsacode"
"380",2012,"Pepperdine University",1264,1264,"Malibu","California","90265",2571,"",2453.01,"","18","","17.17","","6037","06037",31080
"381",2012,"Pepperdine University",1264,1264,"Malibu","California","90265",2571,"",2453.01,"","18","","17.17","","6111","06111",37100
"382",2012,"Philadelphia College of Osteopathic Medicine",3352,3352,"Philadelphia","Pennsylvania","19131",1898,"",1810.9,"","97","","92.55","","42101","42101",37980
"383",2012,"Philadelphia University",3354,3354,"Philadelphia","Pennsylvania","19144",572,"",545.75,"","0","","0.00","","42101","42101",37980
"384",2012,"Pittsburg State University",1926,1926,"Pittsburg","Kansas","66762",1479,"",1411.12,"","252","","240.44","","20021","20021",NA
"385",2012,"Pittsburg State University",1926,1926,"Pittsburg","Kansas","66762",1479,"",1411.12,"","252","","240.44","","20037","20037",38260
"386",2012,"Plymouth State University",2591,2591,"Plymouth","New Hampshire","03264",2913,"",2779.31,"","10","","9.54","","33009","33009",17200
"387",2012,"Polytechnic Institute of New York University",2796,2796,"Brooklyn","New York","11201",21413,"",20430.3,"","3127","","2983.49","","36047","36047",35620
"388",2012,"Pomona College",1173,1173,"Claremont","California","91711",3259,"",3109.44,"","0","","0.00","","6037","06037",31080
"389",2012,"Ponce Health Sciences University",29268,29268,"Ponce","Puerto Rico","00732",11586,"",11054.29,"","0","","0.00","","72113","72113",38660
"390",2012,"Portland State University",3216,3216,"Portland","Oregon","97207",58489,"",55804.79,"","775","","739.43","","41051","41051",38900
"391",2012,"Prairie View A&M University",3630,3630,"Prairie View","Texas","77446",14552,"",13884.17,"","53","","50.57","","48473","48473",26420
"392",2012,"Princeton University",2627,2627,"Princeton","New Jersey","08544",275666,"",263014.98,"","12093","","11538.02","","34021","34021",45940
"393",2012,"Purdue University, Calumet Campus",1827,1827,"Hammond","Indiana","46323",14897,"",14213.34,"","906","","864.42","","18089","18089",16980
"394",2012,"Purdue University, North Central",1826,1826,"Westville","Indiana","46391",1518,"",1448.34,"","1","","0.95","","18091","18091",33140
"395",2012,"Purdue University, North Central",1826,1826,"Westville","Indiana","46391",1518,"",1448.34,"","1","","0.95","","18127","18127",16980
"396",2012,"Purdue University, West Lafayette",1825,1825,"W Lafayette","Indiana","47907",602501,"",574850.68,"","32552","","31058.11","","18157","18157",29200
"397",2012,"Quinnipiac University",1402,1402,"Hamden","Connecticut","06518",1000,"i",954.11,"i","34","i","32.44","i","9009","09009",35300
"398",2012,"Reed College",3217,3217,"Portland","Oregon","97202",1837,"",1752.7,"","0","","0.00","","41005","41005",38900
"399",2012,"Reed College",3217,3217,"Portland","Oregon","97202",1837,"",1752.7,"","0","","0.00","","41051","41051",38900
"400",2012,"Rensselaer Polytechnic Institute",2803,2803,"Troy","New York","12180",92720,"",88464.84,"","5193","","4954.68","","36083","36083",10580
"401",2012,"Rhode Island College",3407,3407,"Providence","Rhode Island","02908",10389,"",9912.22,"","0","","0.00","","44007","44007",39300
"402",2012,"Rice University",3604,3604,"Houston","Texas","77251",117223,"",111843.34,"","4848","","4625.51","","48201","48201",26420
"403",2012,"Richard Stockton College of New Jersey, The",9345,9345,"Pomona","New Jersey","08240",927,"",884.46,"","5","","4.77","","34001","34001",12100
"404",2012,"Rider University",2628,2628,"Lawrenceville","New Jersey","08648",1890,"",1803.26,"","4","","3.82","","34021","34021",45940
"405",2012,"Rochester Institute of Technology",2806,2806,"Rochester","New York","14623",36935,"",35239.96,"","2815","","2685.81","","36055","36055",40380
"406",2012,"Rockefeller University, The",2807,2807,"New York","New York","10021",292896,"",279454.25,"","3524","","3362.27","","36061","36061",35620
"407",2012,"Roger Williams University",4917,9057,"Bristol","Rhode Island","02809",2596,"",2476.86,"","8","","7.63","","44001","44001",39300
"408",2012,"Rosalind Franklin University of Medicine and Science",1659,1659,"North Chicago","Illinois","60064",15587,"",14871.67,"","396","","377.83","","17097","17097",16980
"409",2012,"Rose-Hulman Institute of Technology",1830,1830,"Terre Haute","Indiana","47803",1081,"",1031.39,"","42","","40.07","","18167","18167",45460
"410",2012,"Rose-Hulman Institute of Technology",1830,1830,"Terre Haute","Indiana","47803",1081,"",1031.39,"","42","","40.07","","18021","18021",45460
"411",2012,"Rowan University",2609,2609,"Glassboro","New Jersey","08028",3783,"",3609.39,"","461","","439.84","","34015","34015",37980
"412",2012,"Rush University",9800,9800,"Chicago","Illinois","60612",80300,"",76614.83,"","9631","","9189.01","","17031","17031",16980
"413",2012,"Rutgers, The State University of New Jersey, Camden",4741,4741,"Camden","New Jersey","08102",3810,"",3635.15,"","41","","39.12","","34007","34007",37980
"414",2012,"Rutgers, The State University of New Jersey, New Brunswick",6964,6964,"New Brunswick","New Jersey","08903",434901,"",414942.28,"","15972","","15239.00","","34023","34023",35620
"415",2012,"Rutgers, The State University of New Jersey, Newark",2631,2631,"Newark","New Jersey","07102",34797,"",33200.08,"","1124","","1072.42","","34013","34013",35620
"416",2012,"SUNY, Binghamton University",2836,2836,"Binghamton","New York","13902",81000,"",77282.7,"","3826","","3650.42","","36007","36007",13780
"417",2012,"SUNY, Buffalo State",2842,2842,"Buffalo","New York","14222",2970,"",2833.7,"","0","","0.00","","36029","36029",15380
"418",2012,"SUNY, College at Brockport",2841,2841,"Brockport","New York","14420",1487,"",1418.76,"","0","","0.00","","36055","36055",40380
"419",2012,"SUNY, College at Brockport",2841,2841,"Brockport","New York","14420",1487,"",1418.76,"","0","","0.00","","36073","36073",40380
"420",2012,"SUNY, College at Old Westbury",7109,7109,"Old Westbury","New York","11568",1237,"i",1180.23,"i","231","i","220.40","i","36059","36059",35620
"421",2012,"SUNY, College at Plattsburgh",2849,2849,"Plattsburgh","New York","12901",913,"",871.1,"","0","","0.00","","36019","36019",38460
"422",2012,"SUNY, College of Environmental Science and Forestry",2851,2851,"Syracuse","New York","13210",23132,"i",22070.41,"i","1019","i","972.24","i","36067","36067",45060
"423",2012,"SUNY, College of Optometry",9929,9929,"New York","New York","10010",3466,"",3306.94,"","27","","25.76","","36061","36061",35620
"424",2012,"SUNY, Downstate Medical Center",2839,2839,"Brooklyn","New York","11203",43257,"",41271.83,"","862","","822.44","","36047","36047",35620
"425",2012,"SUNY, Farmingdale State College",2858,2858,"Farmingdale","New York","11735",1629,"",1554.24,"","0","","0.00","","36059","36059",35620
"426",2012,"SUNY, Farmingdale State College",2858,2858,"Farmingdale","New York","11735",1629,"",1554.24,"","0","","0.00","","36103","36103",35620
"427",2012,"SUNY, Geneseo",2845,2845,"Geneseo","New York","14454",2132,"",2034.16,"","3","","2.86","","36051","36051",40380
"428",2012,"SUNY, Stony Brook University",9555,9555,"Stony Brook","New York","11790",219744,"",209659.38,"","6117","","5836.28","","36103","36103",35620
"429",2012,"SUNY, University at Albany",2835,2835,"Albany","New York","12222",137758,"",131435.93,"","496","","473.24","","36001","36001",10580
"430",2012,"SUNY, University at Albany, College of Nanoscale Science and Engineering",330009,330009,"Albany","New York","12203",265473,"",253289.76,"","82912","","79106.96","","36001","36001",10580
"431",2012,"SUNY, University at Buffalo",9554,9554,"Buffalo","New York","14214",360226,"",343694.3,"","16364","","15613.01","","36029","36029",15380
"432",2012,"SUNY, Upstate Medical University",2840,2840,"Syracuse","New York","13210",35897,"",34249.59,"","1939","","1850.01","","36067","36067",45060
"433",2012,"Saginaw Valley State University",2314,2314,"Univ Ctr","Michigan","48710",1094,"",1043.79,"","45","","42.93","","26017","26017",13020
"434",2012,"Saint Francis University",3366,3366,"Loretto","Pennsylvania","15940",1586,"",1513.21,"","0","","0.00","","42021","42021",27780
"435",2012,"Saint Joseph's University",3367,3367,"Philadelphia","Pennsylvania","19131",2955,"",2819.39,"","10","","9.54","","42101","42101",37980
"436",2012,"Saint Louis University",8766,8766,"St Louis","Missouri","63103",49086,"",46833.32,"","6538","","6237.95","","29510","29510",41180
"437",2012,"Salisbury University",2091,2091,"Salisbury","Maryland","21801",6891,"",6574.75,"","0","","0.00","","24045","24045",41540
"438",2012,"Salish Kootenai College",29224,29224,"Pablo","Montana","59855",1415,"",1350.06,"","0","","0.00","","30047","30047",NA
"439",2012,"Salus University",3311,3311,"Philadelphia","Pennsylvania","19141",1337,"",1275.64,"","4","","3.82","","42101","42101",37980
"440",2012,"Sam Houston State University",3606,3606,"Huntsville","Texas","77341",4349,"",4149.41,"","52","","49.61","","48471","48471",26660
"441",2012,"San Diego State University",1151,1151,"San Diego","California","92182",92867,"",88605.09,"","283","","270.01","","6073","06073",41740
"442",2012,"San Francisco State University",1154,1154,"San Francisco","California","94132",30291,"",28900.87,"","120","","114.49","","6075","06075",41860
"443",2012,"San Jose State University",1155,1155,"San Jose","California","95192",34727,"",33133.29,"","556","","530.48","","6085","06085",41940
"444",2012,"Santa Clara University",1326,1326,"Santa Clara","California","95053",3329,"",3176.22,"","90","","85.87","","06085","06085",41940
"445",2012,"Savannah State University",1590,1590,"Savannah","Georgia","31404",1996,"",1904.4,"","0","","0.00","","13051","13051",42340
"446",2012,"Scripps College",1174,1174,"Claremont","California","91711",1016,"i",969.37,"i","41","i","39.12","i","6037","06037",31080
"447",2012,"Scripps Research Institute, The",22635,22635,"La Jolla","California","92037",398673,"",380376.87,"","22691","","21649.65","","6073","06073",41740
"448",2012,"Seattle Pacific University",3788,3788,"Seattle","Washington","98119",1481,"",1413.03,"","111","","105.91","","53033","53033",42660
"449",2012,"Seattle University",3790,3790,"Seattle","Washington","98122",642,"",612.54,"","0","","0.00","","53033","53033",42660
"450",2012,"Seton Hall University",2632,2632,"South Orange","New Jersey","07079",6398,"",6104.38,"","814","","776.64","","34013","34013",35620
"451",2012,"Sewanee: The University of the South",3534,3534,"Sewanee","Tennessee","37375",927,"",884.46,"","0","","0.00","","47115","47115",16860
"452",2012,"Sewanee: The University of the South",3534,3534,"Sewanee","Tennessee","37375",927,"",884.46,"","0","","0.00","","47051","47051",46100
"453",2012,"Shaw University",2962,2962,"Raleigh","North Carolina","27611",1947,"i",1857.65,"i","0","i","0.00","i","37183","37183",39580
"454",2012,"Shippensburg University of Pennsylvania",3326,3326,"Shippensburg","Pennsylvania","17257",548,"",522.85,"","0","","0.00","","42041","42041",25420
"455",2012,"Shippensburg University of Pennsylvania",3326,3326,"Shippensburg","Pennsylvania","17257",548,"",522.85,"","0","","0.00","","42055","42055",16540
"456",2012,"Siena College, NY",2816,2816,"Loudonville","New York","12211",1662,"",1585.73,"","0","","0.00","","36001","36001",10580
"457",2012,"Skidaway Institute of Oceanography",330049,330049,"Savannah","Georgia","31411",3111,"i",2968.23,"i","46","i","43.89","i","13051","13051",42340
"458",2012,"Skidmore College",2814,2814,"Saratoga Spring","New York","12866",1885,"",1798.49,"","3","","2.86","","36091","36091",10580
"459",2012,"Smith College",2209,2209,"Northampton","Massachusetts","01063",4246,"",4051.14,"","7","","6.68","","25015","25015",44140
"460",2012,"South Carolina State University",3446,3446,"Orangeburg","South Carolina","29117",12909,"",12316.57,"","6","","5.72","","45075","45075",36700
"461",2012,"South Dakota School of Mines & Technology",3470,3470,"Rapid City","South Dakota","57701",19140,"",18261.62,"","295","","281.46","","46103","46103",39660
"462",2012,"South Dakota School of Mines & Technology",3470,3470,"Rapid City","South Dakota","57701",19140,"",18261.62,"","295","","281.46","","46093","46093",39660
"463",2012,"South Dakota State University",3471,3471,"Brookings","South Dakota","57007",68743,"",65588.21,"","882","","841.52","","46011","46011",15100
"464",2012,"Southeastern Louisiana University",2024,2024,"Hammond","Louisiana","70402",2121,"",2023.66,"","20","","19.08","","22105","22105",25220
"465",2012,"Southern Connecticut State University",1406,1406,"New Haven","Connecticut","06515",3526,"",3364.18,"","136","","129.76","","9009","09009",35300
"466",2012,"Southern Illinois University, Carbondale",1758,1758,"Carbondale","Illinois","62901",71097,"",67834.18,"","7273","","6939.22","","17077","17077",16060
"467",2012,"Southern Illinois University, Carbondale",1758,1758,"Carbondale","Illinois","62901",71097,"",67834.18,"","7273","","6939.22","","17199","17199",16060
"468",2012,"Southern Illinois University, Edwardsville",1759,1759,"Edwardsville","Illinois","62026",26992,"",25753.27,"","2709","","2584.68","","17119","17119",41180
"469",2012,"Southern Methodist University",3613,3613,"Dallas","Texas","75275",24397,"",23277.36,"","1340","","1278.50","","48113","48113",19100
"470",2012,"Southern Oregon University",3219,3219,"Ashland","Oregon","97520",1070,"",1020.89,"","39","","37.21","","41029","41029",32780
"471",2012,"Southern University and A&M College, Agricultural Research and Extension Center",330010,330010,"Baton Rouge","Louisiana","70813",8122,"",7749.26,"","0","","0.00","","22033","22033",12940
"472",2012,"Southern University and A&M College, Baton Rouge",2025,2025,"Baton Rouge","Louisiana","70813",6773,"",6462.17,"","5","","4.77","","22033","22033",12940
"473",2012,"Spelman College",1594,1594,"Atlanta","Georgia","30314",2148,"",2049.42,"","84","","80.15","","13121","13121",12060
"474",2012,"St. Bonaventure University",2817,2817,"St Bonventure","New York","14778",986,"",940.75,"","9","","8.59","","36009","36009",36460
"475",2012,"St. Cloud State University",2377,2377,"Saint Cloud","Minnesota","56301",2932,"",2797.44,"","734","","700.31","","27145","27145",41060
"476",2012,"St. Edward's University",3621,3621,"Austin","Texas","78704",5906,"",5634.96,"","100","","95.41","","48453","48453",12420
"477",2012,"St. John's University, New York",2823,2823,"Jamaica","New York","11439",2161,"",2061.83,"","224","","213.72","","36081","36081",35620
"478",2012,"St. Olaf College",2382,2382,"Northfield","Minnesota","55057",1518,"",1448.34,"","8","","7.63","","27131","27131",22060
"479",2012,"St. Olaf College",2382,2382,"Northfield","Minnesota","55057",1518,"",1448.34,"","8","","7.63","","27037","27037",33460
"480",2012,"St. Olaf College",2382,2382,"Northfield","Minnesota","55057",1518,"",1448.34,"","8","","7.63","","27049","27049",39860
"481",2012,"Stanford University",1305,1305,"Stanford","California","94305",903238,"",861786.09,"","62918","","60030.53","","6085","06085",41940
"482",2012,"Stephen F. Austin State University",3624,3624,"Nacogdoches","Texas","75962",5495,"",5242.82,"","176","","167.92","","48347","48347",34860
"483",2012,"Stetson University",1531,1531,"Deland","Florida","32720",982,"",936.93,"","0","","0.00","","12127","12127",19660
"484",2012,"Stetson University",1531,1531,"Deland","Florida","32720",982,"",936.93,"","0","","0.00","","12069","12069",36740
"485",2012,"Stevens Institute of Technology",2639,2639,"Hoboken","New Jersey","07030",31929,"",30463.7,"","668","","637.34","","34017","34017",35620
"486",2012,"Suffolk University",2218,2218,"Boston","Massachusetts","02114",1303,"",1243.2,"","0","","0.00","","25025","25025",14460
"487",2012,"Sul Ross State University",3625,3625,"Alpine","Texas","79832",2375,"",2266.01,"","71","","67.74","","48043","48043",NA
"488",2012,"Swarthmore College",3370,3370,"Swarthmore","Pennsylvania","19081",3281,"",3130.43,"","0","","0.00","","42045","42045",37980
"489",2012,"Syracuse University",8789,8789,"Syracuse","New York","13210",85649,"",81718.35,"","5902","","5631.14","","36067","36067",45060
"490",2012,"Tarleton State University",3631,3631,"Stephenville","Texas","76402",9393,"",8961.93,"","765","","729.89","","48143","48143",44500
"491",2012,"Temple University",3371,3371,"Philadelphia","Pennsylvania","19122",138318,"",131970.23,"","3948","","3766.82","","42101","42101",37980
"492",2012,"Tennessee State University",3522,3522,"Nashville","Tennessee","37209",15439,"",14730.46,"","305","","291.00","","47037","47037",34980
"493",2012,"Tennessee State University",3522,3522,"Nashville","Tennessee","37209",15439,"",14730.46,"","305","","291.00","","47021","47021",34980
"494",2012,"Tennessee Technological University",3523,3523,"Cookeville","Tennessee","38505",10233,"",9763.38,"","138","","131.67","","47141","47141",18260
"495",2012,"Texas A&M Health Science Center",32064,32064,"College Station","Texas","77843",82833,"",79031.58,"","1204","","1148.75","","48041","48041",17780
"496",2012,"Texas A&M International University",9651,9651,"Laredo","Texas","78040",3344,"",3190.54,"","133","","126.90","","48479","48479",29700
"497",2012,"Texas A&M University at Galveston",10298,10298,"Galveston","Texas","77553",5834,"",5566.26,"","156","","148.84","","48167","48167",26420
"498",2012,"Texas A&M University, College Station and Health Science Center",3632,3632,"College Station","Texas","77843",693421,"",661598.13,"","49392","","47125.27","","48041","48041",17780
"499",2012,"Texas A&M University-Commerce",3565,3565,"Commerce","Texas","75429",2279,"",2174.41,"","211","","201.32","","48231","48231",19100
"500",2012,"Texas A&M University-Corpus Christi",11161,11161,"Corpus Chrsti","Texas","78412",15776,"",15052,"","1449","","1382.50","","48355","48355",18580
"501",2012,"Texas A&M University-Kingsville",3639,3639,"Kingsville","Texas","78363",17419,"",16619.6,"","676","","644.98","","48273","48273",28780
"502",2012,"Texas A&M University-Kingsville",3639,3639,"Kingsville","Texas","78363",17419,"",16619.6,"","676","","644.98","","48355","48355",18580
"503",2012,"Texas Christian University",3636,3636,"Fort Worth","Texas","76129",7775,"",7418.19,"","1621","","1546.61","","48439","48439",19100
"504",2012,"Texas Southern University",3642,3642,"Houston","Texas","77004",6380,"",6087.21,"","8","","7.63","","48201","48201",26420
"505",2012,"Texas State University",3615,3615,"San Marcos","Texas","78666",36664,"",34981.39,"","855","","815.76","","48187","48187",41700
"506",2012,"Texas State University",3615,3615,"San Marcos","Texas","78666",36664,"",34981.39,"","855","","815.76","","48209","48209",12420
"507",2012,"Texas State University",3615,3615,"San Marcos","Texas","78666",36664,"",34981.39,"","855","","815.76","","48055","48055",12420
"508",2012,"Texas State University",3615,3615,"San Marcos","Texas","78666",36664,"",34981.39,"","855","","815.76","","48091","48091",41700
"509",2012,"Texas Tech University",3644,3644,"Lubbock","Texas","79409",138026,"",131691.63,"","11274","","10756.61","","48303","48303",31180
"510",2012,"Texas Tech University Health Sciences Center",10674,10674,"Lubbock","Texas","79430",61219,"",58409.5,"","925","","882.55","","48303","48303",31180
"511",2012,"Texas Woman's University",3646,3646,"Denton","Texas","76204",4129,"",3939.51,"","29","","27.67","","48121","48121",19100
"512",2012,"Thomas Jefferson University",3278,3278,"Philadelphia","Pennsylvania","19107",100506,"",95893.52,"","8988","","8575.52","","42101","42101",37980
"513",2012,"Tougaloo College",2439,2439,"Tougaloo","Mississippi","39174",2613,"",2493.08,"","0","","0.00","","28049","28049",27140
"514",2012,"Touro College",10142,10142,"New York","New York","10001",889,"",848.2,"","0","","0.00","","36061","36061",35620
"515",2012,"Touro University, Vallejo",41426,41426,"Vallejo","California","94592",2237,"",2134.34,"","21","","20.04","","6095","06095",46700
"516",2012,"Towson University",2099,2099,"Towson","Maryland","21204",2599,"",2479.73,"","233","","222.31","","24005","24005",12580
"517",2012,"Trinity College, Hartford",1414,1414,"Hartford","Connecticut","06106",2102,"",2005.53,"","0","","0.00","","9003","09003",25540
"518",2012,"Trinity University",3647,3647,"San Antonio","Texas","78212",1611,"",1537.07,"","73","","69.65","","48029","48029",41700
"519",2012,"Tufts University",2219,2219,"Medford","Massachusetts","02155",160922,"",153536.88,"","11575","","11043.79","","25017","25017",14460
"520",2012,"Tulane University",2029,2029,"New Orleans","Louisiana","70118",164373,"",156829.5,"","4308","","4110.29","","22071","22071",35380
"521",2012,"Tuskegee University",1050,1050,"Tuskegee","Alabama","36088",15991,"",15257.13,"","0","","0.00","","1087","01087",NA
"522",2012,"Uniformed Services University of the Health Sciences",29169,29169,"Bethesda","Maryland","20814",143250,"",136675.89,"","0","","0.00","","24031","24031",47900
"523",2012,"Union College, Schenectady",2889,2889,"Schenectady","New York","12308",1516,"",1446.43,"","2","","1.91","","36093","36093",10580
"524",2012,"United States Air Force Academy",1369,1369,"Colorado Spring","Colorado","80840",56044,"",53472,"","1141","","1088.64","","8041","08041",17820
"525",2012,"United States Military Academy",2893,2893,"West Point","New York","10996",12227,"",11665.87,"","0","","0.00","","36071","36071",35620
"526",2012,"United States Naval Academy",2101,2101,"Annapolis","Maryland","21402",9610,"",9168.97,"","29","","27.67","","24003","24003",12580
"527",2012,"Universidad Central del Caribe",29229,29229,"Bayamon","Puerto Rico","00633",7313,"",6977.39,"","0","","0.00","","72035","72035",41980
"528",2012,"Universidad Central del Caribe",29229,29229,"Bayamon","Puerto Rico","00633",7313,"",6977.39,"","0","","0.00","","72021","72021",41980
"529",2012,"Universidad Metropolitana",29278,29278,"Rio Piedras","Puerto Rico","00928",9472,"",9037.31,"","0","","0.00","","72127","72127",41980
"530",2012,"Universidad del Este",3941,3941,"Carolina","Puerto Rico","00983",1480,"",1412.08,"","0","","0.00","","72031","72031",41980
"531",2012,"Universidad del Turabo",12841,12841,"Gurabo","Puerto Rico","00658",6953,"",6633.91,"","0","","0.00","","72063","72063",41980
"532",2012,"University of Akron, The",12310,12310,"Akron","Ohio","44304",66413,"",63365.14,"","2833","","2702.99","","39153","39153",10420
"533",2012,"University of Alabama at Birmingham, The",1052,1052,"Birmingham","Alabama","35294",453779,"",432953.92,"","21430","","20446.52","","1073","01073",13820
"534",2012,"University of Alabama in Huntsville, The",1055,1055,"Huntsville","Alabama","35899",87388,"",83377.54,"","1559","","1487.45","","1089","01089",26620
"535",2012,"University of Alabama, The, Tuscaloosa",1051,1051,"Tuscaloosa","Alabama","35487",55885,"",53320.29,"","2657","","2535.06","","01125","01125",46220
"536",2012,"University of Alaska Anchorage",29095,29095,"Anchorage","Alaska","99508",20194,"",19267.25,"","252","","240.44","","2020","02020",11260
"537",2012,"University of Alaska Fairbanks",29094,29094,"Fairbanks","Alaska","99775",160407,"",153045.51,"","6129","","5847.72","","2090","02090",21820
"538",2012,"University of Alaska, Southeast",1065,29096,"Juneau","Alaska","99801",1382,"",1318.58,"","0","","0.00","","2110","02110",27940
"539",2012,"University of Arizona, The",1083,1083,"Tucson","Arizona","85721",625365,"",596665.39,"","15693","","14972.81","","4019","04019",46060
"540",2012,"University of Arkansas Pine Bluff",1086,1086,"Pine Bluff","Arkansas","71601",9082,"",8665.2,"","0","","0.00","","5069","05069",38220
"541",2012,"University of Arkansas Pine Bluff",1086,1086,"Pine Bluff","Arkansas","71601",9082,"",8665.2,"","0","","0.00","","5079","05079",38220
"542",2012,"University of Arkansas at Little Rock",1101,1101,"Little Rock","Arkansas","72204",10500,"",10018.13,"","195","","186.05","","5119","05119",30780
"543",2012,"University of Arkansas for Medical Sciences",1109,1109,"Little Rock","Arkansas","72205",129056,"",123133.29,"","1611","","1537.07","","5119","05119",30780
"544",2012,"University of Arkansas, Fayetteville",1108,1108,"Fayetteville","Arkansas","72701",123199,"",117545.08,"","9300","","8873.20","","5143","05143",22220
"545",2012,"University of Baltimore",2102,2102,"Baltimore","Maryland","21201",5556,"",5301.02,"","45","","42.93","","24510","24510",12580
"546",2012,"University of California, Berkeley",1312,1312,"Berkeley","California","94720",730348,"",696830.46,"","92103","","87876.16","","6001","06001",41860
"547",2012,"University of California, Davis",1313,1313,"Davis","California","95616",713292,"",680557.2,"","40392","","38538.31","","6113","06113",40900
"548",2012,"University of California, Davis",1313,1313,"Davis","California","95616",713292,"",680557.2,"","40392","","38538.31","","6095","06095",46700
"549",2012,"University of California, Irvine",1314,1314,"Irvine","California","92717",350030,"",333966.22,"","23456","","22379.54","","06059","06059",31080
"550",2012,"University of California, Los Angeles",1315,1315,"Los Angeles","California","90024",1003375,"",957327.55,"","51311","","48956.21","","6037","06037",31080
"551",2012,"University of California, Merced",666371,666371,"Merced","California","95343",22656,"",21616.26,"","449","","428.39","","6047","06047",32900
"552",2012,"University of California, Office of the President",1311,1311,"Oakland","California","94612",65627,"",62615.21,"","0","","0.00","","6001","06001",41860
"553",2012,"University of California, Riverside",1316,1316,"Riverside","California","92521",135494,"",129275.83,"","8083","","7712.05","","6065","06065",40140
"554",2012,"University of California, San Diego",1317,1317,"La Jolla","California","92093",1073864,"",1024581.62,"","73443","","70072.51","","6073","06073",41740
"555",2012,"University of California, San Francisco",1319,1319,"San Francisco","California","94143",1032673,"",985280.98,"","59557","","56823.78","","6075","06075",41860
"556",2012,"University of California, Santa Barbara",1320,1320,"Santa Barbara","California","93106",233883,"",223149.51,"","21740","","20742.30","","6083","06083",42200
"557",2012,"University of California, Santa Cruz",1321,1321,"Santa Cruz","California","95064",155516,"",148378.97,"","8546","","8153.80","","6087","06087",42100
"558",2012,"University of Central Arkansas",1092,1092,"Conway","Arkansas","72032",3277,"",3126.61,"","3","","2.86","","5045","05045",30780
"559",2012,"University of Central Florida",3954,3954,"Orlando","Florida","32816",116891,"",111526.57,"","7854","","7493.56","","12095","12095",36740
"560",2012,"University of Central Oklahoma",3152,3152,"Edmond","Oklahoma","73034",1028,"",980.82,"","14","","13.36","","40109","40109",36420
"561",2012,"University of Central Oklahoma",3152,3152,"Edmond","Oklahoma","73034",1028,"",980.82,"","14","","13.36","","40083","40083",36420
"562",2012,"University of Chicago, The",1774,1774,"Chicago","Illinois","60637",419631,"",400373.06,"","16703","","15936.46","","17031","17031",16980
"563",2012,"University of Cincinnati",8805,8805,"Cincinnati","Ohio","45221",433668,"",413765.86,"","20600","","19654.61","","39061","39061",17140
"564",2012,"University of Colorado Boulder",1370,1370,"Boulder","Colorado","80309",392004,"",374013.93,"","11514","","10985.59","","8013","08013",14500
"565",2012,"University of Colorado Colorado Springs",4509,4509,"Colorado Spg","Colorado","80933",4727,"",4510.07,"","328","","312.95","","8041","08041",17820
"566",2012,"University of Colorado at Denver and Anschutz Medical Campus",4508,4508,"Denver","Colorado","80262",431977,"",412152.47,"","35928","","34279.17","","08031","08031",19740
"567",2012,"University of Connecticut",8718,8718,"Storrs","Connecticut","06269",256854,"",245066.31,"","6335","","6044.27","","9013","09013",25540
"568",2012,"University of Dayton",3127,3127,"Dayton","Ohio","45469",81030,"",77311.33,"","5498","","5245.68","","39113","39113",19380
"569",2012,"University of Delaware",1431,1431,"Newark","Delaware","19716",170174,"",162364.28,"","6603","","6299.97","","10003","10003",37980
"570",2012,"University of Denver",1371,1371,"Denver","Colorado","80208",15237,"",14537.73,"","883","","842.48","","8031","08031",19740
"571",2012,"University of Detroit Mercy",2323,2323,"Detroit","Michigan","48221",970,"",925.48,"","30","","28.62","","26163","26163",19820
"572",2012,"University of Florida",1535,1535,"Gainesville","Florida","32611",696985,"",664998.57,"","24662","","23530.20","","12001","12001",23540
"573",2012,"University of Georgia",1598,1598,"Athens","Georgia","30602",351395,"",335268.58,"","4119","","3929.97","","13059","13059",12020
"574",2012,"University of Guam",3935,3935,"Mangilao","Guam","96923",6131,"",5849.63,"","104","","99.23","","66010","66010",NA
"575",2012,"University of Hartford",1422,1422,"West Hartford","Connecticut","06117",2007,"",1914.89,"","4","","3.82","","9003","09003",25540
"576",2012,"University of Hawaii at Hilo",29020,29020,"Hilo","Hawaii","96720",22003,"",20993.23,"","3","","2.86","","15001","15001",25900
"577",2012,"University of Hawaii at Manoa",1610,1610,"Honolulu","Hawaii","96822",312311,"",297978.25,"","21386","","20404.54","","15003","15003",46520
"578",2012,"University of Houston",3652,3652,"Houston","Texas","77004",116288,"",110951.25,"","8822","","8417.14","","48201","48201",26420
"579",2012,"University of Houston-Clear Lake",11711,11711,"Houston","Texas","77058",1769,"",1687.82,"","141","","134.53","","48201","48201",26420
"580",2012,"University of Houston-Downtown",12826,3612,"Houston","Texas","77002",2267,"",2162.96,"","0","","0.00","","48201","48201",26420
"581",2012,"University of Idaho",1626,1626,"Moscow","Idaho","83843",97227,"",92765,"","2250","","2146.74","","16057","16057",34140
"582",2012,"University of Illinois at Chicago",1776,1776,"Chicago","Illinois","60680",388625,"",370790,"","5089","","4855.45","","17031","17031",16980
