"","Year","Academic.Institution..Campus.Level..survey.specific.","RDINST","fice","CITY","state","Zip","Total.R.D.Expenditures.in.All.Fields.Sum.","Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum.","Deflated.Total.R.D.Expenditures.in.All.Fields.Sum..Flag","Business.Financed.R.D.Expenditures.Sum.","Business.Financed.R.D.Expenditures.Sum..Flag","Deflated.Business.Financed.R.D.Expenditures.Sum.","Deflated.Business.Financed.R.D.Expenditures.Sum..Flag","county","fips","cbsacode"
"2660",2015,"Old Dominion University",3728,3728,"Norfolk","Virginia","23529",65092,"",59276.93,"","1247","","1135.60","","51710","51710",47260
"2661",2015,"Oregon Health & Science University",4882,4882,"Portland","Oregon","97201",326915,"",297709.68,"","18816","","17135.05","","41051","41051",38900
"2662",2015,"Oregon Institute of Technology",3211,3211,"Klamath Falls","Oregon","97601",2056,"",1872.32,"","1","","0.91","","41035","41035",28900
"2663",2015,"Oregon State University",3210,3210,"Corvallis","Oregon","97331",245317,"",223401.33,"","9792","","8917.22","","41003","41003",18700
"2664",2015,"Pace University",8784,8784,"New York","New York","10038",4647,"",4231.86,"","52","","47.35","","36061","36061",35620
"2665",2015,"Pacific University",3212,3212,"Forest Grove","Oregon","97116",2016,"",1835.9,"","185","","168.47","","41067","41067",38900
"2666",2015,"Palmer College of Chiropractic, Davenport",12300,12300,"Davenport","Iowa","52803",1698,"",1546.31,"","0","","0.00","","19163","19163",19340
"2667",2015,"Pennsylvania State University, The, Behrend",3333,3333,"Erie","Pennsylvania","16563",3737,"",3403.15,"","574","","522.72","","42049","42049",21500
"2668",2015,"Pennsylvania State University, The, Harrisburg",6814,6814,"Middletown","Pennsylvania","17057",3379,"",3077.13,"","186","","169.38","","42043","42043",25420
"2669",2015,"Pennsylvania State University, The, University Park and Hershey Medical Center",3329,8813,"University Pk","Pennsylvania","16802",791031,"",720363.35,"","33715","","30703.03","","42027","42027",44300
"2670",2015,"Pepperdine University",1264,1264,"Malibu","California","90265",2714,"",2471.54,"","68","","61.93","","6037","06037",31080
"2671",2015,"Pepperdine University",1264,1264,"Malibu","California","90265",2714,"",2471.54,"","68","","61.93","","6111","06111",37100
"2672",2015,"Philadelphia College of Osteopathic Medicine",3352,3352,"Philadelphia","Pennsylvania","19131",2561,"",2332.21,"","0","","0.00","","42101","42101",37980
"2673",2015,"Pittsburg State University",1926,1926,"Pittsburg","Kansas","66762",2210,"",2012.57,"","989","","900.65","","20021","20021",NA
"2674",2015,"Pittsburg State University",1926,1926,"Pittsburg","Kansas","66762",2210,"",2012.57,"","989","","900.65","","20037","20037",38260
"2675",2015,"Plymouth State University",2591,2591,"Plymouth","New Hampshire","03264",2318,"",2110.92,"","0","","0.00","","33009","33009",17200
"2676",2015,"Pomona College",1173,1173,"Claremont","California","91711",3538,"",3221.93,"","0","","0.00","","6037","06037",31080
"2677",2015,"Ponce Health Sciences University",29268,29268,"Ponce","Puerto Rico","00732",7520,"",6848.19,"","0","","0.00","","72113","72113",38660
"2678",2015,"Portland State University",3216,3216,"Portland","Oregon","97207",53872,"",49059.28,"","624","","568.25","","41051","41051",38900
"2679",2015,"Prairie View A&M University",3630,3630,"Prairie View","Texas","77446",13123,"",11950.64,"","7","","6.37","","48473","48473",26420
"2680",2015,"Princeton University",2627,2627,"Princeton","New Jersey","08544",279851,"",254850.2,"","8641","","7869.05","","34021","34021",45940
"2681",2015,"Providence College",3406,3406,"Providence","Rhode Island","02918",1329,"",1210.27,"","0","","0.00","","44007","44007",39300
"2682",2015,"Purdue University, Calumet Campus",1827,1827,"Hammond","Indiana","46323",9669,"",8805.21,"","391","","356.07","","18089","18089",16980
"2683",2015,"Purdue University, North Central",1826,1826,"Westville","Indiana","46391",1103,"",1004.46,"","0","","0.00","","18091","18091",33140
"2684",2015,"Purdue University, North Central",1826,1826,"Westville","Indiana","46391",1103,"",1004.46,"","0","","0.00","","18127","18127",16980
"2685",2015,"Purdue University, West Lafayette",1825,1825,"W Lafayette","Indiana","47907",558611,"",508706.86,"","42017","","38263.36","","18157","18157",29200
"2686",2015,"Quinnipiac University",1402,1402,"Hamden","Connecticut","06518",967,"i",880.61,"i","41","i","37.34","i","9009","09009",35300
"2687",2015,"Reed College",3217,3217,"Portland","Oregon","97202",3050,"",2777.52,"","0","","0.00","","41005","41005",38900
"2688",2015,"Reed College",3217,3217,"Portland","Oregon","97202",3050,"",2777.52,"","0","","0.00","","41051","41051",38900
"2689",2015,"Rensselaer Polytechnic Institute",2803,2803,"Troy","New York","12180",102841,"",93653.58,"","7715","","7025.77","","36083","36083",10580
"2690",2015,"Rhode Island College",3407,3407,"Providence","Rhode Island","02908",10080,"",9179.49,"","0","","0.00","","44007","44007",39300
"2691",2015,"Rhode Island School of Design",3409,3409,"Providence","Rhode Island","02903",1013,"",922.5,"","228","","207.63","","44007","44007",39300
"2692",2015,"Rice University",3604,3604,"Houston","Texas","77251",144679,"",131753.94,"","10930","","9953.56","","48201","48201",26420
"2693",2015,"Richard Stockton College of New Jersey, The",9345,9345,"Pomona","New Jersey","08240",1452,"",1322.28,"","0","","0.00","","34001","34001",12100
"2694",2015,"Rider University",2628,2628,"Lawrenceville","New Jersey","08648",1726,"",1571.81,"","2","","1.82","","34021","34021",45940
"2695",2015,"Rochester Institute of Technology",2806,2806,"Rochester","New York","14623",40442,"",36829.07,"","2388","","2174.67","","36055","36055",40380
"2696",2015,"Rockefeller University, The",2807,2807,"New York","New York","10021",323932,"",294993.17,"","5539","","5044.17","","36061","36061",35620
"2697",2015,"Roger Williams University",4917,9057,"Bristol","Rhode Island","02809",2348,"",2138.24,"","2","","1.82","","44001","44001",39300
"2698",2015,"Rosalind Franklin University of Medicine and Science",1659,1659,"North Chicago","Illinois","60064",16604,"",15120.66,"","2423","","2206.54","","17097","17097",16980
"2699",2015,"Roseman University of Health Sciences",101602,101602,"Henderson","Nevada","89104",3287,"",2993.35,"","2","","1.82","","32003","32003",29820
"2700",2015,"Rowan University",2609,2609,"Glassboro","New Jersey","08028",8044,"",7325.38,"","666","","606.50","","34015","34015",37980
"2701",2015,"Rush University",9800,9800,"Chicago","Illinois","60612",79048,"",71986.16,"","11856","","10796.83","","17031","17031",16980
"2702",2015,"Rutgers, The State University of New Jersey, Camden",4741,4741,"Camden","New Jersey","08102",5123,"",4665.33,"","29","","26.41","","34007","34007",37980
"2703",2015,"Rutgers, The State University of New Jersey, New Brunswick",6964,6964,"New Brunswick","New Jersey","08903",628613,"",572455.15,"","23398","","21307.71","","34023","34023",35620
"2704",2015,"Rutgers, The State University of New Jersey, Newark",2631,2631,"Newark","New Jersey","07102",24387,"",22208.36,"","312","","284.13","","34013","34013",35620
"2705",2015,"SUNY, Binghamton University",2836,2836,"Binghamton","New York","13902",79895,"",72757.49,"","3096","","2819.42","","36007","36007",13780
"2706",2015,"SUNY, Buffalo State",2842,2842,"Buffalo","New York","14222",2366,"",2154.63,"","10","","9.11","","36029","36029",15380
"2707",2015,"SUNY, College at Brockport",2841,2841,"Brockport","New York","14420",1367,"",1244.88,"","5","","4.55","","36055","36055",40380
"2708",2015,"SUNY, College at Brockport",2841,2841,"Brockport","New York","14420",1367,"",1244.88,"","5","","4.55","","36073","36073",40380
"2709",2015,"SUNY, College at Plattsburgh",2849,2849,"Plattsburgh","New York","12901",1135,"",1033.6,"","0","","0.00","","36019","36019",38460
"2710",2015,"SUNY, College of Environmental Science and Forestry",2851,2851,"Syracuse","New York","13210",22051,"",20081.05,"","881","","802.29","","36067","36067",45060
"2711",2015,"SUNY, College of Optometry",9929,9929,"New York","New York","10010",3906,"",3557.05,"","598","","544.58","","36061","36061",35620
"2712",2015,"SUNY, Downstate Medical Center",2839,2839,"Brooklyn","New York","11203",28652,"",26092.34,"","803","","731.26","","36047","36047",35620
"2713",2015,"SUNY, Farmingdale State College",2858,2858,"Farmingdale","New York","11735",1102,"",1003.55,"","0","","0.00","","36059","36059",35620
"2714",2015,"SUNY, Farmingdale State College",2858,2858,"Farmingdale","New York","11735",1102,"",1003.55,"","0","","0.00","","36103","36103",35620
"2715",2015,"SUNY, Geneseo",2845,2845,"Geneseo","New York","14454",1314,"",1196.61,"","2","","1.82","","36051","36051",40380
"2716",2015,"SUNY, Polytechnic Institute",6792,6792,"Utica","New York","13504",295313,"",268930.88,"","187237","","170509.97","","36065","36065",46540
"2717",2015,"SUNY, Stony Brook University",9555,9555,"Stony Brook","New York","11790",220580,"",200874.24,"","6957","","6335.49","","36103","36103",35620
"2718",2015,"SUNY, University at Albany",2835,2835,"Albany","New York","12222",111705,"",101725.71,"","866","","788.63","","36001","36001",10580
"2719",2015,"SUNY, University at Buffalo",9554,9554,"Buffalo","New York","14214",382935,"",348725.07,"","27077","","24658.05","","36029","36029",15380
"2720",2015,"SUNY, Upstate Medical University",2840,2840,"Syracuse","New York","13210",32453,"",29553.77,"","1755","","1598.22","","36067","36067",45060
"2721",2015,"Saginaw Valley State University",2314,2314,"Univ Ctr","Michigan","48710",1220,"",1111.01,"","4","","3.64","","26017","26017",13020
"2722",2015,"Saint John's University, Collegeville",2379,2379,"Collegeville","Minnesota","56321",1372,"",1249.43,"","0","","0.00","","27145","27145",41060
"2723",2015,"Saint Joseph's University",3367,3367,"Philadelphia","Pennsylvania","19131",2093,"",1906.02,"","1","","0.91","","42101","42101",37980
"2724",2015,"Saint Louis University",8766,8766,"St Louis","Missouri","63103",44457,"",40485.38,"","3011","","2742.01","","29510","29510",41180
"2725",2015,"Saint Michael's College",3694,3694,"Colchester","Vermont","05439",1532,"",1395.14,"","0","","0.00","","50007","50007",15540
"2726",2015,"Salisbury University",2091,2091,"Salisbury","Maryland","21801",7960,"",7248.88,"","51","","46.44","","24045","24045",41540
"2727",2015,"Salish Kootenai College",29224,29224,"Pablo","Montana","59855",1186,"",1080.05,"","0","","0.00","","30047","30047",NA
"2728",2015,"Salus University",3311,3311,"Philadelphia","Pennsylvania","19141",1257,"",1144.7,"","0","","0.00","","42101","42101",37980
"2729",2015,"Sam Houston State University",3606,3606,"Huntsville","Texas","77341",3086,"",2810.31,"","0","","0.00","","48471","48471",26660
"2730",2015,"San Diego State University",1151,1151,"San Diego","California","92182",93572,"",85212.64,"","311","","283.22","","6073","06073",41740
"2731",2015,"San Francisco State University",1154,1154,"San Francisco","California","94132",26345,"",23991.44,"","7","","6.37","","6075","06075",41860
"2732",2015,"San Jose State University",1155,1155,"San Jose","California","95192",45037,"",41013.57,"","607","","552.77","","6085","06085",41940
"2733",2015,"Santa Clara University",1326,1326,"Santa Clara","California","95053",1659,"",1510.79,"","115","","104.73","","06085","06085",41940
"2734",2015,"Savannah State University",1590,1590,"Savannah","Georgia","31404",1801,"",1640.11,"","0","","0.00","","13051","13051",42340
"2735",2015,"Scripps Research Institute, The",22635,22635,"La Jolla","California","92037",384161,"",349841.54,"","29798","","27135.96","","6073","06073",41740
"2736",2015,"Seattle Pacific University",3788,3788,"Seattle","Washington","98119",1101,"",1002.64,"","31","","28.23","","53033","53033",42660
"2737",2015,"Seattle University",3790,3790,"Seattle","Washington","98122",2847,"",2592.66,"","3","","2.73","","53033","53033",42660
"2738",2015,"Seton Hall University",2632,2632,"South Orange","New Jersey","07079",7058,"",6427.47,"","989","","900.65","","34013","34013",35620
"2739",2015,"Sewanee: The University of the South",3534,3534,"Sewanee","Tennessee","37375",1115,"",1015.39,"","0","","0.00","","47115","47115",16860
"2740",2015,"Sewanee: The University of the South",3534,3534,"Sewanee","Tennessee","37375",1115,"",1015.39,"","0","","0.00","","47051","47051",46100
"2741",2015,"Shaw University",2962,2962,"Raleigh","North Carolina","27611",985,"i",897,"i","0","i","0.00","i","37183","37183",39580
"2742",2015,"Siena College, NY",2816,2816,"Loudonville","New York","12211",1623,"",1478.01,"","0","","0.00","","36001","36001",10580
"2743",2015,"Skidmore College",2814,2814,"Saratoga Spring","New York","12866",1772,"",1613.7,"","0","","0.00","","36091","36091",10580
"2744",2015,"Smith College",2209,2209,"Northampton","Massachusetts","01063",5268,"",4797.38,"","9","","8.20","","25015","25015",44140
"2745",2015,"Sonoma State University",1156,1156,"Rohnert Park","California","94928",1163,"",1059.1,"","0","","0.00","","6097","06097",42220
"2746",2015,"South Carolina State University",3446,3446,"Orangeburg","South Carolina","29117",12607,"",11480.74,"","0","","0.00","","45075","45075",36700
"2747",2015,"South Dakota School of Mines & Technology",3470,3470,"Rapid City","South Dakota","57701",14970,"",13632.64,"","1651","","1503.51","","46103","46103",39660
"2748",2015,"South Dakota School of Mines & Technology",3470,3470,"Rapid City","South Dakota","57701",14970,"",13632.64,"","1651","","1503.51","","46093","46093",39660
"2749",2015,"South Dakota State University",3471,3471,"Brookings","South Dakota","57007",58373,"",53158.18,"","1175","","1070.03","","46011","46011",15100
"2750",2015,"Southeastern Louisiana University",2024,2024,"Hammond","Louisiana","70402",2670,"",2431.47,"","12","","10.93","","22105","22105",25220
"2751",2015,"Southern Connecticut State University",1406,1406,"New Haven","Connecticut","06515",5482,"",4992.26,"","0","","0.00","","9009","09009",35300
"2752",2015,"Southern Illinois University, Carbondale",1758,1758,"Carbondale","Illinois","62901",57509,"",52371.37,"","6807","","6198.89","","17077","17077",16060
"2753",2015,"Southern Illinois University, Carbondale",1758,1758,"Carbondale","Illinois","62901",57509,"",52371.37,"","6807","","6198.89","","17199","17199",16060
"2754",2015,"Southern Illinois University, Edwardsville",1759,1759,"Edwardsville","Illinois","62026",19051,"",17349.06,"","2389","","2175.58","","17119","17119",41180
"2755",2015,"Southern Methodist University",3613,3613,"Dallas","Texas","75275",29282,"",26666.06,"","3092","","2815.77","","48113","48113",19100
"2756",2015,"Southern University and A&M College, Agricultural Research and Extension Center",330010,330010,"Baton Rouge","Louisiana","70813",4761,"",4335.67,"","0","","0.00","","22033","22033",12940
"2757",2015,"Southern University and A&M College, Baton Rouge",2025,2025,"Baton Rouge","Louisiana","70813",4766,"",4340.22,"","57","","51.91","","22033","22033",12940
"2758",2015,"Spelman College",1594,1594,"Atlanta","Georgia","30314",1524,"",1387.85,"","73","","66.48","","13121","13121",12060
"2759",2015,"St. Cloud State University",2377,2377,"Saint Cloud","Minnesota","56301",4192,"",3817.5,"","227","","206.72","","27145","27145",41060
"2760",2015,"St. Edward's University",3621,3621,"Austin","Texas","78704",9515,"",8664.97,"","100","","91.07","","48453","48453",12420
"2761",2015,"St. John's University, New York",2823,2823,"Jamaica","New York","11439",2558,"",2329.48,"","580","","528.19","","36081","36081",35620
"2762",2015,"St. Olaf College",2382,2382,"Northfield","Minnesota","55057",1346,"",1225.75,"","0","","0.00","","27131","27131",22060
"2763",2015,"St. Olaf College",2382,2382,"Northfield","Minnesota","55057",1346,"",1225.75,"","0","","0.00","","27037","27037",33460
"2764",2015,"St. Olaf College",2382,2382,"Northfield","Minnesota","55057",1346,"",1225.75,"","0","","0.00","","27049","27049",39860
"2765",2015,"Stanford University",1305,1305,"Stanford","California","94305",1022551,"",931200.25,"","90177","","82120.94","","6085","06085",41940
"2766",2015,"Stephen F. Austin State University",3624,3624,"Nacogdoches","Texas","75962",5170,"",4708.13,"","125","","113.83","","48347","48347",34860
"2767",2015,"Stevens Institute of Technology",2639,2639,"Hoboken","New Jersey","07030",34082,"",31037.25,"","1913","","1742.10","","34017","34017",35620
"2768",2015,"Suffolk University",2218,2218,"Boston","Massachusetts","02114",1305,"",1188.42,"","0","","0.00","","25025","25025",14460
"2769",2015,"Sul Ross State University",3625,3625,"Alpine","Texas","79832",2204,"",2007.1,"","6","","5.46","","48043","48043",NA
"2770",2015,"Swarthmore College",3370,3370,"Swarthmore","Pennsylvania","19081",2943,"",2680.08,"","0","","0.00","","42045","42045",37980
"2771",2015,"Syracuse University",8789,8789,"Syracuse","New York","13210",69896,"",63651.76,"","3610","","3287.50","","36067","36067",45060
"2772",2015,"Tarleton State University",3631,3631,"Stephenville","Texas","76402",9825,"",8947.27,"","29","","26.41","","48143","48143",44500
"2773",2015,"Temple University",3371,3371,"Philadelphia","Pennsylvania","19122",227468,"",207146.89,"","7632","","6950.19","","42101","42101",37980
"2774",2015,"Tennessee State University",3522,3522,"Nashville","Tennessee","37209",19955,"",18172.3,"","470","","428.01","","47037","47037",34980
"2775",2015,"Tennessee State University",3522,3522,"Nashville","Tennessee","37209",19955,"",18172.3,"","470","","428.01","","47021","47021",34980
"2776",2015,"Tennessee Technological University",3523,3523,"Cookeville","Tennessee","38505",11082,"",10091.98,"","99","","90.16","","47141","47141",18260
"2777",2015,"Texas A&M International University",9651,9651,"Laredo","Texas","78040",2917,"",2656.41,"","49","","44.62","","48479","48479",29700
"2778",2015,"Texas A&M University, College Station and Health Science Center",3632,3632,"College Station","Texas","77843",866678,"",789252.34,"","71559","","65166.20","","48041","48041",17780
"2779",2015,"Texas A&M University-Commerce",3565,3565,"Commerce","Texas","75429",3755,"",3419.54,"","94","","85.60","","48231","48231",19100
"2780",2015,"Texas A&M University-Corpus Christi",11161,11161,"Corpus Chrsti","Texas","78412",24507,"",22317.64,"","623","","567.34","","48355","48355",18580
"2781",2015,"Texas A&M University-Kingsville",3639,3639,"Kingsville","Texas","78363",20894,"",19027.41,"","821","","747.66","","48273","48273",28780
"2782",2015,"Texas A&M University-Kingsville",3639,3639,"Kingsville","Texas","78363",20894,"",19027.41,"","821","","747.66","","48355","48355",18580
"2783",2015,"Texas Christian University",3636,3636,"Fort Worth","Texas","76129",8007,"",7291.69,"","2087","","1900.56","","48439","48439",19100
"2784",2015,"Texas Southern University",3642,3642,"Houston","Texas","77004",5005,"",4557.87,"","84","","76.50","","48201","48201",26420
"2785",2015,"Texas State University",3615,3615,"San Marcos","Texas","78666",47694,"",43433.2,"","1843","","1678.35","","48187","48187",41700
"2786",2015,"Texas State University",3615,3615,"San Marcos","Texas","78666",47694,"",43433.2,"","1843","","1678.35","","48209","48209",12420
"2787",2015,"Texas State University",3615,3615,"San Marcos","Texas","78666",47694,"",43433.2,"","1843","","1678.35","","48055","48055",12420
"2788",2015,"Texas State University",3615,3615,"San Marcos","Texas","78666",47694,"",43433.2,"","1843","","1678.35","","48091","48091",41700
"2789",2015,"Texas Tech University",3644,3644,"Lubbock","Texas","79409",163897,"",149255.08,"","11033","","10047.35","","48303","48303",31180
"2790",2015,"Texas Tech University Health Sciences Center",10674,10674,"Lubbock","Texas","79430",40438,"",36825.43,"","235","","214.01","","48303","48303",31180
"2791",2015,"Texas Tech University Health Sciences Center, El Paso",102044,10674,"El Paso","Texas","79905",18889,"",17201.53,"","248","","225.84","","48141","48141",21340
"2792",2015,"Texas Woman's University",3646,3646,"Denton","Texas","76204",2310,"",2103.63,"","29","","26.41","","48121","48121",19100
"2793",2015,"Thomas Jefferson University",3278,3278,"Philadelphia","Pennsylvania","19107",119631,"",108943.63,"","9315","","8482.83","","42101","42101",37980
"2794",2015,"Tougaloo College",2439,2439,"Tougaloo","Mississippi","39174",2689,"",2448.78,"","0","","0.00","","28049","28049",27140
"2795",2015,"Touro University, Vallejo",41426,41426,"Vallejo","California","94592",3106,"",2828.52,"","0","","0.00","","6095","06095",46700
"2796",2015,"Towson University",2099,2099,"Towson","Maryland","21204",3153,"",2871.32,"","125","","113.83","","24005","24005",12580
"2797",2015,"Toyota Technological Institute at Chicago",666367,666367,"Chicago","Illinois","60637",2543,"",2315.82,"","179","","163.01","","17031","17031",16980
"2798",2015,"Trinity College, Hartford",1414,1414,"Hartford","Connecticut","06106",1717,"",1563.61,"","46","","41.89","","9003","09003",25540
"2799",2015,"Trinity University",3647,3647,"San Antonio","Texas","78212",2633,"",2397.78,"","82","","74.67","","48029","48029",41700
"2800",2015,"Tufts University",2219,2219,"Medford","Massachusetts","02155",168314,"",153277.48,"","9151","","8333.49","","25017","25017",14460
"2801",2015,"Tulane University",2029,2029,"New Orleans","Louisiana","70118",152658,"",139020.13,"","5290","","4817.41","","22071","22071",35380
"2802",2015,"Tuskegee University",1050,1050,"Tuskegee","Alabama","36088",20740,"i",18887.17,"i","0","i","0.00","i","1087","01087",NA
"2803",2015,"Uniformed Services University of the Health Sciences",29169,29169,"Bethesda","Maryland","20814",361173,"",328907.2,"","0","","0.00","","24031","24031",47900
"2804",2015,"Union College, Schenectady",2889,2889,"Schenectady","New York","12308",1560,"",1420.64,"","10","","9.11","","36093","36093",10580
"2805",2015,"United States Air Force Academy",1369,1369,"Colorado Spring","Colorado","80840",38326,"",34902.1,"","510","","464.44","","8041","08041",17820
"2806",2015,"United States Military Academy",2893,2893,"West Point","New York","10996",15312,"",13944.09,"","0","","0.00","","36071","36071",35620
"2807",2015,"United States Naval Academy",2101,2101,"Annapolis","Maryland","21402",9609,"",8750.57,"","0","","0.00","","24003","24003",12580
"2808",2015,"Universidad Central del Caribe",29229,29229,"Bayamon","Puerto Rico","00633",6964,"",6341.86,"","0","","0.00","","72035","72035",41980
"2809",2015,"Universidad Central del Caribe",29229,29229,"Bayamon","Puerto Rico","00633",6964,"",6341.86,"","0","","0.00","","72021","72021",41980
"2810",2015,"Universidad Metropolitana",29278,29278,"Rio Piedras","Puerto Rico","00928",6361,"",5792.73,"","0","","0.00","","72127","72127",41980
"2811",2015,"Universidad del Este",3941,3941,"Carolina","Puerto Rico","00983",1174,"",1069.12,"","0","","0.00","","72031","72031",41980
"2812",2015,"Universidad del Turabo",12841,12841,"Gurabo","Puerto Rico","00658",2473,"",2252.07,"","0","","0.00","","72063","72063",41980
"2813",2015,"University Houston system administration",11721,11721,"Houston","Texas","77002",1027,"",935.25,"","0","","0.00","","48201","48201",26420
"2814",2015,"University of Akron, The",12310,12310,"Akron","Ohio","44304",58512,"",53284.76,"","5284","","4811.95","","39153","39153",10420
"2815",2015,"University of Alabama at Birmingham, The",1052,1052,"Birmingham","Alabama","35294",516229,"",470111.1,"","48540","","44203.62","","1073","01073",13820
"2816",2015,"University of Alabama in Huntsville, The",1055,1055,"Huntsville","Alabama","35899",88439,"",80538.2,"","1403","","1277.66","","1089","01089",26620
"2817",2015,"University of Alabama, The, Tuscaloosa",1051,1051,"Tuscaloosa","Alabama","35487",58234,"",53031.6,"","2252","","2050.82","","01125","01125",46220
"2818",2015,"University of Alaska Anchorage",29095,29095,"Anchorage","Alaska","99508",17436,"",15878.34,"","614","","559.15","","2020","02020",11260
"2819",2015,"University of Alaska Fairbanks",29094,29094,"Fairbanks","Alaska","99775",142742,"",129989.98,"","4853","","4419.45","","2090","02090",21820
"2820",2015,"University of Alaska, Southeast",1065,29096,"Juneau","Alaska","99801",1588,"",1446.13,"","63","","57.37","","2110","02110",27940
"2821",2015,"University of Arizona, The",1083,1083,"Tucson","Arizona","85721",606219,"",552061.74,"","15558","","14168.11","","4019","04019",46060
"2822",2015,"University of Arkansas Pine Bluff",1086,1086,"Pine Bluff","Arkansas","71601",8425,"",7672.34,"","0","","0.00","","5069","05069",38220
"2823",2015,"University of Arkansas Pine Bluff",1086,1086,"Pine Bluff","Arkansas","71601",8425,"",7672.34,"","0","","0.00","","5079","05079",38220
"2824",2015,"University of Arkansas at Little Rock",1101,1101,"Little Rock","Arkansas","72204",7003,"",6377.38,"","248","","225.84","","5119","05119",30780
"2825",2015,"University of Arkansas for Medical Sciences",1109,1109,"Little Rock","Arkansas","72205",132451,"",120618.34,"","1167","","1062.74","","5119","05119",30780
"2826",2015,"University of Arkansas, Fayetteville",1108,1108,"Fayetteville","Arkansas","72701",133660,"",121719.33,"","11097","","10105.64","","5143","05143",22220
"2827",2015,"University of Baltimore",2102,2102,"Baltimore","Maryland","21201",5022,"",4573.35,"","0","","0.00","","24510","24510",12580
"2828",2015,"University of California, Berkeley",1312,1312,"Berkeley","California","94720",788505,"",718063.02,"","75480","","68736.91","","6001","06001",41860
"2829",2015,"University of California, Davis",1313,1313,"Davis","California","95616",721077,"",656658.77,"","40945","","37287.13","","6113","06113",40900
"2830",2015,"University of California, Davis",1313,1313,"Davis","California","95616",721077,"",656658.77,"","40945","","37287.13","","6095","06095",46700
"2831",2015,"University of California, Irvine",1314,1314,"Irvine","California","92717",329798,"",300335.12,"","15369","","13995.99","","06059","06059",31080
"2832",2015,"University of California, Los Angeles",1315,1315,"Los Angeles","California","90024",1021227,"",929994.54,"","55613","","50644.75","","6037","06037",31080
"2833",2015,"University of California, Merced",666371,666371,"Merced","California","95343",29688,"",27035.79,"","574","","522.72","","6047","06047",32900
"2834",2015,"University of California, Office of the President",1311,1311,"Oakland","California","94612",48341,"",44022.4,"","0","","0.00","","6001","06001",41860
"2835",2015,"University of California, Riverside",1316,1316,"Riverside","California","92521",144511,"",131600.95,"","6726","","6125.13","","6065","06065",40140
"2836",2015,"University of California, San Diego",1317,1317,"La Jolla","California","92093",1101466,"",1003065.29,"","84672","","77107.73","","6073","06073",41740
"2837",2015,"University of California, San Francisco",1319,1319,"San Francisco","California","94143",1126620,"",1025972.13,"","69101","","62927.78","","6075","06075",41860
"2838",2015,"University of California, Santa Barbara",1320,1320,"Santa Barbara","California","93106",222870,"",202959.66,"","20689","","18840.72","","6083","06083",42200
"2839",2015,"University of California, Santa Cruz",1321,1321,"Santa Cruz","California","95064",151713,"",138159.55,"","8571","","7805.30","","6087","06087",42100
"2840",2015,"University of Central Arkansas",1092,1092,"Conway","Arkansas","72032",3502,"",3189.14,"","0","","0.00","","5045","05045",30780
"2841",2015,"University of Central Florida",3954,3954,"Orlando","Florida","32816",215519,"",196265.37,"","8175","","7444.68","","12095","12095",36740
"2842",2015,"University of Central Oklahoma",3152,3152,"Edmond","Oklahoma","73034",7691,"",7003.92,"","14","","12.75","","40109","40109",36420
"2843",2015,"University of Central Oklahoma",3152,3152,"Edmond","Oklahoma","73034",7691,"",7003.92,"","14","","12.75","","40083","40083",36420
"2844",2015,"University of Chicago, The",1774,1774,"Chicago","Illinois","60637",412536,"",375681.63,"","25869","","23557.96","","17031","17031",16980
"2845",2015,"University of Cincinnati",8805,8805,"Cincinnati","Ohio","45221",436028,"",397074.95,"","26109","","23776.52","","39061","39061",17140
"2846",2015,"University of Colorado Boulder",1370,1370,"Boulder","Colorado","80309",420775,"",383184.59,"","10961","","9981.79","","8013","08013",14500
"2847",2015,"University of Colorado Colorado Springs",4509,4509,"Colorado Spg","Colorado","80933",6988,"",6363.72,"","959","","873.33","","8041","08041",17820
"2848",2015,"University of Colorado at Denver and Anschutz Medical Campus",4508,4508,"Denver","Colorado","80262",410081,"",373445.95,"","40956","","37297.15","","08031","08031",19740
"2849",2015,"University of Connecticut",8718,8718,"Storrs","Connecticut","06269",259397,"",236223.48,"","10073","","9173.12","","9013","09013",25540
"2850",2015,"University of Dayton",3127,3127,"Dayton","Ohio","45469",98182,"",89410.8,"","6271","","5710.77","","39113","39113",19380
"2851",2015,"University of Delaware",1431,1431,"Newark","Delaware","19716",175724,"",160025.5,"","5415","","4931.24","","10003","10003",37980
"2852",2015,"University of Denver",1371,1371,"Denver","Colorado","80208",16116,"",14676.26,"","823","","749.48","","8031","08031",19740
"2853",2015,"University of Detroit Mercy",2323,2323,"Detroit","Michigan","48221",1882,"",1713.87,"","53","","48.27","","26163","26163",19820
"2854",2015,"University of Florida",1535,1535,"Gainesville","Florida","32611",739522,"",673455.97,"","41375","","37678.72","","12001","12001",23540
"2855",2015,"University of Georgia",1598,1598,"Athens","Georgia","30602",374264,"",340828.7,"","14737","","13420.45","","13059","13059",12020
"2856",2015,"University of Guam",3935,3935,"Mangilao","Guam","96923",6062,"",5520.44,"","42","","38.25","","66010","66010",NA
"2857",2015,"University of Hartford",1422,1422,"West Hartford","Connecticut","06117",1701,"",1549.04,"","0","","0.00","","9003","09003",25540
"2858",2015,"University of Hawaii at Hilo",29020,29020,"Hilo","Hawaii","96720",14495,"",13200.07,"","51","","46.44","","15001","15001",25900
