GeoType,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Micropolitan Statistical Area,242860,"Seneca, SC",14,17,15,15,14,9,10,13,10,6,17,11,11,19,11,9,201
Micropolitan Statistical Area,244260,"Starkville, MS",17,16,21,13,11,6,17,18,10,8,7,9,14,17,8,8,200
Micropolitan Statistical Area,212660,"Baraboo, WI",17,14,9,19,5,21,15,8,9,7,15,14,10,9,16,9,197
Micropolitan Statistical Area,225900,"Hilo, HI",8,16,8,11,11,4,12,7,9,12,18,21,15,13,15,12,192
Micropolitan Statistical Area,248060,"Watertown-Fort Drum, NY",18,23,14,14,10,9,6,8,9,6,16,13,15,11,6,9,187
Micropolitan Statistical Area,229060,"Laconia, NH",17,10,5,16,5,10,11,6,9,3,13,15,7,17,27,14,185
Micropolitan Statistical Area,212740,"Barre, VT",14,9,13,7,17,8,14,13,8,10,10,8,14,8,15,12,180
Micropolitan Statistical Area,236020,"Oak Harbor, WA",3,4,7,14,9,11,9,8,6,12,14,17,12,18,15,23,178
Micropolitan Statistical Area,236820,"Oskaloosa, IA",3,4,8,5,9,5,7,7,5,8,14,20,24,18,18,19,174
Micropolitan Statistical Area,234140,"Moscow, ID",11,9,6,14,7,11,18,6,16,8,14,8,7,13,16,9,173
Micropolitan Statistical Area,247540,"Wapakoneta, OH",18,20,17,20,13,8,1,5,3,6,7,9,9,13,11,13,170
Micropolitan Statistical Area,216540,"Chambersburg, PA",16,12,14,10,10,5,6,12,9,6,12,7,8,11,18,13,169
Micropolitan Statistical Area,214940,"Brigham City, UT",9,13,8,13,9,7,12,10,6,12,12,11,15,10,7,13,167
Micropolitan Statistical Area,226460,"Hudson, NY",17,10,16,5,6,3,8,6,7,5,13,15,9,20,15,10,165
Micropolitan Statistical Area,242380,"Sayre, PA",15,11,13,17,16,14,11,18,12,4,8,6,5,7,3,3,163
Micropolitan Statistical Area,226780,"Hutchinson, MN",11,7,9,9,8,8,10,16,11,11,10,8,7,5,15,16,161
Micropolitan Statistical Area,246180,"Tupelo, MS",12,7,7,6,8,11,9,9,4,13,14,16,14,16,4,9,159
Micropolitan Statistical Area,242580,"Seaford, DE",12,13,15,10,7,4,13,4,10,9,13,12,7,11,10,8,158
Micropolitan Statistical Area,243860,"Southern Pines-Pinehurst, NC",10,16,8,7,14,11,6,6,11,5,14,8,8,11,7,15,157
Micropolitan Statistical Area,244420,"Staunton-Waynesboro, VA",11,14,17,11,8,13,9,7,6,6,11,11,6,10,10,6,156
Micropolitan Statistical Area,240300,"Rochelle, IL",7,8,11,1,8,7,8,9,10,11,11,14,10,8,16,16,155
Micropolitan Statistical Area,212860,"Batavia, NY",14,15,14,9,16,4,7,7,1,3,12,10,16,8,13,5,154
Micropolitan Statistical Area,246380,"Ukiah, CA",15,10,7,8,10,7,12,10,12,6,12,8,7,12,8,10,154
Micropolitan Statistical Area,240860,"Rutland, VT",6,8,3,3,4,5,5,9,12,11,10,7,16,17,17,19,152
Micropolitan Statistical Area,227460,"Jamestown-Dunkirk-Fredonia, NY",16,16,13,15,12,5,7,8,5,10,6,6,6,7,11,8,151
Micropolitan Statistical Area,229300,"LaGrange, GA",13,19,17,10,21,10,8,4,11,4,4,4,4,8,6,7,150
Micropolitan Statistical Area,219300,"Daphne-Fairhope-Foley, AL",17,9,12,10,8,9,7,4,7,6,11,8,6,10,12,13,149
Micropolitan Statistical Area,232100,"Marquette, MI",9,4,6,9,4,6,6,9,3,4,4,12,18,19,16,19,148
Micropolitan Statistical Area,220620,"East Liverpool-Salem, OH",7,11,9,8,12,5,11,11,7,11,15,8,5,8,6,13,147
Micropolitan Statistical Area,245640,"Thomasville-Lexington, NC",12,5,5,7,12,5,10,8,13,10,13,4,6,10,12,15,147
Micropolitan Statistical Area,239060,"Pottsville, PA",10,10,8,10,15,5,15,2,8,8,5,12,7,12,6,13,146
Micropolitan Statistical Area,228340,"Kendallville, IN",9,17,14,8,18,8,12,9,9,2,7,9,4,11,2,6,145
Micropolitan Statistical Area,212140,"Auburn, IN",13,9,14,14,12,5,6,9,4,11,11,5,8,5,10,7,143
Micropolitan Statistical Area,215100,"Brookings, SD",5,6,6,6,14,4,2,3,2,3,7,10,20,22,19,14,143
Micropolitan Statistical Area,235100,"New Bern, NC",7,11,9,10,8,4,6,8,2,5,8,11,17,18,8,11,143
Micropolitan Statistical Area,235340,"New Iberia, LA",23,12,7,10,5,5,7,7,11,5,15,6,12,4,6,8,143
Micropolitan Statistical Area,240080,"Richmond-Berea, KY",5,8,4,6,3,7,1,14,10,13,15,14,20,10,7,6,143
Micropolitan Statistical Area,213540,"Bennington, VT",7,11,13,9,6,9,2,3,3,10,7,12,16,11,13,10,142
Micropolitan Statistical Area,226860,"Indiana, PA",23,17,11,11,6,2,8,4,6,4,10,5,6,7,9,12,141
Micropolitan Statistical Area,224180,"Granbury, TX",7,6,7,9,7,4,7,7,6,5,4,16,11,12,13,18,139
Micropolitan Statistical Area,230740,"Lincolnton, NC",7,12,8,4,9,6,1,10,7,9,4,11,7,12,16,14,137
Micropolitan Statistical Area,247460,"Walla Walla, WA",11,11,10,11,5,4,13,8,4,10,5,3,4,9,11,18,137
Micropolitan Statistical Area,221700,"Eureka-Arcata-Fortuna, CA",8,6,27,9,9,11,10,4,9,8,4,3,8,8,7,5,136
Micropolitan Statistical Area,223900,"Gettysburg, PA",8,12,6,6,13,4,10,8,6,7,5,7,6,16,13,7,134
Micropolitan Statistical Area,245380,"Taylorville, IL",8,12,10,8,7,6,4,9,10,8,9,6,14,9,9,5,134
Micropolitan Statistical Area,241820,"Sanford, NC",10,7,4,10,2,9,6,8,4,9,11,10,6,10,13,14,133
Micropolitan Statistical Area,235500,"Newton, IA",13,10,14,17,12,7,8,4,7,6,5,3,7,3,11,5,132
Micropolitan Statistical Area,238020,"Phoenix Lake-Cedar Ridge, CA",9,8,11,8,10,12,13,6,6,6,5,5,8,13,4,8,132
Micropolitan Statistical Area,227540,"Jasper, IN",9,6,13,12,11,2,5,9,3,2,5,16,18,9,4,6,130
Micropolitan Statistical Area,235260,"New Castle, PA",18,9,12,8,12,6,8,9,4,1,6,11,11,5,5,4,129
Micropolitan Statistical Area,213940,"Blackfoot, ID",7,11,11,13,7,5,13,10,4,10,6,7,9,4,8,7,128
Micropolitan Statistical Area,234700,"Muscatine, IA",7,10,8,9,15,18,11,5,1,1,3,6,7,10,10,6,127
Micropolitan Statistical Area,249100,"Winona, MN",3,8,6,4,4,5,4,5,5,8,4,16,18,5,13,18,126
Micropolitan Statistical Area,229580,"Lancaster, SC",7,6,9,10,7,4,2,4,6,2,7,9,12,17,10,17,125
Micropolitan Statistical Area,210820,"Alexandria, MN",6,6,6,4,7,14,12,10,8,8,14,9,3,8,5,4,124
Micropolitan Statistical Area,232060,"Marion-Herrin, IL",5,5,9,11,9,9,14,8,10,5,7,7,7,7,4,7,124
Micropolitan Statistical Area,236300,"Ogdensburg-Massena, NY",7,9,2,8,3,6,4,1,5,8,6,11,13,9,17,15,124
Micropolitan Statistical Area,224740,"Greenville, MS",4,7,3,9,4,3,15,12,6,13,6,14,11,2,9,4,122
Micropolitan Statistical Area,237020,"Owosso, MI",6,4,6,7,7,4,6,7,5,10,10,6,8,8,18,10,122
Micropolitan Statistical Area,218660,"Cortland, NY",5,7,5,8,8,10,11,6,6,7,8,10,5,10,9,6,121
Micropolitan Statistical Area,220780,"Edwards, CO",7,7,6,6,2,3,6,5,4,4,4,10,13,13,11,20,121
Micropolitan Statistical Area,223660,"Galesburg, IL",14,8,14,5,9,6,2,8,7,7,10,4,5,10,6,5,120
Micropolitan Statistical Area,224420,"Grants Pass, OR",6,12,4,8,2,6,3,7,7,8,12,8,10,5,12,9,119
Micropolitan Statistical Area,230500,"Lexington Park, MD",6,7,9,19,6,4,9,8,4,7,8,6,8,1,7,10,119
Micropolitan Statistical Area,239980,"Richmond, IN",9,11,5,3,4,8,6,12,7,3,5,8,10,10,9,9,119
Micropolitan Statistical Area,211980,"Athens, TX",4,6,7,3,8,2,4,1,4,3,9,9,13,12,19,16,118
Micropolitan Statistical Area,213340,"Bellefontaine, OH",7,5,6,6,7,2,2,2,10,7,10,14,17,11,7,4,117
Micropolitan Statistical Area,232740,"Meadville, PA",10,4,4,7,9,10,5,1,2,5,7,11,9,14,10,9,117
Micropolitan Statistical Area,237820,"Pendleton-Hermiston, OR",2,0,5,4,4,3,3,5,4,2,13,30,21,12,4,5,117
Micropolitan Statistical Area,248940,"Wilmington, OH",2,5,5,5,3,3,6,3,11,10,18,9,10,8,11,8,117
Micropolitan Statistical Area,210700,"Albertville, AL",9,10,3,7,7,5,4,6,4,5,3,6,15,13,11,11,117
Micropolitan Statistical Area,211420,"Angola, IN",7,13,10,12,8,12,4,7,2,5,6,5,2,13,4,6,116
Micropolitan Statistical Area,236900,"Ottumwa, IA",4,3,1,14,10,6,18,9,2,2,7,7,10,10,4,9,116
Micropolitan Statistical Area,211220,"Amsterdam, NY",10,9,13,7,5,5,1,5,5,6,2,3,5,14,13,12,115
Micropolitan Statistical Area,243420,"Sierra Vista-Douglas, AZ",7,9,6,2,10,2,8,8,2,7,10,8,9,9,8,9,114
Micropolitan Statistical Area,216380,"Celina, OH",10,10,4,5,11,9,6,4,6,2,6,6,7,8,10,8,112
Micropolitan Statistical Area,236460,"Olean, NY",1,8,8,11,8,6,5,5,4,5,7,11,7,9,10,7,112
Micropolitan Statistical Area,238820,"Port Angeles, WA",4,3,1,5,3,9,8,6,8,6,5,6,6,14,11,16,111
Micropolitan Statistical Area,226140,"Homosassa Springs, FL",10,4,5,14,8,7,6,5,8,6,7,5,14,6,6,3,111
Micropolitan Statistical Area,238500,"Plymouth, IN",15,16,8,6,3,9,5,6,7,4,3,6,5,5,9,3,110
Micropolitan Statistical Area,227420,"Jamestown, ND",2,3,3,9,4,5,8,5,4,6,20,10,7,10,7,6,109
Micropolitan Statistical Area,228260,"Kearney, NE",6,6,8,8,3,4,5,13,4,1,5,12,11,6,7,10,109
Micropolitan Statistical Area,232270,"Marshfield-Wisconsin Rapids, WI",7,7,6,9,7,5,7,6,4,6,8,2,3,8,9,15,109
Micropolitan Statistical Area,244580,"Sterling, IL",4,9,6,11,6,9,11,4,5,4,8,5,8,9,5,5,109
Micropolitan Statistical Area,211660,"Arkadelphia, AR",14,18,21,10,7,6,3,3,3,2,3,2,8,3,4,0,107
Micropolitan Statistical Area,211780,"Ashtabula, OH",8,9,6,14,6,7,9,6,6,2,5,7,4,6,6,6,107
Micropolitan Statistical Area,213260,"Bedford, IN",0,1,1,3,5,7,3,3,2,4,10,14,16,19,10,7,105
Micropolitan Statistical Area,246300,"Twin Falls, ID",5,4,7,10,7,1,7,1,3,8,11,7,5,8,10,10,104
Micropolitan Statistical Area,220420,"Durango, CO",9,5,7,2,6,6,2,1,3,4,5,7,8,12,14,12,103
Micropolitan Statistical Area,235940,"Norwalk, OH",9,5,11,3,11,9,8,5,4,2,6,2,7,5,9,7,103
Micropolitan Statistical Area,218820,"Crawfordsville, IN",9,3,5,1,1,7,8,3,1,5,5,8,9,6,22,7,100
Micropolitan Statistical Area,243140,"Shelby, NC",11,8,4,5,12,7,4,6,3,9,3,6,5,8,3,6,100
Micropolitan Statistical Area,246100,"Tullahoma, TN",11,4,12,11,11,9,2,8,4,7,1,7,3,5,1,3,99
Micropolitan Statistical Area,219220,"Danville, KY",5,5,4,6,6,5,12,12,10,6,3,6,2,4,7,5,98
Micropolitan Statistical Area,211740,"Ashland, OH",10,5,10,4,4,9,4,6,5,4,7,5,6,8,5,3,95
Micropolitan Statistical Area,222260,"Fergus Falls, MN",4,2,5,6,6,6,4,3,2,3,6,6,9,5,12,16,95
Micropolitan Statistical Area,226480,"Humboldt, TN",3,6,7,4,5,4,5,4,12,4,13,15,2,7,1,2,94
Micropolitan Statistical Area,232700,"McPherson, KS",2,4,3,11,7,4,5,2,7,2,5,8,5,6,9,14,94
Micropolitan Statistical Area,239500,"Quincy, IL-MO",13,23,8,7,9,5,4,3,2,2,1,3,2,2,7,3,94
Micropolitan Statistical Area,243740,"Somerset, PA",5,9,5,4,4,3,3,3,5,6,2,16,9,4,8,8,94
Micropolitan Statistical Area,218100,"Columbus, NE",4,7,5,1,6,7,0,5,2,1,5,4,10,10,16,9,92
Micropolitan Statistical Area,240820,"Ruston, LA",0,2,6,1,2,0,9,1,6,5,9,8,11,12,10,9,91
Micropolitan Statistical Area,224620,"Greeneville, TN",7,4,4,3,9,4,3,3,5,6,4,9,4,2,13,10,90
Micropolitan Statistical Area,212380,"Austin, MN",7,6,6,7,4,2,8,2,3,4,9,7,2,9,8,5,89
Micropolitan Statistical Area,224940,"Greenwood, SC",6,1,3,5,4,3,5,6,9,6,3,8,8,5,8,8,88
Micropolitan Statistical Area,237060,"Oxford, MS",3,1,6,7,8,4,6,5,11,2,7,3,5,8,6,6,88
Micropolitan Statistical Area,236340,"Oil City, PA",5,7,7,11,7,4,5,5,2,1,6,1,7,2,6,11,87
Micropolitan Statistical Area,240500,"Rockland, ME",6,5,12,9,11,5,4,4,6,3,7,2,4,4,3,2,87
Micropolitan Statistical Area,225720,"Heber, UT",1,4,2,1,3,6,2,5,4,3,6,11,5,10,12,11,86
Micropolitan Statistical Area,243540,"Silverthorne, CO",7,3,6,4,7,2,7,3,1,2,3,2,7,8,13,10,85
Micropolitan Statistical Area,214100,"Bloomsburg-Berwick, PA",5,5,6,6,2,3,5,4,5,13,3,6,1,6,9,5,84
Micropolitan Statistical Area,214340,"Boone, IA",2,3,1,3,2,4,3,3,4,4,8,7,7,6,15,12,84
Micropolitan Statistical Area,216060,"Carbondale, IL",2,4,3,4,8,3,6,3,2,1,7,10,7,9,9,6,84
Micropolitan Statistical Area,241580,"Salisbury, NC",4,2,5,7,8,5,9,3,4,4,5,5,2,7,4,10,84
Micropolitan Statistical Area,212300,"Augusta-Waterville, ME",8,5,6,7,6,6,3,1,2,6,6,3,9,7,1,7,83
Micropolitan Statistical Area,231940,"Marinette, WI-MI",7,2,4,8,8,5,6,3,6,1,5,2,7,6,7,6,83
Micropolitan Statistical Area,234340,"Mount Airy, NC",6,5,1,4,3,9,4,2,5,4,6,10,8,6,6,4,83
Micropolitan Statistical Area,218980,"Cullman, AL",3,3,3,2,6,6,11,4,9,5,5,4,7,4,6,4,82
Micropolitan Statistical Area,226220,"Hood River, OR",2,1,4,6,1,5,8,6,5,7,4,6,4,4,7,11,81
Micropolitan Statistical Area,234020,"Morgan City, LA",3,9,9,8,7,4,5,2,3,1,1,3,13,4,7,2,81
Micropolitan Statistical Area,242980,"Seymour, IN",2,3,5,6,0,5,6,6,4,2,8,3,0,6,11,14,81
Micropolitan Statistical Area,225340,"Harriman, TN",9,5,2,9,1,2,2,3,1,6,6,7,10,5,6,6,80
Micropolitan Statistical Area,234380,"Mount Pleasant, MI",6,4,4,6,7,3,5,2,6,4,5,5,6,5,9,3,80
Micropolitan Statistical Area,234540,"Mount Vernon, OH",7,5,5,5,6,2,5,5,3,2,5,5,8,6,8,3,80
Micropolitan Statistical Area,238460,"Plattsburgh, NY",5,7,6,4,4,2,5,8,3,2,8,3,8,6,4,5,80
Micropolitan Statistical Area,211620,"Ardmore, OK",3,3,3,5,4,5,5,2,7,6,6,7,7,3,10,3,79
Micropolitan Statistical Area,215460,"Burlington, IA-IL",5,12,4,10,5,5,4,1,5,1,7,2,2,6,2,8,79
Micropolitan Statistical Area,228820,"Kinston, NC",8,5,3,5,5,0,3,2,4,6,7,11,5,6,7,2,79
Micropolitan Statistical Area,233820,"Monroe, WI",4,2,8,4,2,9,4,4,5,3,6,2,6,10,7,3,79
Micropolitan Statistical Area,218220,"Connersville, IN",4,13,7,4,6,4,4,7,3,5,6,4,3,5,2,1,78
Micropolitan Statistical Area,223620,"Gainesville, TX",1,3,2,3,8,3,3,4,3,5,8,7,4,3,8,13,78
Micropolitan Statistical Area,220380,"Dunn, NC",10,7,7,8,4,7,2,3,6,4,3,2,2,6,4,2,77
Micropolitan Statistical Area,244620,"Stevens Point, WI",4,10,3,2,4,5,6,1,3,1,2,6,12,6,7,5,77
Micropolitan Statistical Area,220660,"Easton, MD",6,2,3,2,3,1,5,5,1,2,4,5,6,6,15,10,76
Micropolitan Statistical Area,230660,"Lincoln, IL",10,1,6,3,4,5,4,11,9,8,3,2,4,1,2,3,76
Micropolitan Statistical Area,237140,"Paducah, KY-IL",4,9,4,4,8,2,7,3,4,2,5,4,5,4,3,8,76
Micropolitan Statistical Area,226540,"Huntington, IN",6,6,6,6,8,7,5,6,3,3,3,1,1,3,5,6,75
Micropolitan Statistical Area,240700,"Roseburg, OR",13,11,4,7,3,3,4,2,5,3,4,3,3,3,1,6,75
Micropolitan Statistical Area,235740,"Norfolk, NE",1,3,2,5,1,4,5,4,3,4,5,2,12,11,7,5,74
Micropolitan Statistical Area,238100,"Picayune, MS",2,5,3,0,2,0,5,5,5,3,6,10,8,10,3,7,74
Micropolitan Statistical Area,226740,"Hutchinson, KS",2,3,6,2,1,3,6,4,4,3,4,9,2,5,10,9,73
Micropolitan Statistical Area,232860,"Menomonie, WI",5,4,9,5,7,3,4,1,1,2,5,4,4,6,9,6,73
Micropolitan Statistical Area,214380,"Boone, NC",3,6,1,3,1,4,8,8,3,3,3,6,8,6,5,6,72
Micropolitan Statistical Area,216660,"Charleston-Mattoon, IL",8,5,11,6,13,1,7,2,2,1,1,1,9,2,1,2,72
Micropolitan Statistical Area,238420,"Platteville, WI",4,9,3,5,3,3,5,5,5,2,8,5,1,4,5,5,72
Micropolitan Statistical Area,247420,"Wahpeton, ND-MN",2,7,5,5,7,7,4,5,2,6,2,2,6,3,4,5,72
Micropolitan Statistical Area,215620,"Cadillac, MI",5,11,6,5,1,4,3,7,3,5,3,4,2,5,1,6,71
Micropolitan Statistical Area,224700,"Greensburg, IN",5,2,4,2,5,3,7,5,8,7,5,5,2,5,4,2,71
Micropolitan Statistical Area,231920,"Marble Falls, TX",7,5,4,6,4,4,2,2,3,7,5,3,9,7,5,4,71
Micropolitan Statistical Area,242700,"Sebring, FL",3,3,7,2,6,4,7,8,5,5,2,3,3,7,3,3,71
Micropolitan Statistical Area,210140,"Aberdeen, WA",5,4,3,7,3,2,8,3,2,2,3,4,6,7,7,4,70
Micropolitan Statistical Area,224100,"Gloversville, NY",8,1,2,7,9,2,4,3,3,4,6,7,5,0,4,5,70
Micropolitan Statistical Area,236580,"Oneonta, NY",3,1,6,2,1,3,7,1,4,2,10,1,5,7,9,8,70
Micropolitan Statistical Area,241460,"Salina, KS",9,3,3,5,7,6,3,7,5,0,2,6,4,4,3,3,70
Micropolitan Statistical Area,242940,"Sevierville, TN",6,6,6,6,2,4,3,4,1,1,3,3,4,6,8,7,70
Micropolitan Statistical Area,210220,"Ada, OK",0,0,3,5,7,1,4,5,3,7,5,4,4,7,7,7,69
Micropolitan Statistical Area,240180,"Riverton, WY",10,7,4,4,3,5,4,2,2,4,4,4,8,5,3,2,69
Micropolitan Statistical Area,244780,"Sturgis, MI",8,5,7,5,6,3,5,7,6,3,1,3,1,4,3,1,68
Micropolitan Statistical Area,224260,"Grand Island, NE",3,5,6,2,5,4,7,1,7,2,3,3,8,5,1,4,66
Micropolitan Statistical Area,225220,"Hammond, LA",4,2,3,4,7,7,5,3,3,1,5,5,2,4,8,3,66
Micropolitan Statistical Area,233420,"Mineral Wells, TX",1,5,0,1,1,3,5,2,5,4,7,5,7,6,12,2,66
Micropolitan Statistical Area,243220,"Shelton, WA",5,5,3,3,4,4,5,0,3,3,2,6,4,7,7,5,66
Micropolitan Statistical Area,219940,"Dixon, IL",3,1,4,10,2,4,0,0,1,1,0,2,5,6,11,15,65
Micropolitan Statistical Area,231980,"Marion, IN",3,6,8,7,6,7,4,3,1,5,4,4,4,1,0,2,65
Micropolitan Statistical Area,246500,"Urbana, OH",5,2,3,2,2,5,6,4,1,2,3,2,12,10,3,3,65
Micropolitan Statistical Area,214700,"Branson, MO",4,2,6,4,4,3,6,4,4,2,5,4,2,5,6,3,64
Micropolitan Statistical Area,222100,"Farmington, MO",2,3,0,1,4,2,2,5,3,6,6,2,5,10,7,6,64
Micropolitan Statistical Area,232940,"Meridian, MS",5,6,5,5,2,4,3,6,4,3,4,3,3,3,5,3,64
Micropolitan Statistical Area,211820,"Astoria, OR",3,3,7,3,9,8,3,2,2,1,3,4,3,3,7,2,63
Micropolitan Statistical Area,219580,"Defiance, OH",4,3,6,11,5,3,10,6,2,2,0,2,4,1,3,2,63
Micropolitan Statistical Area,223140,"Frankfort, IN",1,3,2,7,7,9,3,4,6,2,2,2,0,3,6,6,63
Micropolitan Statistical Area,231380,"Macomb, IL",4,1,0,0,8,6,4,10,4,6,4,5,1,6,4,0,63
Micropolitan Statistical Area,238700,"Pontiac, IL",5,3,4,4,14,4,7,0,4,2,9,1,4,1,1,0,63
Micropolitan Statistical Area,217340,"Clearlake, CA",2,2,2,3,3,3,3,2,6,6,5,7,4,8,5,1,62
Micropolitan Statistical Area,232020,"Marion, OH",6,3,2,6,5,5,2,3,4,4,3,3,3,5,6,2,62
Micropolitan Statistical Area,234180,"Moses Lake, WA",6,4,3,6,2,3,6,3,2,2,2,4,2,6,4,7,62
Micropolitan Statistical Area,234860,"Nacogdoches, TX",7,6,7,6,4,4,5,2,4,1,2,0,1,4,4,5,62
Micropolitan Statistical Area,246980,"Vicksburg, MS",7,11,2,3,8,5,4,2,0,4,5,1,4,2,2,2,62
Micropolitan Statistical Area,247340,"Wabash, IN",4,7,2,3,4,2,6,3,2,4,3,4,5,6,6,1,62
Micropolitan Statistical Area,248980,"Wilson, NC",5,3,2,1,4,0,8,4,2,4,6,8,2,5,4,4,62
Micropolitan Statistical Area,226660,"Huntsville, TX",1,2,2,5,4,4,7,4,3,8,4,2,3,1,5,6,61
Micropolitan Statistical Area,228500,"Kerrville, TX",5,1,5,7,2,3,3,6,1,4,2,3,3,7,3,6,61
Micropolitan Statistical Area,231500,"Madison, IN",3,5,2,5,6,2,6,5,2,2,1,2,1,2,5,12,61
Micropolitan Statistical Area,247980,"Watertown, SD",4,6,5,7,7,3,4,1,3,3,2,3,2,6,1,4,61
Micropolitan Statistical Area,215580,"Butte-Silver Bow, MT",4,9,4,3,3,0,1,3,4,1,1,4,5,4,7,7,60
Micropolitan Statistical Area,217740,"Coldwater, MI",7,6,10,10,4,6,5,2,0,1,1,1,2,0,5,0,60
Micropolitan Statistical Area,233980,"Morehead City, NC",3,7,3,5,6,7,3,2,2,2,5,3,4,2,5,1,60
Micropolitan Statistical Area,240540,"Rock Springs, WY",5,2,5,6,4,0,2,1,1,5,7,2,3,7,3,7,60
Micropolitan Statistical Area,247620,"Warren, PA",6,5,8,1,2,5,8,3,1,9,2,2,2,3,3,0,60
Micropolitan Statistical Area,215860,"Ca?on City, CO",3,2,10,1,5,3,3,5,0,4,1,5,4,1,8,4,59
Micropolitan Statistical Area,234780,"Muskogee, OK",7,7,5,3,5,6,2,4,1,4,3,5,0,2,2,3,59
Micropolitan Statistical Area,237260,"Palatka, FL",8,5,3,3,1,5,1,6,2,3,4,3,3,5,4,3,59
Micropolitan Statistical Area,222800,"Fort Madison-Keokuk, IA-MO",5,4,5,4,5,1,3,4,2,4,2,4,2,5,4,4,58
Micropolitan Statistical Area,238260,"Pittsburg, KS",7,2,3,5,5,3,1,5,0,3,4,5,2,6,4,3,58
Micropolitan Statistical Area,223240,"Fredericksburg, TX",3,2,1,0,1,0,1,0,1,2,4,13,7,9,8,5,57
Micropolitan Statistical Area,228180,"Kapaa, HI",3,3,0,1,4,3,7,2,3,1,2,3,6,8,5,6,57
Micropolitan Statistical Area,229900,"Laurinburg, NC",5,10,14,3,3,6,3,1,1,0,1,2,2,3,3,0,57
Micropolitan Statistical Area,219540,"Decatur, IN",7,3,2,6,7,1,6,3,0,2,2,2,3,2,4,6,56
Micropolitan Statistical Area,221460,"Enterprise-Ozark, AL",3,3,2,5,2,3,5,1,6,5,5,4,2,4,5,1,56
Micropolitan Statistical Area,223340,"Fremont, NE",6,5,4,1,5,7,2,6,4,1,4,2,2,3,3,1,56
Micropolitan Statistical Area,223380,"Fremont, OH",3,2,0,6,3,4,4,3,5,1,4,9,3,1,3,5,56
Micropolitan Statistical Area,228900,"Klamath Falls, OR",3,3,3,1,2,0,1,3,6,5,5,5,3,5,5,6,56
Micropolitan Statistical Area,232180,"Marshall, MO",1,2,4,2,1,1,1,2,1,5,7,8,4,7,4,6,56
Micropolitan Statistical Area,236180,"Ocean Pines, MD",4,2,4,4,2,5,1,3,0,0,1,4,5,8,7,6,56
Micropolitan Statistical Area,244020,"Spirit Lake, IA",6,4,4,4,6,9,3,3,1,2,2,3,1,1,5,2,56
Micropolitan Statistical Area,245660,"Tiffin, OH",2,3,3,2,3,3,2,1,5,5,4,4,3,4,6,6,56
Micropolitan Statistical Area,245700,"Tifton, GA",2,1,2,2,1,3,2,1,3,10,2,3,12,1,4,7,56
Micropolitan Statistical Area,223180,"Frankfort, KY",3,3,7,2,3,2,4,2,3,3,7,2,4,2,5,3,55
Micropolitan Statistical Area,237740,"Payson, AZ",3,3,4,1,2,2,4,1,0,3,1,5,3,5,9,9,55
Micropolitan Statistical Area,213100,"Beatrice, NE",2,4,5,5,1,2,3,2,2,4,6,7,5,2,3,1,54
Micropolitan Statistical Area,221540,"Escanaba, MI",7,0,3,4,4,3,7,4,7,2,1,2,4,3,1,2,54
Micropolitan Statistical Area,241260,"St. Marys, PA",4,3,7,7,4,1,0,1,3,2,4,3,3,7,3,2,54
Micropolitan Statistical Area,249460,"Yankton, SD",4,3,6,3,0,2,1,2,2,1,2,11,4,3,5,5,54
Micropolitan Statistical Area,213220,"Beckley, WV",1,4,2,4,2,0,1,2,0,1,6,1,7,7,3,12,53
Micropolitan Statistical Area,213420,"Bemidji, MN",2,2,0,3,4,2,2,3,3,5,5,3,2,6,4,7,53
Micropolitan Statistical Area,229380,"Lake City, FL",4,7,2,3,3,2,4,4,2,2,6,1,4,3,4,2,53
Micropolitan Statistical Area,236660,"Opelousas-Eunice, LA",3,8,8,6,7,2,3,0,3,0,0,2,3,1,3,4,53
Micropolitan Statistical Area,236700,"Orangeburg, SC",8,0,3,9,3,4,2,3,1,4,3,1,4,1,4,3,53
Micropolitan Statistical Area,210940,"Alma, MI",5,2,2,3,7,8,2,5,1,2,3,2,0,4,6,0,52
Micropolitan Statistical Area,214140,"Bluefield, WV-VA",6,1,4,4,3,6,3,2,2,2,3,6,2,3,3,2,52
Micropolitan Statistical Area,216500,"Centralia, WA",10,2,6,3,4,1,3,4,1,1,1,4,1,3,2,6,52
Micropolitan Statistical Area,217060,"Chillicothe, OH",8,1,6,7,4,0,4,2,1,6,3,1,5,0,1,3,52
Micropolitan Statistical Area,215700,"Cambridge, MD",7,2,3,1,3,1,1,0,3,1,3,5,1,9,2,9,51
Micropolitan Statistical Area,217540,"Clinton, IA",4,4,4,3,2,2,6,6,2,1,2,1,2,3,4,5,51
Micropolitan Statistical Area,232300,"Martinsville, VA",4,5,2,4,6,4,2,1,1,2,3,2,1,1,7,6,51
Micropolitan Statistical Area,216260,"Cedar City, UT",2,1,1,2,2,1,2,4,5,3,3,6,4,3,6,5,50
Micropolitan Statistical Area,220180,"DuBois, PA",7,7,3,2,6,0,3,1,1,1,3,3,1,5,4,3,50
Micropolitan Statistical Area,222580,"Forest City, NC",5,5,3,2,1,3,1,0,0,0,3,3,2,4,5,13,50
Micropolitan Statistical Area,236620,"Ontario, OR-ID",7,3,4,5,1,4,3,0,3,4,0,3,4,4,2,3,50
Micropolitan Statistical Area,218060,"Columbus, MS",4,3,2,3,2,3,2,1,1,2,6,5,2,2,8,3,49
