pl_code,stco_name,cbsa_name,population,unweighted_total,total,ptotal,pemployed,punemployed,pnilf,plw1,plw5,plw5plus,pmale,med_age,pa1821,pa2224,pwhiteNH,pblackNH,platino,pasianNH,potherNH,pinsch,plths,phs,psc,paa,pbaplus,pdis,pdiss,pdish,pdisv,pdisi,pdisw,pdisc,pfb,plep,pmar_1,pnospouse_kids,pchildren,pwparents,pgroupquarters,med_fam_income_adj,ppoor,psafetynet,psnap,pmedicaid,occ1,pocc1,occ2,pocc2,occ3,pocc3,ind1,pind1,ind2,pind2,ind3,pind3,fb1,pfb1,fb2,pfb2,fb3,pfb3,lsh1,plsh1,lsh2,plsh2,lsh3,plsh3,stco_code,cbsa_code
25005c,"Bristol County, MA","Providence-Warwick, RI-MA",Cluster 2,54,1854.18279684058,0.24033965677184266,0,0.720013737678528,0.279986262321472,0.464024603366852,0.404021710157394,0.13195368647575378,0.460124373435974,22,0,1,0.753435671329498,0.0455187410116196,0.0809003785252571,0,0.120145231485367,0,0.266655057668686,0.733344972133636,0,0,0,0.159369125962257,0,0.0756561234593391,0,0.0926621109247208,0.00536946533247828,0.0654856041073799,0.0283559635281563,0.0309931337833405,0.14557147026062,0.130335941910744,0.191080525517464,0.484391003847122,0.0279749389737844,38749.1078713557,0.520286440849304,0.650660872459412,0.533559262752533,0.5769338011741638,Service,0.354238927364349,Sales and Related,0.2684367001056671,(None reported),0.16186222434043884,Leisure and Hospitality,0.28227362036705,"Trade, Transportation, and Utilities",0.26765790581703186,(None reported),0.10719633847475052,United States,0.971644103527069,129,0.017438050359487534,Jamaica,0.010917913168668747,English,0.867592990398407,Spanish,0.07203676551580429,Portuguese,0.049452390521764755,25005,39300
25005c,"Bristol County, MA","Providence-Warwick, RI-MA",Cluster 3,24,1056.54556959255,0.13694971175030146,0,0.819186091423035,0.180813923478127,0.659122824668884,0.176329255104065,0.16454793512821198,0.563038527965546,20,1,0,0.80648010969162,0,0.0848082080483437,0.0615212470293045,0.0471904315054417,0.552131354808807,0,0,0.892953038215637,0.107046946883202,0,0.022615522146225,0,0,0.022615522146225,0,0,0,0.0351797007024288,0.041775893419981,0,0.119237713515759,0.119237713515759,0.833961248397827,0,71962.6289039462,0.230683326721191,0.319331765174866,0.25098925828933716,0.31273555755615234,Sales and Related,0.318509578704834,Service,0.2702128291130066,(None reported),0.25249719619750977,"Trade, Transportation, and Utilities",0.393021821975708,Leisure and Hospitality,0.23888356983661652,Unclassified,0.11923772096633911,United States,0.896092414855957,Bermuda,0.03800664097070694,El Salvador,0.03517970070242882,English,0.875124156475067,Spanish,0.08480820059776306,Portuguese,0.04006768390536308,25005,39300
25005c,"Bristol County, MA","Providence-Warwick, RI-MA",Cluster 1,66,2968.28398555445,0.384749742854427,0,0.565095961093903,0.434904038906097,0.381941944360733,0.23107847571373,0.3869795799255371,0.458754330873489,19,1,0,0.527431845664978,0.0612862706184387,0.192897886037827,0.0184894427657127,0.199894547462463,0.167397186160088,0.260777741670609,0.739222228527069,0,0,0,0.0786986798048019,0.00527802156284451,0.0195040516555309,0,0.0350781753659248,0,0.0698271095752716,0.0720852017402649,0.0748515650629997,0.103270500898361,0.0589767657220364,0.0913310945034027,0.76175993680954,0.0107806399464607,45160.3910081451,0.252880096435547,0.6074059009552,0.3808460235595703,0.5579734444618225,(None reported),0.478830009698868,Service,0.24539732933044434,Sales and Related,0.12727224826812744,(None reported),0.264263063669205,Leisure and Hospitality,0.16648823022842407,Unclassified,0.1510419100522995,United States,0.911815047264099,Cabo Verde,0.043617796152830124,Spain,0.016099760308861732,English,0.740455865859985,Spanish,0.12983912229537964,Portuguese,0.10966988652944565,25005,39300
25009c,"Essex County, MA","Boston-Cambridge-Newton, MA-NH",Out-of-work population,207,8391.2890929812,NA,0,0.549029946327209,0.450970023870468,0.424263060092926,0.192132294178009,0.38360464572906494,0.606112778186798,21,0.518329977989197,0.481670051813126,0.538869082927704,0.0570163428783417,0.345445841550827,0.0441291704773903,0.0145395593717694,0.137904092669487,0.2007075548172,0.491840690374374,0.204046323895454,0.0258180964738131,0.0775873437523842,0.0750869661569595,0.00508224871009588,0.0069516533985734,0.014520650729537,0.034582857042551,0.0247603058815002,0.0572783164680004,0.211375921964645,0.151134788990021,0.0542521513998508,0.0623253434896469,0.082584835588932,0.761781096458435,0.00330915697850287,64381.2752,0.21500438451767,0.452594012022018,0.29770100116729736,0.3580491244792938,(None reported),0.471971094608307,Service,0.2755737900733948,Office and Administrative Support,0.08507373929023743,(None reported),0.24598740041256,Leisure and Hospitality,0.2260955423116684,Unclassified,0.13761726021766663,United States,0.755791187286377,Dominican Republic,0.11657834053039551,Guatemala,0.05074993520975113,English,0.62164306640625,Spanish,0.3304007649421692,Vietnamese,0.01940752938389778,25009,14460
25009c,"Essex County, MA","Boston-Cambridge-Newton, MA-NH",Universe population,1774,68473.6935819398,NA,0.649121344089508,0.0819994807243347,0.268879175186157,0.795206964015961,0.0531478524208069,0.1516452133655548,0.504953503608704,21,0.573941946029663,0.426058024168015,0.61883533000946,0.035894051194191,0.276154279708862,0.0424648560583591,0.0266514867544174,0.539003551006317,0.16302877664566,0.304018497467041,0.35212105512619,0.0492669530212879,0.13156470656395,0.0553240440785885,0.00684807589277625,0.00739596271887422,0.00925464276224375,0.0191354341804981,0.00729259848594666,0.0405028499662876,0.149772182106972,0.0930253863334656,0.0372253470122814,0.0371523462235928,0.0475435703992844,0.68656861782074,0.0807264521718025,83033.8025814764,0.209948614239693,0.321667283773422,0.17039631307125092,0.2643072307109833,Service,0.313499748706818,(None reported),0.24406705796718597,Sales and Related,0.14532852172851563,Leisure and Hospitality,0.235255897045135,"Trade, Transportation, and Utilities",0.21322748064994812,Education and Health Services,0.16595642268657684,United States,0.838172316551208,Dominican Republic,0.07626435905694962,Guatemala,0.02345803752541542,English,0.691949546337128,Spanish,0.23279716074466705,Chinese,0.008348559960722923,25009,14460
25009c,"Essex County, MA","Boston-Cambridge-Newton, MA-NH",Cluster 5,18,651.057840285587,0.07758734481334427,0,0.611980319023132,0.388019651174545,0.809215784072876,0.11314918845892,0.0776350274682045,0.413803398609161,23,0.155127018690109,0.844873011112213,0.701289772987366,0,0.177525416016579,0.121184773743153,0,0.243595212697983,0,0,0,0,1,0,0,0,0,0,0,0,0.127598479390144,0.13327094912529,0,0,0,1,0,146106.445408,0,0.109172627329826,0.051793526858091354,0.10917262732982635,Service,0.338379383087158,Office and Administrative Support,0.25153064727783203,(None reported),0.15137726068496704,Leisure and Hospitality,0.305265128612518,"Trade, Transportation, and Utilities",0.20712973177433014,Education and Health Services,0.20043720304965973,United States,0.872401475906372,Kenya,0.0758049413561821,Dominican Republic,0.051793523132801056,English,0.761110842227936,Spanish,0.1935092806816101,Chinese,0.04537982866168022,25009,14460
25009c,"Essex County, MA","Boston-Cambridge-Newton, MA-NH",Cluster 2,56,2481.70199361795,0.2957474073552944,0,0.442896872758865,0.557103157043457,0.25753852725029,0.23808565735817,0.5043758153915405,0.640648126602173,23,0,1,0.50699257850647,0.0298182461410761,0.424908965826035,0.0382801815867424,0,0.010745313949883,0.295206695795059,0.704793334007263,0,0,0,0.166616022586823,0.0171844232827425,0,0.0101463869214058,0.0686473250389099,0.044769361615181,0.121846668422222,0.303999751806259,0.23477777838707,0.116061836481094,0.0831157565116882,0.141066193580627,0.692854344844818,0,50063.2,0.233508676290512,0.467145502567291,0.34072279930114746,0.3805815279483795,(None reported),0.612825214862823,Service,0.29042384028434753,Construction and Extraction,0.02151034027338028,(None reported),0.351444780826569,Leisure and Hospitality,0.2654922604560852,Unclassified,0.1529310643672943,United States,0.671919524669647,Dominican Republic,0.15064190328121185,Guatemala,0.07560735195875168,English,0.5562504529953,Spanish,0.3951270282268524,Vietnamese,0.027400551363825798,25009,14460
25009c,"Essex County, MA","Boston-Cambridge-Newton, MA-NH",Cluster 4,29,1010.06935371101,0.12037117807749816,0,0.542459726333618,0.457540273666382,0.545853078365326,0.228200659155846,0.22594624757766724,0.519012153148651,22,0,1,0.776926815509796,0,0.176206111907959,0,0.0468670576810837,0.0862394571304321,0,0,0.785512626171112,0.214487358927727,0,0.103900864720345,0,0.0577518083155155,0.0577518083155155,0.0577518083155155,0.0577518083155155,0.103900864720345,0.0788927599787712,0.0566225983202457,0.0339038297533989,0.0903332158923149,0.0903332158923149,0.81198525428772,0.0274912733584642,87441.7698790116,0.185757055878639,0.286980628967285,0.23219889402389526,0.145114928483963,(None reported),0.405862212181091,Office and Administrative Support,0.17885349690914154,Service,0.17876717448234558,Education and Health Services,0.242225170135498,Leisure and Hospitality,0.20601901412010193,(None reported),0.17116452753543854,United States,0.857284128665924,Dominican Republic,0.08609332889318466,Guatemala,0.05662260204553604,English,0.789632022380829,Spanish,0.1555863320827484,Greek,0.0547817163169384,25009,14460
25009c,"Essex County, MA","Boston-Cambridge-Newton, MA-NH",Cluster 1,79,3329.67050216539,0.39680083301509167,0,0.544497191905975,0.455502808094025,0.360715687274933,0.170572683215141,0.46871164441108704,0.644043385982513,20,1,0,0.438323616981506,0.0981400236487389,0.410613745450974,0.0304979532957077,0.0224246419966221,0.106005191802979,0.285788029432297,0.714211940765381,0,0,0,0.0184700600802898,0,0,0.0115126511082053,0.0184700600802898,0.0115126511082053,0.00695741036906838,0.214434951543808,0.154796063899994,0.0188645832240582,0.0677179992198944,0.0677179992198944,0.748995900154114,0,51127.2568891677,0.283454477787018,0.609870254993439,0.3905180096626282,0.4791567027568817,(None reported),0.516118049621582,Service,0.2318723052740097,Sales and Related,0.08705846220254898,(None reported),0.285438299179077,Unclassified,0.1832733303308487,Leisure and Hospitality,0.1800246387720108,United States,0.740130305290222,Dominican Republic,0.14527367055416107,Guatemala,0.054368652403354645,English,0.57682079076767,Spanish,0.40685924887657166,Portuguese,0.008108911104500294,25009,14460
25009c,"Essex County, MA","Boston-Cambridge-Newton, MA-NH",Cluster 3,25,918.789403201259,0.10949323673877122,0,0.814744234085083,0.185255780816078,0.698440730571747,0.162457227706909,0.13910207152366638,0.60739654302597,20,1,0,0.612543404102325,0.0845315232872963,0.199686840176582,0.103238224983215,0,0.578872263431549,0,0,1,0,0,0.0545705407857895,0,0,0,0,0,0.0545705407857895,0.155118092894554,0.0285022016614676,0.0763575583696365,0,0.0285022016614676,0.770294845104218,0,78933.3678860949,0.101467743515968,0.268740653991699,0.09139090031385422,0.2687406539916992,Service,0.455756008625031,(None reported),0.23137949407100677,Office and Administrative Support,0.12762878835201263,Education and Health Services,0.277594268321991,Leisure and Hospitality,0.25261375308036804,Professional and Business Services,0.15780457854270935,United States,0.844881892204285,Vietnam,0.10323822498321533,324,0.05187986046075821,English,0.677201509475708,Spanish,0.16767160594463348,Vietnamese,0.10323822498321533,25009,14460
25025a,"Boston, MA","Boston-Cambridge-Newton, MA-NH",Cluster 1,85,2768.75991966839,0.33086154587341937,0,0.506678104400635,0.493321895599365,0.290898084640503,0.106300756335258,0.6028011441230774,0.704672396183014,20,1,0,0.156326249241829,0.299053966999054,0.421506464481354,0.0640567690134048,0.0590565577149391,0.0987901166081429,0.236556693911552,0.763443291187286,0,0,0,0.123291164636612,0.02613097243011,0.0222368687391281,0.0503005087375641,0.0485353693366051,0.02613097243011,0.123291164636612,0.199164465069771,0.120251677930355,0.00758462306112051,0.0490404367446899,0.0490404367446899,0.775161564350128,0.00864004343748093,35336.7691769524,0.393810600042343,0.692424535751343,0.41758641600608826,0.5652871131896973,(None reported),0.648464024066925,Sales and Related,0.13531072437763214,Service,0.11074304580688477,(None reported),0.360393613576889,Unclassified,0.24240753054618835,"Trade, Transportation, and Utilities",0.15342120826244354,United States,0.736055850982666,Dominican Republic,0.07347094267606735,China,0.04505285248160362,English,0.465318828821182,Spanish,0.3319641947746277,French Creole,0.0708240196108818,25025,14460
25025a,"Boston, MA","Boston-Cambridge-Newton, MA-NH",Out-of-work population,264,8368.33398804119,NA,0,0.635439097881317,0.364560902118683,0.448219925165176,0.152032986283302,0.3997470736503601,0.539326429367065,21,0.616447150707245,0.383552849292755,0.256112039089203,0.284890413284302,0.308881223201752,0.0765941143035889,0.073522187769413,0.272414445877075,0.120251327753067,0.343111157417297,0.326599717140198,0.0144359031692147,0.195601895451546,0.0689607039093971,0.0103367706760764,0.00735732447355986,0.0242468453943729,0.0263215526938438,0.012712275609374,0.0588006190955639,0.208814740180969,0.105472385883331,0.0395064242184162,0.0667346194386482,0.0694886967539787,0.563686430454254,0.0140289198607206,38954.1296061247,0.461288034915924,0.512753963470459,0.3255026638507843,0.40045273303985596,(None reported),0.46901473402977,Service,0.1389390230178833,Sales and Related,0.1347692757844925,(None reported),0.226871460676193,Unclassified,0.18685531616210938,Education and Health Services,0.16565121710300446,United States,0.765660405158997,Dominican Republic,0.07024110108613968,China,0.02648627571761608,English,0.56327760219574,Spanish,0.24041889607906342,French Creole,0.064429372549057,25025,14460
25025a,"Boston, MA","Boston-Cambridge-Newton, MA-NH",Universe population,3924,102802.857031636,NA,0.550094842910767,0.0901256203651428,0.359779506921768,0.777415037155151,0.0510422922670841,0.1715426743030548,0.473362386226654,21,0.628330588340759,0.371669411659241,0.482221215963364,0.184850350022316,0.181814283132553,0.111761465668678,0.0393526889383793,0.71771514415741,0.0598483085632324,0.220387324690819,0.509672582149506,0.0188111439347267,0.191280618309975,0.0534052923321724,0.00515103619545698,0.00837399438023567,0.010111078619957,0.0141115738078952,0.00715050892904401,0.036719623953104,0.181349277496338,0.0689850449562073,0.0173910818994045,0.0217219479382038,0.024448161944747,0.255583196878433,0.337354600429535,51187.8342077567,0.60029661655426,0.22098833322525,0.1278962939977646,0.16894467175006866,(None reported),0.217925012111664,Service,0.21277064085006714,Professional and Related,0.19764825701713562,Education and Health Services,0.253041177988052,Leisure and Hospitality,0.17434711754322052,(None reported),0.15558868646621704,United States,0.795303761959076,China,0.027239998802542686,Dominican Republic,0.026225699111819267,English,0.658098459243774,Spanish,0.14648249745368958,Chinese,0.031861916184425354,25025,14460
25025a,"Boston, MA","Boston-Cambridge-Newton, MA-NH",Cluster 5,60,1636.86193111971,0.19560188843548507,0,0.523165643215179,0.476834386587143,0.588606476783752,0.184564232826233,0.22682932019233704,0.357949614524841,23,0.190517216920853,0.809482753276825,0.536448001861572,0.12035009264946,0.176274016499519,0.149007439613342,0.0179204680025578,0.179014578461647,0,0,0,0,1,0.0475390255451202,0,0,0.0206645596772432,0.00997844245284796,0,0.0259530078619719,0.200826048851013,0.074763648211956,0.0533476285636425,0.00370512926019728,0.00953828077763319,0.322612315416336,0,22428.3136,0.578555881977081,0.215533584356308,0.13324305415153503,0.08599565923213959,(None reported),0.28325018286705,Professional and Related,0.276772141456604,Sales and Related,0.17146393656730652,(None reported),0.204591810703278,Education and Health Services,0.18299460411071777,"Trade, Transportation, and Utilities",0.17505811154842377,United States,0.786501884460449,Guatemala,0.04405035078525543,China,0.04095912724733353,English,0.782670497894287,Spanish,0.07622574269771576,Chinese,0.03618042543530464,25025,14460
25025a,"Boston, MA","Boston-Cambridge-Newton, MA-NH",Cluster 2,36,1108.81216899257,0.13250094589641398,0,0.677509188652039,0.322490781545639,0.522161245346069,0.206401646137238,0.2714371383190155,0.506581842899323,23,0,1,0.187704876065254,0.272076994180679,0.35332128405571,0.0595231577754021,0.127373665571213,0,0.31685671210289,0.683143317699432,0,0,0,0.0569681264460087,0.0127624543383718,0,0.0147304777055979,0.0422376468777657,0.0127624543383718,0.0422376468777657,0.227452754974365,0.219257473945618,0.167804300785065,0.169169068336487,0.169169068336487,0.445445150136948,0.0478793866932392,40485.8412570226,0.527910828590393,0.631350994110107,0.48783034086227417,0.47381648421287537,(None reported),0.301014304161072,Service,0.25025126338005066,Office and Administrative Support,0.1999211609363556,Leisure and Hospitality,0.260452717542648,(None reported),0.19762422144412994,"Trade, Transportation, and Utilities",0.1782548576593399,United States,0.77254730463028,Colombia,0.06799779832363129,Vietnam,0.049001388251781464,English,0.531805515289307,Spanish,0.3533213138580322,Vietnamese,0.049001388251781464,25025,14460
25025a,"Boston, MA","Boston-Cambridge-Newton, MA-NH",Cluster 4,29,775.874613919384,0.0927155411134583,0,0.774295806884766,0.225704208016396,0.35237056016922,0.475342720746994,0.172286719083786,0.604715406894684,23,0,1,0.37976461648941,0.253785580396652,0.183646574616432,0.0646490231156349,0.118154212832451,0.465519517660141,0,0,0.922914743423462,0.0770852863788605,0,0.0964869484305382,0,0,0.0173704605549574,0.0292802546173334,0,0.0791164860129356,0.229166403412819,0.113325551152229,0.0186714679002762,0.184864312410355,0.202262714505196,0.267555236816406,0.00385079067200422,34042.976,0.569882154464722,0.42139208316803,0.37131860852241516,0.2800982594490051,(None reported),0.277425467967987,Sales and Related,0.2252330631017685,Professional and Related,0.18281874060630798,"Trade, Transportation, and Utilities",0.271386951208115,Education and Health Services,0.24035389721393585,Leisure and Hospitality,0.10880526900291443,United States,0.753435134887695,Saudi Arabia,0.05813615769147873,Somalia,0.057139813899993896,English,0.587571740150452,Spanish,0.10760335624217987,French Creole,0.10014695674180984,25025,14460
25025a,"Boston, MA","Boston-Cambridge-Newton, MA-NH",Cluster 3,54,2078.02535434114,0.24832007868122305,0,0.821144819259644,0.178855150938034,0.543586015701294,0.0376166440546513,0.4187973141670227,0.454947978258133,20,1,0,0.158578842878342,0.414078176021576,0.286320477724075,0.0498276688158512,0.0911948159337044,0.650580108165741,0,0,0.970647156238556,0.0293528400361538,0,0.00956630147993565,0,0,0,0,0.00956630147993565,0,0.210421681404114,0.046323087066412,0.0104570789262652,0.0411945544183254,0.0411945544183254,0.645470380783081,0.0179976187646389,49862.9472,0.382727831602097,0.478311598300934,0.2505307197570801,0.4343162775039673,(None reported),0.537420570850372,Office and Administrative Support,0.16638916730880737,Service,0.11194626986980438,Unclassified,0.302412420511246,Education and Health Services,0.2821260690689087,(None reported),0.13292324542999268,United States,0.789578318595886,Dominican Republic,0.12420319020748138,Honduras,0.013795146718621254,English,0.528704404830933,Spanish,0.237124964594841,French Creole,0.12770311534404755,25025,14460
25027c,"Worcester County, MA","Worcester, MA-CT",Out-of-work population,226,9373.33919867302,NA,0,0.65626335144043,0.34373664855957,0.478979349136353,0.205562368035316,0.3154582679271698,0.580355226993561,21,0.595425665378571,0.404574364423752,0.698039829730988,0.0658751800656319,0.159858182072639,0.0490947663784027,0.0271320212632418,0.193464145064354,0.0870044529438019,0.512356221675873,0.288318008184433,0.0375954397022724,0.0747258439660072,0.0628768131136894,0.00780720636248589,0.0148437358438969,0.00618232879787683,0.0256845634430647,0.0104431034997106,0.0449116602540016,0.0705725103616714,0.0730965360999107,0.0548292957246304,0.0911755412817001,0.109508104622364,0.755234897136688,0.0127374231815338,61788.8649608425,0.250383198261261,0.440541505813599,0.248132586479187,0.38430607318878174,(None reported),0.457790017127991,Service,0.1883275806903839,Office and Administrative Support,0.11956436187028885,(None reported),0.211527869105339,Leisure and Hospitality,0.18071283400058746,"Trade, Transportation, and Utilities",0.15598109364509583,United States,0.918704211711884,Nepal,0.013121796771883965,Dominican Republic,0.012126592919230461,English,0.794537782669067,Spanish,0.13608916103839874,Nepali,0.013121796771883965,25027,49340
